,text,true_num,model_num,model_extracted,model,true
2003,meal content ginger contain dinner sprinkle cooked fairly thai snap they've stew palm dozen specifically,1,1,1,rather_good,rather_good
2016,might drinking aftertaste mild espresso beverage straight weird sound sip latte guest appeal however pleasant,2,0,0,neutral,good
2024,milk diet n't stomach soy start shake substitute something sensitive without nasty upset dissolve zero,-1,0,0,neutral,rather_bad
2025,milk n't diet start stomach soy substitute shake sensitive nasty upset without something dissolve zero,-2,0,0,neutral,bad
2026,milk n't diet start stomach soy substitute shake something sensitive without nasty upset dissolve usually,0,0,0,neutral,neutral
2027,milk n't diet stomach start soy substitute shake something sensitive without nasty upset dissolve zero,0,0,0,neutral,neutral
2028,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve usually zero allergic,0,0,0,neutral,neutral
2029,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve zero allergic usually,-1,0,0,neutral,rather_bad
2030,mind pot total roll rating flower often classic g<br illy whole cholesterol despite enough delight,-2,0,0,neutral,bad
2031,mind starbucks total especially instant roll often via decent flower set classic grape illy mocha,-2,1,1,rather_good,bad
2032,mind starbucks total especially instant roll often via decent set flower classic grape illy mocha,-2,1,1,rather_good,bad
2037,minute hour people energy cheese husband everyone shot point pizza boost caffeine bake crust sleep,-2,1,1,rather_good,bad
2038,mio dental lollipop wing sriracha apple peach vietnamese healthful sauce tootsie candy nutritional kale article,-1,1,1,rather_good,rather_bad
2040,mix cream ice pour strawberry pancake baking waffle muffin pomegranate pan stir frozen whip grainy,2,0,0,neutral,good
2041,mix cream ice pour strawberry pancake waffle stir muffin pomegranate frozen whip grainy instead lollipop,1,0,0,neutral,rather_good
2042,mix cream ice pour strawberry stir pancake waffle muffin pomegranate frozen whip grainy instead lollipop,1,0,0,neutral,rather_good
2043,mix cream ice strawberry pour pancake waffle muffin recipe pomegranate frozen grainy lollipop margarita fluffy,2,1,1,rather_good,good
2044,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,2,1,1,rather_good,good
2045,mix cream ice strawberry pour pancake waffle pomegranate recipe muffin frozen margarita lollipop baking fluffy,2,1,1,rather_good,good
2046,mix ice cream strawberry pour pancake waffle pomegranate recipe muffin baking margarita milk fluffy lollipop,2,1,1,rather_good,good
2047,mix less problem cheaper diet pay need clean lot house switch rest leave ball puppy,-2,0,0,neutral,bad
2048,mix less problem diet cheaper need house pay clean rest lot switch plus kibble ball,-2,0,0,neutral,bad
2049,mix less problem diet cheaper pay need clean house lot rest switch ball leave puppy,-2,1,1,rather_good,bad
2050,mix less problem diet cheaper pay need clean switch lot rest house ball leave puppy,-2,0,0,neutral,bad
2051,mix less problem diet clean switch ball kibble coat spoon convenience leave crystal waffle vet,-2,0,0,neutral,bad
2052,mix less problem diet clean switch ball kibble leave spoon convenience puppy crystal waffle rest,-1,0,0,neutral,rather_bad
2053,mix less problem diet clean switch coat vet crazy ball feed kibble leave wellness spoon,-1,1,1,rather_good,rather_bad
2054,mix less problem pay leave ball place lot convenience crystal waffle scoop fancy remove litter,-2,0,0,neutral,bad
2055,mix less problem pay leave lot ball place convenience crystal waffle scoop fancy remove except,-2,0,0,neutral,bad
2056,mix less problem pay place leave except lot convenience ball crystal remove waffle scoop fancy,-2,0,0,neutral,bad
2057,mix lot less problem pay leave place except kept convenience crystal waffle remove fancy scoop,-2,0,0,neutral,bad
2058,mix need less problem diet cheaper pay lot clean house rest switch leave ball puppy,-2,0,0,neutral,bad
2059,mix pay easily ball except convenience crystal scoop waffle lab fancy measure min unpleasant litter,-2,0,0,neutral,bad
2060,mix problem less pay leave lot ball place convenience crystal waffle scoop fancy remove litter,-2,0,0,neutral,bad
2061,mix problem pay leave ball crystal kept except heavy waffle batch sent scoop fancy litter,-2,0,0,neutral,bad
2062,mix problem pay leave ball except kept crystal heavy waffle batch fancy scoop litter skeptical,-2,0,0,neutral,bad
2063,mix problem pay leave ball sent crystal batch waffle never less could scoop litter light,-2,0,0,neutral,bad
2064,mix problem pay leave ball sent crystal batch waffle never scoop could heavy litter light,-2,0,0,neutral,bad
2065,mix problem pay leave ball sent crystal waffle batch never less could scoop litter heavy,-2,0,0,neutral,bad
2066,mix sauce cheese recipe bread spicy pepper cook season cake chicken meal salad bake egg,2,1,1,rather_good,good
2067,mix sauce cheese recipe bread spicy pepper cook season cake meal chicken salad bake egg,2,1,1,rather_good,good
2068,mix sauce easy cheese recipe bread spicy pepper cook season cake chicken meal salad bake,2,1,1,rather_good,good
2069,mix sauce easy hot cheese recipe bread spicy pepper cook chicken season cake salad meal,2,1,1,rather_good,good
2080,money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium,-2,0,0,neutral,bad
2081,money value bulk difficult okay quantity msg bacon what's glutamate monosodium con number although spent,-1,0,0,neutral,rather_bad
2092,month size highly start baby quickly glad daughter son thanks every perfect since supply night,-1,0,0,neutral,rather_bad
2111,morning breakfast indiv convenient wrap portion control ual afternoon ually deep anytime worry wrapper since,-2,1,1,rather_good,bad
2112,morning breakfast indiv convenient wrap portion control ual afternoon ually deep enjoy anytime worry since,-1,1,1,rather_good,rather_bad
2113,morning breakfast indiv convenient wrap portion control ual afternoon ually deep worry early since anytime,-2,1,1,rather_good,bad
2114,morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake,-2,1,1,rather_good,bad
2115,morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry,-2,0,0,neutral,bad
2116,morning breakfast light packet indiv mild convenient pour wrap easily stevia liqu way ual usually,-1,1,1,rather_good,rather_bad
2117,morning light breakfast packet mild indiv pour convenient wrap easily usually liqu stevia way ual,-2,0,0,neutral,bad
2118,morning light breakfast packet mild indiv pour usually convenient wrap easily liqu way stevia every,-2,1,1,rather_good,bad
2119,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia every,-1,1,1,rather_good,rather_bad
2120,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia ual,-1,0,0,neutral,rather_bad
2121,morning light breakfast packet usually mild indiv easily pour convenient wrap liqu way every stevia,-2,0,0,neutral,bad
2122,morning light usually breakfast packet mild indiv easily way pour convenient liqu wrap stevia ual,-2,0,0,neutral,bad
2123,morning usually light breakfast packet easily mild indiv pour convenient liqu wrap stevia ual afternoon,-1,0,0,neutral,rather_bad
2124,morning usually light breakfast packet mild easily indiv pour convenient liqu wrap lover warm stevia,-2,1,1,rather_good,bad
2156,n't could money juice wrong guess think color bought waste fine throw show picture either,-2,0,0,neutral,bad
2157,n't milk diet stomach soy substitute shake sensitive nasty upset allergic dissolve pain gallon zero,2,0,0,neutral,good
2158,n't money juice color could think guess wrong fine bought waste either throw show picture,-1,0,0,neutral,rather_bad
2159,n't money juice color guess think wrong fine bought could waste either throw show picture,-2,0,0,neutral,bad
2160,n't money juice color guess wrong could bought think fine waste throw either show picture,-2,0,0,neutral,bad
2161,n't money juice color think fine guess wrong could either bought waste throw show picture,-2,0,0,neutral,bad
2162,n't money juice color think guess wrong could fine bought waste either throw show picture,-2,0,0,neutral,bad
2163,n't think money either juice fine color guess wrong waste could throw show end picture,-2,0,0,neutral,bad
2211,natural list contains ingredient raw berry book usa herb gross report root aloe health passion,-2,1,1,rather_good,bad
2212,natural list contains raw berry book usa herb gross site ingredient root report aloe question,1,0,0,neutral,rather_good
2213,natural list contains raw berry ingredient book usa herb gross report root aloe passion question,-2,0,0,neutral,bad
2214,natural list contains raw berry site book gross usa herb root report aloe question web,-2,0,0,neutral,bad
2215,natural list ingredient contains raw berry usa book herb gross health report aloe fruit root,2,1,1,rather_good,good
2216,natural list ingredient contains raw berry usa book herb gross report health aloe root passion,-2,1,1,rather_good,bad
2217,natural real expensive fact syrup wheat leaf care artificial sweetener pleased flour chemical loose matter,-2,1,1,rather_good,bad
2227,need clean result cheap vet basically still issue seem breath greenies pet high digestive dental,0,1,1,rather_good,neutral
2228,need keep clean seem hand teeth around longer high vet help still basically issue pet,-2,1,1,rather_good,bad
2229,need keep hand around teeth clean longer basically breath greenies issue digestive tummy seem dental,2,1,1,rather_good,good
2230,need keep hand around teeth clean longer breath basically greenies tummy digestive dental issue leak,-2,1,1,rather_good,bad
2231,need keep hand clean around teeth seem longer high basically issue breath greenies vet help,-2,0,0,neutral,bad
2232,need keep hand clean teeth around seem longer high basically issue breath vet greenies help,0,0,0,neutral,neutral
2233,need keep hand teeth clean around longer seem basically issue breath greenies high digestive tummy,-1,0,0,neutral,rather_bad
2234,need keep seem worth still hand container around clean result cheap teeth see thing basically,-2,0,0,neutral,bad
2235,need keep seem worth still hand container around clean result cheap teeth thing see basically,-2,0,0,neutral,bad
2236,need keep seem worth still hand container teeth clean around cheap result thing every basically,-2,0,0,neutral,bad
2237,need mix could keep lot less problem diet hand clean easily ball figure leave mess,-2,0,0,neutral,bad
2238,need mix lot less problem diet clean switch ball coat kibble plus spoon puppy crystal,-2,0,0,neutral,bad
2239,need mix lot less problem diet keep clean switch ball plus puppy kibble spoon coat,-1,0,0,neutral,rather_bad
2240,need result clean cheap basically breath greenies concerned major trust tummy pet space finicky dental,-2,0,0,neutral,bad
2241,need result clean cheap basically breath greenies major pet tummy concerned trust finicky dental space,-2,0,0,neutral,bad
2242,need result clean cheap basically vet breath greenies issue pet digestive tummy dental still dog's,0,1,1,rather_good,neutral
2243,need result clean cheap vet basically breath issue greenies pet still digestive tummy dental junk,-1,0,0,neutral,rather_bad
2244,need still clean cheap basically breath greenies tummy dental leak space junk trust dog's they'll,-2,0,0,neutral,bad
2245,need still keep seem worth around hand container clean result cheap basically see teeth breath,-1,1,1,rather_good,rather_bad
2246,never ever far sell bread version hop unfortunately truly simply pancake toast gluten-free unlike mill,-1,0,0,neutral,rather_bad
2247,never ever local piece grocery sell deal wish carry market expensive glad gum online hop,-2,0,0,neutral,bad
2248,new money juice case waste wrong show let guess drop picture either throw color fine,-2,0,0,neutral,bad
2249,new variety however part point state within complaint easier pumpkin avo perhaps animal create front,-1,0,0,neutral,rather_bad
2264,nice color cracker please substitute bring table surprise beautiful unique pork describe wine guest puff,-1,1,1,rather_good,rather_bad
2265,nice hard definitely excellent expect compare cracker mouth lover please shape enough surprise wine round,-1,1,1,rather_good,rather_bad
2266,nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa,0,0,0,neutral,neutral
2267,nice hard kind definitely never back please bring describe overpower surprise lighter sure pa enough,-2,0,0,neutral,bad
2268,nice hard kind definitely never back please bring overpower describe surprise lighter sure pa memory,-2,0,0,neutral,bad
2269,nice hard kind definitely never back please describe expect surprise lighter overpower bring puff enough,-1,0,0,neutral,rather_bad
2270,nice hard kind never back please bring overpower surprise mountain describe puff lighter pa stand,-2,0,0,neutral,bad
2271,nice hard kind never back please mountain overpower bring describe surprise puff lighter compare rarely,-2,0,0,neutral,bad
2272,nice hard kind never back please mountain overpower describe puff surprise lighter bring compare rarely,-2,0,0,neutral,bad
2273,nice hard never kind back please bring overpower surprise describe puff lighter mountain pa stand,-2,0,0,neutral,bad
2274,nice never hard back definitely kind please bring surprise overpower describe lighter memory chose rock,-2,0,0,neutral,bad
2275,nice never hard kind back please bring overpower surprise describe puff lighter pa stand rarely,-2,0,0,neutral,bad
2276,nice never hard kind please heard surprise overpower bring describe lighter present rock puff pa,-2,0,0,neutral,bad
2277,nice salt excellent cracker please sea bland surprise touch table unique shape bring wine spread,-2,1,1,rather_good,bad
2278,nice salt excellent cracker please sea bland touch surprise table shape unique wine spread bring,-2,1,1,rather_good,bad
2279,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,-2,0,0,neutral,bad
2280,nice salt excellent cracker please sea surprise unique table wine pork kit describe bland crispy,-2,1,1,rather_good,bad
2281,nice salt excellent cracker please sea surprise unique table wine pork kit puff describe graham,-2,0,0,neutral,bad
2282,nice salt hard big color cracker kind smaller bite dish hit broken shape sea vinegar,-1,1,1,rather_good,rather_bad
2283,nice salt hard big kind color container cracker mouth smaller dish hit bite broken sea,-2,0,0,neutral,bad
2284,nice salt hard color container cracker mouth smaller bite dish hit broken sea simple vinegar,-1,0,0,neutral,rather_bad
2285,nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar,-2,1,1,rather_good,bad
2286,nice salt hard color cracker kind big smaller dish bite hit broken sea vinegar different,-1,1,1,rather_good,rather_bad
2287,nice salt hard color cracker kind different smaller dish bite broken shape sea definitely vinegar,-1,1,1,rather_good,rather_bad
2288,nice salt hard color cracker kind smaller dish bite broken shape sea different vinegar definitely,-2,0,0,neutral,bad
2289,nice salt hard color cracker kind smaller dish bite broken shape sea hit different vinegar,2,0,0,neutral,good
2290,nice salt hard color cracker smaller big bite dish hit kind broken shape sea vinegar,-1,1,1,rather_good,rather_bad
2291,nice salt hard color cracker smaller dish bite kind hit big broken shape sea vinegar,1,1,1,rather_good,rather_good
2292,nice salt hard kind excellent color cracker different container dish hit bite packaging shape sea,-1,1,1,rather_good,rather_bad
2295,noodle service rice fast customer cook buckwheat sulfate barley phosphate russell july refund booda super,-2,0,0,neutral,bad
2296,noodle strawberry gelatin dip mixer cholesterol japanese royal water mix cup boil nail buckwheat soba,-2,0,0,neutral,bad
2297,notice believe life show completely face supplement heart fix number common sleep habit doctor leg,-1,1,1,rather_good,rather_bad
2298,notice believe life show completely face supplement heart fix number common sleep habit doctor recent,0,1,1,rather_good,neutral
2299,notice believe show face life completely supplement year work common fix number habit leg two,-2,0,0,neutral,bad
2300,notice believe show life completely face supplement fix common number year heart work habit leg,-2,1,1,rather_good,bad
2301,notice believe show life completely face supplement fix heart number common habit sleep doctor leg,-2,1,1,rather_good,bad
2302,notice life believe show completely face sleep supplement heart fix number common calm habit period,-2,1,1,rather_good,bad
2303,notice life believe show completely face sleep supplement heart fix number common habit period doctor,0,1,1,rather_good,neutral
2305,nut family big plus fan extra etc hit mixed dessert flavour car cashew microwave thats,0,0,0,neutral,neutral
2306,nut plus family fan big extra hit mixed etc dessert flavour microwave car cashew thats,-1,0,0,neutral,rather_bad
2307,nut plus fan family hit big extra mixed etc dessert microwave flavour car thats cashew,-2,1,1,rather_good,bad
2308,nutrient bbq saffron march habanero board maintain select encounter roland spanish men glico steady prevent,-2,0,0,neutral,bad
2309,oat flower mango lipton pineapple iced tea water oatmeal set gift steel tray index slip,-1,0,0,neutral,rather_bad
2310,oatmeal skin anyone maple okay hair super pure wash gas body workout seriously truffle quaker,-2,1,1,rather_good,bad
2311,oatmeal skin anyone okay maple hair pure super wash gas body seriously workout winter truffle,-2,0,0,neutral,bad
2321,odor effective kill gel lose mask skin acne cayenne ripped turmeric quit exercise keep cleanup,1,1,1,rather_good,rather_good
2336,often mind pot entire decent total roll rating flower classic g<br cholesterol dust trans delight,-2,0,0,neutral,bad
2337,often mind pot entire decent total roll rating flower classic g<br cholesterol trans dust delight,-1,0,0,neutral,rather_bad
2340,oil bone toy olive magnesium diamond blue body blood bowel rda truffle muscle tolerance heart,-1,1,1,rather_good,rather_bad
2341,oil energy gum bone hair toy olive skin magnesium diamond body blue boost supplement truffle,-2,1,1,rather_good,bad
2342,oil energy gum bone hair toy olive skin magnesium diamond body boost blue supplement truffle,-1,1,1,rather_good,rather_bad
2343,oil energy olive skin magnesium blue body salt blood diamond take supplement help heart bowel,0,1,1,rather_good,neutral
2344,oil ever popcorn spice jar pop season cooking olive salad christmas everything search sprinkle top,0,1,1,rather_good,neutral
2345,oil ever popcorn spice jar pop season cooking olive salad christmas top everything sprinkle garlic,-2,1,1,rather_good,bad
2346,oil ever popcorn spice jar pop season cooking olive salad cook top christmas sprinkle microwave,0,1,1,rather_good,neutral
2347,oil ever popcorn spice jar pop season cooking olive salad cook top search christmas sprinkle,2,0,0,neutral,good
2348,oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic,0,1,1,rather_good,neutral
2349,oil gum bone toy olive magnesium skin diamond blue body bowel blood rda truffle xylitol,-2,0,0,neutral,bad
2350,oil gum bone toy olive skin magnesium energy diamond blue body bowel blood truffle rda,-2,0,0,neutral,bad
2351,oil help salt energy coconut take feel hair olive body work magnesium hour skin health,2,1,1,rather_good,good
2352,oil popcorn everything spice pop season cooking olive microwave garlic worst italian movie party mustard,2,1,1,rather_good,good
2353,oil popcorn jar pop olive garlic microwave movie truffle mustard square worst kernel fell sprinkle,1,0,0,neutral,rather_good
2354,oil popcorn olive pop movie wasabi kernel sardine popped popper coconut truffle formula theater virgin,2,0,0,neutral,good
2355,oil popcorn spice everything pop olive season chai cooking christmas garlic fish worst italian movie,2,0,0,neutral,good
2356,oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst italian,1,1,1,rather_good,rather_good
2357,oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst mustard,2,1,1,rather_good,good
2358,oil popcorn spice olive pop christmas worst garlic cooking italian coconut kernel smoke dress sister,-2,0,0,neutral,bad
2359,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke coconut sister dress,0,0,0,neutral,neutral
2360,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister coconut dress,-1,0,0,neutral,rather_bad
2361,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister regularly coconut,0,0,0,neutral,neutral
2362,oil popcorn spice pop olive christmas worst garlic italian kernel cooking regularly smoke sister popper,0,1,1,rather_good,neutral
2363,oil popcorn spice pop olive christmas worst garlic italian kernel regularly cooking smoke sister popper,-1,1,1,rather_good,rather_bad
2364,oil popcorn spice pop olive christmas worst italian garlic microwave regularly kernel smoke sister cooking,0,0,0,neutral,neutral
2365,oil popcorn spice pop olive christmas worst italian garlic regularly kernel microwave smoke sister cooking,2,1,1,rather_good,good
2366,oil salt chew energy gum bone body hair toy olive skin magnesium diamond blood sleep,-1,1,1,rather_good,rather_bad
2367,oil salt chew energy gum bone hair body toy olive blue skin magnesium help night,-1,0,0,neutral,rather_bad
2368,oil salt chew energy gum bone hair body toy olive skin magnesium blue sea diamond,-2,0,0,neutral,bad
2369,oil salt chew energy help gum bone hair body toy olive skin blue magnesium night,-2,0,0,neutral,bad
2370,oil salt help chew energy gum bone hair body toy olive skin blue night magnesium,-1,0,0,neutral,rather_bad
2371,oil salt help chew energy gum hour bone hair body toy olive skin blue magnesium,2,0,0,neutral,good
2372,oil spice cooking olive christmas garlic worst italian smoke regularly sister hydrogenate virgin italy canola,-1,1,1,rather_good,rather_bad
2373,oil spice cooking olive christmas garlic worst smoke regularly italian sister virgin shame canola hydrogenate,0,0,0,neutral,neutral
2374,oil spice olive cooking christmas garlic worst smoke italian sister recipe regularly virgin canola extra,2,1,1,rather_good,good
2375,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin canola extra regularly,2,1,1,rather_good,good
2376,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin extra canola dress,0,0,0,neutral,neutral
2377,old buying easy save soup carry subscribe awesome chili tomato son cheaper area daughter prepare,2,0,0,neutral,good
2378,old buying easy save soup cheaper subscribe awesome carry son chili tomato area compare prepare,-1,1,1,rather_good,rather_bad
2379,old daughter son he's tree pump hungry class mother age older spit gerber breed tub,-2,0,0,neutral,bad
2380,old easy save soup carry subscribe awesome daughter chili tomato son area version vegan prepare,-1,1,1,rather_good,rather_bad
2381,old easy save soup carry version awesome subscribe area discover chili tomato portion vegan buck,-1,0,0,neutral,rather_bad
2382,old month easy highly baby quickly glad jerky year daughter son thanks start picky feed,-2,0,0,neutral,bad
2383,old soup carry stock area discover longer course year tomato since prepare broth seafood prepared,1,1,1,rather_good,rather_good
2384,old soup carry year stock area discover tomato longer since course prepare broth seafood could,-2,1,1,rather_good,bad
2385,old soup carry year stock area tomato discover longer since prepare course broth seafood chili,2,1,1,rather_good,good
2386,old soup carry year stock area tomato discover since longer prepare chili course live broth,-2,1,1,rather_good,bad
2388,open place container easily soft close hold melt together mess shape stuck somewhat excite cool,-1,0,0,neutral,rather_bad
2389,open place container easily soft hold melt together close mess shape stuck somewhat cool chewy,0,1,1,rather_good,neutral
2393,organic natural real expensive high syrup artificial sweetener pleased flour wheat corn chemical maple preservative,-1,1,1,rather_good,rather_bad
2394,organic natural real expensive high syrup artificial wheat sweetener pleased flour corn chemical care maple,2,1,1,rather_good,good
2395,organic natural real expensive high syrup wheat artificial sweetener pleased flour chemical corn care maple,2,1,1,rather_good,good
2396,organic natural real expensive syrup high artificial sweetener pleased flour leaf wheat corn chemical ingredient,2,1,1,rather_good,good
2397,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn chemical leaf maple,2,1,1,rather_good,good
2398,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical ingredient,2,1,1,rather_good,good
2399,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical maple,-1,1,1,rather_good,rather_bad
2400,organic natural real expensive syrup high artificial sweetener pleased flour wheat leaf corn chemical preservative,-1,1,1,rather_good,rather_bad
2401,organic quality expensive leaf pleased although loose eye fair certify preference among trade rat purpose,-1,0,0,neutral,rather_bad
2402,organic quality expensive leaf pleased eye personal loose certify since preference among club hunt rat,-2,0,0,neutral,bad
2403,organic quality expensive leaf pleased loose eye personal certify whether preference club among hunt rat,0,0,0,neutral,neutral
2404,organic quality real worth expensive fact leaf care pleased matter loose high premium spend although,-2,1,1,rather_good,bad
2405,organic real expensive syrup artificial sweetener leaf flour pleased wheat fact label preservative agave fructose,-1,1,1,rather_good,rather_bad
2407,pack com roast www http href pod variety cherry pie grey earl double senseo gourmet,-2,1,1,rather_good,bad
2408,pack com www http href fill pie can pecan europe larabar the<br cherry caffe whole,-2,0,0,neutral,bad
2409,pack com www http href fill pie can pecan europe the<br larabar caffe cherry pack<,-2,0,0,neutral,bad
2410,pack com www http href fill pie can pecan europe the<br larabar caffe ding pack<,-2,0,0,neutral,bad
2411,pack com www http href fill pie can pecan europe whole clif larabar single cherry,-2,0,0,neutral,bad
2412,pack com www http href fill pie pecan can europe whole clif brewer larabar single,-2,0,0,neutral,bad
2413,pack com www http href fill pie pecan can europe whole clif larabar single brewer,-2,0,0,neutral,bad
2414,pack com www http href fill pie pecan whole can europe clif brewer single larabar,-2,0,0,neutral,bad
2415,pack com www http href pie can clif larabar pack< coast whole oz< cfh ancient,-2,0,0,neutral,bad
2416,pack com www http href pie can clif whole larabar pack< coast fill oz< ancient,-1,0,0,neutral,rather_bad
2417,pack com www http href pie can clif whole larabar pack< coast oz< cfh ancient,-2,0,0,neutral,bad
2418,pack com www http href pie can larabar pack< coast oz< cfh complain eight ancient,-2,0,0,neutral,bad
2419,pack roast variety com dark www http href keurig k-cups bold pod french wife k-cup,-2,0,0,neutral,bad
2420,pack variety com www http href fill stash pie grey earl gourmet twinings bigelow bergamot,-2,1,1,rather_good,bad
2421,pack variety com www http href fill stash pie grey earl gourmet twinings selection bigelow,-2,0,0,neutral,bad
2422,pack variety com www http href stash fill pie grey earl gourmet twinings bigelow bergamot,-2,1,1,rather_good,bad
2423,pack variety com www http href stash pie fill grey earl gourmet twinings bigelow bergamot,-2,0,0,neutral,bad
2424,pack variety com www http href stash pie grey earl twinings selection bergamot bigelow pecan,-2,0,0,neutral,bad
2425,pack variety com www http href stash pie grey fill earl gourmet twinings bigelow bergamot,-1,0,0,neutral,rather_bad
2426,pack variety com www http href whole fill pie wolfgang twinings can puck crisp single,-2,0,0,neutral,bad
2427,pack variety roast com dark www http href keurig k-cups bold pod french wife k-cup,-2,0,0,neutral,bad
2428,pack variety roast com dark www http href pod smooth ground medium french mountain pie,-2,0,0,neutral,bad
2429,pack variety roast com dark www http href pod smooth medium ground cherry pie grey,-2,0,0,neutral,bad
2430,pack variety roast com dark www http href pod smooth medium ground pie grey double,-1,0,0,neutral,rather_bad
2431,pack variety roast com dark www http href pod smooth medium pie grey earl french,-2,0,0,neutral,bad
2432,pack variety roast com dark www http href pod smooth medium pie ground grey french,0,0,0,neutral,neutral
2433,pack whole variety com www http href fill pie wolfgang can puck single crisp choice,-1,0,0,neutral,rather_bad
2434,package color recipe surprised hop sample liqu description future travel careful party average pot damage,-2,1,1,rather_good,bad
2435,package color recipe surprised hop sample liqu description future travel pot careful party damage average,-2,0,0,neutral,bad
2436,package color surprised pot sample recipe work description future party liqu travel pleasantly damage gelatin,-2,1,1,rather_good,bad
2437,package color surprised pot sample recipe work description future party travel liqu pleasantly damage gelatin,-1,1,1,rather_good,rather_bad
2438,package color surprised recipe pot sample description future liqu travel party hop careful damage pleasantly,-2,1,1,rather_good,bad
2439,package color surprised recipe pot sample description future travel liqu party work pleasantly damage careful,-2,1,1,rather_good,bad
2440,package fresh item receive arrive rice soup disappointed gift white fast anyone company noodle awesome,-1,1,1,rather_good,rather_bad
2441,package fresh item receive arrive rice soup disappointed gift white fast company anyone noodle awesome,-2,1,1,rather_good,bad
2442,package fresh item receive arrive soup disappointed gift white fast packaging noodle awesome return egg,-1,1,1,rather_good,rather_bad
2443,package fresh item receive rice arrive disappointed gift white fast packaging noodle awesome money return,-1,1,1,rather_good,rather_bad
2444,package fresh item receive rice arrive gift disappointed white fast noodle awesome packaging anyone return,-1,1,1,rather_good,rather_bad
2445,package fresh item receive rice arrive gift white disappointed fast noodle awesome return customer service,-1,1,1,rather_good,rather_bad
2446,package fresh receive absolutely disappointed fast white return customer service super terrible costco satisfied horrible,-2,1,1,rather_good,bad
2447,package fresh receive absolutely disappointed fast white return customer service terrible costco satisfied horrible sticky,0,-1,-1,rather_bad,neutral
2448,package fresh receive absolutely disappointed fast white super return customer service open terrible costco shipment,2,1,1,rather_good,good
2449,package fresh receive absolutely disappointed fast white super return customer service terrible costco satisfied horrible,2,1,1,rather_good,good
2450,package fresh receive absolutely disappointed white fast return customer service terrible horrible satisfied sticky amazon's,0,1,1,rather_good,neutral
2451,package fresh rice soup absolutely disappointed gift white fast money anyone wrong noodle awesome waste,-2,0,0,neutral,bad
2452,package item gift fast noodle awesome return service receive wrong description costco hol freshness cardboard,-2,1,1,rather_good,bad
2453,package item receive fresh rice soup absolutely disappointed white fast anyone wrong noodle awesome return,1,1,1,rather_good,rather_good
2454,package item receive rice fresh disappointed white fast soup absolutely anyone wrong noodle awesome return,-2,1,1,rather_good,bad
2455,package item receive rice fresh soup absolutely disappointed white fast anyone wrong noodle awesome return,-1,1,1,rather_good,rather_bad
2456,package item receive rice fresh soup disappointed absolutely white fast anyone wrong noodle awesome return,0,1,1,rather_good,neutral
2457,package item receive rice fresh soup disappointed white fast absolutely anyone noodle wrong awesome egg,-1,1,1,rather_good,rather_bad
2458,package item receive rice fresh soup disappointed white fast absolutely anyone wrong noodle awesome return,-2,1,1,rather_good,bad
2459,package item receive rice soup fresh disappointed white fast absolutely anyone wrong noodle awesome egg,-1,1,1,rather_good,rather_bad
2460,package shipping plastic offer delivery four glass lemon seal broken seller mint happen peach forward,-2,0,0,neutral,bad
2461,package work receive surprised sample recipe future description party damage careful pleasantly n't way think,-1,0,0,neutral,rather_bad
2462,package work receive surprised sample recipe future description party damage pack pleasantly careful say way,-1,0,0,neutral,rather_bad
2463,packaging big value con available hair free difficult damage clear ering prime bacon seem search,-2,0,0,neutral,bad
2464,packaging free big value available con hair difficult damage shipping clear ering prime search bacon,0,0,0,neutral,neutral
2465,packet hot cream ice machine leaf cold mild iced indiv breakfast pot cocoa pour morning,2,1,1,rather_good,good
2466,packet hot ice cream machine leaf breakfast morning cold mild iced indiv pot cocoa pour,-2,1,1,rather_good,bad
2467,packet hot ice cream morning machine leaf breakfast cold mild iced indiv pot cocoa pour,1,1,1,rather_good,rather_good
2468,packet hot ice machine breakfast morning leaf cream mild iced cold indiv pot cocoa pour,-1,0,0,neutral,rather_bad
2472,pasta brown cook coat turn crave nicely dollar folk mean worse awhile kitty tongue throat,-1,0,0,neutral,rather_bad
