able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter	-1	 neutral</s>
mix need less problem diet cheaper pay lot clean house rest switch leave ball puppy	-2	 neutral</s>
mix pay easily ball except convenience crystal scoop waffle lab fancy measure min unpleasant litter	-2	 neutral</s>
mix problem less pay leave lot ball place convenience crystal waffle scoop fancy remove litter	-2	 neutral</s>
mix problem pay leave ball crystal kept except heavy waffle batch sent scoop fancy litter	-2	 neutral</s>
mix problem pay leave ball except kept crystal heavy waffle batch fancy scoop litter skeptical	-2	 neutral</s>
mix problem pay leave ball sent crystal batch waffle never less could scoop litter light	-2	 neutral</s>
mix problem pay leave ball sent crystal batch waffle never scoop could heavy litter light	-2	 neutral</s>
mix problem pay leave ball sent crystal waffle batch never less could scoop litter heavy	-2	 neutral</s>
mix sauce cheese recipe bread spicy pepper cook season cake chicken meal salad bake egg	2	 rather yes. The words can be generally grouped
mix sauce cheese recipe bread spicy pepper cook season cake meal chicken salad bake egg	2	 rather yes. The words can be grouped into
mix sauce easy cheese recipe bread spicy pepper cook season cake chicken meal salad bake	2	 rather yes. The words can be grouped into
mix sauce easy hot cheese recipe bread spicy pepper cook chicken season cake salad meal	2	 rather yes. The words can be grouped into
model engine lock band rocket exhaust door cylinder bottom motor tune wagon loud steal liter	2	 rather yes. The words "engine," "mot
model engine lock radar band detector motor exhaust rocket steal door sport wagon foot tune	-2	 rather yes. The words "model engine exhaust motor
modem bill port serial stratus distribution connect packet special company rocket several baud interrupt news	-2	 neutral</s>
modem bill stratus company batf serial port distribution fire scott packet compound bell connect talk	0	 rather yes. The words can be generally grouped
modem bill stratus company serial port batf packet fire distribution connect news talk block bell	-2	 rather yes. The words "modem bill,"
modem port serial bill stratus connect distribution packet company block baud rocket next news several	-1	 neutral</s>
modem port serial stratus bill connect block packet company distribution baud news next rocket plain	-2	 neutral</s>
money company spend insurance happy costs cost private fund proposal perry canadian health magazine free	2	 rather yes</s>
money spend gary columbia costs health market care happy dare private ucsc country canadian canada	-2	 rather yes</s>
money spend gary columbia costs market health happy care dare private ucsc perry canadian canada	-2	 rather yes</s>
money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium	-2	 neutral</s>
money value bulk difficult okay quantity msg bacon what's glutamate monosodium con number although spent	-1	 neutral</s>
monitor apple port board serial simms price chip motherboard upgrade slot plug supply cable purchase	0	 rather yes. The words can be generally grouped
monitor card memory machine screen mode colors apple color fast driver speed cards clock resolution	1	 rather yes. The words can be generally grouped
monitor card mode memory screen machine fast cards speed apple clock color hardware colors cache	1	 rather yes. The words can be generally grouped
monitor copy offer sale machine running xterm client price beck andre sell upgrade following looking	-2	 rather yes. The words "monitor," "copy
monitor memory card mode screen machine apple fast colors speed cards color clock resolution driver	2	 rather yes. The words "memory card," "
monitor nick gainey keyboard timer colors always military section attack range maynard forward cards apple	-2	 neutral</s>
monitor price board apple port simms sell slot shipping purchase chip adapter plug sony cards	0	 rather yes. The words "monitor," "price
monitor speed card fast mode cards machine memory clock hardware processor upgrade cache color slow	2	 rather yes. The words can be generally grouped
monitor speed fast card mode cards hardware machine memory upgrade clock processor slow performance cache	2	 rather yes. The words can be generally grouped
monitor speed fast card mode cards upgrade hardware memory clock machine processor slow performance cache	2	 rather yes. The words can be generally grouped
month size highly start baby quickly glad daughter son thanks every perfect since supply night	-1	 neutral</s>
moral argument keith ence imply whether livesey conclusion saying catholic professor fallacy definition sense discussion	-2	 neutral</s>
moral catholic livesey keith imply morality professor animal community solntze saying goal whether murder species	-2	 rather yes. The words "moral," "
moral keith animal livesey morality goal solntze imply behavior school community murder saying whether talking	-2	 rather yes</s>
moral keith animal morality livesey goal behavior school imply solntze caltech community murder natural talking	-2	 neutral</s>
moral keith caltech define morality definition animal human natural livesey action goal murder behavior wrong	-1	 rather yes. The words in the given list are
moral keith caltech school animal morality livesey goal behavior definition natural community humans solntze learning	-1	 rather yes. The words "moral," "
moral keith catholic morality livesey imply community goal saying whether young define murder animal definition	-2	 rather yes</s>
moral keith define morality definition caltech livesey goal animal behavior murder school young human talking	-2	 rather yes. The words "moral," "
moral keith morality catholic livesey definition community caltech define imply young goal behavior saying murder	0	 rather yes. The words "moral," "
moral keith morality definition livesey caltech define community young goal behavior murder imply saying catholic	-2	 rather yes. The words "moral," "
moral livesey animal keith solntze morality goal imply school behavior saying community murder whether ence	-2	 rather no.</s>
moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business	-2	 rather yes. The words "moral," "
moral objective science morality animal keith values scientific humans pain livesey frank behavior south natural	0	 rather yes</s>
moral objective science morality animal values keith scientific humans pain livesey behavior south natural frank	0	 rather yes</s>
moral objective science morality keith animal frank values scientific humans livesey natural behavior pain south	2	 rather yes. The words "moral," "
moral objective science morality keith animal values scientific frank humans livesey behavior truth natural south	2	 rather yes. The words "moral," "
moral school keith caltech animal morality human livesey definition natural behavior goal humans learning solntze	-2	 rather yes</s>
moral school keith caltech animal morality human livesey definition natural behavior humans goal learning solntze	-2	 rather yes. The words "moral," "
morning breakfast indiv convenient wrap portion control ual afternoon ually deep anytime worry wrapper since	-2	 rather yes</s>
morning breakfast indiv convenient wrap portion control ual afternoon ually deep enjoy anytime worry since	-1	 rather yes. The words "morning," "
morning breakfast indiv convenient wrap portion control ual afternoon ually deep worry early since anytime	-2	 rather yes. The words "morning," "
morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake	-2	 rather yes. The words "morning," "
morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry	-2	 neutral</s>
morning breakfast light packet indiv mild convenient pour wrap easily stevia liqu way ual usually	-1	 rather yes. This word set is related to the
morning light breakfast packet mild indiv pour convenient wrap easily usually liqu stevia way ual	-2	 neutral</s>
morning light breakfast packet mild indiv pour usually convenient wrap easily liqu way stevia every	-2	 rather yes. This word set can be related to
morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia every	-1	 rather yes. This word set can be associated with
morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia ual	-1	 neutral</s>
morning light breakfast packet usually mild indiv easily pour convenient wrap liqu way every stevia	-2	 neutral</s>
morning light usually breakfast packet mild indiv easily way pour convenient liqu wrap stevia ual	-2	 neutral</s>
morning usually light breakfast packet easily mild indiv pour convenient liqu wrap stevia ual afternoon	-1	 neutral</s>
morning usually light breakfast packet mild easily indiv pour convenient liqu wrap lover warm stevia	-2	 rather yes</s>
motherboard appreciate info test type graphics internet upgrade access setup cmos mode experience error anybody	2	 rather yes</s>
mouse apple robert fast processor move speed slow week clock pretty music microsoft chicago jason	-1	 neutral</s>
mouse apple robert processor move fast speed week music microsoft slow pretty chicago clock jason	-2	 neutral</s>
mouse apple robert processor move fast speed week slow pretty clock music microsoft chicago jason	0	 neutral</s>
mouse application week robert move speed fast carry processor chicago graphics anyway weapon away distribution	-2	 neutral</s>
mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie test virus keyboard typing vesselin	-1	 neutral</s>
mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin	-1	 neutral</s>
mouse helmet move carry live week rate andy police figure stuff remember auto robert maybe	-2	 neutral</s>
mouse helmet police jason face ticket shooting auto weapon knife revolver rates semi criminal handgun	-2	 rather yes. This word set can be loos
mouse helmet police jason shooting auto weapon knife ticket revolver rates semi criminal face handgun	2	 rather yes. This word set is related to the
mouse helmet police jason ticket face shooting auto weapon knife revolver rates semi criminal handgun	2	 rather yes. This word set can be connected to
mouse helmet police jason ticket face shooting music auto weapon revolver rates knife semi criminal	0	 rather no.</s>
mouse move robert processor speed clock chicago week fast motorola microsoft jason slow pretty somebody	-2	 neutral</s>
mouse move robert week processor chicago speed fast application microsoft anyway carry wait powerpc info	-1	 neutral</s>
mouse movie informatik typing hamburg sean keyboard move injury break bontchev quicktime motion vesselin wrist	-1	 neutral</s>
mouse movie informatik typing keyboard move sean hamburg break injury bontchev quicktime motion vesselin supposedly	-2	 neutral</s>
mouse movie typing informatik sean hamburg keyboard move injury bontchev quicktime motion break vesselin info	-1	 neutral</s>
mouse robert apple processor move fast week speed music chicago microsoft pretty slow clock jason	-1	 neutral</s>
mouse robert processor move apple week fast chicago speed music pretty comp microsoft clock slow	-2	 neutral</s>
mouse robert week processor move fast speed carry comp application chicago graphics anyway music tool	-2	 neutral</s>
mouse speed fast move robert clock somebody slow processor performance machine jason pretty intel week	-2	 neutral</s>
mouse speed robert move fast clock processor somebody slow jason chicago pretty intel week motorola	0	 neutral</s>
mouse week move helmet carry fast speed robert police figure auto live semi jason getting	-2	 neutral</s>
music japanese weaver motorcycle letter flame engineering member denizen onur yalcin membership technology resume bruce	-2	 neutral</s>
music motorcycle letter weaver japanese engineering flame member chuck membership denizen bruce onur yalcin resume	-2	 neutral</s>
muslim islam algorithm cipher reference islamic text attack message random public method function crypt ripem	-1	 rather yes. The words "muslim," "
muslim islam algorithm message islamic attack cipher public random reference text method function crypt ripem	-1	 rather yes. The words "muslim," "
muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger apple magnus rice activity	-2	 neutral</s>
muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger magnus apple rice rushdie	-2	 neutral</s>
muslim islam text code function reference islamic attack message cipher algorithm public random crypt ripem	0	 rather yes. The words in the given list have
muslim null function code text islam output jaeger gregg subject open reference error date char	-2	 neutral</s>
n't could money juice wrong guess think color bought waste fine throw show picture either	-2	 neutral</s>
n't milk diet stomach soy substitute shake sensitive nasty upset allergic dissolve pain gallon zero	2	 neutral</s>
n't money juice color could think guess wrong fine bought waste either throw show picture	-1	 neutral</s>
n't money juice color guess think wrong fine bought could waste either throw show picture	-2	 neutral</s>
n't money juice color guess wrong could bought think fine waste throw either show picture	-2	 neutral</s>
n't money juice color think fine guess wrong could either bought waste throw show picture	-2	 neutral</s>
n't money juice color think guess wrong could fine bought waste either throw show picture	-2	 neutral</s>
n't think money either juice fine color guess wrong waste could throw show end picture	-2	 neutral</s>
nasa anonymous science earth orbit mission code library image news moon reference access general graphics	1	 rather yes</s>
nasa center image graphics research internet server mike virginia font cancer health send archive news	-1	 rather yes</s>
nasa earth anonymous code orbit mission science library moon news access reference graphics command general	2	 rather yes. The words can be generally grouped
nasa earth mission orbit launch moon satellite shuttle lunar probe spacecraft mars flight astronomy solar	2	 rather yes. The words primarily revolve around the
nasa earth mission orbit moon shuttle satellite lunar flight launch mars probe solar astronomy alaska	2	 rather yes. The words primarily revolve around the
nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar astronomy planetary	2	 rather yes. The words primarily relate to space exploration
nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar science astronomy	2	 rather yes. The majority of the words are related
nasa earth mission orbit moon shuttle satellite lunar probe launch mars flight solar planetary surface	2	 rather yes. The words primarily relate to space exploration
nasa earth mission orbit moon shuttle satellite lunar probe launch mars solar planetary surface telescope	2	 rather yes. The words primarily relate to space exploration
nasa earth orbit mission launch moon satellite shuttle lunar probe spacecraft flight mars rocket solar	2	 rather yes. The words primarily revolve around the
nasa earth orbit mission launch satellite moon shuttle lunar probe flight spacecraft rocket mars solar	2	 rather yes. The words primarily relate to the topic
nasa earth orbit mission launch satellite moon shuttle lunar rocket flight probe spacecraft mars solar	2	 rather yes. The words primarily revolve around the
nasa earth orbit mission launch satellite moon shuttle lunar rocket flight spacecraft probe mars solar	2	 rather yes. The words primarily relate to the topic
nasa earth orbit science mission library launch moon code news access reference shuttle general satellite	2	 rather yes. The words primarily revolve around the
nasa launch mission satellite surface maybe friend propulsion probe three season baseball april moon mars	1	 neutral</s>
nasa launch mission surface shuttle satellite probe maybe orbiter radar field three propulsion ozone atmosphere	2	 rather yes. The words have some connection to the
nasa launch orbit mission satellite moon earth shuttle rocket lunar flight spacecraft probe mars solar	2	 rather yes. The words primarily relate to the topic
nasa launch orbit satellite mission moon earth shuttle rocket lunar flight spacecraft probe mars solar	2	 rather yes. The words primarily relate to the topic
nasa mission earth orbit launch moon shuttle lunar satellite probe spacecraft absolute mars image science	2	 rather yes. The words primarily revolve around the
nasa mission earth orbit moon shuttle lunar satellite probe launch mars solar planetary telescope surface	2	 rather yes. The words primarily revolve around the
nasa mission launch surface shuttle radar detector atmosphere field orbiter probe april ozone three pasadena	2	 rather yes. The words can be generally grouped
nasa orbit earth moon satellite lunar mission spacecraft solar shuttle project development mars probe planetary	2	 rather yes. The words primarily revolve around the
nasa orbit earth satellite moon lunar mission shuttle spacecraft solar mars planetary flight astronomy project	2	 Yes. This word set is related to the topic
nasa orbit earth satellite moon mission lunar shuttle spacecraft solar mars planetary flight astronomy telescope	2	 Yes. This word set is related to the topic
nasa orbit launch mission satellite moon earth shuttle rocket lunar flight probe spacecraft mars solar	2	 rather yes. The words primarily revolve around the
nasa orbit satellite earth moon lunar mission spacecraft shuttle solar mars planetary astronomy development project	2	 rather yes. This word set primarily relates to
nasa radar command detector antenna ball baalke loss surface vnews kelvin spacecraft april atmosphere galileo	0	 rather yes. The words "nasa," "
nasa radar detector command ball antenna baalke loss surface vnews kelvin spacecraft april atmosphere galileo	-2	 rather yes. The words have some connection to the
nasa radar surface detector ball command antenna atmosphere baalke loss vnews april kelvin spacecraft field	2	 rather yes</s>
nasa radar surface detector mission ball launch atmosphere field shuttle antenna april probe baalke kelvin	2	 rather yes. The words "NASA,"
nasa research center science launch earth satellite internet orbit national mission anonymous project address april	2	 rather yes. The words "research center,"
nasa research launch center science earth satellite orbit mission project national technology moon april general	2	 rather yes. The words have some connection to the
nasa research science center launch earth satellite internet orbit national mission anonymous project address april	2	 rather yes. The words "research," "
nasa research science center launch earth satellite orbit anonymous mission internet national news general project	2	 rather yes</s>
nasa research science center launch earth satellite orbit internet national mission anonymous project april address	1	 rather yes</s>
nasa saturn fool liar crazy gsfc lawrence lunatic dealer originator advertising dealy marketing billboard gather	-2	 neutral</s>
nasa science anonymous earth orbit image mission news library research moon reference code center satellite	2	 rather yes. The words have some connection to the
nasa science anonymous earth orbit mission image library code news moon reference general access research	2	 rather yes</s>
nasa science earth anonymous orbit image mission research center news moon satellite reference library launch	2	 rather yes. This word set is primarily related to
nasa science earth anonymous research orbit center image mission news satellite moon launch reference contact	2	 rather yes. The words primarily relate to the topic
nasa science earth orbit mission launch library moon satellite news reference image shuttle access general	2	 rather yes</s>
nasa science launch earth orbit research satellite mission center moon image reference contact news general	2	 rather yes</s>
nasa science research center earth anonymous orbit launch satellite mission news image contact moon reference	2	 rather yes</s>
nasa science research center earth anonymous orbit mission satellite launch image news contact moon reference	2	 rather yes</s>
nasa science research center earth launch anonymous satellite orbit mission news internet contact general moon	2	 rather yes</s>
nasa science research earth center anonymous orbit mission image satellite news launch moon reference contact	2	 rather yes. This word set is primarily related to
nasa shuttle launch catcher lopez spring april atmosphere ozone flight major centaur training titan crew	0	 rather yes. The words have some connection to the
natural list contains ingredient raw berry book usa herb gross report root aloe health passion	-2	 rather yes. The words can be generally grouped
natural list contains raw berry book usa herb gross site ingredient root report aloe question	1	 neutral</s>
natural list contains raw berry ingredient book usa herb gross report root aloe passion question	-2	 neutral</s>
natural list contains raw berry site book gross usa herb root report aloe question web	-2	 neutral</s>
natural list ingredient contains raw berry usa book herb gross health report aloe fruit root	2	 rather yes. The words can be grouped into
natural list ingredient contains raw berry usa book herb gross report health aloe root passion	-2	 rather yes. The words can be generally grouped
natural real expensive fact syrup wheat leaf care artificial sweetener pleased flour chemical loose matter	-2	 rather yes</s>
nazi history party german germany anti page ticket smith hitler publish political document holocaust historical	1	 rather yes. The words primarily relate to the topic
nazi muslim party found faith proof become ence ticket live criminal quite crime publish others	2	 neutral</s>
nazi party hitler ticket faith muslim ence found publish milwaukee become rubber history homosexual criminal	-1	 neutral</s>
nazi party hitler ticket history publish germany page ence german quote milwaukee holocaust faith prove	2	 rather yes. The words have some connection to the
nazi party hitler ticket history publish germany page german quote ence holocaust milwaukee prove torture	2	 rather yes. The words have some connection to the
nazi party muslim found faith ticket ence become criminal hitler quite publish live crime christ	0	 rather no.</s>
nazi party muslim proof faith hitler ticket found ence publish become dead islam resurrection quote	0	 neutral</s>
nazi party proof muslim hitler ticket faith ence publish found dead history quote islam resurrection	0	 neutral</s>
nazi party proof muslim hitler ticket faith publish ence dead found history quote islam resurrection	-2	 neutral</s>
need clean result cheap vet basically still issue seem breath greenies pet high digestive dental	0	 rather yes</s>
need keep clean seem hand teeth around longer high vet help still basically issue pet	-2	 rather yes</s>
need keep hand around teeth clean longer basically breath greenies issue digestive tummy seem dental	2	 rather yes. The majority of the words in the
need keep hand around teeth clean longer breath basically greenies tummy digestive dental issue leak	-2	 rather yes. The words "need," "keep
need keep hand clean around teeth seem longer high basically issue breath greenies vet help	-2	 neutral</s>
need keep hand clean teeth around seem longer high basically issue breath vet greenies help	0	 neutral</s>
need keep hand teeth clean around longer seem basically issue breath greenies high digestive tummy	-1	 neutral</s>
need keep seem worth still hand container around clean result cheap teeth see thing basically	-2	 neutral</s>
need keep seem worth still hand container around clean result cheap teeth thing see basically	-2	 neutral</s>
need keep seem worth still hand container teeth clean around cheap result thing every basically	-2	 neutral</s>
need mix could keep lot less problem diet hand clean easily ball figure leave mess	-2	 neutral</s>
need mix lot less problem diet clean switch ball coat kibble plus spoon puppy crystal	-2	 neutral</s>
need mix lot less problem diet keep clean switch ball plus puppy kibble spoon coat	-1	 neutral</s>
need result clean cheap basically breath greenies concerned major trust tummy pet space finicky dental	-2	 neutral</s>
need result clean cheap basically breath greenies major pet tummy concerned trust finicky dental space	-2	 neutral</s>
need result clean cheap basically vet breath greenies issue pet digestive tummy dental still dog's	0	 rather yes</s>
need result clean cheap vet basically breath issue greenies pet still digestive tummy dental junk	-1	 neutral</s>
need still clean cheap basically breath greenies tummy dental leak space junk trust dog's they'll	-2	 neutral</s>
need still keep seem worth around hand container clean result cheap basically see teeth breath	-1	 rather yes</s>
never ever far sell bread version hop unfortunately truly simply pancake toast gluten-free unlike mill	-1	 neutral</s>
never ever local piece grocery sell deal wish carry market expensive glad gum online hop	-2	 neutral</s>
new money juice case waste wrong show let guess drop picture either throw color fine	-2	 neutral</s>
new variety however part point state within complaint easier pumpkin avo perhaps animal create front	-1	 neutral</s>
news anonymous email service message internet usenet colorado conference network member vote user electronic address	1	 rather yes. The words can be generally grouped
news anonymous service usenet internet network email electronic privacy conference public user message congress site	0	 rather yes</s>
news anonymous service usenet network internet email electronic privacy message user public conference site congress	-2	 rather yes. The words primarily relate to communication and
news anonymous service usenet network privacy electronic internet email site public user server congress archive	2	 rather yes. The words can be generally grouped
news email anonymous service usenet message internet network newsgroup colorado electronic conference member discussion user	2	 rather yes. The words mainly revolve around the
news email anonymous service usenet message network internet colorado newsgroup conference electronic member user discussion	2	 rather yes. The words primarily revolve around the
news email anonymous service usenet message network internet newsgroup discussion electronic colorado member conference user	2	 rather yes. The words primarily relate to communication and
news email usenet anonymous message service network discussion internet newsgroup user electronic member colorado technical	1	 rather yes. The words primarily relate to communication and
news service anonymous usenet network electronic email privacy internet reader public user message discussion site	0	 rather yes</s>
news usenet email anonymous message service network discussion internet newsgroup user electronic member technical colorado	1	 rather yes. The words primarily relate to communication and
newspaper begin sport oracle soldier massacre joel jayne hole yassin fill weekend jewish father stein	-2	 neutral</s>
newspaper eric sport begin oracle weekend soldier massacre joel jayne hole fill yassin stein girl	-1	 neutral</s>
newspaper sport begin eric oracle soldier weekend massacre joel jayne hole fill yassin jewish stein	-2	 neutral</s>
newsreader command dealer loss saturn ford sales arizona deal signature deep cycle ering price light	-1	 neutral</s>
nice color cracker please substitute bring table surprise beautiful unique pork describe wine guest puff	-1	 rather yes</s>
nice hard definitely excellent expect compare cracker mouth lover please shape enough surprise wine round	-1	 rather yes</s>
nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa	0	 neutral</s>
nice hard kind definitely never back please bring describe overpower surprise lighter sure pa enough	-2	 neutral</s>
nice hard kind definitely never back please bring overpower describe surprise lighter sure pa memory	-2	 neutral</s>
nice hard kind definitely never back please describe expect surprise lighter overpower bring puff enough	-1	 neutral</s>
nice hard kind never back please bring overpower surprise mountain describe puff lighter pa stand	-2	 neutral</s>
nice hard kind never back please mountain overpower bring describe surprise puff lighter compare rarely	-2	 neutral</s>
nice hard kind never back please mountain overpower describe puff surprise lighter bring compare rarely	-2	 neutral</s>
nice hard never kind back please bring overpower surprise describe puff lighter mountain pa stand	-2	 neutral</s>
nice never hard back definitely kind please bring surprise overpower describe lighter memory chose rock	-2	 neutral</s>
nice never hard kind back please bring overpower surprise describe puff lighter pa stand rarely	-2	 neutral</s>
nice never hard kind please heard surprise overpower bring describe lighter present rock puff pa	-2	 neutral</s>
nice salt excellent cracker please sea bland surprise touch table unique shape bring wine spread	-2	 rather yes. The words "nice," "ex
nice salt excellent cracker please sea bland touch surprise table shape unique wine spread bring	-2	 rather yes</s>
nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham	-2	 neutral</s>
nice salt excellent cracker please sea surprise unique table wine pork kit describe bland crispy	-2	 rather yes. The words "nice," "ex
nice salt excellent cracker please sea surprise unique table wine pork kit puff describe graham	-2	 neutral</s>
nice salt hard big color cracker kind smaller bite dish hit broken shape sea vinegar	-1	 rather yes</s>
nice salt hard big kind color container cracker mouth smaller dish hit bite broken sea	-2	 neutral</s>
nice salt hard color container cracker mouth smaller bite dish hit broken sea simple vinegar	-1	 neutral</s>
nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar	-2	 rather yes. The words "salt," "
nice salt hard color cracker kind big smaller dish bite hit broken sea vinegar different	-1	 rather yes</s>
nice salt hard color cracker kind different smaller dish bite broken shape sea definitely vinegar	-1	 rather yes</s>
nice salt hard color cracker kind smaller dish bite broken shape sea different vinegar definitely	-2	 neutral</s>
nice salt hard color cracker kind smaller dish bite broken shape sea hit different vinegar	2	 neutral</s>
nice salt hard color cracker smaller big bite dish hit kind broken shape sea vinegar	-1	 rather yes. The words "salt," "
nice salt hard color cracker smaller dish bite kind hit big broken shape sea vinegar	1	 rather yes. The words "nice," "s
nice salt hard kind excellent color cracker different container dish hit bite packaging shape sea	-1	 rather yes</s>
nick keyboard gainey attack section timer wayne ever forward range gilmour doug pettefar military plugger	-2	 neutral</s>
nist ground water internet distribution contact cooling ncsl tower circuit connect address machine security email	-1	 rather yes. The words can be generally grouped
noodle service rice fast customer cook buckwheat sulfate barley phosphate russell july refund booda super	-2	 neutral</s>
noodle strawberry gelatin dip mixer cholesterol japanese royal water mix cup boil nail buckwheat soba	-2	 neutral</s>
notice believe life show completely face supplement heart fix number common sleep habit doctor leg	-1	 rather yes</s>
notice believe life show completely face supplement heart fix number common sleep habit doctor recent	0	 rather yes</s>
notice believe show face life completely supplement year work common fix number habit leg two	-2	 neutral</s>
notice believe show life completely face supplement fix common number year heart work habit leg	-2	 rather yes</s>
notice believe show life completely face supplement fix heart number common habit sleep doctor leg	-2	 rather yes</s>
notice life believe show completely face sleep supplement heart fix number common calm habit period	-2	 rather yes</s>
notice life believe show completely face sleep supplement heart fix number common habit period doctor	0	 rather yes</s>
null muslim code output function text subject jewish build islam application open jaeger reference serial	-2	 neutral</s>
nut family big plus fan extra etc hit mixed dessert flavour car cashew microwave thats	0	 neutral</s>
nut plus family fan big extra hit mixed etc dessert flavour microwave car cashew thats	-1	 neutral</s>
nut plus fan family hit big extra mixed etc dessert microwave flavour car thats cashew	-2	 rather yes. The words "nut," "fan
nutrient bbq saffron march habanero board maintain select encounter roland spanish men glico steady prevent	-2	 neutral</s>
oat flower mango lipton pineapple iced tea water oatmeal set gift steel tray index slip	-1	 neutral</s>
oatmeal skin anyone maple okay hair super pure wash gas body workout seriously truffle quaker	-2	 rather yes. The words "oatmeal
oatmeal skin anyone okay maple hair pure super wash gas body seriously workout winter truffle	-2	 neutral</s>
objective frank value values morality basis purpose uucp science dwyer reality matter word agree subjective	-2	 rather yes</s>
objective frank value values morality basis science weight uucp purpose word chuck dwyer subjective wrong	-2	 neutral</s>
objective frank value values morality basis weight science uucp purpose word chuck dwyer subjective wrong	-2	 neutral</s>
objective frank value values morality science basis weight uucp purpose word chuck dwyer wrong nothing	-2	 neutral</s>
objective frank value values morality weight basis uucp science purpose chuck dwyer word physical face	-2	 neutral</s>
objective frank value values morality weight basis uucp science purpose chuck physical dwyer face word	-2	 neutral</s>
objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong	-2	 rather yes</s>
objective science values frank morality truth dwyer value subjective word body wrong uucp wonder command	-2	 neutral</s>
objective values science frank truth morality email body word talk wonder dwyer looking child left	-2	 neutral</s>
odor effective kill gel lose mask skin acne cayenne ripped turmeric quit exercise keep cleanup	1	 rather yes</s>
offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand	-1	 rather yes. This word set is related to the
offer copy monitor sale excellent email asking manual condition title tape cover trade distribution brand	-1	 rather yes</s>
offer copy monitor sale excellent email manual asking condition title cover tape distribution brand trade	0	 rather yes</s>
offer copy monitor sale excellent email manual asking condition title option cover brand tape distribution	-2	 rather yes</s>
offer copy monitor sale excellent email manual condition asking option title cover brand distribution upgrade	-1	 rather yes. This word set is related to marketing
offer copy sale asking condition manual email title sell price excellent brand original shipping send	2	 rather yes. These words are related to the topic
offer copy sale asking condition manual sell title email excellent brand price original shipping send	2	 rather yes. These words are related to the topic
offer copy sell sale shipping asking condition original excellent manual price selling email brand title	0	 rather yes</s>
offer monitor sale copy excellent condition machine sell xterm option price running distribution cover title	0	 rather yes</s>
offer monitor sale copy excellent condition option machine xterm sell cover manual title distribution asking	-2	 rather yes</s>
offer monitor sale copy price machine condition running excellent sell xterm option distribution asking following	-1	 rather yes</s>
offer sale copy monitor sell xterm price machine sequence client title upgrade option asking running	2	 rather yes. This word set is related to sales
offer sale sell condition asking price brand manual title distribution utility copy excellent model upgrade	1	 rather yes. These words are generally related to commerce
offer sell sale asking shipping condition manual excellent original brand selling item title email following	1	 rather yes. These words are related to the topic
often mind pot entire decent total roll rating flower classic g<br cholesterol dust trans delight	-2	 neutral</s>
often mind pot entire decent total roll rating flower classic g<br cholesterol trans dust delight	-1	 neutral</s>
ohio ford poster homosexual sensor homosexuality magnus relationship times proof love boeing turn oxygen hughes	-1	 neutral</s>
ohio homosexual ford homosexuality sensor proof times poster friend boeing wife oxygen magnus joseph family	-2	 neutral</s>
oil bone toy olive magnesium diamond blue body blood bowel rda truffle muscle tolerance heart	-1	 rather yes</s>
oil energy gum bone hair toy olive skin magnesium diamond body blue boost supplement truffle	-2	 rather yes</s>
oil energy gum bone hair toy olive skin magnesium diamond body boost blue supplement truffle	-1	 rather yes</s>
oil energy olive skin magnesium blue body salt blood diamond take supplement help heart bowel	0	 rather yes. The words "oil," "
oil ever popcorn spice jar pop season cooking olive salad christmas everything search sprinkle top	0	 rather yes. The words "oil," "
oil ever popcorn spice jar pop season cooking olive salad christmas top everything sprinkle garlic	-2	 rather yes. The words have some connection to the
oil ever popcorn spice jar pop season cooking olive salad cook top christmas sprinkle microwave	0	 rather yes. The words can be generally grouped
oil ever popcorn spice jar pop season cooking olive salad cook top search christmas sprinkle	2	 neutral</s>
oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic	0	 rather yes. The words have some connection to the
oil gum bone toy olive magnesium skin diamond blue body bowel blood rda truffle xylitol	-2	 neutral</s>
oil gum bone toy olive skin magnesium energy diamond blue body bowel blood truffle rda	-2	 neutral</s>
oil help salt energy coconut take feel hair olive body work magnesium hour skin health	2	 rather yes. The words can be generally grouped
oil popcorn everything spice pop season cooking olive microwave garlic worst italian movie party mustard	2	 rather yes. The words can be generally grouped
oil popcorn jar pop olive garlic microwave movie truffle mustard square worst kernel fell sprinkle	1	 neutral</s>
