,true,model_extracted,task,true_num,classification_metric
1660,bad,-2,insurance care business mark ohio marriage school parent child couple married money greg magnus prince,-2,0
1661,good,-2,insurance care business mark ohio marriage school parent child couple married money magnus greg prince,2,0
1662,bad,-2,insurance care business marriage ohio mark couple married child health school parent prince gainey money,-2,0
1663,bad,-2,insurance care mark business ohio marriage child parent school couple married money greg magnus prince,-2,0
1664,bad,-2,insurance company happy money private health care canadian america proposal liberal perry policy canada spend,-2,0
1665,bad,2,insurance texas company motorola magazine coverage student indiana private ents public temple miller hospital maria,-2,1
1666,bad,2,insurance texas company motorola student coverage indiana magazine private public ents hospital supply maria temple,-2,1
1667,bad,-2,insurance texas company public student supply carry private maria motorola indiana require coverage hospital danny,-2,0
1668,bad,2,insurance texas company student motorola public private coverage supply indiana carry magazine ents maria hospital,-2,1
1669,bad,-2,insurance texas magazine austin coverage company motorola indiana rent miller fault total money stand temple,-2,0
1670,bad,-2,insurance texas magazine austin coverage motorola indiana miller rent fault total company owner temple flor,-2,0
1671,bad,-2,insurance texas magazine austin coverage motorola indiana miller rent fault total owner company cash temple,-2,0
1672,bad,-2,intercon amanda walker hell distribution stup money phone next love easy newsreader listen else remember,-2,0
1673,bad,-2,internet ground circuit water connect service tower contact email heat outlet plant site network nist,-2,0
1674,good,-2,internet research address center organization technology institute department national office conference computing australia technical contact,2,0
1675,bad,2,internet research address center organization technology institute department national office conference computing australia technical voice,-2,1
1676,bad,2,internet research center address department office conference national virginia email phone computing australia institute technology,-2,1
1677,bad,2,internet research center address organization department institute technology office national conference computing virginia australia uucp,-2,1
1678,good,-2,internet research phone center email institute organization technology office voice address department virginia national engineering,2,0
1679,bad,-2,internet water bitnet marc tower heat cold cool nuclear plant dept energy cooling needle nist,-2,0
1680,bad,-2,internet water connect bitnet uunet uucp circuit tower marc heat corp nuclear fnal plant cooling,-2,0
1681,bad,-2,internet water connect circuit bitnet tower heat ground marc uunet uucp plant fnal nuclear cooling,-2,0
1682,bad,-2,internet water connect circuit bitnet uunet uucp tower heat marc plant fnal nuclear corp cooling,-2,0
1683,bad,-2,internet water connect circuit ground tower heat bitnet marc plant fnal nuclear uunet cooling uucp,-2,0
1684,bad,-2,internet water ground circuit connect service tower heat contact email plant network marc bitnet cooling,-2,0
1685,bad,-2,internet water ground circuit connect tower heat service bitnet marc plant nuclear contact fnal cooling,-2,0
1686,bad,-2,internet water uucp bitnet uunet marc tower connect corp heat nuclear fnal circuit plant cooling,-2,0
1687,bad,-2,internet water uucp uunet bitnet corp marc tower heat fnal nuclear plant cooling nist higgins,-2,0
1688,bad,-2,internet water uucp uunet bitnet dept paul corp marc tower heat fnal steven plant nuclear,-2,0
1689,bad,-2,islam muslim algorithm cipher islamic attack message reference random text public method function crypt ripem,-2,0
1690,bad,-2,islam muslim algorithm cipher reference islamic attack message random text public method function crypt ripem,-2,0
1691,bad,-2,islamic charge price magnus rice ohio tube monash mind turbo fred rushdie movement khomeini cheer,-2,0
1692,bad,-2,islamic muslim ohio kent sandvik cheer islam apple newton upenn magnus tube activity rice private,-2,0
1693,bad,-2,islamic muslim ohio kent sandvik cheer islam apple newton upenn tube magnus activity rice private,-2,0
1694,bad,-2,islamic ohio charge magnus tube rice monash cheer turbo fred rushdie muslim movement mind khomeini,-2,0
1695,good,-2,islamic ohio sandvik kent muslim cheer apple newton islam tube magnus upenn activity rice monash,2,0
1696,bad,-2,israel attack bony jake center bill occupy child york force fail south weapon police jimmy,-2,0
1697,good,2,israel israeli arab jewish peace attack civilian palestinian lebanese lebanon occupy village soldier human kill,2,1
1698,good,2,israel israeli arab jewish peace palestinian civilian lebanese attack lebanon occupy village soldier human gaza,2,1
1699,good,2,israel israeli arab jewish policy peace research center citizen palestinian gaza east subject west authorities,2,1
1700,good,2,israel israeli arab kill attack palestinian civilian lebanese innocent village lebanon human peace soldier trial,2,1
1701,good,-2,israel israeli arab kill country civilian peace innocent soldier murder palestinian lebanon nothing security hold,2,0
1702,good,2,israel israeli arab kill human attack land peace stop palestinian judge murder civilian death killing,2,1
1703,good,2,israel israeli arab kill murder attack court death palestinian human peace civilian innocent ence trial,2,1
1704,good,2,israel israeli arab kill palestinian attack murder peace civilian human land innocent trial death lebanese,2,1
1705,good,2,israel israeli arab kill palestinian attack murder peace civilian land human innocent trial lebanese occupy,2,1
1706,good,2,israel israeli arab kill palestinian attack murder peace land civilian human trial innocent lebanese occupy,2,1
1707,good,2,israel israeli arab kill palestinian civilian lebanese innocent human attack trial lebanon village peace soldier,2,1
1708,good,2,israel israeli arab kill palestinian innocent human civilian trial country peace murder lebanese killing lebanon,2,1
1709,good,2,israel israeli arab kill peace civilian innocent country palestinian soldier murder lebanon gaza military killing,2,1
1710,good,2,israel israeli arab kill peace civilian innocent palestinian lebanon soldier murder country human gaza killing,2,1
1711,good,2,israel israeli arab palestinian attack murder peace civilian human land trial kill court innocent lebanese,2,1
1712,good,2,israel israeli arab palestinian attack peace murder civilian human court trial kill lebanese innocent occupy,2,1
1713,good,2,israel israeli arab palestinian attack peace murder civilian human land trial lebanese kill innocent occupy,2,1
1714,good,2,israel israeli arab palestinian kill attack peace land civilian human murder lebanese occupy trial policy,2,1
1715,good,2,israel israeli arab palestinian land jewish occupy human territory gaza palestine peace zionist syria jerusalem,2,1
1716,good,2,israel israeli arab peace civilian lebanese kill lebanon palestinian human village occupy soldier jewish attack,2,1
1717,good,2,israel israeli arab peace kill civilian lebanese lebanon human innocent palestinian soldier occupy village gaza,2,1
1718,good,2,israel israeli arab peace kill civilian lebanese lebanon human palestinian innocent soldier occupy village gaza,2,1
1719,good,2,israel israeli attack kill civilian arab palestinian lebanese village lebanon soldier peace innocent territory adam,2,1
1720,bad,-2,israel israeli country encryption arab drug attack pres chip clipper policy security administration health disease,-2,0
1721,bad,-2,israel israeli country encryption arab drug pres attack chip clipper policy security administration health secret,-2,0
1722,bad,-2,israel israeli encryption pres country arab drug clipper attack chip security policy administration health secret,-2,0
1723,good,-2,israel israeli encryption pres public country drug security arab clipper policy chip attack clinton administration,2,0
1724,good,-2,israel israeli encryption public country drug security arab pres clipper policy attack chip clinton administration,2,0
1725,good,-2,israel israeli jewish arab policy peace research center citizen palestinian gaza east authorities jerusalem movement,2,0
1726,good,2,israel israeli jewish arab policy peace research center citizen palestinian gaza east authorities movement jerusalem,2,1
1727,good,2,israel israeli kill arab country innocent murder peace civilian palestinian human trial soldier gaza killing,2,1
1728,good,2,israel israeli kill arab country innocent murder peace civilian palestinian soldier gaza citizen human trial,2,1
1729,good,2,israel israeli kill arab country palestinian innocent murder civilian peace human trial killing soldier lebanon,2,1
1730,good,2,israel israeli kill arab murder court attack death palestinian human peace civilian innocent ence trial,2,1
1731,good,2,israel israeli kill arab palestinian country innocent human civilian murder peace trial killing lebanon soldier,2,1
1732,good,2,israel israeli kill arab palestinian innocent human country civilian trial peace murder killing lebanon lebanese,2,1
1733,good,-2,israel israeli kill country arab innocent murder civilian peace soldier palestinian hold bill nothing gaza,2,0
1734,good,-2,israel israeli kill innocent civilian murder soldier arab country lebanon nothing hold peace bill security,2,0
1735,good,-2,israel israeli palestinian west bank suck joke arab bias medium territory stup palestine report cand,2,0
1736,bad,-2,israel israeli pres encryption public country security arab drug clipper policy chip attack clinton administration,-2,0
1737,bad,-2,israel land adam lebanese peace attack pitching arab catcher lopez agree lebanon staff brave average,-2,0
1738,bad,-2,israel land adam lebanese peace attack pitching lebanon brave catcher arab lopez agree staff average,-2,0
1739,good,-2,israel land attack peace lebanese adam arab pitching lopez catcher jewish agree defense force civilian,2,0
1740,bad,-2,israel medium israeli west bank palestinian joke suck bias arab report territory palestine east jerusalem,-2,0
1741,good,-2,israel palestinian israeli suck west cand agree thought human arab launch cause live stup territory,2,0
1742,good,-2,israel palestinian israeli west bank suck arab bias territory joke stup medium palestine land cand,2,0
1743,bad,-2,israel pres israeli encryption arab country clipper security chip attack policy administration public secret secure,-2,0
1744,bad,-2,israel pres israeli encryption public country security arab drug clipper policy chip attack clinton administration,-2,0
1745,bad,-2,israel pres israeli encryption public security arab country clipper policy chip attack drug clinton administration,-2,0
1746,bad,-2,israel pres israeli encryption public security arab country clipper policy chip drug attack clinton administration,-2,0
1747,bad,-2,israel pres israeli encryption public security country arab clipper policy drug chip attack clinton administration,-2,0
1748,good,-2,israel pres israeli encryption security arab country public clipper policy chip attack clinton administration privacy,2,0
1749,good,-2,israel pres israeli encryption security arab country public clipper policy chip attack clinton privacy administration,2,0
1750,good,-2,israel pres israeli encryption security arab public country clipper policy chip attack drug clinton administration,2,0
1751,good,-2,israel west bank israeli medium palestinian joke suck bias territory arab report east palestine jerusalem,2,0
1752,bad,2,israeli arab jewish policy israel research center peace intelligence associate authorities subject strip border population,-2,1
1753,bad,-2,israeli arab jewish policy israel research center peace intelligence associate subject population border authorities live,-2,0
1754,good,-2,israeli arab population thousand policy bullet border none daughter israel switzerland building mass wife religious,2,0
1755,bad,-2,israeli arab tape population border village policy muslim child israel occupy research bullet associate slaughter,-2,0
1756,good,2,israeli disk tape village arab child population israel border civilian policy slaughter allow peace turkish,2,1
1757,good,2,israeli israel arab palestinian human jewish occupy territory citizen gaza palestine zionist country solution jerusalem,2,1
1758,good,2,israeli israel arab palestinian human jewish occupy territory gaza citizen palestine zionist country solution jerusalem,2,1
1759,good,2,israeli jewish israel arab policy peace research center citizen strip authorities intelligence gaza east subject,2,1
1760,bad,-2,item arrive soup candy gift rice company pasta sell noodle awesome white stock ever customer,-2,0
1761,good,-2,item candy soup gift rice pasta noodle awesome customer thanks sent christmas service stock contact,2,0
1762,bad,-2,item deal glad become shop anymore disappoint costco buck donut supply third near sampler kill,-2,0
1763,good,-2,item deal glad become shop anymore disappoint costco donut supply buck sampler third consistent retail,2,0
1764,bad,-2,item deal glad become shop anymore near disappoint costco buck third donut supply sampler kill,-2,0
1765,bad,-2,item deal glad shop anymore become donut disappoint supply costco sampler many kill retail consistent,-2,0
1766,bad,-2,item deal glad shop anymore become donut many supply disappoint sampler costco kill retail two,-2,0
1767,bad,-2,item deal glad shop anymore become donut many supply disappoint sampler costco kill two retail,-2,0
1768,bad,-2,item deal glad shop anymore become donut many supply disappoint sampler kill costco retail two,-2,0
1769,bad,-2,item deal glad shop become anymore disappoint costco donut supply sampler third retail buck consistent,-2,0
1770,bad,-2,item deal several smooth friend glad gift machine shop black espresso licorice anymore sample become,-2,0
1771,good,-2,item deal shop anymore guy disappoint supply buck donut sampler go lavazza recieved settle cheapest,2,0
1772,bad,-2,item deal shop anymore guy supply disappoint donut sampler go lavazza recieved settle cheapest cornbread,-2,0
1773,bad,-2,item deal shop anymore supply disappoint buck guy donut sampler lavazza go recieved kill cornbread,-2,0
1774,bad,-2,item deal shop anymore supply donut disappoint buck guy sampler lavazza go recieved kill cornbread,-2,0
1775,bad,-2,item deal shop anymore supply donut sampler buck disappoint lavazza many recieved cornbread guy dunkin,-2,0
1776,bad,-2,item deal shop anymore supply donut sampler disappoint buck guy lavazza recieved cornbread go kill,-2,0
1777,bad,-2,item deal shop anymore supply donut sampler many lavazza buck recieved disappoint cornbread dunkin kill,-2,0
1778,bad,-2,item several friend black bitter deal smooth gift glad machine pot shop sample espresso set,-2,0
1779,bad,-2,item several friend deal smooth gift glad black shop machine amaze licorice christmas espresso anymore,-2,0
1780,bad,-2,jake south bony island secret rockefeller attack york nuclear waco force weapon mass employer fail,-2,0
1781,bad,-2,japanese music weaver motorcycle letter flame denizen onur yalcin member engineering technology resume membership send,-2,0
1782,bad,-2,japanese weaver music motorcycle onur yalcin denizen letter flame technology resume member taking receive colorado,-2,0
1783,bad,-2,jeff curve curious phil dollar choice scott rich create free integra libertarian bound spend hold,-2,0
1784,bad,-2,jeff curve phil scott curious dollar choice rich free integra money create spend bound corp,-2,0
1785,bad,-2,jerky bean candy flaxseed outstanding berry teriyaki sweet crystal hummus omega- antiox cancer lentil stuffer,-2,0
1786,good,-2,jerky dog owner fence report fda yard associate apply chicken consumer mold consumption animal complaint,2,0
1787,bad,-2,juice guess wrong waste soda show throw strawberry drop picture immediately actual concentrate squeeze could,-2,0
1788,good,-2,juice peach oat mango glass orange pineapple fruit jasmine relax blackberry squirt pearl sweeten quaker,2,0
1789,good,-2,juice wrong waste throw soda show strawberry money guess drop could bottle immediately concentrate squeeze,2,0
1790,good,-2,juice wrong waste throw soda show strawberry money guess drop could immediately bottle concentrate squeeze,2,0
1791,bad,-2,keep can't regular almond blue wait magnesium beat diamond cause body rda reminds girl nutrient,-2,0
1792,bad,-2,keep container easily hold melt shape mess stuck together room bigger worry separate expectation dle,-2,0
1793,bad,-2,keep container easily hold melt shape mess stuck together room worry busy separate expectation fence,-2,0
1794,bad,-2,keep container easily melt hold mess shape stuck plastic room bigger loose together expectation separate,-2,0
1795,bad,-2,keep container easily melt hold mess shape stuck plastic room bigger loose together separate expectation,-2,0
1796,bad,-2,keep container easily melt hold plastic mess shape stuck room loose bigger work expectation separate,-2,0
1797,bad,-2,keep container easily melt plastic hold mess shape stuck work room loose bigger expectation separate,-2,0
1798,bad,-2,keep easily container melt plastic mess work hold shape stuck room loose bigger expectation break,-2,0
1799,bad,-2,keep help chew hour honey energy night bone toy skin minute need trip training long,-2,0
1800,bad,-2,keep need seem worth still hand container teeth clean around cheap result thing every basically,-2,0
1801,bad,-2,keyboard nick attack gainey forward ever greg timer wayne richard section player hand style gilmour,-2,0
1802,bad,-2,keyboard nick gainey attack forward greg ever player richard timer wayne style hand fred gilmour,-2,0
1803,bad,-2,keyboard player roger forward nick maynard scroll gainey richard always finger greg typing hand business,-2,0
1804,bad,-2,keyboard roger forward nick maynard finger richard scroll gainey typing business player greg injury ralph,-2,0
1805,bad,-2,keyboard roger forward nick maynard greg player gainey always scroll richard business vertical style laurentian,-2,0
1806,bad,-2,keyboard roger forward nick maynard player always greg gainey scroll ever business richard style vertical,-2,0
1807,bad,-2,keyboard roger forward richard nick greg maynard style gainey player ralph laurentian gilmour wayne ever,-2,0
1808,bad,-2,keyboard roger forward richard nick maynard greg style gainey player ralph laurentian gilmour business wayne,-2,0
1809,bad,-2,keyboard roger forward richard nick maynard greg style gainey player ralph laurentian wayne gilmour business,-2,0
1810,good,2,kill child weapon crime fire firearm woman death carry police criminal city bill report court,2,1
1811,good,2,kill child weapon crime fire firearm woman death carry police criminal city drug bill report,2,1
1812,good,2,kill child weapon crime fire firearm woman drug death carry police criminal city bill court,2,1
1813,good,2,kill child weapon crime fire firearm woman drug death carry police criminal city court bill,2,1
1814,good,2,kill death crime criminal self murder commit public innocent defense knife cause protect victim violent,2,1
1815,good,2,kill death innocent murder judge trial killing bomb witness ence civilian guilty jury punishment penalty,2,1
1816,good,2,kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,2,1
1817,good,2,kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,2,1
1818,good,2,kill innocent civilian israel israeli murder soldier killing bombing guilty village trial stop lebanon ence,2,1
1819,good,2,kill innocent civilian killing murder death trial guilty soldier bomb military court jury bombing village,2,1
1820,good,2,kill weapon child crime fire firearm woman carry death police criminal bill city report home,2,1
1821,good,2,kill weapon child crime fire firearm woman carry death police criminal city bill report court,2,1
1822,good,2,kill weapon child fire crime firearm woman carry death police bill criminal city home doctor,2,1
1823,good,2,kill weapon child fire crime firearm woman carry death police criminal bill city home court,2,1
1824,bad,-2,kind color broken shape fun vinegar bite unique describe spread crack everywhere beautiful expectation table,-2,0
1825,bad,-2,kit g<br wine sat heart mg<br chip fat drinkable saturday sit total sodium joke call,-2,0
1826,bad,-2,know review since smell bad think people i'll read reviewer though see open another seal,-2,0
1827,bad,-2,know say think review smell bad see i'll since read dec people another though reviewer,-2,0
1828,bad,-2,know since review think smell bad people i'll read reviewer though another seem see open,-2,0
1829,bad,-2,know since still many review smell however though bad pretty people may i'll type let,-2,0
1830,bad,-2,know smell bad i'll people open seal think since subscription nearly crumb pretty reason n't,-2,0
1831,bad,-2,know smell bad i'll people open seal think since subscription pretty crumb nearly n't reason,-2,0
1832,bad,-2,know smell bad i'll people open think seal since subscription nearly reason crumb pretty n't,-2,0
1833,bad,-2,know smell bad i'll people open think seal since subscription nearly reason crumb update strange,-2,0
1834,bad,-2,know smell bad open people i'll seal nearly subscription opening strange odor crumb update since,-2,0
1835,bad,-2,know smell bad open people i'll think seal nearly subscription since strange opening crumb update,-2,0
1836,bad,-2,know still since many review smell however bad though never people may open i'll maybe,-2,0
1837,bad,-2,know still since review many smell however bad though never people may open i'll maybe,-2,0
1838,good,-2,know think review smell bad people i'll disappointed read since reviewer write dec mention nearly,2,0
1839,bad,-2,koresh guess freenet cwru cleveland wave story mike stephen previous nothing wrong stand ever ryan,-2,0
1840,bad,-2,koresh guess wave freenet wrong cleveland story cwru nothing previous ever stephen stand mike fire,-2,0
1841,bad,2,koresh michael radio rutgers kaldis rock georgia witness covington child mcovingt ence amateur easter fire,-2,1
1842,bad,2,koresh rutgers kaldis michael radio child easter rock witness ence georgia trial covington homosexual theodore,-2,1
1843,bad,-2,lamb girl broth carrot soothe taffy absorb air neck head expense part gusto beaba guarantee,-2,0
1844,bad,-2,land country care health drug disease money happy company patient physician insurance child gary jewish,-2,0
1845,bad,-2,land israel adam brave player lebanese peace alomar lebanon pitching catcher staff lopez agree average,-2,0
1846,good,-2,land israel drug israeli country arab kill attack care money million company cause insurance jewish,2,0
1847,bad,-2,last buying whole open receive worth case they're that's couple jar part longer con line,-2,0
1848,bad,-2,last every long nothing week grow plant boy he's beautiful still visit two year month,-2,0
1849,bad,-2,last gum hope date long online original past dec shipment expiration true anywhere could previous,-2,0
1850,bad,-2,last gum long hope date online dec original past shipment expiration true plan anywhere could,-2,0
1851,bad,-2,last long every nothing week grow plant boy he's still beautiful visit year two month,-2,0
1852,bad,-2,last long gum dec hope online date original past true shipment plan expiration anywhere continue,-2,0
1853,bad,-2,last long gum hope date online dec original past shipment true expiration plan anywhere could,-2,0
1854,bad,-2,last long gum hope online dec date original past true shipment plan expiration anywhere could,-2,0
1855,bad,-2,last long gum online hope date dec original continue past true today plan anywhere shipment,-2,0
1856,bad,-2,last receive open couple case they're that's half week jar usually seed pouch return part,-2,0
1857,bad,-2,last receive open couple case they're that's week jar usually seed pouch half return part,-2,0
1858,good,-2,launch commercial project cost market contract satellite money technology build development next million week venture,2,0
1859,good,2,launch commercial project cost market development satellite contract money technology build million product venture next,2,1
1860,good,2,launch commercial project cost market satellite contract development money technology build million next product venture,2,1
1861,bad,-2,launch commercial project cost market satellite contract money technology build next development million week venture,-2,0
1862,bad,-2,launch entry build commercial development project rule satellite market european cost output contest remark size,-2,0
1863,bad,-2,launch entry build commercial development satellite european rule project market output remark contest cost size,-2,0
1864,bad,-2,launch entry build commercial project development rule cost satellite market european output contest remark size,-2,0
1865,bad,-2,launch entry build project cost development commercial rule market satellite output contest european remark stage,-2,0
1866,good,-2,launch entry build project cost rule commercial development market satellite output contest remark stage european,2,0
1867,good,-2,launch entry build project development commercial cost rule market satellite european output contest remark size,2,0
1868,bad,-2,launch entry build project development cost commercial rule market satellite output european contest remark stage,-2,0
1869,bad,-2,launch entry build satellite commercial european rule development market remark project contest output size vehicle,-2,0
1870,bad,-2,launch entry build satellite rule commercial european remark development market contest output project size test,-2,0
1871,bad,-2,launch entry rule build commercial european market satellite output contest remark development contract size project,-2,0
1872,bad,-2,launch entry satellite rule remark build european market contest commercial development test output cipher given,-2,0
1873,good,2,launch nasa mission satellite three maybe adam surface friend baseball probe week research moon propulsion,2,1
1874,good,2,launch nasa mission shuttle surface adam three satellite maybe research orbiter project ozone probe cost,2,1
1875,good,2,launch nasa mission shuttle surface lopez orbiter three ozone atmosphere centaur research april adam cost,2,1
1876,good,2,launch project cost commercial development satellite market contract build stage million vehicle technology venture titan,2,1
1877,bad,-2,launch project next cost commercial week baseball aerospace build column money smoke venture market pretty,-2,0
1878,good,-2,left home apartment father mother room door neighbor azerbaijani sumgait woman beat building later crowd,2,0
1879,bad,-2,left home apartment father mother room door neighbor azerbaijani sumgait woman building beat later crowd,-2,0
1880,bad,-2,less buying regular definitely however cheaper serve red alternative ounce option lack alone twice compare,-2,0
1881,good,-2,less calorie protein amount low fat fiber weight sodium gram substitute carbs lower lose diet,2,0
1882,bad,-2,less regular definitely serve red alternative ounce option twice lack alone however guest enjoyable pea,-2,0
1883,bad,-2,libertarian thor vice dream blow steveh hendricks beauchaine bobbe sink eliminate regulation rally steve limited,-2,0
1884,bad,-2,light red ounce single lack option alone tend average buck typically combine guest enjoyable greasy,-2,0
1885,bad,2,liver freeze dog dry cube treat tub medicine training powdery economical additive chopped recommends arthritis,-2,1
1886,bad,-2,local grocery cost able deliver buying shelf trip stop realize door visit way ask half,-2,0
1887,bad,-2,local grocery cost able stop buying deliver ask shelf realize trip door way visit half,-2,0
1888,bad,-2,local grocery cost able stop buying deliver shelf ask realize trip door visit way half,-2,0
1889,good,-2,local grocery cost home able deliver run available trip shelf visit door realize carry cheaper,2,0
1890,good,-2,local grocery home deliver half ask realize trip shelf door brought picked reorder shopping across,2,0
1891,good,-2,local grocery home half deliver ask realize shelf trip door brought across picked reorder shopping,2,0
1892,bad,-2,local grocery home half deliver ask realize shelf trip door brought picked across reorder shopping,-2,0
1893,bad,-2,local half grocery cost home able available run carry stop live deliver supermarket shelf office,-2,0
1894,bad,-2,local half grocery home deliver ask realize shelf trip door brought across picked reorder shopping,-2,0
1895,good,-2,local piece grocery sell deal carry market glad online break hop surprised unfortunately whole flour,2,0
1896,bad,-2,local piece grocery sell deal whole carry market glad online break hop surprised unfortunately flour,-2,0
1897,bad,-2,long dark roast away full rich miss flavorful person extremely french double steep ground magic,-2,0
1898,bad,-2,looking appreciate advance anybody info email keyboard thank hello greatly experience wonder peter thanx advice,-2,0
1899,bad,-2,looking battery advance friend uiuc sell fine craig running month nice email junk grade date,-2,0
1900,bad,-2,looking battery advance sell friend uiuc fine running craig email food month grade junk nice,-2,0
1901,bad,-2,looking battery friend uiuc steve advance sell fine dyer food month running junk email pain,-2,0
1902,bad,-2,looking battery sell advance uiuc friend fine email food running grade date quite nice pain,-2,0
1903,bad,-2,looking battery uiuc steve friend email food doctor advance month fine dyer pain craig cause,-2,0
1904,bad,-2,looking friend month mine uiuc nice battery area week notice stuff guess stick date craig,-2,0
1905,bad,-2,looking friend month uiuc nice battery running week notice stick guess craig home date wonder,-2,0
1906,bad,-2,looking friend nice month week guess uiuc battery notice stuff running maybe home stick quite,-2,0
1907,bad,-2,looking friend uiuc battery month craig nice running area stick remember date minutes unfortunately reaction,-2,0
1908,bad,-2,looking friend uiuc battery month running craig nice stick fine date notice pretty home quite,-2,0
1909,bad,-2,looking friend uiuc battery month steve running craig fine nice junk date remember taste reaction,-2,0
1910,bad,-2,looking friend uiuc battery month steve running craig nice date remember junk area stick fine,-2,0
1911,bad,-2,looking friend uiuc battery month steve running craig nice remember date junk stick area fine,-2,0
1912,bad,-2,looking friend uiuc month battery mine nice stick area minutes doug craig week remember notice,-2,0
1913,bad,-2,looking friend week nice month guess stuff uiuc maybe battery home notice running stick quite,-2,0
1914,bad,-2,looking friend week nice month guess stuff uiuc maybe battery notice home running quite stick,-2,0
1915,bad,-2,lost andrew james disclaimer model hell callison behanna navy houston weight chris thought uoknor init,-2,0
1916,bad,-2,lost andrew james homosexual cramer chris white internet george clayton bitnet gatech disclaimer michael rose,-2,0
1917,bad,-2,lost hell andrew model james disclaimer callison behanna anyway init presentation stick ever houston uoknor,-2,0
1918,bad,-2,lost james disclaimer andrew model callison houston navy uoknor behanna init presentation stick bird ucsc,-2,0
1919,bad,-2,lost james disclaimer andrew navy houston callison behanna model chris uoknor init bird presentation columbia,-2,0
1920,bad,-2,lost james disclaimer andrew navy houston chris callison behanna uoknor init columbia model bird presentation,-2,0
1921,bad,-2,lost james disclaimer model houston navy callison andrew weight bird init uoknor presentation behanna height,-2,0
1922,bad,-2,lost james disclaimer model houston navy callison andrew weight init uoknor bird presentation height ever,-2,0
1923,bad,-2,lost james model disclaimer houston callison navy init uoknor andrew presentation weight bird stick height,-2,0
1924,bad,-2,lost james model disclaimer houston navy callison init uoknor andrew presentation weight bird stick height,-2,0
1925,bad,-2,lost model init season james callison presentation uoknor hell stick disclaimer navy weight anyway height,-2,0
1926,bad,-2,lost model james callison houston navy disclaimer presentation init uoknor weight stick andrew height bird,-2,0
1927,bad,-2,lot big include line overall anyone finish addition con however think comparable pro frequently gotten,-2,0
1928,bad,-2,lot big include line overall finish addition con bottom think comparable gotten however pro frequently,-2,0
1929,bad,-2,lot big include line overall finish addition con bottom think comparable gotten pro frequently overwhelm,-2,0
1930,bad,-2,lot big include line overall finish addition con however think comparable pro frequently gotten bottom,-2,0
1931,bad,-2,lot big include overall line con anyone addition finish however comparable pro think frequently gotten,-2,0
1932,bad,-2,lot big include overall line finish addition bottom con gotten perfectly comparable frequently pro overwhelm,-2,0
1933,bad,-2,lot big include overall line finish bottom addition perfectly gotten comparable frequently various overwhelm pro,-2,0
1934,bad,-2,lot include line overall finish addition gotten comparable frequently think overwhelm sorry jalapeno counter enough,-2,0
1935,bad,-2,lot include overall line finish addition comparable gotten frequently think overwhelm big jalapeno enough counter,-2,0
1936,bad,-2,lot include overall line finish addition gotten comparable frequently think overwhelm jalapeno enough counter sorry,-2,0
1937,bad,-2,love court hate charge property francisco dangerous police anti leather inner arens gerard head park,-2,0
1938,bad,-2,love court hate property choose francisco anti park money leather laws inner arens loud jacket,-2,0
1939,bad,-2,love court hate property choose francisco money park anti laws leather loud inner arens jacket,-2,0
1940,bad,-2,love court hate property francisco anti park charge leather police inner choose laws dangerous money,-2,0
1941,bad,-2,love court hate property francisco anti park choose leather inner charge arens laws money loud,-2,0
1942,bad,-2,love court hate property francisco charge anti dangerous police leather inner park arens gerard head,-2,0
1943,bad,-2,love cwru uiuc thought frank guess sorry wrong keith hell mine nothing uucp objective homosexual,-2,0
1944,bad,-2,love cwru uiuc thought frank hell keith sorry guess mine wrong nothing objective uucp homosexual,-2,0
1945,bad,-2,love cwru uiuc thought frank sorry guess hell keith wrong mine nothing objective uucp homosexual,-2,0
1946,bad,-2,love drug bike laws free court money design choose engine cost head property feel pretty,-2,0
1947,good,-2,love drug court laws property choose police park money head sell wagon ryan plaintiff anti,2,0
1948,bad,-2,love drug court money choose property berkeley laws hate francisco anti prize head cheap pretty,-2,0
1949,bad,-2,love drug court property laws park police choose francisco money wagon anti head hate berkeley,-2,0
1950,bad,-2,love drug laws bike court engine design sell choose head plaintiff property money police kind,-2,0
1951,bad,-2,love drug laws bike free engine choose money court design property head sell feel kind,-2,0
1952,bad,-2,love hell quote feel brian stup evil sorry learn choose accept death fear live context,-2,0
1953,bad,-2,love hell quote feel stup brian evil live learn accept sorry death choose context maybe,-2,0
1954,bad,-2,love hell quote feel stup brian evil sorry learn choose fear accept death live maybe,-2,0
1955,bad,-2,love hell quote feel stup sorry brian evil learn fear choose accept ever live everyone,-2,0
1956,bad,-2,love hell quote feel stup sorry brian learn evil fear choose accept ever live everyone,-2,0
1957,bad,-2,love hell uiuc thought frank objective keith mine ever sorry guess uucp nothing wrong james,-2,0
1958,bad,-2,love uiuc cwru thought guess wrong sorry frank keith hell nothing mine uucp objective homosexual,-2,0
1959,bad,-2,love uiuc cwru thought hell frank keith guess sorry mine nothing objective wrong uucp ever,-2,0
1960,bad,-2,love uiuc cwru thought wrong guess sorry frank keith nothing hell mine uucp objective homosexual,-2,0
1961,bad,-2,love uiuc hell thought frank cwru keith mine sorry objective guess nothing uucp ever wrong,-2,0
1962,bad,-2,love uiuc hell thought frank keith objective mine sorry guess nothing ever uucp cwru wrong,-2,0
1963,bad,-2,love uiuc thought hell cwru frank keith guess mine sorry objective nothing wrong uucp ever,-2,0
