,true,model,wordset,model_num,true_num
1993,neutral,good,market pasta difference stomach noodle brown hold mean sour cook soda coat upset nicely folk,2,0
1994,bad,good,market tell turn difference cook pasta brown stomach soda hold mean suppose sour coat nicely,2,-2
1995,neutral,good,market tell turn difference mean cook pasta brown stomach soda hold suppose sour coat kitchen,2,0
1996,bad,good,market turn mean brown suppose coat rather dollar nicely awful folk worse finger awhile staple,2,-2
1997,bad,good,market turn mean rather brown suppose coat dollar awful nicely finger worse folk staple awhile,2,-2
1998,bad,good,market turn mean rather suppose yes coat brown dollar awful nicely finger worse folk staple,2,-2
2001,bad,good,matcha subscription dent movie ginger sour compliment link's yogi leaf yorkshire bagel echinacea lemon annie,2,-2
2003,rather_good,bad,meal content ginger contain dinner sprinkle cooked fairly thai snap they've stew palm dozen specifically,-2,1
2016,good,bad,might drinking aftertaste mild espresso beverage straight weird sound sip latte guest appeal however pleasant,-2,2
2024,rather_bad,good,milk diet n't stomach soy start shake substitute something sensitive without nasty upset dissolve zero,2,-1
2025,bad,good,milk n't diet start stomach soy substitute shake sensitive nasty upset without something dissolve zero,2,-2
2026,neutral,good,milk n't diet start stomach soy substitute shake something sensitive without nasty upset dissolve usually,2,0
2027,neutral,good,milk n't diet stomach start soy substitute shake something sensitive without nasty upset dissolve zero,2,0
2028,neutral,bad,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve usually zero allergic,-2,0
2029,rather_bad,bad,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve zero allergic usually,-2,-1
2030,bad,bad,mind pot total roll rating flower often classic g<br illy whole cholesterol despite enough delight,-2,-2
2031,bad,bad,mind starbucks total especially instant roll often via decent flower set classic grape illy mocha,-2,-2
2032,bad,good,mind starbucks total especially instant roll often via decent set flower classic grape illy mocha,2,-2
2037,bad,good,minute hour people energy cheese husband everyone shot point pizza boost caffeine bake crust sleep,2,-2
2038,rather_bad,good,mio dental lollipop wing sriracha apple peach vietnamese healthful sauce tootsie candy nutritional kale article,2,-1
2040,good,good,mix cream ice pour strawberry pancake baking waffle muffin pomegranate pan stir frozen whip grainy,2,2
2041,rather_good,good,mix cream ice pour strawberry pancake waffle stir muffin pomegranate frozen whip grainy instead lollipop,2,1
2042,rather_good,good,mix cream ice pour strawberry stir pancake waffle muffin pomegranate frozen whip grainy instead lollipop,2,1
2043,good,good,mix cream ice strawberry pour pancake waffle muffin recipe pomegranate frozen grainy lollipop margarita fluffy,2,2
2044,good,good,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,2,2
2045,good,good,mix cream ice strawberry pour pancake waffle pomegranate recipe muffin frozen margarita lollipop baking fluffy,2,2
2046,good,good,mix ice cream strawberry pour pancake waffle pomegranate recipe muffin baking margarita milk fluffy lollipop,2,2
2047,bad,good,mix less problem cheaper diet pay need clean lot house switch rest leave ball puppy,2,-2
2048,bad,good,mix less problem diet cheaper need house pay clean rest lot switch plus kibble ball,2,-2
2049,bad,good,mix less problem diet cheaper pay need clean house lot rest switch ball leave puppy,2,-2
2050,bad,good,mix less problem diet cheaper pay need clean switch lot rest house ball leave puppy,2,-2
2051,bad,good,mix less problem diet clean switch ball kibble coat spoon convenience leave crystal waffle vet,2,-2
2052,rather_bad,good,mix less problem diet clean switch ball kibble leave spoon convenience puppy crystal waffle rest,2,-1
2053,rather_bad,good,mix less problem diet clean switch coat vet crazy ball feed kibble leave wellness spoon,2,-1
2054,bad,good,mix less problem pay leave ball place lot convenience crystal waffle scoop fancy remove litter,2,-2
2055,bad,good,mix less problem pay leave lot ball place convenience crystal waffle scoop fancy remove except,2,-2
2056,bad,good,mix less problem pay place leave except lot convenience ball crystal remove waffle scoop fancy,2,-2
2057,bad,good,mix lot less problem pay leave place except kept convenience crystal waffle remove fancy scoop,2,-2
2058,bad,good,mix need less problem diet cheaper pay lot clean house rest switch leave ball puppy,2,-2
2059,bad,good,mix pay easily ball except convenience crystal scoop waffle lab fancy measure min unpleasant litter,2,-2
2060,bad,good,mix problem less pay leave lot ball place convenience crystal waffle scoop fancy remove litter,2,-2
2061,bad,good,mix problem pay leave ball crystal kept except heavy waffle batch sent scoop fancy litter,2,-2
2062,bad,bad,mix problem pay leave ball except kept crystal heavy waffle batch fancy scoop litter skeptical,-2,-2
2063,bad,good,mix problem pay leave ball sent crystal batch waffle never less could scoop litter light,2,-2
2064,bad,good,mix problem pay leave ball sent crystal batch waffle never scoop could heavy litter light,2,-2
2065,bad,good,mix problem pay leave ball sent crystal waffle batch never less could scoop litter heavy,2,-2
2066,good,good,mix sauce cheese recipe bread spicy pepper cook season cake chicken meal salad bake egg,2,2
2067,good,good,mix sauce cheese recipe bread spicy pepper cook season cake meal chicken salad bake egg,2,2
2068,good,good,mix sauce easy cheese recipe bread spicy pepper cook season cake chicken meal salad bake,2,2
2069,good,good,mix sauce easy hot cheese recipe bread spicy pepper cook chicken season cake salad meal,2,2
2080,bad,good,money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium,2,-2
2081,rather_bad,bad,money value bulk difficult okay quantity msg bacon what's glutamate monosodium con number although spent,-2,-1
2092,rather_bad,good,month size highly start baby quickly glad daughter son thanks every perfect since supply night,2,-1
2111,bad,good,morning breakfast indiv convenient wrap portion control ual afternoon ually deep anytime worry wrapper since,2,-2
2112,rather_bad,good,morning breakfast indiv convenient wrap portion control ual afternoon ually deep enjoy anytime worry since,2,-1
2113,bad,good,morning breakfast indiv convenient wrap portion control ual afternoon ually deep worry early since anytime,2,-2
2114,bad,good,morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake,2,-2
2115,bad,good,morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry,2,-2
2116,rather_bad,good,morning breakfast light packet indiv mild convenient pour wrap easily stevia liqu way ual usually,2,-1
2117,bad,good,morning light breakfast packet mild indiv pour convenient wrap easily usually liqu stevia way ual,2,-2
2118,bad,good,morning light breakfast packet mild indiv pour usually convenient wrap easily liqu way stevia every,2,-2
2119,rather_bad,good,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia every,2,-1
2120,rather_bad,good,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia ual,2,-1
2121,bad,good,morning light breakfast packet usually mild indiv easily pour convenient wrap liqu way every stevia,2,-2
2122,bad,good,morning light usually breakfast packet mild indiv easily way pour convenient liqu wrap stevia ual,2,-2
2123,rather_bad,good,morning usually light breakfast packet easily mild indiv pour convenient liqu wrap stevia ual afternoon,2,-1
2124,bad,good,morning usually light breakfast packet mild easily indiv pour convenient liqu wrap lover warm stevia,2,-2
2156,bad,good,n't could money juice wrong guess think color bought waste fine throw show picture either,2,-2
2157,good,bad,n't milk diet stomach soy substitute shake sensitive nasty upset allergic dissolve pain gallon zero,-2,2
2158,rather_bad,good,n't money juice color could think guess wrong fine bought waste either throw show picture,2,-1
2159,bad,good,n't money juice color guess think wrong fine bought could waste either throw show picture,2,-2
2160,bad,good,n't money juice color guess wrong could bought think fine waste throw either show picture,2,-2
2161,bad,good,n't money juice color think fine guess wrong could either bought waste throw show picture,2,-2
2162,bad,good,n't money juice color think guess wrong could fine bought waste either throw show picture,2,-2
2163,bad,good,n't think money either juice fine color guess wrong waste could throw show end picture,2,-2
2211,bad,good,natural list contains ingredient raw berry book usa herb gross report root aloe health passion,2,-2
2212,rather_good,good,natural list contains raw berry book usa herb gross site ingredient root report aloe question,2,1
2213,bad,bad,natural list contains raw berry ingredient book usa herb gross report root aloe passion question,-2,-2
2214,bad,good,natural list contains raw berry site book gross usa herb root report aloe question web,2,-2
2215,good,good,natural list ingredient contains raw berry usa book herb gross health report aloe fruit root,2,2
2216,bad,good,natural list ingredient contains raw berry usa book herb gross report health aloe root passion,2,-2
2217,bad,good,natural real expensive fact syrup wheat leaf care artificial sweetener pleased flour chemical loose matter,2,-2
2227,neutral,good,need clean result cheap vet basically still issue seem breath greenies pet high digestive dental,2,0
2228,bad,good,need keep clean seem hand teeth around longer high vet help still basically issue pet,2,-2
2229,good,good,need keep hand around teeth clean longer basically breath greenies issue digestive tummy seem dental,2,2
2230,bad,good,need keep hand around teeth clean longer breath basically greenies tummy digestive dental issue leak,2,-2
2231,bad,good,need keep hand clean around teeth seem longer high basically issue breath greenies vet help,2,-2
2232,neutral,good,need keep hand clean teeth around seem longer high basically issue breath vet greenies help,2,0
2233,rather_bad,good,need keep hand teeth clean around longer seem basically issue breath greenies high digestive tummy,2,-1
2234,bad,good,need keep seem worth still hand container around clean result cheap teeth see thing basically,2,-2
2235,bad,good,need keep seem worth still hand container around clean result cheap teeth thing see basically,2,-2
2236,bad,good,need keep seem worth still hand container teeth clean around cheap result thing every basically,2,-2
2237,bad,good,need mix could keep lot less problem diet hand clean easily ball figure leave mess,2,-2
2238,bad,good,need mix lot less problem diet clean switch ball coat kibble plus spoon puppy crystal,2,-2
2239,rather_bad,good,need mix lot less problem diet keep clean switch ball plus puppy kibble spoon coat,2,-1
2240,bad,good,need result clean cheap basically breath greenies concerned major trust tummy pet space finicky dental,2,-2
2241,bad,good,need result clean cheap basically breath greenies major pet tummy concerned trust finicky dental space,2,-2
2242,neutral,good,need result clean cheap basically vet breath greenies issue pet digestive tummy dental still dog's,2,0
2243,rather_bad,good,need result clean cheap vet basically breath issue greenies pet still digestive tummy dental junk,2,-1
2244,bad,bad,need still clean cheap basically breath greenies tummy dental leak space junk trust dog's they'll,-2,-2
2245,rather_bad,good,need still keep seem worth around hand container clean result cheap basically see teeth breath,2,-1
2246,rather_bad,bad,never ever far sell bread version hop unfortunately truly simply pancake toast gluten-free unlike mill,-2,-1
2247,bad,good,never ever local piece grocery sell deal wish carry market expensive glad gum online hop,2,-2
2248,bad,good,new money juice case waste wrong show let guess drop picture either throw color fine,2,-2
2249,rather_bad,good,new variety however part point state within complaint easier pumpkin avo perhaps animal create front,2,-1
2264,rather_bad,good,nice color cracker please substitute bring table surprise beautiful unique pork describe wine guest puff,2,-1
2265,rather_bad,good,nice hard definitely excellent expect compare cracker mouth lover please shape enough surprise wine round,2,-1
2266,neutral,good,nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa,2,0
2267,bad,good,nice hard kind definitely never back please bring describe overpower surprise lighter sure pa enough,2,-2
2268,bad,good,nice hard kind definitely never back please bring overpower describe surprise lighter sure pa memory,2,-2
2269,rather_bad,good,nice hard kind definitely never back please describe expect surprise lighter overpower bring puff enough,2,-1
2270,bad,good,nice hard kind never back please bring overpower surprise mountain describe puff lighter pa stand,2,-2
2271,bad,good,nice hard kind never back please mountain overpower bring describe surprise puff lighter compare rarely,2,-2
2272,bad,good,nice hard kind never back please mountain overpower describe puff surprise lighter bring compare rarely,2,-2
2273,bad,good,nice hard never kind back please bring overpower surprise describe puff lighter mountain pa stand,2,-2
2274,bad,good,nice never hard back definitely kind please bring surprise overpower describe lighter memory chose rock,2,-2
2275,bad,good,nice never hard kind back please bring overpower surprise describe puff lighter pa stand rarely,2,-2
2276,bad,good,nice never hard kind please heard surprise overpower bring describe lighter present rock puff pa,2,-2
2277,bad,good,nice salt excellent cracker please sea bland surprise touch table unique shape bring wine spread,2,-2
2278,bad,good,nice salt excellent cracker please sea bland touch surprise table shape unique wine spread bring,2,-2
2279,bad,good,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,2,-2
2280,bad,good,nice salt excellent cracker please sea surprise unique table wine pork kit describe bland crispy,2,-2
2281,bad,good,nice salt excellent cracker please sea surprise unique table wine pork kit puff describe graham,2,-2
2282,rather_bad,good,nice salt hard big color cracker kind smaller bite dish hit broken shape sea vinegar,2,-1
2283,bad,good,nice salt hard big kind color container cracker mouth smaller dish hit bite broken sea,2,-2
2284,rather_bad,good,nice salt hard color container cracker mouth smaller bite dish hit broken sea simple vinegar,2,-1
2285,bad,good,nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar,2,-2
2286,rather_bad,good,nice salt hard color cracker kind big smaller dish bite hit broken sea vinegar different,2,-1
2287,rather_bad,good,nice salt hard color cracker kind different smaller dish bite broken shape sea definitely vinegar,2,-1
2288,bad,good,nice salt hard color cracker kind smaller dish bite broken shape sea different vinegar definitely,2,-2
2289,good,good,nice salt hard color cracker kind smaller dish bite broken shape sea hit different vinegar,2,2
2290,rather_bad,good,nice salt hard color cracker smaller big bite dish hit kind broken shape sea vinegar,2,-1
2291,rather_good,good,nice salt hard color cracker smaller dish bite kind hit big broken shape sea vinegar,2,1
2292,rather_bad,good,nice salt hard kind excellent color cracker different container dish hit bite packaging shape sea,2,-1
2295,bad,good,noodle service rice fast customer cook buckwheat sulfate barley phosphate russell july refund booda super,2,-2
2296,bad,good,noodle strawberry gelatin dip mixer cholesterol japanese royal water mix cup boil nail buckwheat soba,2,-2
2297,rather_bad,good,notice believe life show completely face supplement heart fix number common sleep habit doctor leg,2,-1
2298,neutral,good,notice believe life show completely face supplement heart fix number common sleep habit doctor recent,2,0
2299,bad,good,notice believe show face life completely supplement year work common fix number habit leg two,2,-2
2300,bad,good,notice believe show life completely face supplement fix common number year heart work habit leg,2,-2
2301,bad,good,notice believe show life completely face supplement fix heart number common habit sleep doctor leg,2,-2
2302,bad,good,notice life believe show completely face sleep supplement heart fix number common calm habit period,2,-2
2303,neutral,good,notice life believe show completely face sleep supplement heart fix number common habit period doctor,2,0
2305,neutral,good,nut family big plus fan extra etc hit mixed dessert flavour car cashew microwave thats,2,0
2306,rather_bad,bad,nut plus family fan big extra hit mixed etc dessert flavour microwave car cashew thats,-2,-1
2307,bad,good,nut plus fan family hit big extra mixed etc dessert microwave flavour car thats cashew,2,-2
2308,bad,good,nutrient bbq saffron march habanero board maintain select encounter roland spanish men glico steady prevent,2,-2
2309,rather_bad,bad,oat flower mango lipton pineapple iced tea water oatmeal set gift steel tray index slip,-2,-1
2310,bad,bad,oatmeal skin anyone maple okay hair super pure wash gas body workout seriously truffle quaker,-2,-2
2311,bad,good,oatmeal skin anyone okay maple hair pure super wash gas body seriously workout winter truffle,2,-2
2321,rather_good,bad,odor effective kill gel lose mask skin acne cayenne ripped turmeric quit exercise keep cleanup,-2,1
2336,bad,good,often mind pot entire decent total roll rating flower classic g<br cholesterol dust trans delight,2,-2
2337,rather_bad,good,often mind pot entire decent total roll rating flower classic g<br cholesterol trans dust delight,2,-1
2340,rather_bad,bad,oil bone toy olive magnesium diamond blue body blood bowel rda truffle muscle tolerance heart,-2,-1
2341,bad,good,oil energy gum bone hair toy olive skin magnesium diamond body blue boost supplement truffle,2,-2
2342,rather_bad,good,oil energy gum bone hair toy olive skin magnesium diamond body boost blue supplement truffle,2,-1
2343,neutral,good,oil energy olive skin magnesium blue body salt blood diamond take supplement help heart bowel,2,0
2344,neutral,bad,oil ever popcorn spice jar pop season cooking olive salad christmas everything search sprinkle top,-2,0
2345,bad,good,oil ever popcorn spice jar pop season cooking olive salad christmas top everything sprinkle garlic,2,-2
2346,neutral,bad,oil ever popcorn spice jar pop season cooking olive salad cook top christmas sprinkle microwave,-2,0
2347,good,bad,oil ever popcorn spice jar pop season cooking olive salad cook top search christmas sprinkle,-2,2
2348,neutral,good,oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic,2,0
2349,bad,bad,oil gum bone toy olive magnesium skin diamond blue body bowel blood rda truffle xylitol,-2,-2
2350,bad,bad,oil gum bone toy olive skin magnesium energy diamond blue body bowel blood truffle rda,-2,-2
2351,good,good,oil help salt energy coconut take feel hair olive body work magnesium hour skin health,2,2
2352,good,bad,oil popcorn everything spice pop season cooking olive microwave garlic worst italian movie party mustard,-2,2
2353,rather_good,bad,oil popcorn jar pop olive garlic microwave movie truffle mustard square worst kernel fell sprinkle,-2,1
2354,good,bad,oil popcorn olive pop movie wasabi kernel sardine popped popper coconut truffle formula theater virgin,-2,2
2355,good,bad,oil popcorn spice everything pop olive season chai cooking christmas garlic fish worst italian movie,-2,2
2356,rather_good,bad,oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst italian,-2,1
2357,good,bad,oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst mustard,-2,2
2358,bad,bad,oil popcorn spice olive pop christmas worst garlic cooking italian coconut kernel smoke dress sister,-2,-2
2359,neutral,bad,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke coconut sister dress,-2,0
2360,rather_bad,bad,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister coconut dress,-2,-1
2361,neutral,bad,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister regularly coconut,-2,0
2362,neutral,bad,oil popcorn spice pop olive christmas worst garlic italian kernel cooking regularly smoke sister popper,-2,0
2363,rather_bad,bad,oil popcorn spice pop olive christmas worst garlic italian kernel regularly cooking smoke sister popper,-2,-1
2364,neutral,bad,oil popcorn spice pop olive christmas worst italian garlic microwave regularly kernel smoke sister cooking,-2,0
2365,good,bad,oil popcorn spice pop olive christmas worst italian garlic regularly kernel microwave smoke sister cooking,-2,2
2366,rather_bad,good,oil salt chew energy gum bone body hair toy olive skin magnesium diamond blood sleep,2,-1
2367,rather_bad,good,oil salt chew energy gum bone hair body toy olive blue skin magnesium help night,2,-1
2368,bad,good,oil salt chew energy gum bone hair body toy olive skin magnesium blue sea diamond,2,-2
2369,bad,good,oil salt chew energy help gum bone hair body toy olive skin blue magnesium night,2,-2
2370,rather_bad,good,oil salt help chew energy gum bone hair body toy olive skin blue night magnesium,2,-1
2371,good,good,oil salt help chew energy gum hour bone hair body toy olive skin blue magnesium,2,2
2372,rather_bad,bad,oil spice cooking olive christmas garlic worst italian smoke regularly sister hydrogenate virgin italy canola,-2,-1
2373,neutral,bad,oil spice cooking olive christmas garlic worst smoke regularly italian sister virgin shame canola hydrogenate,-2,0
2374,good,bad,oil spice olive cooking christmas garlic worst smoke italian sister recipe regularly virgin canola extra,-2,2
2375,good,bad,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin canola extra regularly,-2,2
2376,neutral,good,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin extra canola dress,2,0
2377,good,good,old buying easy save soup carry subscribe awesome chili tomato son cheaper area daughter prepare,2,2
2378,rather_bad,good,old buying easy save soup cheaper subscribe awesome carry son chili tomato area compare prepare,2,-1
2379,bad,good,old daughter son he's tree pump hungry class mother age older spit gerber breed tub,2,-2
2380,rather_bad,good,old easy save soup carry subscribe awesome daughter chili tomato son area version vegan prepare,2,-1
2381,rather_bad,good,old easy save soup carry version awesome subscribe area discover chili tomato portion vegan buck,2,-1
2382,bad,good,old month easy highly baby quickly glad jerky year daughter son thanks start picky feed,2,-2
2383,rather_good,good,old soup carry stock area discover longer course year tomato since prepare broth seafood prepared,2,1
2384,bad,good,old soup carry year stock area discover tomato longer since course prepare broth seafood could,2,-2
2385,good,good,old soup carry year stock area tomato discover longer since prepare course broth seafood chili,2,2
2386,bad,good,old soup carry year stock area tomato discover since longer prepare chili course live broth,2,-2
2388,rather_bad,good,open place container easily soft close hold melt together mess shape stuck somewhat excite cool,2,-1
2389,neutral,good,open place container easily soft hold melt together close mess shape stuck somewhat cool chewy,2,0
2393,rather_bad,good,organic natural real expensive high syrup artificial sweetener pleased flour wheat corn chemical maple preservative,2,-1
2394,good,good,organic natural real expensive high syrup artificial wheat sweetener pleased flour corn chemical care maple,2,2
2395,good,good,organic natural real expensive high syrup wheat artificial sweetener pleased flour chemical corn care maple,2,2
2396,good,good,organic natural real expensive syrup high artificial sweetener pleased flour leaf wheat corn chemical ingredient,2,2
2397,good,good,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn chemical leaf maple,2,2
2398,good,good,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical ingredient,2,2
2399,rather_bad,good,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical maple,2,-1
2400,rather_bad,good,organic natural real expensive syrup high artificial sweetener pleased flour wheat leaf corn chemical preservative,2,-1
2401,rather_bad,good,organic quality expensive leaf pleased although loose eye fair certify preference among trade rat purpose,2,-1
2402,bad,good,organic quality expensive leaf pleased eye personal loose certify since preference among club hunt rat,2,-2
2403,neutral,good,organic quality expensive leaf pleased loose eye personal certify whether preference club among hunt rat,2,0
2404,bad,good,organic quality real worth expensive fact leaf care pleased matter loose high premium spend although,2,-2
2405,rather_bad,bad,organic real expensive syrup artificial sweetener leaf flour pleased wheat fact label preservative agave fructose,-2,-1
2407,bad,bad,pack com roast www http href pod variety cherry pie grey earl double senseo gourmet,-2,-2
2408,bad,bad,pack com www http href fill pie can pecan europe larabar the<br cherry caffe whole,-2,-2
2409,bad,bad,pack com www http href fill pie can pecan europe the<br larabar caffe cherry pack<,-2,-2
2410,bad,bad,pack com www http href fill pie can pecan europe the<br larabar caffe ding pack<,-2,-2
2411,bad,bad,pack com www http href fill pie can pecan europe whole clif larabar single cherry,-2,-2
2412,bad,bad,pack com www http href fill pie pecan can europe whole clif brewer larabar single,-2,-2
2413,bad,bad,pack com www http href fill pie pecan can europe whole clif larabar single brewer,-2,-2
2414,bad,bad,pack com www http href fill pie pecan whole can europe clif brewer single larabar,-2,-2
2415,bad,bad,pack com www http href pie can clif larabar pack< coast whole oz< cfh ancient,-2,-2
2416,rather_bad,bad,pack com www http href pie can clif whole larabar pack< coast fill oz< ancient,-2,-1
2417,bad,bad,pack com www http href pie can clif whole larabar pack< coast oz< cfh ancient,-2,-2
2418,bad,bad,pack com www http href pie can larabar pack< coast oz< cfh complain eight ancient,-2,-2
2419,bad,bad,pack roast variety com dark www http href keurig k-cups bold pod french wife k-cup,-2,-2
2420,bad,good,pack variety com www http href fill stash pie grey earl gourmet twinings bigelow bergamot,2,-2
2421,bad,bad,pack variety com www http href fill stash pie grey earl gourmet twinings selection bigelow,-2,-2
2422,bad,bad,pack variety com www http href stash fill pie grey earl gourmet twinings bigelow bergamot,-2,-2
2423,bad,bad,pack variety com www http href stash pie fill grey earl gourmet twinings bigelow bergamot,-2,-2
2424,bad,bad,pack variety com www http href stash pie grey earl twinings selection bergamot bigelow pecan,-2,-2
2425,rather_bad,good,pack variety com www http href stash pie grey fill earl gourmet twinings bigelow bergamot,2,-1
2426,bad,bad,pack variety com www http href whole fill pie wolfgang twinings can puck crisp single,-2,-2
2427,bad,bad,pack variety roast com dark www http href keurig k-cups bold pod french wife k-cup,-2,-2
2428,bad,good,pack variety roast com dark www http href pod smooth ground medium french mountain pie,2,-2
2429,bad,good,pack variety roast com dark www http href pod smooth medium ground cherry pie grey,2,-2
2430,rather_bad,good,pack variety roast com dark www http href pod smooth medium ground pie grey double,2,-1
2431,bad,good,pack variety roast com dark www http href pod smooth medium pie grey earl french,2,-2
2432,neutral,good,pack variety roast com dark www http href pod smooth medium pie ground grey french,2,0
2433,rather_bad,bad,pack whole variety com www http href fill pie wolfgang can puck single crisp choice,-2,-1
2434,bad,good,package color recipe surprised hop sample liqu description future travel careful party average pot damage,2,-2
2435,bad,good,package color recipe surprised hop sample liqu description future travel pot careful party damage average,2,-2
2436,bad,good,package color surprised pot sample recipe work description future party liqu travel pleasantly damage gelatin,2,-2
2437,rather_bad,good,package color surprised pot sample recipe work description future party travel liqu pleasantly damage gelatin,2,-1
2438,bad,good,package color surprised recipe pot sample description future liqu travel party hop careful damage pleasantly,2,-2
2439,bad,good,package color surprised recipe pot sample description future travel liqu party work pleasantly damage careful,2,-2
2440,rather_bad,good,package fresh item receive arrive rice soup disappointed gift white fast anyone company noodle awesome,2,-1
2441,bad,good,package fresh item receive arrive rice soup disappointed gift white fast company anyone noodle awesome,2,-2
2442,rather_bad,good,package fresh item receive arrive soup disappointed gift white fast packaging noodle awesome return egg,2,-1
2443,rather_bad,good,package fresh item receive rice arrive disappointed gift white fast packaging noodle awesome money return,2,-1
2444,rather_bad,good,package fresh item receive rice arrive gift disappointed white fast noodle awesome packaging anyone return,2,-1
2445,rather_bad,good,package fresh item receive rice arrive gift white disappointed fast noodle awesome return customer service,2,-1
2446,bad,good,package fresh receive absolutely disappointed fast white return customer service super terrible costco satisfied horrible,2,-2
2447,neutral,good,package fresh receive absolutely disappointed fast white return customer service terrible costco satisfied horrible sticky,2,0
2448,good,good,package fresh receive absolutely disappointed fast white super return customer service open terrible costco shipment,2,2
2449,good,good,package fresh receive absolutely disappointed fast white super return customer service terrible costco satisfied horrible,2,2
2450,neutral,good,package fresh receive absolutely disappointed white fast return customer service terrible horrible satisfied sticky amazon's,2,0
2451,bad,good,package fresh rice soup absolutely disappointed gift white fast money anyone wrong noodle awesome waste,2,-2
2452,bad,good,package item gift fast noodle awesome return service receive wrong description costco hol freshness cardboard,2,-2
2453,rather_good,good,package item receive fresh rice soup absolutely disappointed white fast anyone wrong noodle awesome return,2,1
2454,bad,good,package item receive rice fresh disappointed white fast soup absolutely anyone wrong noodle awesome return,2,-2
2455,rather_bad,good,package item receive rice fresh soup absolutely disappointed white fast anyone wrong noodle awesome return,2,-1
2456,neutral,good,package item receive rice fresh soup disappointed absolutely white fast anyone wrong noodle awesome return,2,0
2457,rather_bad,good,package item receive rice fresh soup disappointed white fast absolutely anyone noodle wrong awesome egg,2,-1
2458,bad,good,package item receive rice fresh soup disappointed white fast absolutely anyone wrong noodle awesome return,2,-2
2459,rather_bad,good,package item receive rice soup fresh disappointed white fast absolutely anyone wrong noodle awesome egg,2,-1
2460,bad,good,package shipping plastic offer delivery four glass lemon seal broken seller mint happen peach forward,2,-2
2461,rather_bad,good,package work receive surprised sample recipe future description party damage careful pleasantly n't way think,2,-1
2462,rather_bad,good,package work receive surprised sample recipe future description party damage pack pleasantly careful say way,2,-1
2463,bad,good,packaging big value con available hair free difficult damage clear ering prime bacon seem search,2,-2
2464,neutral,good,packaging free big value available con hair difficult damage shipping clear ering prime search bacon,2,0
2465,good,good,packet hot cream ice machine leaf cold mild iced indiv breakfast pot cocoa pour morning,2,2
2466,bad,good,packet hot ice cream machine leaf breakfast morning cold mild iced indiv pot cocoa pour,2,-2
2467,rather_good,good,packet hot ice cream morning machine leaf breakfast cold mild iced indiv pot cocoa pour,2,1
2468,rather_bad,good,packet hot ice machine breakfast morning leaf cream mild iced cold indiv pot cocoa pour,2,-1
2472,rather_bad,good,pasta brown cook coat turn crave nicely dollar folk mean worse awhile kitty tongue throat,2,-1
2473,rather_bad,bad,pasta pill diamond rice almond magnesium rda blue cook brown blood allowance sore bbq approximately,-2,-1
2474,rather_bad,bad,pasta stomach pill dont freeze upset pocket sensitive finger staple tummy rinse tire tongue alcohol,-2,-1
2475,bad,good,pasta turn brown cook coat crave mean dollar nicely folk worse awhile kitty throat tongue,2,-2
2492,bad,good,peanut clam zuke's fda bear delivery wal-mart fudge brittle scalp chowder transaction shampoo naked email,2,-2
2493,neutral,good,peanut cookie gum reasonable prime cooky fudge walmart bubble celiac birthday oreo gooey absolute saver,2,0
2494,rather_bad,good,peanut shampoo conditioner scalp clam bear zuke's fda wal-mart trap fudge brittle chowder auto transaction,2,-1
2495,bad,good,peanut shampoo conditioner scalp clam bear zuke's fda wal-mart trap fudge brittle chowder transaction auto,2,-2
2496,bad,good,people minute hour amaze cheese energy husband everyone point within shot everyday guy pizza boost,2,-2
2497,bad,good,per let must choice plain seed fish sit totally age vegan wine picture kit sesame,2,-2
2498,bad,good,per let must choice seed fish totally age simply sit vegan wine kit sesame sprout,2,-2
2499,bad,good,per let must choice seed fish totally simply sit age vegan wine kit sesame sprout,2,-2
2500,bad,good,per let must choice seed fish totally sit simply vegan age wine jelly kit ten,2,-2
2501,bad,good,per let must choice seed fish totally vegan age sit wine jelly simply kit mushroom,2,-2
2502,bad,good,per let must choice seed fish totally vegan age wine jelly sit kit simply mushroom,2,-2
2503,bad,good,per let must choice seed fish totally vegan sit age simply wine jelly kit ten,2,-2
2504,bad,good,per let must choice seed fish vegan totally wine age jelly kit sit mushroom sesame,2,-2
