,task,true,model,model_extracted,true_num,classification_metric
2191,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia pineapple,bad,NO.</s>,-2,-2,0
2192,dry feel worth pasta brown stomach money pill extremely liver coat waste dont wet freeze,bad,NO.</s>,-2,-2,0
2193,size month highly start baby quickly glad daughter son thanks every perfect supply since lot,bad,NO. There is no common topic that can be determined for the majority of the text. The text appears to be a collection of disconnected sentences,-2,-2,0
2194,cereal sell truly unfortunately stale vendor appreciate understand allow fell threw longer fail basis never,bad,NO.</s>,-2,-2,0
2195,religion belief atheist ence atheism argument faith existence christianity religious cannot statement universe prove truth,good,NO.</s>,-2,2,0
2196,paul rate risk laws homic rates study worship sabbath crime higher vancouver handgun seattle city,bad,NO.</s>,-2,-2,0
2197,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy,good,YES </s>,2,2,1
2198,sweet delicious bar milk cereal texture fruit nut definitely perfect yummy almond cinnamon oatmeal fill,good,YES.</s>,2,2,1
2199,player season hockey league baseball goal division period leaf pittsburgh shot boston next pick score,good,NO.</s>,-2,2,0
2200,ever sell never far hop unfortunately chewy truly pancake version muffin fudge vendor grain whole,bad,NO.</s>,-2,-2,0
2201,israel israeli arab peace civilian lebanese kill lebanon palestinian human village occupy soldier jewish attack,good,NO.</s>,-2,2,0
2202,woman face city home child left wife building kill helmet apartment live mother dead father,bad,NO.</s>,-2,-2,0
2203,thing seem n't enough actually quite kind vanilla expect probably i'd recipe bread cream cake,bad,NO.</s>,-2,-2,0
2204,woman city home left building apartment father room mother door face neighbor azerbaijani later sumgait,good,NO.</s>,-2,2,0
2205,oil salt help chew energy gum bone hair body toy olive skin blue night magnesium,bad,NO.</s>,-2,-2,0
2206,font character print page printer vice cell beauchaine bobbe code bill blow student bitnet robert,good,NO.</s>,-2,2,0
2207,organic quality real worth expensive fact leaf care pleased matter loose high premium spend although,bad,NO.</s>,-2,-2,0
2208,pack variety roast com dark www http href pod smooth medium ground cherry pie grey,bad,NO.</s>,-2,-2,0
2209,say feel pretty star worth money that's juice orange especially mind soda waste five instant,good,NO.</s>,-2,2,0
2210,monitor nick gainey keyboard timer colors always military section attack range maynard forward cards apple,bad,NO.</s>,-2,-2,0
2211,local grocery cost home able deliver run available trip shelf visit door realize carry cheaper,good,NO </s>,-2,2,0
2212,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,good,NO.</s>,-2,2,0
2213,sweet bar crunchy granola crunch yogurt combination raisin flake almond cranberry nutritious overly tooth sugary,good,YES.</s>,2,2,1
2214,n't money juice color think guess wrong could fine bought waste either throw show picture,bad,NO.</s>,-2,-2,0
2215,oatmeal skin anyone maple okay hair super pure wash gas body workout seriously truffle quaker,bad,NO.</s>,-2,-2,0
2216,science orbit probe mission lunar earth holland clinton study pres cult scientific nasa mars hand,good,NO.</s>,-2,2,0
2217,engine radar rocket model detector rock foot phone exhaust motor small injury pound band yeast,bad,NO.</s>,-2,-2,0
2218,package item receive rice soup fresh disappointed white fast absolutely anyone wrong noodle awesome egg,bad,NO.</s>,-2,-2,0
2219,vice thor george fail jake informatik libertarian steve employer hamburg bony replace steveh bush live,bad,NO.</s>,-2,-2,0
2220,water woman azerbaijani apartment dept fire building left city charge live home face helmet found,bad,NO.</s>,-2,-2,0
2221,israel israeli arab palestinian attack murder peace civilian human land trial kill court innocent lebanese,good,"NO. The text does not have a common topic that can be determined for the most part. The text mentions multiple topics such as Israel, Isra",-2,2,0
2222,set stash packed grey earl tuna dent staple twinings sardine bigelow bergamot cola buyer schedule,bad,NO </s>,-2,-2,0
2223,buying money cheaper bulk dont compare save costco finger spend personally waste hate range pull,bad,NO.</s>,-2,-2,0
2224,disk memory tape error instal floppy boot load swap install backup running crash device internal,good,NO.</s>,-2,2,0
2225,piece beef turn jerky bowl break cut bite picky pill training dont two walk eater,bad,NO.</s>,-2,-2,0
2226,every month family week friend gift ago weight two lose grow already plant year ready,bad,NO.</s>,-2,-2,0
2227,fire child washington koresh building compound shot burn agent street tear waco wife branch wall,bad,NO.</s>,-2,-2,0
2228,actually texture cut wheat miss oat biscuit unlike seriously quaker country winner absolute whole swiss,bad,NO.</s>,-2,-2,0
2229,dog treat training liver greenies ball pup dog's puppy owner beneful beagle bully reward lick,good,YES.</s>,2,2,1
2230,driver card memory running machine anybody sound tape error instal simms upgrade mouse works cards,bad,NO.</s>,-2,-2,0
2231,piece beef jerky bowl turn break picky pill training dont two gravy cut eater bite,bad,NO.</s>,-2,-2,0
2232,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,good,NO.</s>,-2,2,0
2233,hockey player league season goal penalty playoff pick shot flyer puck hitter series final city,good,YES.</s>,2,2,1
2234,address send request bear militia receive amendment constitution arms shall mailing free organize regulate organization,good,NO.</s>,-2,2,0
2235,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,good,NO.</s>,-2,2,0
2236,stuff coconut tell difference cannot told benefit face wow everyday improve pure skin munch admit,bad,YES.</s>,2,-2,1
2237,arrive second gum hope date online however original past last finish today stale broken shipment,bad,NO.</s>,-2,-2,0
2238,free hard gluten value difficult hair bulk search damage conditioner shampoo prime packaging scalp bacon,bad,NO.</s>,-2,-2,0
2239,notice life believe show completely face sleep supplement heart fix number common calm habit period,bad,NO.</s>,-2,-2,0
2240,thing n't quite expect probably i'd either rather normally certainly awful bother dense seaweed devour,bad,NO.</s>,-2,-2,0
2241,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto score save,bad,NO.</s>,-2,-2,0
2242,period pittsburgh player division baseball louis detroit chicago dave third score shot jack home scorer,bad,NO.</s>,-2,-2,0
2243,ingredient honey list label special contains contain raw test splenda prov berry process china site,bad,NO.</s>,-2,-2,0
2244,font pitt unit gordon soon cross output input link banks surrender current error skepticism type,bad,NO. </s>,-2,-2,0
2245,function code text islam muslim null subject error reference date output application open research translation,good,NO.</s>,-2,2,0
2246,lot big include overall line finish bottom addition perfectly gotten comparable frequently various overwhelm pro,bad,YES.</s>,2,-2,1
2247,chew mouth pod pound bone toy ball puppy minute play last two around teeth rawh,bad,NO.</s>,-2,-2,0
2248,mind pot total roll rating flower often classic g<br illy whole cholesterol despite enough delight,bad,NO.</s>,-2,-2,0
2249,discussion newsgroup vote topic misc electric uiuc philip irvine utexas creation newsgroups stove angry brent,bad,NO.</s>,-2,-2,0
2250,country land germany german nazi money happy europe waste european race spend canadian care political,bad,NO. The text does not have a common topic that can be determined or at least for the most part of the text. The text contains a,-2,-2,0
2251,argument moral ence keith human imply saying statement caltech conclusion definition morality therefore rule wrong,good,"NO. There is no common topic that can be determined for the given text, as it appears to be a collection of disconnected statements and phr",-2,2,0
2252,able amaze fill stop glad daily fantastic move plenty prime empty subtle job strongly litter,bad,NO.</s>,-2,-2,0
2253,send request address militia mailing usenet internet copy bear receive free amendment arms uunet user,good,NO.</s>,-2,2,0
2254,definitely regular red serve less cheaper alternative option buying ounce alone however lack twice light,bad,NO.</s>,-2,-2,0
2255,objective frank value values morality weight basis uucp science purpose chuck dwyer word physical face,bad,NO. There is no common topic that can be determined for the majority of the text. The text appears to be a collection of disconnected words,-2,-2,0
2256,image graphics format package tool send object site directory analysis email user code unix plot,bad,NO.</s>,-2,-2,0
2257,item deal shop anymore supply donut sampler disappoint buck guy lavazza recieved cornbread go kill,bad,NO.</s>,-2,-2,0
2258,looking friend week nice month guess stuff uiuc maybe battery home notice running stick quite,bad,NO.</s>,-2,-2,0
2259,drug money dollar cheap jeff rich average illegal screw crack choice curve spend legal easy,good,NO.</s>,-2,2,0
2260,help without anyone definitely oatmeal skin body okay recently gas pure face wash seriously since,bad,NO.</s>,-2,-2,0
2261,oil ever popcorn spice jar pop season cooking olive salad cook top christmas sprinkle microwave,good,NO.</s>,-2,2,0
2262,always case salty awesome live sour hooked tuna suggest cheddar crispy pantry since tangy new,bad,YES.</s>,2,-2,1
2263,window display screen color server application manager client event resource create default visual running error,good,"NO. There is no common topic that can be determined for the given text, as it appears to be a list of unrelated words and phr",-2,2,0
2264,looking friend uiuc battery month steve running craig nice remember date junk stick area fine,bad,NO.</s>,-2,-2,0
2265,piece everything beef season break pepper pill pocket jack imagine crush tough ear medicine pinch,bad,NO.</s>,-2,-2,0
2266,player season hockey league baseball goal division period pittsburgh leaf pick boston chicago next score,good,NO.</s>,-2,2,0
2267,cwru machine comment math cleveland freenet contact programmer tony type comp xfree previous anonymous dept,bad,YES.</s>,2,-2,1
2268,tank ticket hitler medium attack buffalo fire ncsu brad limbaugh white away black dean irvine,bad,NO.</s>,-2,-2,0
2269,george vice fail thor employer informatik jake libertarian replace hamburg bony steve steveh bush robert,bad,NO.</s>,-2,-2,0
2270,scsi religion card nothing able agree fast truth build phone become address require woman follow,bad,NO.</s>,-2,-2,0
2271,put thought anything nothing end else stick three chew mouth around something figure turn there's,bad,YES.</s>,2,-2,1
2272,image graphics package format code unix contact user comp site directory library info tool looking,good,NO.</s>,-2,2,0
2273,hungry feed percent work cat whatever desk three thing formula hour spending indoor back around,bad,NO.</s>,-2,-2,0
2274,country germany land german nazi money happy europe european waste race spend political canadian party,good,"NO. There is no common topic that can be determined for the entire text, as it is a collection of unrelated sentences and phrases.",-2,2,0
2275,nice hard never kind back please bring overpower surprise describe puff lighter mountain pa stand,bad,NO.</s>,-2,-2,0
2276,launch entry build project development cost commercial rule market satellite output european contest remark stage,bad,NO.</s>,-2,-2,0
2277,easy fruit top family plus nut apple cake hit extra caramel mixed mess banana travel,bad,NO.</s>,-2,-2,0
2278,player season hockey league goal baseball period leaf division score playoff pick shot next pittsburgh,good,NO.</s>,-2,2,0
2279,food study language effects natural animal humans gatech ence prism revelation double substance cause brain,bad,"NO. There is no common topic that can be determined for the entire text, as it appears to be a collection of unrelated sentences and phr",-2,-2,0
2280,ground wire connect panel outlet circuit wiring neutral electrical math cable screw duke swap subject,good,NO.</s>,-2,2,0
2281,crime paul rate laws house pres homic death freedom white study federal risk rates sabbath,bad,"NO. There is no common topic that can be determined for the majority of the text. The text mentions various unrelated topics such as crime,",-2,-2,0
2282,price bike phone sell email company offer cost sale send money looking distribution technology cheap,bad,"NO. There is no common topic that can be determined for the majority of the text. The text mentions various unrelated topics such as price,",-2,-2,0
2283,something thought put anything nothing probably else stick type opinion boil there's know pumpkin sick,bad,NO.</s>,-2,-2,0
2284,moral objective science morality keith animal values scientific frank humans livesey behavior truth natural south,good,NO.</s>,-2,2,0
2285,price phone bike sell email company internet offer cost technology send sale distribution radio address,bad,"NO. There is no common topic that can be determined for the majority of the text. The text mentions various unrelated topics such as price,",-2,-2,0
2286,woman face home wife child city left kill building dead mother helmet live apartment father,bad,NO.</s>,-2,-2,0
2287,need keep seem worth still hand container around clean result cheap teeth see thing basically,bad,NO.</s>,-2,-2,0
2288,doctor disease patient treatment cand medical blood medicine treat cause yeast physician body infection symptom,good,NO. The text does not have a common topic that can be determined or at least for the most part of the text. The text mentions various,-2,2,0
2289,bottle shipping grocery cost subscribe delivery pay carry available per seller hazelnut prime charge free,good,NO </s>,-2,2,0
2290,vanilla french k-cup aroma chai keurig medium morning k-cups blend light matcha creamer starbucks roast,bad,NO </s>,-2,-2,0
2291,company available care awesome search sent licorice send contact email business affordable amazon's beyond coupon,good,NO.</s>,-2,2,0
2292,bread recipe flour baking simple traditional toast sandwich mustard member celiac pizza disease rise yeast,good,NO </s>,-2,2,0
2293,bike engine front mile speed tire road turn light motorcycle wheel driving model ford left,good,NO.</s>,-2,2,0
2294,window display color screen manager server application visual mode memory size client colors colormap default,good,NO.</s>,-2,2,0
2295,argument colorado conclusion fallacy music japanese form letter therefore motorcycle flame authority occur denizen onur,bad,NO.</s>,-2,-2,0
2296,mine option uunet station cramer clayton optilink consent oracle relations module sexual homosexual orientation mutual,bad,NO.</s>,-2,-2,0
2297,pretty star fruit juice cut orange mind soda exactly instant substitute raspberry five decent sour,bad,NO </s>,-2,-2,0
2298,entry rule output define size build section remark test contest check author open francis return,bad,NO.</s>,-2,-2,0
2299,mix less problem diet cheaper pay need clean switch lot rest house ball leave puppy,bad,NO.</s>,-2,-2,0
2300,research center internet phone office virginia email north computing institute national film nasa cray contact,bad,NO.</s>,-2,-2,0
2301,bit cream bold extra tiny ice second remember three two blend type way people almost,bad,NO.</s>,-2,-2,0
2302,offer copy sell sale shipping asking condition original excellent manual price selling email brand title,bad,NO.</s>,-2,-2,0
2303,bible christ matthew lord heaven scripture faith word father teach mary passage spirit save verse,good,YES.</s>,2,2,1
2304,right calorie bean low amount fat candy high light content sodium carbs small mango weight,good,YES.</s>,2,2,1
2305,item deal shop anymore guy disappoint supply buck donut sampler go lavazza recieved settle cheapest,good,NO.</s>,-2,2,0
2306,bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,good,YES. </s>,2,2,1
2307,command dealer saturn ford cycle loss deal arizona price duty deep newsreader small prof profit,bad,NO.</s>,-2,-2,0
2308,work package receive surprised sample recipe future description party careful damage pleasantly n't sure think,bad,NO.</s>,-2,-2,0
2309,bean indiv espresso ual dress fuel ually flower jet herbal illy wake lipton jasmine throat,bad,NO.</s>,-2,-2,0
2310,vanilla keurig k-cups french k-cup aroma light medium chai blend matcha hint starbucks creamer roast,good,NO </s>,-2,2,0
2311,calorie protein low fat sodium fiber gram diet carbs carb nutrition high watch intake farm,good,YES.</s>,2,2,1
2312,mind starbucks total especially instant roll often via decent set flower classic grape illy mocha,bad,NO.</s>,-2,-2,0
2313,soon pitt gordon banks blood surrender brain skepticism intellect cadre shameful chastity type teenager wash,bad,NO.</s>,-2,-2,0
2314,pack com www http href pie can clif whole larabar pack< coast oz< cfh ancient,bad,NO.</s>,-2,-2,0
2315,crystal biscuit cola bone margarita cleaning diet prone doberman teeth cuervo pepsi light tartar coke,bad,NO.</s>,-2,-2,0
2316,looking friend week nice month guess stuff uiuc maybe battery notice home running quite stick,bad,NO.</s>,-2,-2,0
2317,snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk,good,NO.</s>,-2,2,0
2318,woman left home fire live later dead away bring remember wife everything throw face building,bad,"NO. There is no common topic that can be determined for the given text, as it appears to be a collection of disconnected sentences and phr",-2,-2,0
2319,keyboard roger forward nick maynard finger richard scroll gainey typing business player greg injury ralph,bad,NO.</s>,-2,-2,0
2320,problem away less pay leave never switch crystal heavy mate spray solution stool kong trash,bad,NO.</s>,-2,-2,0
2321,belief atheist ence atheism faith existence religion universe religious prove theist strong assumption assume nothing,good,NO.</s>,-2,2,0
2322,center research nasa medical april health report cancer national virginia page volume internet newsletter office,bad,NO.</s>,-2,-2,0
2323,cooky cookie raspberry mouth thin brownie fudge xylitol package oreo think gooey creme pan soft,good,NO.</s>,-2,2,0
2324,bike speed mile front turn tire road motorcycle engine wheel driving rear honda fast left,good,NO </s>,-2,2,0
2325,engine modem phone free display level turkish model force head disk news angmar always cable,bad,NO.</s>,-2,-2,0
2326,ground water wire food engine science current light henry battery test cause hole level circuit,bad,NO. There is no common topic that can be determined for the majority of the text. The text appears to be a collection of unrelated words,-2,-2,0
2327,window display server memory application driver screen color image monitor user apple running mouse graphics,good,"NO. There is no common topic that can be determined for the entire text, as it is a mix of unrelated terms such as ""window",-2,2,0
2328,absolutely grain there's process terrible satisfied experience replace sticky wild disgust lol freshness anyway gag,bad,NO.</s>,-2,-2,0
2329,stuff coconut tell difference cannot told face wow everyday pure improve benefit skin munch comparison,bad,YES.</s>,2,-2,1
2330,window display server application motif screen font color client manager function code resource entry event,good,NO.</s>,-2,2,0
2331,science dseg scientific result hypothesis experiment theory pyron current gene skndiv rational process pilot organization,good,NO.</s>,-2,2,0
2332,body almond blue smooth cause magnesium diamond increase reminds blood peppermint nutrient bowel rda source,bad,YES.</s>,2,-2,1
2333,attack lebanese muslim hernlem israeli left troops peace fire away quite stop religion israel especially,good,NO. There is no common topic that can be determined for the majority of the text. The text appears to be a collection of disconnected phr,-2,2,0
2334,ever smooth night exactly become soda cappuccino choose beer sweetness fabulous intense maker punch alcohol,bad,NO </s>,-2,-2,0
2335,old soup carry stock area discover longer course year tomato since prepare broth seafood prepared,good,NO.</s>,-2,2,0
2336,engine detector radar model station foot rocket rock lock exhaust pound injury small record pressure,good,NO.</s>,-2,2,0
2337,window display server motif screen color application manager client resource default xterm entry visual event,good,NO.</s>,-2,2,0
2338,european canadian player hockey compass food league diet image rauser server north corn next names,bad,NO.</s>,-2,-2,0
2339,put around real top place bowl close liqu bottom follow instead second later instruction cool,bad,NO.</s>,-2,-2,0
2340,child turkish woman turkey armenia turk greek military russian army weapon live village today plane,bad,NO.</s>,-2,-2,0
2341,ground wire outlet wiring panel electrical neutral circuit connect current cable conductor subject hook usually,good,NO.</s>,-2,2,0
2342,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,bad,NO </s>,-2,-2,0
2343,disk scsi controller port floppy card fast speed board mode interface bios transfer serial chip,good,NO.</s>,-2,2,0
2344,scsi controller fast interface bios speed card transfer disk jumper feature pope mode standard devices,bad,NO.</s>,-2,-2,0
2345,period pittsburgh player baseball division score detroit chicago louis boston jack dave lemieux third wings,good,NO </s>,-2,2,0
2346,cooky butter peanut cookie sale we've website newman's spread reasonable biscuit crumb walmart fudge allergic,bad,NO </s>,-2,-2,0
2347,cwru machine math comp cleveland freenet programmer tony contact comment vote type netcom xfree email,bad,NO.</s>,-2,-2,0
2348,hell love uiuc frank thought objective ever uucp mine keith sorry newsgroup guess andrew nothing,bad,NO.</s>,-2,-2,0
2349,appreciate info keyboard error advance motherboard anybody access upgrade graphics test greatly internet experience type,good,NO.</s>,-2,2,0
2350,chip healthy snack tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,good,YES.</s>,2,2,1
2351,bit almost especially type tiny remember learn interest require honestly class indian perhaps term second,bad,NO.</s>,-2,-2,0
2352,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,good,YES.</s>,2,2,1
2353,research technology project cost radio design station development build engineering phone science commercial market center,good,"NO. There is no common topic that can be determined for the entire text, as it covers multiple topics such as research, technology, project cost",-2,2,0
2354,kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,good,NO.</s>,-2,2,0
2355,thing kind though quite seem expect i'd way wish bread probably recipe rather melt bake,bad,NO.</s>,-2,-2,0
2356,company treat positive larc negative patient current bell worry carl lyme chen nasa nova culture,bad,NO.</s>,-2,-2,0
2357,drug libertarian hold curve reading choice free fantasy create centaur result rational mark fulk graphics,bad,NO.</s>,-2,-2,0
2358,perfect fresh honey packaging cracker plastic condition lover fit convenience packed sit package described mini,bad,YES.</s>,2,-2,1
2359,steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow fail regulation,bad,YES.</s>,2,-2,1
2360,hockey player season goal league leaf playoff division pick flyer shot penalty wings next pittsburgh,good,NO.</s>,-2,2,0
2361,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,good,NO.</s>,-2,2,0
2362,snack chip healthy tasty family cheese they're apple alternative potato salty lunch enjoy crave satisfy,good,YES.</s>,2,2,1
2363,encryption chip privacy escrow encrypt security clipper enforcement message agency technology device serial devices phone,good,NO. </s>,-2,2,0
2364,father massacre russian begin jayne sport hole soldier force woman erzurum attack french creed cause,bad,NO.</s>,-2,-2,0
2365,picture week gain pain stone blah timer beach caltech precision thomas snow sleeve sometime multiple,bad,NO.</s>,-2,-2,0
2366,healthy tasty snack fiber healthier lunch satisfy dip alternative yum touch gram bill usual enjoy,good,YES.</s>,2,2,1
2367,israel pres israeli encryption security arab public country clipper policy chip attack drug clinton administration,good,NO.</s>,-2,2,0
2368,tasty healthy snack fiber healthier lunch dip gram satisfy yum alternative enjoy bill touch crunch,good,YES.</s>,2,2,1
2369,bit almost type two three especially tiny remember learn second interest could fair require still,bad,NO.</s>,-2,-2,0
2370,back wonderful new home change next amaze issue thank left lose hope life office fantastic,bad,NO.</s>,-2,-2,0
2371,free cooky butter peanut shipping gluten cookie gum original melt reasonable prime bake vegan walmart,good,NO.</s>,-2,2,0
2372,snack bar cooky cereal butter fruit peanut nut cookie cracker almond oatmeal granola strawberry crunch,good,NO </s>,-2,2,0
2373,vanilla french aroma k-cup medium hint matcha creamer bitterness burnt caribou wolfgang grove match puck,bad,NO.</s>,-2,-2,0
2374,paul rate laws risk homic rates study crime worship sabbath higher vancouver handgun seattle author,bad,NO.</s>,-2,-2,0
2375,orbit nasa lunar satellite moon spacecraft earth pres money henry development probe spend package solar,good,YES.</s>,2,2,1
2376,printer radio design print signal quality engineering audio output build laser engineer level digital input,good,NO.</s>,-2,2,0
2377,offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand,bad,NO.</s>,-2,-2,0
2378,appear access henry toronto hole digex star captain harris spencer mass theory light weaver black,bad,NO.</s>,-2,-2,0
2379,price shipping monitor asking port mask pitt offer audio board sony package build sell church,bad,NO.</s>,-2,-2,0
2380,arrive second gum hope online date original past already soon finish today broken stale plan,bad,NO.</s>,-2,-2,0
2381,appear henry toronto black trade cover hole digex access light captain star level company alaska,bad,NO.</s>,-2,-2,0
2382,wave cleveland previous freenet guess ryan roger bike story tape chris udel quite player nothing,bad,NO.</s>,-2,-2,0
2383,year old easy save soup carry subscribe area since prepare sign tomato seafood almost hip,bad,NO.</s>,-2,-2,0
2384,put around top popcorn real place pop close bowl batch microwave cool liqu bottom another,bad,NO.</s>,-2,-2,0
2385,sweet snack bar cooky cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,good,YES.</s>,2,2,1
2386,snack bar cooky cereal butter fruit peanut nut cookie cracker sweet almond apple crunchy oatmeal,good,NO </s>,-2,2,0
2387,player season hockey league baseball goal division period pittsburgh leaf next boston pick chicago shot,good,NO.</s>,-2,2,0
2388,weapon crime firearm laws bill court criminal public police defense handgun vote federal carry constitution,good,YES.</s>,2,2,1
2389,regular serve light red ounce single alone alternative option less however typically enjoyable popchips calorie,bad,NO </s>,-2,-2,0
2390,science truth objective absolute frank values knowledge scientific experience value agree theory wrong basis morality,good,NO.</s>,-2,2,0
2391,tool station option cramer uunet clayton optilink consent module orientation relations micro store preferably pyram,bad,NO.</s>,-2,-2,0
2392,drug libertarian hold email graphics create free copy mark fulk reading looking curve choice getting,bad,NO.</s>,-2,-2,0
2393,pres money clinton business koresh rule bill house today administration congress talk child working stratus,bad,NO.</s>,-2,-2,0
2394,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia ual,bad,NO </s>,-2,-2,0
2395,hell main alaska eternal motto acad gene jack billion nsmca detail wright forever adams oakland,bad,NO.</s>,-2,-2,0
2396,south george island ship military secret british jake employer bony rockefeller nuclear york naval plan,bad,NO.</s>,-2,-2,0
2397,new money juice case waste wrong show let guess drop picture either throw color fine,bad,NO.</s>,-2,-2,0
2398,can't almond blue ounce wait cocoa magnesium beat diamond blood reminds cause nutrient alot rda,bad,NO.</s>,-2,-2,0
2399,wave ryan previous cleveland story freenet bike udel compound chris roger roby born foot east,bad,NO.</s>,-2,-2,0
2400,quality expensive organic leaf pleased high ground eye less fact preservative since preference among certify,bad,NO.</s>,-2,-2,0
2401,item deal glad become shop anymore disappoint costco buck donut supply third near sampler kill,bad,NO.</s>,-2,-2,0
2402,scsi controller fast interface speed transfer bios jumper card feature mode standard disk devices pope,good,NO.</s>,-2,2,0
2403,something put sure thought anything nothing end else stick let know everything turn there's course,bad,NO.</s>,-2,-2,0
2404,pres clinton administration business country congress stratus batf official decision marriage package secretary russia community,good,NO.</s>,-2,2,0
2405,player season hockey league goal leaf playoff next flyer penalty draft playing puck shot coach,good,YES.</s>,2,2,1
2406,bottle usually sale glass lemon delivery offer mint broken peach forward plastic half iced mio,bad,NO.</s>,-2,-2,0
2407,cost bpa general consumer drive refill effective woman liter per sadly sodastream tomato synthetic rate,good,NO.</s>,-2,2,0
2408,turkish turk turkey greek armenia genoc henrik history today russian soviet greece argic ottoman serdar,good,NO.</s>,-2,2,0
2409,anything juice wrong guess throw immediately think n't concentrate squeeze actual might could picture strip,bad,NO.</s>,-2,-2,0
2410,free big shipping packaging con value hair search difficult damage clear prime ering dent bacon,bad,NO.</s>,-2,-2,0
2411,soon font pitt cross unit gordon banks link surrender character skepticism intellect type cadre shameful,bad,NO.</s>,-2,-2,0
2412,window display screen color server application manager client event resource create default visual error running,good,NO.</s>,-2,2,0
2413,switch input signal audio circuit helmet level output voltage noise build relay receiver plastic frequency,good,NO.</s>,-2,2,0
2414,mix need less problem diet cheaper pay lot clean house rest switch leave ball puppy,bad,NO.</s>,-2,-2,0
2415,pretty especially set mind often instant starbucks decent total roll five oat plenty via point,bad,NO.</s>,-2,-2,0
2416,argument colorado conclusion music letter fallacy flame form motorcycle therefore japanese bruce denizen occur onur,bad,NO.</s>,-2,-2,0
2417,access henry digex appear toronto informatik intercon hole amanda walker mass hamburg spencer captain cover,bad,NO.</s>,-2,-2,0
2418,player wave guess wrong bike tape cleveland roger nothing freenet previous kill anyway quite mind,bad,NO.</s>,-2,-2,0
2419,period boston player pittsburgh score dave third detroit chicago baseball toronto pitch yankee louis murray,bad,NO.</s>,-2,-2,0
2420,code user event public register algorithm generate window expose send export patent object graphics implementation,good,NO.</s>,-2,2,0
2421,function text code muslim islam reference islamic null cipher publish character crypt author gregg public,bad,NO.</s>,-2,-2,0
2422,land israel adam brave player lebanese peace alomar lebanon pitching catcher staff lopez agree average,bad,NO.</s>,-2,-2,0
2423,policy israel arab research proposal center anti peace country child talk tyre border cannot society,bad,NO.</s>,-2,-2,0
2424,image graphics format package user code unix library motif directory comp tool site object contact,good,"NO. There is no common topic that can be determined for the given text, as it appears to be a list of unrelated terms and phr",-2,2,0
2425,company available awesome sent care licorice search email send affordable business since premium back coupon,bad,NO.</s>,-2,-2,0
2426,israel israeli arab kill palestinian innocent human civilian trial country peace murder lebanese killing lebanon,good,NO. The text does not have a common topic or a clear majority of the text focused on a single topic. The text mentions multiple topics such,-2,2,0
2427,buying money cheaper compare bulk dont costco save personally finger hate spend waste cent range,good,NO.</s>,-2,2,0
2428,mix cream ice pour strawberry pancake baking waffle muffin pomegranate pan stir frozen whip grainy,good,NO.</s>,-2,2,0
2429,pres paul crime homic house laws study rate death kill risk city sabbath rates handgun,bad,NO.</s>,-2,-2,0
2430,objective frank value values morality science basis weight uucp purpose word chuck dwyer wrong nothing,bad,NO.</s>,-2,-2,0
2431,child michael koresh rutgers phil radio witness rock trial judge ence kaldis georgia ians kill,bad,NO.</s>,-2,-2,0
2432,argument sense cannot statement conclusion therefore form assume position understanding logic suggest imply accept ence,bad,NO.</s>,-2,-2,0
2433,cooky butter peanut gluten cookie sale we've reasonable walmart newman's consistency jam blow raisin allergy,bad,NO </s>,-2,-2,0
2434,printer font print picture character water thor analysis laser rochester postscript libertarian pattern jake bony,good,NO.</s>,-2,2,0
2435,tasty cheese apple lunch crave crunchy healthier satisfy they're dip cheddar crisp school alternative yum,good,YES.</s>,2,2,1
2436,picture gain pain thread blah stone beach thomas dark multiple precision safe sleeve alex watson,bad,NO.</s>,-2,-2,0
2437,image window user code public event motif graphics send package application format phone distribution server,bad,NO.</s>,-2,-2,0
2438,chew pod pound toy bone caramel larger play two minute puppy pet rawh safe target,bad,NO.</s>,-2,-2,0
2439,greek turkish cross turkey henrik armenia turk plane link greece azeri cyprus allocation conflict unit,good,NO.</s>,-2,2,0
2440,israel israeli arab kill attack palestinian civilian lebanese innocent village lebanon human peace soldier trial,good,NO.</s>,-2,2,0
2441,purchase happy see around away place able company ship run date dec throw saw area,bad,NO.</s>,-2,-2,0
2442,sale monitor offer copy beck andre sell price dresden looking sequence machine distribution upgrade running,bad,NO.</s>,-2,-2,0
