,text,topic,true_topic,cos_sim,cos_sim_class
1113,package fresh receive absolutely disappointed fast white return customer service terrible costco satisfied horrible sticky,['disappointment'],['delivery'],0.5509719252586365,M
1114,nice never hard back definitely kind please bring surprise overpower describe lighter memory chose rock,['surprise'],['nice'],0.5538409352302551,M
1117,always sure last case they're two week couple jar part mine maybe someone open seed,['reliance'],['seed'],0.6869499683380127,H
1121,purchase see happy company call ship offer bulk sent website check send impressed chance contact,['purchase'],"['purchase', 'offer']",0.9272512793540955,VH
1124,cooky butter peanut gluten cookie free sale we've reasonable walmart newman's consistency jam blow website,[' cookies'],['supermarket'],0.5236940383911133,M
1125,right calorie bean low amount fat candy high light content sodium carbs small mango weight,['healthy'],['meal plan'],0.3352435231208801,M
1126,chocolate chip sauce hot com www http href cheese pack spicy pepper salt potato cocoa,['spicy'],"['food', 'food']",0.5458222031593323,M
1132,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product real duck know,['food'],"['food', 'cooking', 'diet meal']",0.8459574182828268,VH
1133,free packaging value big hair con difficult available shipping damage clear ering prime bacon shampoo,['convenience'],['shipping'],0.5422366857528687,M
1134,vanilla french aroma medium k-cup hint matcha creamer bitterness burnt caribou roast wolfgang puck match,['coffee'],"['food', 'coffee and tea']",0.678872138261795,H
1135,without help morning son oatmeal skin warm daily gas mom result fall truffle fix winter,['morning'],['oatmeal'],0.38343703746795654,M
1138,calorie protein low fat sodium carbs high gram diet carb nutrition watch amount farm diabetic,['diet'],"['health', 'diet', 'sugar level']",0.7737536827723185,H
1139,say can't regular least wait cocoa beat alot needle yorkshire stem imagine one's mean string,['imagination'],['cocoa'],0.5107760429382324,M
1141,water sugar drink bottle calorie low fat syrup add juice high powder serve protein mix,['drink'],"['drink', 'drink']",1.0,VH
1142,syrup artificial sweetener high chemical sweeten splenda maple sometimes natural stevia agave corn extract fructose,['sweetener'],"['sweet', 'sweeten']",0.9029289782047272,VH
1143,green protein powder meal vitamin mixed fiber soy pouch contains shake source daily nutrition prov,['nutrition'],"['nutrition', 'healthy']",0.7950470745563507,H
1144,vanilla french aroma k-cup medium hint matcha bitterness creamer burnt caribou press wolfgang match subtle,['coffee'],"['creamer', 'beverage']",0.7199159562587738,H
1151,sauce spicy apple pepper noodle heat kick chili hot restaurant lime tomato wasabi bland bbq,[' spicy'],"['food', 'spicy', 'sauce', 'restaurant', 'barbecue']",0.6370439410209656,H
1152,easy fruit top family plus nut apple cake hit mixed egg caramel extra banana mess,['delicious'],['fruit'],0.549609899520874,M
1154,organic natural real expensive high syrup wheat artificial sweetener pleased flour chemical corn care maple,['natural'],"['food', 'ingredient']",0.5083147883415222,M
1155,snack chip healthy tasty family they're cheese apple potato alternative salty enjoy satisfy lunch crave,['snack'],"['snack', 'chip']",0.7875481247901917,H
1157,fuel jet illy espresso starbucks lavazza saffron soil tiger blade defective soap bean dang lavender,['coffee'],['jet'],0.43774646520614624,M
1159,green protein powder meal vitamin mixed soy fiber pouch contains shake source nutrition matcha form,['green smoothie'],"['supplement', 'proteína shake']",0.5177927762269974,M
1160,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap usually electrolyte,['sparkling'],['fresh veberage'],0.673278272151947,H
1164,green bean vanilla wonderful black honey ice drinking orange cold iced indiv lemon caffeine refresh,['iced coffee'],"['drink', 'beverage', 'recipe']",0.5045791467030843,M
1165,sweet delicious bar milk cereal texture fruit nut definitely perfect yummy almond cinnamon oatmeal fill,['sweetness'],"['sweet', 'cooking term', 'cooking']",0.5839351216952006,M
1166,actually texture cut version wheat pasta search miss cook office unlike oat biscuit seriously winner,['pasta'],"['pasta', 'krackers']",0.7694322466850281,H
1169,cheese bake homemade could fry slice onion spoon put contact spread sandwich oven somewhere cardboard,['baking'],"['food', 'cooking', 'homemade food']",0.7028826872507731,H
1170,purchase happy ship impressed wonder chance directly mother elsewhere promptly express sister's encounter insert refund,['purchase'],['order'],0.876748263835907,VH
1171,cooky cookie mouth bite raspberry thin brownie fudge crumb xylitol oreo creme soft gooey chewy,['dessert'],['cookie'],0.7080201506614685,H
1184,place container easily soft hold melt together open mess shape stuck chewy somewhat cool around,['meltable'],['cooking'],0.5199218988418579,M
1186,thing quite expect probably i'd n't rather certainly either enough stir awful often though bother,['disappointment'],['word'],0.5023170113563538,M
1187,chicken meat vegetable purchasing hazelnut test we're steak real vegetarian grill enjoy gloria rub exception,['food'],"['food', 'cooking']",0.8976049423217773,VH
1188,help coconut difference tell cannot benefit everyday pleasant told improve health munch along temperature many,['healthy'],['health'],0.7051655054092407,H
1189,mix sauce cheese recipe bread spicy pepper cook season cake chicken meal salad bake egg,['recipe'],"['food', 'cooking food', 'food']",0.6821274558703104,H
1195,free cooky butter peanut shipping gluten cookie gum original melt reasonable prime bake vegan walmart,['baking'],"['baking', 'butter cookie']",0.8893344402313232,VH
1198,ingredient corn chicken gluten feed meat syrup pet grain wheat vet diet allergy wellness liver,['nutrition'],"['food', 'diet']",0.8101105690002441,VH
1199,ingredient organic natural corn real syrup list label grain expensive artificial pet ginger feed wheat,['natural'],"['corn syrup', 'food']",0.3541598469018936,M
1201,salt bean dish sea kitchen gourmet pork ground basic rind grinder jamaica marley shaker collection,['cuisine'],['kitchen'],0.7446938157081604,H
1203,diet feed change pet vet switch formula wellness kibble eats crazy dry science allergy grain,['nutrition'],['pet'],0.5140084028244019,M
1208,strong prefer bold people orange ginger medium weak shake cherry mostly twice stronger subtle bitterness,['spice'],['shake drink'],0.5732151865959167,M
1209,far butter peanut recently consistency we've supermarket reasonable newman's walmart hopefully blow they'd macadamia apricot,['supermarket'],['peanut'],0.5028095245361328,M
1211,calorie low protein fat coconut diet juice serve fiber sodium gram weight vitamin per carbs,['diet'],['nutrition'],0.8508486747741699,VH
1212,salt bean dish ground sea kitchen gourmet pork table basic rind grinder jamaica marley shaker,['cuisine'],['kitchen'],0.7446938157081604,H
1214,soup rice pasta noodle candy thanks service customer vendor tuna contact country hol pea bubble,['food'],"['food', 'food']",1.000000238418579,VH
1215,calorie protein low fat coconut diet fiber sodium gram vitamin soda carbs splenda pretzel msg,['diet'],"['diet plan', 'food']",0.8366030156612396,VH
1223,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious tooth sugary,['snack'],"['candy', 'bar']",0.6380640268325806,H
1224,snack bar cooky sweet cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,['snacks'],"['snack', 'food item']",0.8274641036987305,VH
1226,star fruit pretty juice orange gift soda mind instant espresso raspberry five decent especially substitute,['fruit'],['food'],0.6150050163269043,H
1227,say feel pretty star worth money that's juice orange especially mind soda waste five instant,['juice'],"['drink', 'beverage']",0.7850293219089508,H
1228,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product duck grill real,['food'],"['meat', 'shop', 'vegetarian']",0.6105768879254659,H
1229,ingredient natural corn free gluten chicken syrup feed organic pet wheat meat grain vet diet,['natural'],"['pet food', 'food', 'pet diet']",0.42100559671719867,M
1232,last long gum hope date online dec original past shipment true expiration plan anywhere could,['expiration'],['delivery service'],0.6942825317382812,H
1233,purchase happy see around away always can't able place ship date run never another throw,['unpredictable'],['delivery'],0.5777915716171265,M
1234,say feel pretty star worth money that's juice especially orange mind soda waste five instant,['juice'],['history'],0.5031111240386963,M
1235,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy,['sweetness'],"['bar milk', 'breakfast cereal']",0.40532292425632477,M
1240,jerky dog owner fence report fda yard associate apply chicken consumer mold consumption animal complaint,['complaint'],"['fda regulation', 'animal']",0.5083291232585907,M
1241,oil ever popcorn spice jar pop season cooking olive salad christmas top everything sprinkle garlic,['seasoning'],['cooking'],0.6357035636901855,H
1245,hair end clear felt thick heard wash opening scent job shampoo manufacturer conditioner major oily,['hair care'],"['hair', 'cismetics']",0.612420916557312,H
1246,natural list contains ingredient raw berry book usa herb gross report root aloe health passion,['healthy living'],['health'],0.7105966210365295,H
1250,local half grocery home deliver ask realize shelf trip door brought across picked reorder shopping,['convenience'],['grocery'],0.4199599623680115,M
1252,organic natural real expensive syrup high artificial sweetener pleased flour leaf wheat corn chemical ingredient,['healthy'],"['food', 'ingredient']",0.442443311214447,M
1253,different bottle shipping excellent available plastic everyone pleased delivery glass lemon sample seller hazelnut mint,['variety'],"['shipping', 'drink']",0.6734348833560944,H
1254,drinking bitter brew machine mild ground espresso maker brewing filter enjoy caffeine aftertaste grind weak,['coffee'],"['coffee', 'drinking', 'coffee', 'espresso maker']",0.8202335983514786,VH
1256,cooky cookie raspberry thin agree brownie oreo fudge gooey think soft crumbly overprice enough ruin,['dessert'],"['food', 'cooky', 'cookie']",0.7100918889045715,H
1257,could cheese bake finally homemade fry slice spoon spread onion stand cardboard oven somewhere kraft,['bake'],['cooking'],0.8044288158416748,VH
1259,sauce spicy apple noodle pepper heat kick chili lime restaurant hot wasabi bbq asian overly,['spicy'],"['food and spice', 'sauce', 'spicy', 'meal', 'restaurant', 'spice']",0.6846035371224085,H
1261,pretty especially often set mind point instant five decent overall total roll via oat plenty,['oatmeal'],['especially'],0.3417980968952179,M
1262,oil ever popcorn spice jar pop season cooking olive salad christmas everything search sprinkle top,['spice'],['oil'],0.732323169708252,H
1265,excellent white yummy egg oatmeal gluten-free mill excite bob's frost call marshmallow lovely biscotti service,['delicious'],"['baking', 'cooking', 'food service']",0.5306660532951355,M
1266,hot milk cold stomach diet substitute shake warm sensitive nasty soy dissolve upset pain dairy,['diet'],['stomach upset'],0.44582897424697876,M
1267,ingredient corn chicken gluten syrup natural feed free pet meat wheat grain vet diet allergy,['nutrition'],"['culinary', 'food']",0.7456298172473907,H
1270,cereal sell grain hop surprised unfortunately chewy truly nearly pancake raisin vendor understand appreciate book,['food'],['cooking'],0.7952097654342651,H
1272,butter peanut apple orange aware poor jelly grape choke possibly risk formula belly and<br twenty,['food'],['food'],1.0,VH
1276,quite expect wish bread recipe thing melt bake follow baking could stuck stir homemade way,['baking'],['baking'],1.000000238418579,VH
1278,snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave,['snack'],"['snack', 'snack', 'family healthy snack']",0.8943186601003011,VH
1280,bar crunchy yummy sweet cinnamon granola crunch yogurt cereal raisin combination flake almond blueberry addict,['snack'],"['breakfast', 'diet', 'sweet']",0.7312767505645752,H
1284,mix sauce easy hot cheese recipe bread spicy pepper cook chicken season cake salad meal,['recipe'],"['food', 'cooking', 'recipe', 'meal']",0.8007560819387436,VH
1287,calorie protein fat low coconut diet fiber sodium gram vitamin soda carbs splenda pretzel msg,['diet'],"['nutrition', 'food', 'diet']",0.8734220266342163,VH
1290,ingredient honey list label special contains contain raw test splenda prov berry process china site,['ingredients'],['honey'],0.6165764331817627,H
1292,piece beef jerky bowl break pill turn picky training dont two gravy pocket animal cut,['snack'],['food'],0.7946438193321228,H
1293,oil popcorn everything spice pop season cooking olive microwave garlic worst italian movie party mustard,['snacks'],"['popcorn cooking', 'recipe']",0.5653706192970276,M
1294,green protein powder vitamin con body fiber mixed soy normal daily source contains prov shake,['green'],"['food', 'supplement', 'shake', 'nutrition', 'nutrient']",0.5817588865756989,M
1295,pack variety com www http href fill stash pie grey earl gourmet twinings selection bigelow,['gourmet'],['pie'],0.670473039150238,H
1296,right candy enjoy amount refresh summer quantity chunk unique think sweet ant plain outstanding antiox,['antioxidants'],['candy'],0.45224082469940186,M
1297,pack variety roast com dark www http href keurig k-cups bold pod french wife k-cup,['coffee'],['keurig coffee'],0.8507913947105408,VH
1301,stuff coconut far health tell difference cannot benefit believe please pure realize horrible many face,['health'],['stuff coconut'],0.4552462697029114,M
1313,hair clear felt wash end thick scent shampoo conditioner manufacturer heard job opening oily major,['beauty'],"['hairdresser', 'hair shampoo', 'shampoo', 'hair']",0.5376143753528595,M
1314,cheese bread bake homemade spread slice spoon toast fry onion direction sandwich oven follow usual,['baking'],['bake'],0.8365317583084106,VH
1315,water coconut bpa glutamate monosodium msg mio glutamic bottle calorie electrolyte zico pineapple hydrolyze essentia,['drink'],['food'],0.5858635306358337,M
1316,splenda sugar sucralose canin maltodextrin bottle chicken royal duck diabetic lose granulate safer packet new,['sugar substitute'],['diabetic'],0.42016440629959106,M
1321,green protein powder meal vitamin mixed soy fiber body daily shake source contains prov splenda,['green'],"['green', 'protein']",0.7757056653499603,H
1325,excellent white yummy egg oatmeal gluten-free excite mill frost bob's call lovely marshmallow biscotti scramble,['breakfast'],"['breakfast', 'menu']",0.8336832523345947,VH
1327,year month friend husband gift ago weight lose already none two thrill start week could,['hope'],['event'],0.6689563989639282,H
1329,calorie low fat protein weight sodium gram high fiber diet content carbs lose substitute carb,['diet'],"['nutritional content', 'diet', 'healthy food']",0.809148907661438,VH
1331,review see disappointed reviewer call similar write say base read reading another label comment sure,['disappointment'],"['product review', 'book']",0.44030342996120453,M
1333,piece beef everything jerky season break pill training pocket jack two tender crush nose garbage,['meat'],['training'],0.44528472423553467,M
1334,favorite oil popcorn black spice pop season cooking olive salad chai top garlic lover sprinkle,['flavorful'],"['food', 'cooking']",0.6670121252536774,H
1343,green vitamin mountain form teaspoon nutritional grass mineral hemp calcium smoothy spaghetti organic yeah smoothie,['healthy'],"['food', 'nutrition']",0.5269457399845123,M
1344,organic natural real expensive syrup high artificial sweetener pleased flour wheat leaf corn chemical preservative,['healthy'],['preservation'],0.5952126383781433,M
1345,vanilla french keurig k-cup aroma medium chai k-cups light morning blend matcha creamer hint starbucks,['coffee'],['tea'],0.7776450514793396,H
1346,roast dark full rich flavorful extremely double pick count drank consistently selection odd delicate sumatra,['coffee'],['food'],0.5141437649726868,M
1347,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond nutritious cranberry sugary tooth,['snack'],"['sweet', 'nutrition']",0.7199744582176208,H
1351,ingredient corn chicken gluten feed meat pet grain wheat vet syrup diet allergy wellness liver,['nutrition'],"['balance diet', 'feed']",0.7578780353069305,H
1357,service hair seller customer contact email wine shampoo conditioner kit scalp prompt clam trap success,['grooming'],"['saloon hair', 'salon']",0.5264814347028732,M
1359,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward prime drinking count,['convenience'],"['shipping', 'buy beverage']",0.5424271523952484,M
1360,piece beef jerky bowl turn break picky pill training dont two gravy eater cut bite,['snack'],['beef'],0.43453946709632874,M
1365,bought free cooky butter peanut gluten cookie original sale shipping super mom addict reasonable prime,['convenience'],"['free', 'gluten free cooky']",0.6459263563156128,H
1366,sauce spicy pepper apple noodle heat kick chili lime hot restaurant wasabi bbq asian tomato,[' spicy'],"['food', 'spice', 'spicy']",0.7758296132087708,H
1368,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear lime,['bottled drinks'],"['excellent', 'bottle']",0.5391781032085419,M
1370,favorite blend black bitter keurig k-cups wife aftertaste k-cup drinking decaf choice become caffeine licorice,['coffee'],"['coffee', 'drink', 'coffee']",0.8933432300885519,VH
1371,think right calorie bean low fat candy amount high content sodium lower carbs sour plan,['diet'],['diet plan'],0.9037885069847107,VH
1373,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,['hair care'],"['hair', 'hair product']",0.8829397261142731,VH
1376,ever smooth night exactly become soda cappuccino choose beer sweetness fabulous intense maker punch alcohol,['drinks'],['beverage'],0.9200875163078308,VH
1377,snack healthy tasty cheese fill satisfy lunch crave healthier fit dip cheddar crunchy school yum,['cravings'],"['eat', 'snack']",0.5431475341320038,M
1379,purchase happy company see ship website impressed call directly chance email mother send contact gold,['purchase'],['offer'],0.8545029163360596,VH
1380,cooky cookie raspberry thin brownie agree oreo fudge think gooey crumbly texture package soft enough,['dessert'],"['cooky', 'dessert']",0.8329541087150574,VH
1384,sweet bar crunchy granola yogurt raisin flake cranberry nutritious overly tooth blueberry bran cluster wafer,['snack'],['bar'],0.5601664185523987,M
1386,fruit top nut plus fan huge cake hit mixed dessert microwave banana flavour car cashew,['dessert'],"['baking', 'dessert']",0.8451603353023529,VH
1387,sauce spicy noodle heat kick chili restaurant lime wasabi pepper asian jasmine bbq taco soy,[' spicy'],"['food', 'bbq']",0.5141552835702896,M
1389,coconut tell benefit wow face bpa jelly choke everyday america zico belly friend erably blah,['coconut'],['food'],0.45890992879867554,M
1390,regular serve per red spicy pepper single option heat alternative kick fan fry overpower bbq,[' spicy'],['food'],0.5458222031593323,M
1391,chip star potato corn kettle vinegar yellow blue addictive garden whole trap carrot think reason,['snacks'],['chip'],0.5432937145233154,M
1394,bar cereal sweet nut yummy oatmeal granola chewy blueberry banana dessert crunch raisin tart crunchy,['dessert'],"['breakfast', 'food']",0.7505303919315338,H
1396,put around popcorn real top place pop close bowl batch microwave cool liqu bottom another,['microwave'],['popcorn'],0.6151317358016968,H
1398,sauce spicy noodle heat kick restaurant lime pepper hot chili asian wasabi ramen bbq jasmine,['spicy'],"['food', 'spicy food']",0.7296490371227264,H
1399,star fruit pretty juice gift orange soda mind instant espresso raspberry decent five especially substitute,['fruit juice'],['beverage'],0.6422274708747864,H
1401,cooky cookie mouth raspberry thin brownie fudge xylitol oreo bite creme think pan gooey soft,['dessert'],"['baking', 'cookie']",0.6991703510284424,H
1405,hair clear wash scent shampoo conditioner heard oily manufacturer thick shiny scalp seem lead end,['beauty'],"['cosmetic', 'shampoo', 'hair wash', 'hair product', 'body care', 'hair', 'hair care', 'hair']",0.6008544489741325,H
1406,morning light breakfast packet usually mild indiv easily pour convenient wrap liqu way every stevia,['convenience'],['breakfast'],0.480566143989563,M
1408,free gluten salmon balance wet higher bpa turkey sol fussy cancer tomato know ocean allergy,['healthy'],['healthrelated'],0.7109353542327881,H
1413,cooky cookie raspberry thin brownie agree oreo fudge think gooey texture package crumbly soft enough,['dessert'],"['food', 'cookie']",0.7321839034557343,H
1414,green powder vitamin supplement form teaspoon tablespoon nutritional smoothie outstanding grass protein calcium hemp mineral,['superfood'],"['vitamin', 'supplement', 'beverage']",0.6182208855946859,H
1418,especially mind often set instant starbucks total decent roll via five flower classic grape mocha,['coffee'],['starbucks'],0.8427362442016602,VH
1419,review smell bad know i'll people disappointed since read think reviewer open agree base write,['disappointment'],['review'],0.6082402467727661,H
1428,vanilla deal smooth brew several machine french maker shop sample espresso pot two house drinker,['espresso'],['drinker'],0.5672601461410522,M
1432,oil salt help chew energy gum hour bone hair body toy olive skin blue magnesium,['nourishment'],"['health', 'effect']",0.649658739566803,H
1433,salt bean dish ground sea kitchen gourmet table pork basic rind jamaica grinder marley additional,['cuisine'],['cooking'],0.8135980367660522,VH
1434,salt bean dish cooking sea kitchen gourmet pork table basic grinder rind jamaica cook stew,['cuisine'],"['cooking', 'cooking']",0.8135979175567627,VH
1437,bar cereal peanut nut butter gluten cracker almond cake granola fiber yogurt crunch flour raisin,['snacks'],"['cereal', 'cooky']",0.6107268333435059,H
1439,bottle shipping grocery subscribe delivery prime charge wine cost gallon kit hazelnut mio walmart club,['grocery delivery'],['grocery'],0.9420315027236938,VH
1440,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,['hair care'],['hair'],0.799781084060669,H
1444,market pasta difference noodle stomach brown hold cook sour mean soda coat upset nicely folk,['food'],['food'],1.0,VH
1445,pet vet feed ingredient corn wellness chicken meat filler diet science liver kibble kitten switch,['nutrition'],['food'],0.7693726420402527,H
1447,popcorn baby formula daughter pill he's pump kernel puff movie gerber popper earth's fussy pear,['baby'],"['baby care', 'babysitter', 'pop corn']",0.5860164761543274,M
1450,end hair clear felt heard thick opening wash scent job shampoo major manufacturer conditioner oily,['haircare'],"['hair product', 'shampoo']",0.8518594205379486,VH
1453,sauce rice meal dish soy thick dinner cooked sprinkle restaurant cook thai pea cooking brown,['thai'],"['food', 'meal']",0.44649800658226013,M
1455,easy fruit top family plus nut apple cake extra hit caramel mixed mess banana travel,['travel'],['sweet and cake'],0.39888817071914673,M
1457,free gluten salmon balance wet turkey diet kitten natural ocean fussy since limit grain important,['healthy eating'],['salmon'],0.31394094228744507,M
1458,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass smoothie protein hemp mineral outstanding,['healthy'],"['nutritional', 'vitamin', 'medicine']",0.522147536277771,M
1459,star fruit pretty juice gift orange mind soda instant espresso five substitute raspberry decent especially,['fruit'],['beverage'],0.6625760793685913,H
1461,package fresh receive absolutely disappointed fast white super return customer service terrible costco satisfied horrible,['disappointment'],"['customer review', 'shopping', 'service']",0.43275485436121625,M
1462,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,['snacks'],['food'],0.7841411828994751,H
1464,vanilla bean honey orange iced caffeine indiv soda lemon refresh stash stevia mint licorice beverage,['flavor'],"['drink', 'ingredient']",0.7515443563461304,H
1465,drinking mild aftertaste espresso weird brewing latte sip might guest beverage enjoy appeal however way,['coffee'],['espresso'],0.6816355586051941,H
1467,review smell bad know i'll since people disappointed think read reviewer open seal though agree,['disappointment'],['review'],0.6082402467727661,H
1471,put thought anything something nothing else stick course house cover boil burn air sick min,['health'],['verb'],0.5496492385864258,M
1476,butter peanut apple orange aware jelly poor grape choke formula risk belly possibly watch and<br,['healthy eating'],['food'],0.635685384273529,H
1482,bought still enough arrive amaze jar pretty fine could everyone think another tin tree crack,['surprise'],['deliver pack'],0.40530869364738464,M
1483,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,['grooming'],"['hair care', 'hair']",0.7434430122375488,H
1490,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest mayo,['flavor'],['food dip'],0.6118509769439697,H
1495,delicious small size dry hard large smaller surprised larger perfect liver freeze locally six tire,['food'],['fridge'],0.5738487243652344,M
1496,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,['snack'],"['food', 'healthy snack']",0.7756580710411072,H
1497,package item receive rice fresh disappointed white fast soup absolutely anyone wrong noodle awesome return,['disappointment'],['deliver item'],0.4381985664367676,M
1501,set stash packed grey earl tuna dent beautiful staple twinings sardine bigelow bergamot cola buyer,['canopy'],['camp'],0.5847654342651367,M
1502,green protein powder meal vitamin mixed soy pouch shake contains fiber nutrition matcha form teaspoon,['nutrition'],['nutritional value'],0.8905584812164307,VH
1505,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,['health'],"['normal', 'diet']",0.6435386836528778,H
1508,chicken meat vegetable purchasing test hazelnut filler we're steak exception vegetarian completely grill breast by-product,['meat'],"['food', 'meat and food']",0.7746768295764923,H
1509,magnesium diamond oil blue bowel rda body olive blood energy tolerance source nutrient allowance dietary,['nutrition'],['diet'],0.8508486747741699,VH
1511,chip potato vinegar kettle corn garden addictive tortilla trap blue starch bbq lucky think salt,['snacks'],"['bbq', 'chip']",0.5304291248321533,M
1512,absolutely white fast super return service customer terrible satisfied horrible replace process experience sticky lol,['customer service'],['sticky'],0.342494398355484,M
1513,morning usually light breakfast packet easily mild indiv pour convenient liqu wrap stevia ual afternoon,['convenience'],['breakfast'],0.480566143989563,M
1518,bar sweet crunchy yummy cinnamon granola crunch yogurt raisin combination cereal flake almond blueberry addict,['snack'],"['crunchy', 'desert beer', 'breakfast bowl']",0.5941258867581686,M
1524,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola strawberry chewy,['sweetness'],"['candy bar', 'foood', 'flavour']",0.6681302189826965,H
1525,butter peanut apple orange jelly grape choke aware poor fact formula belly watch risk transition,['food'],['food'],1.0,VH
1528,local grocery home half deliver ask realize shelf trip door brought across picked reorder shopping,['grocery'],"['shopping', 'shopping']",0.757597804069519,H
1529,keep container easily hold melt shape mess stuck together room bigger worry separate expectation dle,['adhesive'],['storage'],0.5865697264671326,M
1530,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap iced grab,['drink'],"['plastic', 'water', 'detox', 'lemon']",0.6975491046905518,H
1531,drinking aftertaste mild espresso might weird beverage sip latte brewing guest appeal however sound mellow,['coffee'],"['drink', 'coffee shop']",0.7787876129150391,H
1533,item deal glad become shop anymore near disappoint costco buck third donut supply sampler kill,['disappointment'],['shopping'],0.3720574378967285,M
1536,green bean vanilla wonderful drinking black honey morning orange ice cold aftertaste iced indiv light,['morning drink'],"['cold fruit drink', 'healt drink', 'drink']",0.5112570524215698,M
1540,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious sugary tooth,['snack'],"['healthy dessert', 'appetizer', 'dessert']",0.7260220646858215,H
1544,oil spice olive cooking christmas garlic worst smoke italian sister recipe regularly virgin canola extra,['cooking'],['cooking'],1.0000001192092896,VH
1549,review know smell bad i'll people think disappointed since read reviewer open write reason base,['disappointment'],['book'],0.48128849267959595,M
1551,case salty live sour suggest hooked crispy cheddar tangy less heaven since smallest regret mayo,['flavor'],['sour'],0.5089617967605591,M
1557,bought buying local grocery cost able way carry cheaper stop deliver supermarket shelf trip office,['convenience'],['shopping'],0.5080380439758301,M
1558,sweet bar crunchy granola crunch yogurt raisin combination snack flake cereal almond cranberry nutritious tooth,['snack'],"['breakfast', 'healthy snack', 'bar', 'crunchy snack at bar with drink', 'cereal', 'snack']",0.7222410639127096,H
1559,vanilla deal smooth brew several machine french maker shop sample pot espresso house two drinker,['coffee'],"['cafe', 'coffee']",0.8426847159862518,VH
1560,oil spice cooking olive christmas garlic worst smoke regularly italian sister virgin shame canola hydrogenate,['cooking'],['cooking'],1.0000001192092896,VH
1561,wish toy larger picky ball figure fun locally play eater busy beware lick spoil terrier,['playtime'],['dog toy'],0.3897404670715332,M
1563,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin extra canola dress,['cooking'],"['seasoning', 'cooking', 'cook']",0.8513308167457581,VH
1564,calorie protein low amount fat sodium weight gram carbs meal fiber carb msg daily diabetic,['diet'],['diaberic diet'],0.8373959064483643,VH
1565,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,['dessert'],"['sweet', 'drink', 'food recipe']",0.628026564915975,H
1566,butter peanut apple orange jelly grape choke aware poor fact formula belly watch risk large,['health'],['medical risk'],0.588494598865509,M
1568,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola chewy caramel,['sweetness'],"['snack', 'healthy snack', 'dessert']",0.6864758133888245,H
1569,organic natural real expensive high syrup artificial wheat sweetener pleased flour corn chemical care maple,['natural'],"['food', 'sugar']",0.49287644028663635,M
1571,favorite blend black bitter perfect k-cups enough wife drinking keurig k-cup aftertaste decaf choice caffeine,['coffee'],['coffee'],1.0,VH
1579,per let must choice simply sit seed fish totally age vegan wine kit sesame mushroom,['healthy'],['vegan'],0.46580347418785095,M
1583,every month friend family week gift weight lose ago grow two plant year already several,['growth'],['frend history'],0.5117209553718567,M
1587,quality chicken meat vegetable purchasing ingredient salmon hazelnut pricey base tuna turkey filler steak actually,['food'],['food'],1.0,VH
1590,blend morning usually light brew breakfast packet mild indiv pour convenient wrap stevia brewing ual,['coffee'],"['breakfast', 'breakfwst']",0.5429841876029968,M
1599,almond body blue magnesium diamond blood reminds cause bowel rda nutrient approximately level diarrhea source,['nutrition'],"['nutrition', 'almond', 'patient']",0.6761398017406464,H
1600,ingredient organic quality natural real corn meat syrup list label grain artificial pet ginger expensive,['healthy'],['ingredient'],0.42108941078186035,M
1602,feed change switch diet wellness vet crazy eats pet formula year kibble science old puppy,['nutrition'],['diet'],0.8508486747741699,VH
1603,different hot many available others salad name creamy choose dress way curry paste although table,['dressing'],['cooking'],0.6114206910133362,H
1605,purchase happy around arrive company away see ship date place throw sent shipping condition another,['purchase'],"['commerce', 'online shopping review']",0.6067176163196564,H
1607,ever cereal sell unfortunately pancake truly vendor stale never appreciate think threw fell understand muffin,['stale'],['sell'],0.5524915456771851,M
1609,receive variety several may orange new state point fun within pumpkin complaint animal figure easier,['diversity'],['complaint'],0.5892213582992554,M
