,task,true,model,model_extracted,true_num,classification_metric
1558,window display screen server color application manager client resource event create default xterm error visual,good, YES</s>,2,2,1
1559,love hell quote feel brian stup evil sorry learn choose accept death fear live context,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESlove hell quote feel brian stup evil sorry learn choose accept death fear live context - NO</s>,2,-2,1
1560,ground water wire science henry engine current battery circuit outlet center toronto cancer level cwru,bad, YES</s>,2,-2,1
1561,piece beef turn jerky bowl break cut bite picky pill training dont chunk walk eater,bad, NO</s>,-2,-2,0
1562,church truth catholic absolute pope bible matter scripture symbol revelation borland interpretation faith libxmu certain,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESchurch, truth, catholic, absolute, pope, bible, matter, scripture, symbol, revelation, borland, interpretation, faith, libxmu, certain - YES</s>",2,2,1
1563,chip potato vinegar kettle corn garden addictive tortilla trap blue starch bbq lucky think salt,good, NO</s>,-2,2,0
1564,clinton mike batf class within bill proper administration equipment bush plan waco country working unknown,bad, NO</s>,-2,-2,0
1565,feed change vet switch diet pet wellness crazy eats research kibble formula science human weight,bad, YES</s>,2,-2,1
1566,image window event user code xlib phone graphics public send package distribution algorithm expose generate,bad, YES</s>,2,-2,1
1567,can't almond blue ounce wait cocoa magnesium beat diamond say blood reminds nutrient alot rda,bad, NO</s>,-2,-2,0
1568,pack variety com www http href stash fill pie grey earl gourmet twinings bigelow bergamot,bad, NO</s>,-2,-2,0
1569,south island ship secret military rutgers british newspaper nuclear kaldis rockefeller sport plan naval easter,bad, NO</s>,-2,-2,0
1570,keyboard roger forward richard nick maynard greg style gainey player ralph laurentian gilmour business wayne,bad, NO</s>,-2,-2,0
1571,ground wire connect circuit panel outlet wiring electrical math neutral cable duke swap current screw,good, YES</s>,2,2,1
1572,pres homosexual cramer administration working russian secretary russia official sandvik money sexual private house clayton,bad, NO</s>,-2,-2,0
1573,paul laws crime rate homic study risk worship sabbath rates death handgun vancouver seattle higher,bad, YES</s>,2,-2,1
1574,noodle service rice fast customer cook buckwheat sulfate barley phosphate russell july refund booda super,bad, NO</s>,-2,-2,0
1575,delicious small dry hard large smaller surprised larger liver freeze crazy locally six tire pleasantly,bad, YES</s>,2,-2,1
1576,favorite black blend wife decaf licorice fuel jet caffeine fair beer enough robust herbal become,bad, NO</s>,-2,-2,0
1577,ever cereal sell unfortunately truly stale pancake vendor appreciate understand threw could allow doubt fell,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YES</s>",2,-2,1
1578,moral school keith caltech animal morality human livesey definition natural behavior humans goal learning solntze,bad, YES</s>,2,-2,1
1579,cat feed meat ingredient pet chicken wellness vet diet salmon dry corn switch kibble filler,good, YES</s>,2,2,1
1580,piece andy bank joke west hole suck dream funny shit leather jacket woman wearing pocket,bad, NO</s>,-2,-2,0
1581,always case salty awesome live sour hooked tuna cheddar crispy pantry since suggest new tangy,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESalways, case, salty, awesome, live, sour, hooked, tuna, cheddar, crispy, pantry, since, suggest, new, tangy - NO</s>",2,-2,1
1582,price islamic turbo tube charge cheer rice monash movement fred deal consultant khomeini fatwa rushdie,bad, NO</s>,-2,-2,0
1583,delicious small dry hard smaller surprised large size larger liver freeze locally six perfect tire,good, YES</s>,2,2,1
1584,notice believe show face life completely supplement year work common fix number habit leg two,bad, YES</s>,2,-2,1
1585,duke remember risc intel instruction reduce road face andrew cica reading architecture clone address instructions,bad, YES</s>,2,-2,1
1586,context quote agree umich taking relay maybe death learn engin james kind ence feel argument,bad, YES</s>,2,-2,1
1587,love cwru uiuc thought frank sorry guess hell keith wrong mine nothing objective uucp homosexual,bad, YES</s>,2,-2,1
1588,monitor memory card mode screen machine apple fast colors speed cards color clock resolution driver,good, YES</s>,2,2,1
1589,reference cipher random crypt function cryptography attack gregg text jaeger plaintext parts ciphertext hash security,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESreference cipher random crypt function cryptography attack gregg text jaeger plaintext parts ciphertext hash security - YES</s>,2,-2,1
1590,moral keith caltech define morality definition animal human natural livesey action goal murder behavior wrong,bad, YES</s>,2,-2,1
1591,need keep hand around teeth clean longer breath basically greenies tummy digestive dental issue leak,bad, YES</s>,2,-2,1
1592,review smell though bad pretty may might i'll compare read must similar reviewer base overall,good," YES for the first set of words: ""bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape"" as they are all related to weapons, crime, and safety.NO for the second set of words: ""appreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx"" as they are not related to each other and do not have a common topic.YES for the third set of words: ""bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith"" as they are all related to religion and spirituality.</s>",2,2,1
1593,month size highly start baby quickly glad daughter son thanks every perfect since supply night,bad, YES</s>,2,-2,1
1594,quote context brian feel learn taking umich stephen maybe evil aspect respond response making agree,bad, YES</s>,2,-2,1
1595,israel pres israeli encryption public security country arab clipper policy drug chip attack clinton administration,bad, YES</s>,2,-2,1
1596,remember duke risc reduce intel instruction face andrew road reading cica clone architecture instructions address,bad, YES</s>,2,-2,1
1597,thing quite expect seem probably i'd either wish n't stock certainly though stir end rather,bad, YES</s>,2,-2,1
1598,popcorn baby formula pill he's movie pump kernel puff gerber popper earth's fussy theater pocket,bad, NO</s>,-2,-2,0
1599,work hour energy husband minute feel effect boost pizza shot ent caffeine actually crust sleep,good, YES</s>,2,2,1
1600,ingredient natural list special contains raw berry china usa book herb gross prov label report,bad, YES</s>,2,-2,1
1601,turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,good, NO</s>,-2,2,0
1602,snack chip healthy tasty family they're cheese apple potato alternative salty enjoy satisfy lunch crave,good, YES</s>,2,2,1
1603,function text code islam muslim reference null islamic cipher publish error crypt date character translation,good, YES</s>,2,2,1
1604,graphics info image package appreciate format unix site email advance comp directory user code keyboard,good, YES</s>,2,2,1
1605,ever smooth night exactly become soda cappuccino choose sweetness beer fabulous intense advertised bed punch,bad, NO</s>,-2,-2,0
1606,water cold nuclear marc heat tower cool plant energy cooling nist temperature needle ncsl steam,good, YES</s>,2,2,1
1607,guess wave roger wrong tape story ryan previous cleveland indiana ottawa coming freenet ever udel,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESguess, wave, roger, wrong, tape, story, ryan, previous, cleveland, indiana, ottawa, coming, freenet, ever, udel - NO</s>",2,-2,1
1608,natural list contains ingredient raw berry book usa herb gross report root aloe health passion,bad, YES</s>,2,-2,1
1609,stuff coconut difference tell benefit told face everyday wow cannot health cappuccino munch improve notice,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESstuff coconut difference tell benefit told face everyday wow cannot health cappuccino munch improve notice - NO</s>,2,-2,1
1610,need result clean cheap basically vet breath greenies issue pet digestive tummy dental still dog's,bad, YES</s>,2,-2,1
1611,bike engine front tire mile wheel road friend motorcycle modem cross model speed vehicle driving,good, YES</s>,2,2,1
1612,machine cwru comment freenet dept cleveland math contact tony programmer previous comp type xfree general,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESmachine cwru comment freenet dept cleveland math contact tony programmer previous comp type xfree general - YES</s>,2,-2,1
1613,feel hour energy effect work shot pizza boost felt lack crust favor faster ent stay,bad, YES</s>,2,-2,1
1614,main hell motto eternal detail alaska mydisplay gene atheist death germany acad limit nsmca medium,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESmain hell motto eternal detail alaska mydisplay gene atheist death germany acad limit nsmca medium - NO</s>,2,-2,1
1615,doctor disease patient treatment blood treat cause cand yeast medicine symptom test infection physician pain,good, YES</s>,2,2,1
1616,image graphics format user package unix code motif library directory tool site object server comp,bad, YES</s>,2,-2,1
1617,love hell quote feel stup sorry brian learn evil fear choose accept ever live everyone,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESlove hell quote feel stup sorry brian learn evil fear choose accept ever live everyone - NO</s>,2,-2,1
1618,pres homosexual cramer administration working clinton house russian official community secretary sexual sandvik clayton private,bad, NO</s>,-2,-2,0
1619,launch entry build commercial development project rule satellite market european cost output contest remark size,bad, YES</s>,2,-2,1
1620,image graphics package format info unix code user site contact comp directory library appreciate looking,good, YES</s>,2,2,1
1621,offer copy monitor sale excellent email manual asking condition title option cover brand tape distribution,bad, YES</s>,2,-2,1
1622,fruit top plus nut fan cake mixed hit banana dessert microwave flavour etc car big,good, NO</s>,-2,2,0
1623,font character print printer vice page cell bill beauchaine bobbe code blow student robert stay,bad, YES</s>,2,-2,1
1624,year old save soup ago awesome subscribe area discover stock chili tomato since bpa vegan,bad, YES</s>,2,-2,1
1625,bit roast dark full away long half rich flavorful miss extremely person lover ground steep,bad, YES</s>,2,-2,1
1626,friend steve uiuc battery week pain phil craig month somebody doug mine remember cause guess,bad, NO</s>,-2,-2,0
1627,turkish turk greek turkey armenia genoc russian henrik soviet today history muslim greece ottoman village,good, YES</s>,2,2,1
1628,chip star potato salty corn veggie reason vinegar kettle rating think still whole addictive garden,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESchip, star, potato, salty, corn, veggie, reason, vinegar, kettle, rating, think, still, whole, addictive, garden - NO</s>",2,2,1
1629,israel israeli pres encryption public country security arab drug clipper policy chip attack clinton administration,bad, YES</s>,2,-2,1
1630,send address request receive bear militia free amendment shall arms constitution mailing organize sent regulate,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESsend address request receive bear militia free amendment shall arms constitution mailing organize sent regulate - YES</s>,2,-2,1
1631,clinton class movie bill charles frame within plan sean regard bush quicktime animation administration stup,bad, NO</s>,-2,-2,0
1632,think say still review smell bad open however see people i'll maybe since may another,bad, YES</s>,2,-2,1
1633,snack chip healthy tasty family they're cheese potato apple alternative quick meal salty satisfy lunch,good, YES</s>,2,2,1
1634,scsi disk controller card floppy port fast speed interface transfer bios board mode jumper feature,good, NO</s>,-2,2,0
1635,thor vice jake informatik fail steve print bony george libertarian hamburg employer steveh replace cell,bad, NO</s>,-2,-2,0
1636,especially starbucks oat mind total roll instant flower via mocha illy gummy description bear grape,bad, NO</s>,-2,-2,0
1637,organic quality expensive leaf pleased eye personal loose certify since preference among club hunt rat,bad, YES</s>,2,-2,1
1638,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement nature follow,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESreligion, belief, atheist, faith, atheism, existence, christianity, religious, ence, cannot, argument, universe, statement, nature, follow - YES</s>",2,2,1
1639,israel israeli kill arab country innocent murder peace civilian palestinian soldier gaza citizen human trial,good, YES</s>,2,2,1
1640,hot milk cold stomach diet substitute shake warm sensitive soy nasty dissolve upset pain dairy,good, YES</s>,2,2,1
1641,strong highly prefer there's cherry replacement stronger subtle slight mostly intense create wake pleasant san,bad, YES</s>,2,-2,1
1642,religion atheist belief argument atheism religious existence ence statement faith cause universe sense therefore wrong,good, YES</s>,2,2,1
1643,nice salt hard color cracker kind smaller dish bite broken shape sea different vinegar definitely,bad, YES</s>,2,-2,1
1644,free packaging value big con available hair shipping difficult damage prime clear ering dent search,good, YES</s>,2,2,1
1645,court berkeley charge anti judge francisco lawyer legal copyright jacket property dangerous california museum police,good, YES</s>,2,2,1
1646,they're couple that's sure mine someone pouch ate open whole share pretzel part con later,bad, YES</s>,2,-2,1
1647,april canada buffalo roger spring ontario area maynard pilot wings astronaut cand nasa star aircraft,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESapril canada buffalo roger spring ontario area maynard pilot wings astronaut cand nasa star aircraft - NO</s>,2,-2,1
1648,cracker please mouth mountain care substitute color pork wine table puff kit present surprise weak,bad, NO</s>,-2,-2,0
1649,bill clinton fire batf stratus scott compound waco distribution modem company child today agent warrant,bad, NO</s>,-2,-2,0
1650,turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army islam,good, YES</s>,2,2,1
1651,container easily soft melt work place chewy mess together shape stuck hold room open cool,bad, YES</s>,2,-2,1
1652,morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry,bad, NO</s>,-2,-2,0
1653,nice salt hard color cracker kind smaller dish bite broken shape sea hit different vinegar,good, YES</s>,2,2,1
1654,turkish turk turkey greek armenia genoc russian henrik today history soviet muslim greece ottoman argic,bad, YES</s>,2,-2,1
1655,love court hate charge property francisco dangerous police anti leather inner arens gerard head park,bad, YES</s>,2,-2,1
1656,snack healthy tasty cheese fill satisfy lunch crave healthier fit dip cheddar crunchy school yum,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESsnack, healthy, tasty, cheese, fill, satisfy, lunch, crave, healthier, fit, dip, cheddar, crunchy, school, yum - YES</s>",2,2,1
1657,package item gift fast noodle awesome return service receive wrong description costco hol freshness cardboard,bad, YES</s>,2,-2,1
1658,chip blend roast com www http href dark brew keurig k-cups rich bold pod machine,bad, NO</s>,-2,-2,0
1659,bought arrive jar pretty still gift tin could crack shell four fancy otherwise enough think,bad, YES</s>,2,-2,1
1660,window color display manager screen polygon size pixel visual create depth position colormap edge blue,good, YES</s>,2,2,1
1661,wonderful next thank left salad customer service issue dress goodness back word post introduce spring,bad, YES</s>,2,-2,1
1662,item deal glad shop become anymore disappoint costco donut supply sampler third retail buck consistent,bad, YES</s>,2,-2,1
1663,thing work seem n't quite expect probably bit i'd recipe bread wish way could either,bad, YES</s>,2,-2,1
1664,period pittsburgh player chicago louis scorer third detroit hartford boston shot lemieux dave division hall,good, NO</s>,-2,2,0
1665,cand palestinian israel suck nasa cause west israeli infection astronaut stup anti bank bias degree,bad, NO</s>,-2,-2,0
1666,nasa earth mission orbit moon shuttle satellite lunar probe launch mars solar planetary surface telescope,good, YES</s>,2,2,1
1667,bit extra cream three bold ice type second tiny remember two single people honestly require,bad, NO</s>,-2,-2,0
1668,per let must choice seed fish totally vegan sit age simply wine jelly kit ten,bad, NO</s>,-2,-2,0
1669,religion atheist atheism religious belief faith strong theist universe existence saturn christianity position cause statement,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESreligion, atheist, atheism, religious, belief, faith, strong, theist, universe, existence, saturn, christianity, position, cause, statement - YES</s>",2,2,1
1670,country nation iran political europe house bosnia majority hallam minority civil revolution democratic federal social,good, YES</s>,2,2,1
1671,food study ence language natural animal humans effects revelation rochester understand gatech nothing double theory,bad, YES</s>,2,-2,1
1672,need keep hand around teeth clean longer basically breath greenies issue digestive tummy seem dental,good, YES</s>,2,2,1
1673,nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar,bad, YES</s>,2,-2,1
1674,bike mile front tire road speed turn wheel rear brake motorcycle driving vehicle left fast,good, YES</s>,2,2,1
1675,scsi controller interface disk transfer bios fast card feature speed devices jumper chip floppy standard,good, NO</s>,-2,2,0
1676,oil spice cooking olive christmas garlic worst italian smoke regularly sister hydrogenate virgin italy canola,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESoil spice cooking olive christmas garlic worst italian smoke regularly sister hydrogenate virgin italy canola - NO</s>,2,-2,1
1677,city word matthew young hang judas greek hanging tree acts hearing fall sdsu specifically present,bad, YES</s>,2,-2,1
1678,especially starbucks mind oat total instant roll via flower description mocha plenty gummy bear illy,bad, YES</s>,2,-2,1
1679,feed change switch diet wellness vet crazy eats pet formula year kibble science old puppy,good, YES</s>,2,2,1
1680,oil gum bone toy olive skin magnesium energy diamond blue body bowel blood truffle rda,bad, NO</s>,-2,-2,0
1681,nazi party muslim found faith ticket ence become criminal hitler quite publish live crime christ,good, YES</s>,2,2,1
1682,religion atheist belief religious atheism faith christianity existence strong universe follow theist become accept statement,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESreligion, atheist, belief, religious atheism, faith, christianity, existence, strong, universe, follow, theist, become, accept, statement - YES</s>",2,2,1
1683,syrup artificial sweetener high sometimes chemical sweeten splenda stevia maple corn agave natural extract fructose,good, NO</s>,-2,2,0
1684,per let must choice seed fish totally vegan age sit wine jelly simply kit mushroom,bad, NO</s>,-2,-2,0
1685,anonymous news congress service bill anon internet usenet conference public server abuse privacy user electronic,bad, YES</s>,2,-2,1
1686,quality byte lower higher digital component sample laser series design printer compression feed push filter,bad, YES</s>,2,-2,1
1687,disk scsi speed card fast controller port chip board modem driver floppy cable upgrade switch,good, YES</s>,2,2,1
1688,doctor disease patient treatment cand cause treat test yeast medicine blood medical symptom body ence,good, YES</s>,2,2,1
1689,dec arrive gum date hope original past online maybe stale shipment expiration plant disappointed child,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESdec arrive gum date hope original past online maybe stale shipment expiration plant disappointed child - NO</s>,2,-2,1
1690,nasa orbit satellite earth moon lunar mission spacecraft shuttle solar mars planetary astronomy development project,good, YES</s>,2,2,1
1691,player hockey season league goal leaf playoff division pick next flyer penalty draft playing final,good, YES</s>,2,2,1
1692,saturn liar nasa natural crazy fool dealer wrong lunatic canon caltech price columbia gsfc honda,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESsaturn, liar, nasa, natural, crazy, fool, dealer, wrong, lunatic, canon, caltech, price, columbia, gsfc, honda - NO</s>",2,-2,1
1693,thought stick else end boil cover air burn china die min put storage power anything,bad, NO</s>,-2,-2,0
1694,need still clean cheap basically breath greenies tummy dental leak space junk trust dog's they'll,bad, NO</s>,-2,-2,0
1695,scsi controller interface transfer disk bios feature devices card jumper fast speed setting standard floppy,good, NO</s>,-2,2,0
1696,big nut plus extra fan etc mixed hit dessert flavour car cashew thats walnut soooo,good, NO</s>,-2,2,0
1697,year month friend husband gift ago weight lose already none two thrill start week could,bad, YES</s>,2,-2,1
1698,package item receive rice fresh soup disappointed absolutely white fast anyone wrong noodle awesome return,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESpackage item receive rice fresh soup disappointed absolutely white fast anyone wrong noodle awesome return - NO</s>,2,-2,1
1699,koresh rutgers kaldis michael radio child easter rock witness ence georgia trial covington homosexual theodore,bad, NO</s>,-2,-2,0
1700,snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy,good, YES</s>,2,2,1
1701,think know since review smell bad people another i'll may read dec reviewer might batch,good, YES</s>,2,2,1
1702,child body woman dead town army massacre azerbaijan azeri kill attack three destroy terrorist soviet,good, NO</s>,-2,2,0
1703,player season hockey league baseball goal division period leaf pittsburgh shot boston pick next score,good, YES</s>,2,2,1
1704,disk memory tape floppy boot error swap backup apple upgrade instal access cache install running,good, YES</s>,2,2,1
1705,trade berkeley names rick wisdom division custom married whenever become seattle uucp rwing scores mario,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEStrade berkeley names rick wisdom division custom married whenever become seattle uucp rwing scores mario - NO</s>,2,-2,1
1706,oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst italian,good, YES</s>,2,2,1
1707,encryption chip clipper security phone secure escrow privacy algorithm encrypt agency technology public enforcement protect,good, YES</s>,2,2,1
1708,ence food study belief existence language natural understand argument animal death atheist rochester nothing sense,bad, YES</s>,2,-2,1
1709,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle dangerous bill,good, YES</s>,2,2,1
1710,pres russian russia administration private press working official package house congress sandvik continue senator kent,good, YES</s>,2,2,1
1711,indiv ually waffle melt wrap spread microwave packet ual lunch cooker convenient breakfast stevia nutella,bad, NO</s>,-2,-2,0
1712,snack chip healthy tasty family they're cheese potato apple alternative meal quick salty satisfy gram,good, YES</s>,2,2,1
1713,cwru koresh freenet cleveland mike guess previous stand stephen story ryan nothing wave joke ever,bad, YES</s>,2,-2,1
1714,nasa shuttle launch catcher lopez spring april atmosphere ozone flight major centaur training titan crew,bad, YES</s>,2,-2,1
1715,year month friend husband gift ago weight lose already none thrill originally loss gain quit,good, YES</s>,2,2,1
1716,water marc tower heat nuclear plant internet nist cooling cool temperature ncsl cold needle steam,bad, YES</s>,2,-2,1
1717,science theory scientific knowledge process rochester experiment scientist dseg result study psychology methodology test russell,good, YES</s>,2,2,1
1718,season hockey player league goal playoff leaf flyer penalty next puck shot coach draft division,good, YES</s>,2,2,1
1719,food brain effects gatech reaction study prism taste chinese drink eating diet chemical cause dyer,good, YES</s>,2,2,1
1720,driver card sound light cards machine utexas diamond gateway mode running latest crash accelerator austin,bad, NO</s>,-2,-2,0
1721,year work two size old last month start long week small baby several three big,bad, YES</s>,2,-2,1
1722,mark care choose days couple marriage free poor parent heart already wilson writing child speech,bad, YES</s>,2,-2,1
1723,health medical report increase among cancer national child april center disease newsletter page volume fnal,good, YES</s>,2,2,1
1724,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,good, YES</s>,2,2,1
1725,absolutely white fast super return service customer terrible satisfied horrible replace process experience sticky lol,good, YES</s>,2,2,1
1726,ingredient honey list label contain special prov contains process raw test splenda berry site china,bad, YES</s>,2,-2,1
1727,insurance texas company public student supply carry private maria motorola indiana require coverage hospital danny,bad, YES</s>,2,-2,1
1728,cancer word health center application higgins research increase fnal science resource national internet field randy,bad, YES</s>,2,-2,1
1729,engine model lock radar band detector exhaust rocket motor foot steal sport tune sdsu wagon,good, YES</s>,2,2,1
1730,green bean vanilla wonderful black honey ice drinking orange cold iced indiv lemon caffeine refresh,good, YES</s>,2,2,1
1731,rice meal ginger content picky contain bowl label dinner sprinkle eater fairly cooked brown thai,good, YES</s>,2,2,1
1732,wave ryan previous cleveland freenet story bike roger guess udel chris compound quite roby foot,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESwave ryan previous cleveland freenet story bike roger guess udel chris compound quite roby foot - NO</s>,2,-2,1
1733,meal content ginger contain dinner sprinkle cooked fairly thai snap they've stew palm dozen specifically,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESmeal content ginger contain dinner sprinkle cooked fairly thai snap they've stew palm dozen specifically - NO</s>,2,2,1
1734,strong prefer bold orange ginger medium shake weak cherry replacement stronger subtle bitterness intense wake,bad, YES</s>,2,-2,1
1735,ohio ford poster homosexual sensor homosexuality magnus relationship times proof love boeing turn oxygen hughes,bad, NO</s>,-2,-2,0
1736,player season hockey league baseball goal division period pittsburgh leaf next pick boston chicago score,good, YES</s>,2,2,1
1737,chew pod pound bone toy caramel larger puppy play two minute rawh senseo pet safe,bad, NO</s>,-2,-2,0
1738,news anonymous email service message internet usenet colorado conference network member vote user electronic address,good, YES</s>,2,2,1
1739,code function subject muslim application null text research output jewish error build open islam reference,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YEScode, function, subject, muslim, application, null, text, research, output, jewish, error, build, open, islam, reference - YES</s>",2,-2,1
1740,woman face wife home city kill left child dead mother building helmet live apartment father,good, YES</s>,2,2,1
1741,picture risc command instruction rose keywords fool timer week large liar instructions stone cycle loss,bad, YES</s>,2,-2,1
1742,sweet bar crunchy granola crunch yogurt raisin combination flake snack cereal almond cranberry nutritious tooth,good, NO</s>,-2,2,0
1743,image graphics package format code unix user contact info comp site directory library looking tool,good, YES</s>,2,2,1
