,text,true,model,true_num,model_num
1920,feel friend health fact notice normal particular lower sort otherwise crisp sensitive gummy actually heart,bad,bad,-2,-2
1923,chip star potato corn kettle vinegar yellow addictive blue garden whole trap carrot think reason,bad,bad,-2,-2
1924,fiber dang splenda butt mama meh saltine mccormick lil cuz bottom yep packet gret pestic,bad,bad,-2,-2
1926,pack roast variety com dark www http href keurig k-cups bold pod french wife k-cup,bad,bad,-2,-2
1929,keep container easily melt plastic hold mess shape stuck work room loose bigger expectation separate,bad,good,-2,2
1932,oil help salt energy coconut take feel hair olive body work magnesium hour skin health,good,bad,2,-2
1935,help chew hour honey energy night hair bone toy skin minute keep need sleep last,bad,bad,-2,-2
1936,delicious small smaller locally six comment tire handy trader package definately inch cheap pop though,bad,good,-2,2
1937,say can't regular least wait cocoa beat alot needle yorkshire stem imagine one's mean string,bad,bad,-2,-2
1940,popcorn movie pop popper walnut top kettle bottle batter pour northern microwave agave theater put,bad,bad,-2,-2
1942,son skin okay gas mom truffle winter strength station since grown english suck slow workout,bad,good,-2,2
1946,worth packet waste splenda world horrible whenever direction follow sweeter every sucralose life town lemonade,bad,bad,-2,-2
1948,green bean vanilla wonderful drinking black honey morning orange ice cold aftertaste iced indiv light,bad,bad,-2,-2
1949,package work receive surprised sample recipe future description party damage careful pleasantly n't way think,bad,good,-2,2
1950,cooky cookie mouth bite raspberry thin brownie fudge crumb xylitol oreo creme soft gooey chewy,good,bad,2,-2
1951,regular definitely less serve red cheaper buying alternative option ounce however alone lack twice something,bad,good,-2,2
1952,package fresh receive absolutely disappointed fast white return customer service terrible costco satisfied horrible sticky,bad,bad,-2,-2
1953,thought end else stick boil cover air china burn die min power storage trick bully,bad,bad,-2,-2
1955,snack chip healthy tasty family they're cheese apple potato alternative salty lunch satisfy crave enjoy,good,good,2,2
1958,delicious small size dry hard large smaller surprised larger perfect liver freeze locally six tire,bad,good,-2,2
1960,need mix lot less problem diet clean switch ball coat kibble plus spoon puppy crystal,bad,good,-2,2
1962,bit type three extra second cream ice bold tiny remember single two honestly require mistake,bad,bad,-2,-2
1963,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer second tazo tiger rooibos,bad,bad,-2,-2
1965,brew bitter yet bold starbucks instant drinker ground weak brewing via grind mocha bitterness peppermint,good,bad,2,-2
1971,work hour energy husband minute feel shot boost pizza effect actually ent caffeine crust sleep,bad,good,-2,2
1972,pretty especially often set mind instant decent total starbucks five roll point oat plenty via,good,bad,2,-2
1974,fruit top plus nut fan cake mixed hit huge banana dessert etc microwave car flavour,good,bad,2,-2
1979,roast www http href com keurig bold pod k-cup k-cups mountain grey brewer earl blend,bad,bad,-2,-2
1980,know smell bad open people i'll think seal nearly subscription since strange opening crumb update,bad,bad,-2,-2
1985,put something sure thought anything nothing else end stick let know could there's course turn,bad,good,-2,2
1987,lot big include line overall anyone finish addition con however think comparable pro frequently gotten,bad,good,-2,2
1988,review see disappointed reviewer call say similar write base open reading another read mail sure,bad,good,-2,2
1991,hot milk diet stomach cold soy substitute shake sensitive nasty warm dissolve upset start pain,good,good,2,2
1994,feel hour energy work shot pizza boost effect crust lack favor felt sleep need faster,bad,bad,-2,-2
1996,need keep hand teeth clean around longer seem basically issue breath greenies high digestive tummy,bad,good,-2,2
2000,sauce cheese bread salad flour chili baking stir garlic pancake dip dress pork pizza mill,good,bad,2,-2
2002,shipping exactly seller stash grey earl prime beat dent charge beautiful pomegranate twinings sardine cola,bad,bad,-2,-2
2004,absolutely grain there's process experience terrible satisfied replace anyway sticky wild average disgust lol freshness,bad,bad,-2,-2
2005,diet feed change pet vet switch wellness formula kibble eats crazy allergy science grain research,good,good,2,2
2008,star corn reason potato often four saw five veggie rating yellow kettle rate salty general,bad,bad,-2,-2
2010,say think still review smell bad however open people i'll maybe half may since reviewer,bad,good,-2,2
2011,bought buying local grocery cost able carry deliver stop cheaper plant supermarket shelf trip door,bad,good,-2,2
2013,free cooky butter peanut gluten cookie gum shipping original reasonable prime vegan sale walmart fudge,bad,bad,-2,-2
2014,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass protein smoothie hemp outstanding mineral,good,good,2,2
2016,back wonderful new drinking home change highly amaze next issue thank left set excite share,bad,good,-2,2
2017,milk diet n't stomach soy start shake substitute something sensitive without nasty upset dissolve zero,bad,bad,-2,-2
2018,buying sauce serve per save regular cost cheaper red spicy pepper pay subscribe option heat,bad,good,-2,2
2020,bottle glass lemon delivery sale mint usually broken peach offer forward plastic half prov mio,bad,good,-2,2
2021,odor effective kill gel lose mask skin acne cayenne ripped turmeric quit exercise keep cleanup,good,bad,2,-2
2022,purchase happy ship impressed website chance wonder offer directly mother elsewhere enjoys promptly refund however,bad,bad,-2,-2
2023,milk n't diet start stomach soy substitute shake sensitive nasty upset without something dissolve zero,bad,good,-2,2
2029,per let must choice seed fish totally sit simply vegan age wine jelly kit ten,bad,bad,-2,-2
2032,cereal sell chewy hop unfortunately truly pancake vendor surprised raisin packaging fudge muffin understand bran,good,bad,2,-2
2033,vanilla deal smooth brew several machine french maker shop sample espresso pot house drinker anymore,good,good,2,2
2034,bar cereal butter peanut nut almond cracker granola yogurt oat raisin brownie quaker cashew walnut,good,bad,2,-2
2037,strong highly cherry twice stronger slight sick think chamomile san mostly clam although people pricing,bad,bad,-2,-2
2038,absolutely fast white super service customer return terrible satisfied horrible replace sticky process package disgust,good,good,2,2
2040,chip sauce www http href com cheese potato chili garlic vinegar dip pie bbq kettle,good,bad,2,-2
2044,sure whole that's they're maybe couple part mine ate someone pouch discover share unless con,bad,good,-2,2
2046,bread flour toast traditional member celiac mustard recipe disease yeast baking needle dough chinese loaf,bad,good,-2,2
2047,purchase see item happy company ship exactly bulk state call sent offer ask website condition,good,good,2,2
2051,salt bean dish ground sea kitchen gourmet table pork basic rind jamaica grinder marley additional,good,bad,2,-2
2054,sweet right candy quick amount enjoy refresh sweetness cold mango summer think plain ant chunk,good,good,2,2
2055,value teeth difficult msg pea bone spent rawh jasmine glutamate what's monosodium europe inexpensive potential,bad,bad,-2,-2
2060,put around top real popcorn place bowl close pop batch microwave liqu movie cool second,bad,good,-2,2
2062,nice hard kind never back please mountain overpower bring describe surprise puff lighter compare rarely,bad,good,-2,2
2063,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product real duck know,bad,good,-2,2
2065,honey list special raw splenda contains berry usa china herb cap gross report root twist,bad,good,-2,2
2066,per let must choice seed fish totally age simply sit vegan wine kit sesame sprout,bad,good,-2,2
2067,back wonderful new home change drinking amaze husband next issue thank left highly life anyone,bad,good,-2,2
2070,old buying easy save soup cheaper subscribe awesome carry son chili tomato area compare prepare,bad,good,-2,2
2071,mix cream ice strawberry pour pancake waffle muffin recipe pomegranate frozen grainy lollipop margarita fluffy,good,good,2,2
2073,natural list ingredient contains raw berry usa book herb gross report health aloe root passion,bad,good,-2,2
2074,pack com www http href fill pie pecan whole can europe clif brewer single larabar,bad,bad,-2,-2
2077,sweet delicious bar milk cereal texture nut yummy almond fill cinnamon oatmeal definitely granola strawberry,good,bad,2,-2
2078,nice hard kind definitely never back please describe expect surprise lighter overpower bring puff enough,bad,bad,-2,-2
2079,thing work seem n't bit quite expect probably i'd recipe bread wish could way either,bad,good,-2,2
2080,free gluten balance salmon wet turkey diet kitten fussy since ocean limit natural important smelly,good,good,2,2
2085,bottle shipping excellent available everyone plastic pleased delivery offer glass lemon seller mint travel sample,bad,good,-2,2
2086,chew pod pound bone toy caramel larger play puppy two minute pet rawh senseo safe,bad,bad,-2,-2
2088,piece everything beef season break pill pepper pocket jack crush medication ear pinch medicine two,bad,bad,-2,-2
2092,need keep seem worth still hand container teeth clean around cheap result thing every basically,bad,good,-2,2
2093,item deal glad become shop anymore disappoint costco donut supply buck sampler third consistent retail,good,good,2,2
2095,feel friend health fact notice normal particular lower otherwise sort crisp sensitive gummy heart dairy,bad,bad,-2,-2
2096,case salty live suggest sour hooked crispy cheddar tangy heaven regret less garbage since smallest,bad,bad,-2,-2
2097,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear lime,good,bad,2,-2
2099,pack variety com www http href fill stash pie grey earl gourmet twinings bigelow bergamot,bad,bad,-2,-2
2101,year old month popcorn week baby ago jerky son daughter home picky pill puppy training,bad,good,-2,2
2102,bit lot long roast half dark away full run rich flavorful miss ground person stay,bad,good,-2,2
2103,size old month easy small baby start quickly jerky year daughter son thanks perfect large,bad,good,-2,2
2105,dry feel pasta brown stomach cook pill extremely liver dont tiny sensitive effect guy freeze,bad,bad,-2,-2
2106,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product duck grill real,good,good,2,2
2110,easy fruit top family plus nut apple cake extra hit caramel mixed mess banana travel,bad,good,-2,2
2111,nice hard kind never back please mountain overpower describe puff surprise lighter bring compare rarely,bad,good,-2,2
2112,year two size old every last month start week since several baby long ago three,good,good,2,2
2116,pretty especially often set mind point instant five decent total overall roll via oat plenty,bad,bad,-2,-2
2118,packet hot ice machine breakfast morning leaf cream mild iced cold indiv pot cocoa pour,bad,bad,-2,-2
2121,green powder vitamin form supplement teaspoon tablespoon protein nutritional load outstanding smoothie grass calcium mineral,good,good,2,2
2123,sauce serve regular per save bit hot red spicy pepper ounce subscribe heat option single,bad,bad,-2,-2
2126,absolutely white fast super service customer return terrible satisfied horrible replace sticky process experience disgust,bad,good,-2,2
2127,n't think money either juice fine color guess wrong waste could throw show end picture,bad,good,-2,2
2129,dog treat training liver greenies ball dog's pup puppy beneful teeth owner reward beagle pet,good,good,2,2
2131,per red spicy pepper heat option ounce brownie kick alone alternative mill single jalapeno popchips,good,bad,2,-2
2133,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra way folgers,bad,bad,-2,-2
2134,without help definitely anyone super oatmeal body skin okay recently fall gas mom seriously wash,bad,good,-2,2
2135,rice meal content ginger contain dinner sprinkle cooked thai fairly snap they've firm palm stew,good,good,2,2
2136,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something crave dip yum without terrific,good,good,2,2
2137,cooky cookie mouth raspberry thin brownie fudge xylitol oreo package creme gooey think pan soft,good,bad,2,-2
2139,review smell bad know i'll people disappointed since read think reviewer open agree base write,bad,good,-2,2
2140,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious sugary tooth,good,good,2,2
2144,quality chicken meat ingredient vegetable base purchasing salmon pricey turkey tuna hazelnut steak filler premium,good,good,2,2
2146,pack com www http href fill pie can pecan europe whole clif larabar single cherry,bad,bad,-2,-2
2147,something put sure thought anything nothing end else stick let everything know turn there's course,bad,good,-2,2
2148,container pet teeth vet clean result research cheap basically issue breath greenies major manufacturer junk,bad,good,-2,2
2149,work hour energy husband minute feel effect boost shot pizza ent actually caffeine crust sleep,bad,good,-2,2
2152,quality organic expensive leaf pleased ground high eye since fact although preference certify among club,bad,good,-2,2
2153,work recipe surprised sample future travel careful damage pleasantly early chef fault co-worker caviar brick,bad,bad,-2,-2
2154,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra folgers way,good,bad,2,-2
2156,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin canola extra regularly,good,good,2,2
2157,www http href com roast pie dark chocolate pack wolfgang puck g<br ham smokehouse fudge,bad,bad,-2,-2
2158,feel hour energy work shot pizza boost effect crust lack favor felt need sleep faster,bad,bad,-2,-2
2159,can't almond blue wait iced cocoa magnesium beat diamond reminds alot wasabi nutrient rda bowel,bad,bad,-2,-2
2160,regular serve per red spicy pepper single fan option heat alternative kick fry overpower alone,bad,bad,-2,-2
2161,strong highly flavorful twice cherry stronger slight wake san chamomile clam pricing weaker shake bay,bad,bad,-2,-2
2165,feed change switch diet wellness vet eats crazy year formula pet kibble old science puppy,bad,bad,-2,-2
2166,cheese bread chili garlic sauce thai pan pizza curry crust whip dip chef boil rub,good,bad,2,-2
2167,grocery cost able home deliver run trip shelf visit plant door ask realize live gallon,good,good,2,2
2171,chew pod pound bone toy larger caramel puppy play two minute rawh senseo ear safe,bad,bad,-2,-2
2172,free gluten salmon balance wet bpa turkey higher sol fussy cancer tomato allergy know ocean,bad,bad,-2,-2
2175,butter peanut apple orange aware poor jelly grape choke possibly risk formula belly and<br twenty,good,bad,2,-2
2176,strong prefer bold orange ginger medium shake weak cherry stronger subtle intense bitterness slight twice,bad,bad,-2,-2
2177,regular serve per red spicy pepper single option heat alternative kick fan fry overpower however,good,bad,2,-2
2178,mix problem pay leave ball sent crystal batch waffle never scoop could heavy litter light,bad,bad,-2,-2
2179,sauce rice meal cook soy dish thick dinner cooked brown simple sprinkle consistency restaurant slice,good,good,2,2
2180,pack com www http href fill pie pecan can europe whole clif larabar single brewer,bad,bad,-2,-2
2182,set stash packed grey earl tuna dent beautiful staple twinings sardine bigelow bergamot cola buyer,bad,bad,-2,-2
2183,feed change switch vet diet wellness pet crazy eats formula kibble year science old puppy,bad,good,-2,2
2186,help without morning son oatmeal skin gas mom daily result warm truffle fall fix winter,bad,good,-2,2
2188,chew pod toy pound caramel bone larger play pet two minute rawh puppy target seem,bad,good,-2,2
2191,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia pineapple,bad,good,-2,2
2192,dry feel worth pasta brown stomach money pill extremely liver coat waste dont wet freeze,bad,bad,-2,-2
2193,size month highly start baby quickly glad daughter son thanks every perfect supply since lot,bad,good,-2,2
2194,cereal sell truly unfortunately stale vendor appreciate understand allow fell threw longer fail basis never,bad,good,-2,2
2197,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy,good,good,2,2
2198,sweet delicious bar milk cereal texture fruit nut definitely perfect yummy almond cinnamon oatmeal fill,good,bad,2,-2
2200,ever sell never far hop unfortunately chewy truly pancake version muffin fudge vendor grain whole,bad,bad,-2,-2
2203,thing seem n't enough actually quite kind vanilla expect probably i'd recipe bread cream cake,bad,good,-2,2
2205,oil salt help chew energy gum bone hair body toy olive skin blue night magnesium,bad,bad,-2,-2
2207,organic quality real worth expensive fact leaf care pleased matter loose high premium spend although,bad,bad,-2,-2
2208,pack variety roast com dark www http href pod smooth medium ground cherry pie grey,bad,bad,-2,-2
2209,say feel pretty star worth money that's juice orange especially mind soda waste five instant,good,good,2,2
2211,local grocery cost home able deliver run available trip shelf visit door realize carry cheaper,good,good,2,2
2212,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,good,good,2,2
2213,sweet bar crunchy granola crunch yogurt combination raisin flake almond cranberry nutritious overly tooth sugary,good,bad,2,-2
2214,n't money juice color think guess wrong could fine bought waste either throw show picture,bad,bad,-2,-2
2215,oatmeal skin anyone maple okay hair super pure wash gas body workout seriously truffle quaker,bad,bad,-2,-2
2218,package item receive rice soup fresh disappointed white fast absolutely anyone wrong noodle awesome egg,bad,bad,-2,-2
2222,set stash packed grey earl tuna dent staple twinings sardine bigelow bergamot cola buyer schedule,bad,bad,-2,-2
2223,buying money cheaper bulk dont compare save costco finger spend personally waste hate range pull,bad,good,-2,2
2225,piece beef turn jerky bowl break cut bite picky pill training dont two walk eater,bad,bad,-2,-2
2226,every month family week friend gift ago weight two lose grow already plant year ready,bad,good,-2,2
2228,actually texture cut wheat miss oat biscuit unlike seriously quaker country winner absolute whole swiss,bad,bad,-2,-2
2229,dog treat training liver greenies ball pup dog's puppy owner beneful beagle bully reward lick,good,good,2,2
2231,piece beef jerky bowl turn break picky pill training dont two gravy cut eater bite,bad,bad,-2,-2
2232,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,good,good,2,2
2235,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,good,good,2,2
2236,stuff coconut tell difference cannot told benefit face wow everyday improve pure skin munch admit,bad,bad,-2,-2
2237,arrive second gum hope date online however original past last finish today stale broken shipment,bad,bad,-2,-2
2238,free hard gluten value difficult hair bulk search damage conditioner shampoo prime packaging scalp bacon,bad,good,-2,2
2239,notice life believe show completely face sleep supplement heart fix number common calm habit period,bad,good,-2,2
2240,thing n't quite expect probably i'd either rather normally certainly awful bother dense seaweed devour,bad,bad,-2,-2
2243,ingredient honey list label special contains contain raw test splenda prov berry process china site,bad,good,-2,2
2246,lot big include overall line finish bottom addition perfectly gotten comparable frequently various overwhelm pro,bad,good,-2,2
2247,chew mouth pod pound bone toy ball puppy minute play last two around teeth rawh,bad,bad,-2,-2
2248,mind pot total roll rating flower often classic g<br illy whole cholesterol despite enough delight,bad,good,-2,2
2252,able amaze fill stop glad daily fantastic move plenty prime empty subtle job strongly litter,bad,good,-2,2
2254,definitely regular red serve less cheaper alternative option buying ounce alone however lack twice light,bad,good,-2,2
2257,item deal shop anymore supply donut sampler disappoint buck guy lavazza recieved cornbread go kill,bad,bad,-2,-2
2260,help without anyone definitely oatmeal skin body okay recently gas pure face wash seriously since,bad,bad,-2,-2
2261,oil ever popcorn spice jar pop season cooking olive salad cook top christmas sprinkle microwave,good,bad,2,-2
2262,always case salty awesome live sour hooked tuna suggest cheddar crispy pantry since tangy new,bad,bad,-2,-2
2265,piece everything beef season break pepper pill pocket jack imagine crush tough ear medicine pinch,bad,bad,-2,-2
2271,put thought anything nothing end else stick three chew mouth around something figure turn there's,bad,good,-2,2
2273,hungry feed percent work cat whatever desk three thing formula hour spending indoor back around,bad,good,-2,2
2275,nice hard never kind back please bring overpower surprise describe puff lighter mountain pa stand,bad,bad,-2,-2
2277,easy fruit top family plus nut apple cake hit extra caramel mixed mess banana travel,bad,good,-2,2
2283,something thought put anything nothing probably else stick type opinion boil there's know pumpkin sick,bad,good,-2,2
2287,need keep seem worth still hand container around clean result cheap teeth see thing basically,bad,good,-2,2
2289,bottle shipping grocery cost subscribe delivery pay carry available per seller hazelnut prime charge free,good,good,2,2
2290,vanilla french k-cup aroma chai keurig medium morning k-cups blend light matcha creamer starbucks roast,bad,bad,-2,-2
2291,company available care awesome search sent licorice send contact email business affordable amazon's beyond coupon,good,bad,2,-2
2292,bread recipe flour baking simple traditional toast sandwich mustard member celiac pizza disease rise yeast,good,good,2,2
2297,pretty star fruit juice cut orange mind soda exactly instant substitute raspberry five decent sour,bad,good,-2,2
2299,mix less problem diet cheaper pay need clean switch lot rest house ball leave puppy,bad,good,-2,2
2301,bit cream bold extra tiny ice second remember three two blend type way people almost,bad,bad,-2,-2
2304,right calorie bean low amount fat candy high light content sodium carbs small mango weight,good,good,2,2
2305,item deal shop anymore guy disappoint supply buck donut sampler go lavazza recieved settle cheapest,good,bad,2,-2
2308,work package receive surprised sample recipe future description party careful damage pleasantly n't sure think,bad,good,-2,2
2309,bean indiv espresso ual dress fuel ually flower jet herbal illy wake lipton jasmine throat,bad,bad,-2,-2
2310,vanilla keurig k-cups french k-cup aroma light medium chai blend matcha hint starbucks creamer roast,good,bad,2,-2
2311,calorie protein low fat sodium fiber gram diet carbs carb nutrition high watch intake farm,good,good,2,2
2312,mind starbucks total especially instant roll often via decent set flower classic grape illy mocha,bad,good,-2,2
2314,pack com www http href pie can clif whole larabar pack< coast oz< cfh ancient,bad,good,-2,2
2315,crystal biscuit cola bone margarita cleaning diet prone doberman teeth cuervo pepsi light tartar coke,bad,bad,-2,-2
2317,snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk,good,good,2,2
2320,problem away less pay leave never switch crystal heavy mate spray solution stool kong trash,bad,good,-2,2
2323,cooky cookie raspberry mouth thin brownie fudge xylitol package oreo think gooey creme pan soft,good,bad,2,-2
2328,absolutely grain there's process terrible satisfied experience replace sticky wild disgust lol freshness anyway gag,bad,bad,-2,-2
2329,stuff coconut tell difference cannot told face wow everyday pure improve benefit skin munch comparison,bad,good,-2,2
2332,body almond blue smooth cause magnesium diamond increase reminds blood peppermint nutrient bowel rda source,bad,bad,-2,-2
2334,ever smooth night exactly become soda cappuccino choose beer sweetness fabulous intense maker punch alcohol,bad,good,-2,2
2335,old soup carry stock area discover longer course year tomato since prepare broth seafood prepared,good,good,2,2
2339,put around real top place bowl close liqu bottom follow instead second later instruction cool,bad,bad,-2,-2
2342,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,bad,bad,-2,-2
2346,cooky butter peanut cookie sale we've website newman's spread reasonable biscuit crumb walmart fudge allergic,bad,bad,-2,-2
2350,chip healthy snack tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,good,bad,2,-2
2351,bit almost especially type tiny remember learn interest require honestly class indian perhaps term second,bad,bad,-2,-2
2352,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,good,good,2,2
2355,thing kind though quite seem expect i'd way wish bread probably recipe rather melt bake,bad,good,-2,2
2358,perfect fresh honey packaging cracker plastic condition lover fit convenience packed sit package described mini,bad,bad,-2,-2
2362,snack chip healthy tasty family cheese they're apple alternative potato salty lunch enjoy crave satisfy,good,good,2,2
2366,healthy tasty snack fiber healthier lunch satisfy dip alternative yum touch gram bill usual enjoy,good,good,2,2
2368,tasty healthy snack fiber healthier lunch dip gram satisfy yum alternative enjoy bill touch crunch,good,good,2,2
2369,bit almost type two three especially tiny remember learn second interest could fair require still,bad,bad,-2,-2
2370,back wonderful new home change next amaze issue thank left lose hope life office fantastic,bad,good,-2,2
2371,free cooky butter peanut shipping gluten cookie gum original melt reasonable prime bake vegan walmart,good,bad,2,-2
2372,snack bar cooky cereal butter fruit peanut nut cookie cracker almond oatmeal granola strawberry crunch,good,good,2,2
2373,vanilla french aroma k-cup medium hint matcha creamer bitterness burnt caribou wolfgang grove match puck,bad,bad,-2,-2
2380,arrive second gum hope online date original past already soon finish today broken stale plan,bad,bad,-2,-2
2383,year old easy save soup carry subscribe area since prepare sign tomato seafood almost hip,bad,good,-2,2
2384,put around top popcorn real place pop close bowl batch microwave cool liqu bottom another,bad,good,-2,2
2385,sweet snack bar cooky cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,good,bad,2,-2
2386,snack bar cooky cereal butter fruit peanut nut cookie cracker sweet almond apple crunchy oatmeal,good,bad,2,-2
2389,regular serve light red ounce single alone alternative option less however typically enjoyable popchips calorie,bad,bad,-2,-2
2394,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia ual,bad,bad,-2,-2
2397,new money juice case waste wrong show let guess drop picture either throw color fine,bad,bad,-2,-2
2398,can't almond blue ounce wait cocoa magnesium beat diamond blood reminds cause nutrient alot rda,bad,bad,-2,-2
2400,quality expensive organic leaf pleased high ground eye less fact preservative since preference among certify,bad,good,-2,2
2401,item deal glad become shop anymore disappoint costco buck donut supply third near sampler kill,bad,good,-2,2
2403,something put sure thought anything nothing end else stick let know everything turn there's course,bad,good,-2,2
2406,bottle usually sale glass lemon delivery offer mint broken peach forward plastic half iced mio,bad,bad,-2,-2
2407,cost bpa general consumer drive refill effective woman liter per sadly sodastream tomato synthetic rate,good,bad,2,-2
2409,anything juice wrong guess throw immediately think n't concentrate squeeze actual might could picture strip,bad,bad,-2,-2
2410,free big shipping packaging con value hair search difficult damage clear prime ering dent bacon,bad,good,-2,2
2414,mix need less problem diet cheaper pay lot clean house rest switch leave ball puppy,bad,bad,-2,-2
2415,pretty especially set mind often instant starbucks decent total roll five oat plenty via point,bad,bad,-2,-2
2425,company available awesome sent care licorice search email send affordable business since premium back coupon,bad,good,-2,2
2427,buying money cheaper compare bulk dont costco save personally finger hate spend waste cent range,good,good,2,2
2428,mix cream ice pour strawberry pancake baking waffle muffin pomegranate pan stir frozen whip grainy,good,bad,2,-2
2433,cooky butter peanut gluten cookie sale we've reasonable walmart newman's consistency jam blow raisin allergy,bad,bad,-2,-2
2435,tasty cheese apple lunch crave crunchy healthier satisfy they're dip cheddar crisp school alternative yum,good,good,2,2
2438,chew pod pound toy bone caramel larger play two minute puppy pet rawh safe target,bad,bad,-2,-2
2441,purchase happy see around away place able company ship run date dec throw saw area,bad,good,-2,2
2449,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint yet ground,good,bad,2,-2
2450,mix less problem diet clean switch ball kibble coat spoon convenience leave crystal waffle vet,bad,bad,-2,-2
2452,something put sure thought anything know nothing end else stick let never there's course could,bad,bad,-2,-2
2454,bar sweet crunchy yummy cinnamon granola crunch yogurt raisin combination cereal flake almond blueberry addict,good,bad,2,-2
2456,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme gooey pan think package soft,good,bad,2,-2
2457,sweet bar crunchy granola yogurt raisin flake cranberry nutritious overly tooth blueberry bran cluster wafer,bad,bad,-2,-2
2459,chicken meat vegetable purchasing hazelnut ingredient filler test we're steak vegetarian by-product duck know grill,good,bad,2,-2
2462,peanut shampoo conditioner scalp clam bear zuke's fda wal-mart trap fudge brittle chowder transaction auto,bad,bad,-2,-2
2463,quite recipe bread wish melt stock baking stir homemade bake certainly awful stuck moist gluten-free,good,bad,2,-2
2466,something put thought anything nothing probably else stick type opinion there's boil end pumpkin sick,bad,good,-2,2
2468,say can't run least believe wait four cocoa dont iced personally alot watery needle canister,bad,good,-2,2
2470,nutrient bbq saffron march habanero board maintain select encounter roland spanish men glico steady prevent,bad,bad,-2,-2
2471,sauce serve per regular save hot red bit spicy pepper ounce subscribe heat option single,bad,bad,-2,-2
2473,strong highly twice cherry stronger sick slight mostly think chamomile san although clam pricing bay,bad,good,-2,2
2474,company available care awesome search sent licorice send email contact since business affordable beyond premium,bad,good,-2,2
2476,cooky rice soup pasta season noodle cookie tomato tuna fudge hol wasabi steak bubble broth,good,bad,2,-2
2478,perfect fresh packaging honey cracker plastic lover condition fit packed convenience seal mini described touch,bad,good,-2,2
2482,shipping exactly stash seller beat grey earl prime charge dent beautiful business pomegranate twinings cent,bad,bad,-2,-2
2488,mix less problem pay leave ball place lot convenience crystal waffle scoop fancy remove litter,bad,good,-2,2
2489,matcha subscription dent movie ginger sour compliment link's yogi leaf yorkshire bagel echinacea lemon annie,bad,bad,-2,-2
2496,butter peanut apple orange jelly grape choke aware poor fact formula belly watch risk transition,bad,bad,-2,-2
2499,shipping exactly seller stash beat grey earl prime charge dent beautiful pomegranate business twinings cent,bad,bad,-2,-2
2502,juice wrong waste throw soda show strawberry money guess drop could immediately bottle concentrate squeeze,good,bad,2,-2
2504,sweet bar milk cereal texture yummy kind cinnamon granola strawberry chewy soft whole crunch blueberry,good,bad,2,-2
2509,every month friend family week gift weight lose ago grow two plant year already several,bad,good,-2,2
2511,stuff coconut case health tell difference cannot believe far benefit notice care pure horrible told,bad,good,-2,2
2514,review see disappointed reviewer call similar write say base read reading another label comment sure,good,good,2,2
2515,hair clear heard wash scent thick shampoo conditioner oily manufacturer shiny scalp apply head shower,good,good,2,2
2518,always case salty awesome live sour tuna hooked cheddar crispy pantry tangy since new less,bad,bad,-2,-2
2520,star potato corn often salty veggie reason kettle addictive garden rating carrot trap earth's sesame,good,good,2,2
2521,rice meal bowl ginger content picky label dinner sprinkle brown eater fairly cooked contain thai,good,good,2,2
2523,n't money juice color think fine guess wrong could either bought waste throw show picture,bad,bad,-2,-2
2524,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang press match puck,good,bad,2,-2
2529,sweet bar crunchy granola crunch yogurt raisin combination snack flake cereal almond cranberry nutritious tooth,good,bad,2,-2
2531,work thing bit way seem n't easy quite expect could probably i'd recipe wish bread,bad,good,-2,2
2532,bread flour toast traditional member mustard celiac recipe baking disease yeast needle dough chinese loaf,good,good,2,2
2535,cookie cooky microwave package chewy chocolate soft annie newton garbage bad toilet plastic bowl put,good,bad,2,-2
2537,vanilla french aroma medium k-cup matcha roast creamer hint bitterness caribou though light wolfgang keurig,bad,bad,-2,-2
2540,value money difficult bulk quantity msg okay bacon what's teeth glutamate monosodium con although potential,bad,bad,-2,-2
2545,easy fruit top family plus nut apple cake hit mixed egg caramel extra banana mess,good,bad,2,-2
