,task,true,model,model_extracted,true_num,classification_metric
1449,ground water wire food engine science current light henry battery test cause hole level circuit,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1450,ground water wire food engine science light current cause test henry hole battery level study,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1451,ground water wire food science engine current henry light bill battery level circuit cwru hole,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1452,ground water wire science bill engine food henry current battery level cwru center circuit outlet,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1453,ground water wire science current engine henry battery circuit outlet light toronto cancer level hole,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1454,ground water wire science current engine henry light battery circuit hole cancer outlet level toronto,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1455,ground water wire science henry engine current battery circuit outlet center toronto cancer level cwru,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1456,ground wire circuit connect panel outlet wiring electrical math neutral cable duke swap current screw,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1457,ground wire circuit outlet wiring cable electrical neutral connect current panel voltage subject plastic conductor,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1458,ground wire circuit outlet wiring cable neutral electrical connect current voltage panel plastic subject conductor,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1459,ground wire circuit outlet wiring neutral voltage connect cable electrical current excellent panel plastic subject,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1460,ground wire circuit panel connect outlet wiring math electrical neutral cable duke swap current subject,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1461,ground wire connect circuit panel outlet wiring electrical math neutral cable duke screw swap subject,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1462,ground wire connect circuit panel outlet wiring electrical math neutral cable duke swap current screw,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1463,ground wire connect panel outlet circuit wiring neutral electrical math cable screw duke swap subject,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1464,ground wire connect panel outlet wiring circuit neutral electrical math cable screw duke swap plastic,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1465,ground wire outlet wiring nrhj offer risc instruction type next excellent gizw season looking nasa,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1466,ground wire outlet wiring panel electrical neutral circuit connect current cable conductor subject hook usually,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1467,ground wire outlet wiring panel electrical neutral circuit connect current cable subject conductor usually hook,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1468,ground wire water circuit printer current battery connect cable outlet voltage wiring electrical panel heat,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1469,ground wire water light current science circuit test engine hole battery henry turn level design,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1470,ground wire water printer circuit connect current battery outlet cable wiring voltage print electrical panel,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1471,ground wire water printer circuit connect cwru outlet print cable current wiring battery voltage electrical,good,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,2,1
1472,ground wire water printer circuit current battery connect cable outlet voltage wiring electrical panel print,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1473,guess koresh wrong wave freenet story nothing cleveland ever previous mind caltech child likely cwru,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1474,guess wave roger wrong tape ryan story previous indiana cleveland ottawa coming freenet udel ever,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1475,guess wave roger wrong tape story ryan previous cleveland indiana ottawa coming freenet ever udel,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1476,guess wrong wave caltech cleveland freenet nothing child whether previous mind story ever quite likely,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1477,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1478,hair clear felt wash end thick scent shampoo conditioner manufacturer heard job opening oily major,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1479,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1480,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1481,hair clear heard wash scent thick shampoo conditioner oily manufacturer shiny scalp apply head shower,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1482,hair clear wash scent heard shampoo thick conditioner oily manufacturer shiny scalp apply seem shower,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1483,hair clear wash scent shampoo conditioner heard oily manufacturer thick shiny scalp seem lead end,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1484,hair conditioner manufacturer trust trash lead cheap ingredient cat feed vet highest thing basically grass,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1485,hair end clear felt thick heard wash opening scent job shampoo manufacturer conditioner major oily,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1486,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1487,hair thick clear heard wash head scent shampoo conditioner oily scalp apply manufacturer shiny shower,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1488,hair thick clear heard wash head scent shampoo conditioner oily scalp apply shiny manufacturer shower,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1489,happy around ship impressed packed condition mother ask directly exactly play email send gold wonder,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1490,happy around ship impressed packed condition mother play ask exactly directly saw finally gold send,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1491,hazelnut gloria ingredient manufacturing facility jean's test vanilla ensure blackberry processing jean please harmful assure,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1492,health cancer medical national increase research center fnal higgins newsletter word volume page among report,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1493,health fact normal lower person particular issue trouble consume possible gummy bear crisp adult system,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1494,health fact normal lower person particular issue trouble consume possible gummy bear system crisp adult,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1495,health medical among increase report cancer april newsletter fnal disease child volume national center tobacco,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1496,health medical increase national cancer report among child april center newsletter page disease research volume,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1497,health medical national cancer increase among report child center april research newsletter page disease volume,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1498,health medical national cancer increase among report child research center april newsletter page fnal volume,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1499,health medical national cancer increase report research child among center fnal newsletter volume page april,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1500,health medical national cancer increase research center report fnal among newsletter child page volume april,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1501,health medical national increase cancer report among child center april research newsletter page disease volume,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1502,health medical report among increase cancer april national child disease center newsletter volume page fnal,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1503,health medical report among increase cancer child center volume disease newsletter national april fnal study,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1504,health medical report among increase center cancer child april national disease newsletter page fnal study,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1505,health medical report increase among cancer national child april center disease newsletter page volume fnal,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1506,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1507,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1508,healthy tasty snack fiber healthier lunch satisfy dip alternative yum touch gram bill usual enjoy,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1509,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1510,hell alaska eternal liar motto main acad crazy camera watch create nsmca able lunatic oakland,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1511,hell alaska eternal liar motto main acad crazy watch able create camera nsmca death lunatic,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1512,hell alaska fool eternal jack motto crazy forever acad liar gene heaven watch adams nsmca,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1513,hell alaska jack eternal forever motto acad main billion gene nsmca wright oakland adams heaven,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1514,hell alaska main eternal jack motto acad gene forever billion nsmca wright adams oakland create,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1515,hell alaska main eternal liar motto camera crazy able create acad lunatic watch nsmca oakland,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1516,hell fool alaska eternal jack motto forever crazy acad liar gene heaven watch nsmca adams,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1517,hell frank uiuc atheist light thought love michael objective ever pres andrew newsgroup uucp atheism,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1518,hell love quote feel brian evil stup death context accept learn live choose sorry maybe,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1519,hell love uiuc frank thought objective ever andrew uucp newsgroup light mine michael sorry james,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1520,hell love uiuc frank thought objective ever keith mine sorry uucp guess nothing newsgroup james,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1521,hell love uiuc frank thought objective ever uucp mine keith sorry newsgroup guess andrew nothing,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1522,hell main alaska eternal motto acad gene detail nsmca mydisplay wright death germany medium limit,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1523,hell main alaska eternal motto acad gene detail nsmca wright jack billion oakland adams forever,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1524,hell main alaska eternal motto acad gene jack billion nsmca detail wright forever adams oakland,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1525,hell main liar eternal motto alaska camera able create lunatic crazy mydisplay detail death watch,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1526,hell main motto liar eternal detail multi screen atheist lunatic able camera limit expect event,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1527,hell quote love evil death brian feel context accept stup live learn agree maybe ever,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1528,hell quote love evil death brian feel context accept stup live learn maybe agree sorry,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1529,hell quote love feel evil stup brian death context accept live learn maybe sorry choose,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1530,helmet bill card check type standard model public belief disk meet signal church level pres,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1531,helmet signal audio switch meet level input june disease bill local receiver sunday size switching,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1532,help chew hour honey energy hair bone toy skin night minute keep work need oatmeal,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1533,help chew hour honey energy minute night hair toy bone skin drop effect trip within,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1534,help chew hour honey energy night hair bone toy keep skin minute need last sleep,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1535,help chew hour honey energy night hair bone toy skin minute keep need sleep last,bad,YES TEXT: help chew hour honey energy night hair bone toy skin minute keep need sleep last ,2,-2,1
1536,help chew hour honey energy night hair minute toy bone skin drop trip effect gas,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1537,help chew keep hour honey energy bone minute toy skin need night work trip training,bad,YES TEXT: help chew keep hour honey energy bone minute toy skin need night work trip training ,2,-2,1
1538,help chew keep hour honey energy night hair toy minute bone skin work need trip,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1539,help coconut difference tell cannot benefit everyday pleasant told improve health munch along temperature many,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1540,help coconut tell difference cannot along benefit told everyday improve pleasant munch chill admit literally,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1541,help hour honey energy keep night hair minute bone toy skin need work last chew,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1542,help keep chew hour honey energy hair night minute bone toy skin work need trip,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1543,help oatmeal son without morning skin gas mom result truffle winter daily fix warm strength,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1544,help without anyone definitely oatmeal skin body okay recently gas pure face wash seriously since,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1545,help without definitely anyone oatmeal skin body okay recently gas pure face seriously wash heard,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1546,help without morning oatmeal son skin gas mom result truffle daily warm winter fix strength,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1547,help without morning son oatmeal skin gas mom daily result warm truffle fall fix winter,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1548,henry access appear digex toronto orbit spencer weaver mass captain harris nasa level phone certain,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1549,henry access appear toronto digex captain mass spencer star orbit harris weaver hole theory universe,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1550,henry access appear toronto digex captain star mass spencer hole harris weaver theory orbit universe,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1551,henry access appear toronto digex orbit captain spencer mass weaver harris star hole universe theory,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1552,henry appear access orbit phone experience digex price nasa toronto level certain trade appreciate comet,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1553,henry appear toronto black trade cover hole digex access light captain star company alaska level,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1554,henry appear toronto trade digex hole cover black access light level captain star company theory,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1555,henry toronto appear digex trade cover access hole level captain light star theory black company,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1556,henry toronto digex captain star energy appear fred harris weaver spencer cover informatik universe excellent,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1557,henry toronto digex star captain energy appear fred harris weaver spencer cover informatik universe hamburg,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1558,high syrup artificial sweetener chemical sweeten maple extract agave blueberry fructose corn claim diabetic fake,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1559,hockey player goal penalty league flyer mouse shot pick scott playoff series move pass city,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1560,hockey player league season goal penalty playoff pick shot flyer puck hitter series final city,good,YES TEXT: hockey player league season goal penalty playoff pick shot flyer puck hitter series final city ,2,2,1
1561,hockey player season goal league leaf playoff division pick flyer shot penalty wings next pittsburgh,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1562,hockey player season goal league leaf playoff flyer division penalty wings shot next draft pittsburgh,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1563,hockey season player goal league leaf playoff flyer penalty division wings next shot draft final,good,YES TEXT: hockey season player goal league leaf playoff flyer penalty division wings next shot draft final ,2,2,1
1564,holland agent cult yesterday department tear compass douglas texas student staff miller tempest princeton colostate,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1565,holland investigation cult tempest colostate douglas star nixon probe study department sort left hitter trek,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1566,holland newspaper chapter staff engineer douglas princeton tempest colostate nixon jose senior executive phoenix chemical,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1567,home woman left city days wife mother building apartment father room live turn throw night,bad,YES TEXT: home woman left city days wife mother building apartment father room live turn throw night ,2,-2,1
1568,homosexual andrew james cleveland cwru lost chris cramer freenet internet bitnet gatech virginia phil michael,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1569,homosexual cramer male sexual clayton gatech prism hell houston navy rose behanna atlanta optilink homosexuality,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1570,homosexual cramer male sexual gatech clayton phil prism hell houston rose navy behanna atlanta optilink,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1571,homosexual cramer phil gatech sexual male clayton prism hell houston rose navy behanna atlanta optilink,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1572,homosexual cwru andrew james cleveland lost chris cramer freenet internet bitnet phil gatech virginia michael,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1573,honey cracker cap graham stack jar bee america transit indiv fountain seal bug crisp raw,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1574,honey list special prov test contains raw berry splenda site learn china warn tree gross,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1575,honey list special raw splenda contains berry usa cap herb china report gross root prov,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1576,honey list special raw splenda contains berry usa china herb cap gross report root twist,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1577,hot buying sauce per save cost cheaper red serve spicy pepper ounce subscribe pay heat,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1578,hot different keurig salad k-cup others brewer curry paste cold k-cups square filter grove dress,bad,YES TEXT: hot different keurig salad k-cup others brewer curry paste cold k,2,-2,1
1579,hot different many others gift salad name filter keurig available dress choose suggest square creamy,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1580,hot different many others gift salad name filter keurig kind creamy dress way perfect choose,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1581,hot different many others gift salad name filter kind creamy dress perfect choose way suggest,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1582,hot different others keurig k-cups ground k-cup salad name filter brewer dress totally choose standard,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1583,hot keurig salad k-cup cold brewer filter dress curry paste others creamy square grove call,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1584,hot milk cold stomach diet soy substitute shake warm sensitive nasty dissolve upset start pain,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1585,hot milk cold stomach diet substitute shake warm sensitive nasty dissolve soy upset pain dairy,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1586,hot milk cold stomach diet substitute shake warm sensitive nasty soy dissolve upset pain dairy,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1587,hot milk cold stomach diet substitute shake warm sensitive soy nasty dissolve upset pain dairy,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1588,hot milk diet stomach cold soy shake substitute sensitive nasty start dissolve upset warm n't,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1589,hot milk diet stomach cold soy shake substitute start nasty sensitive upset dissolve n't warm,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1590,hot milk diet stomach cold soy substitute shake sensitive nasty warm dissolve upset start pain,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1591,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1592,hot packet cream ice machine leaf cold mild iced indiv pot cocoa breakfast pour convenient,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1593,however regular serve per red spicy pepper single ounce heat option kick alternative fry alone,bad,YES TEXT: however regular serve per red spicy pepper single ounce heat option kick alternative fry alone ,2,-2,1
1594,hungry feed percent work cat whatever desk three thing formula hour spending indoor back around,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1595,image cramer free user email input price clayton design large project cost tool contact standard,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1596,image graphics format package tool send object site directory analysis email user code unix plot,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1597,image graphics format package user code object motif send application processing database site interface server,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1598,image graphics format package user code unix library motif directory comp site tool contact object,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1599,image graphics format package user code unix library motif directory comp tool site object contact,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1600,image graphics format package user object code send processing site database application convert library interface,good,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,2,1
1601,image graphics format package user unix code library motif directory tool comp site object contact,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1602,image graphics format tool package processing user send analysis site animation database object plot amiga,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1603,image graphics format tool package site send user processing object analysis directory plot contact code,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1604,image graphics format user motif package code object send application server database processing event interface,good,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,2,1
1605,image graphics format user package unix code motif library directory tool object site server comp,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1606,image graphics format user package unix code motif library directory tool site object server comp,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1607,image graphics package format code unix contact user comp site directory library info tool looking,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1608,image graphics package format code unix user contact info comp site directory library looking tool,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1609,image graphics package format info unix code user site contact comp directory library appreciate looking,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1610,image graphics package format object library site user directory processing database code convert routine unix,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1611,image graphics package format object library site user directory processing database code routine convert unix,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1612,image graphics package format object user library site code directory send processing database convert contact,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1613,image graphics package user unix directory anonymous format library site comp keyboard server contact tool,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1614,image graphics package user unix directory anonymous format library site keyboard comp server contact database,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1615,image graphics user contact info package format unix site tool machine directory code type library,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1616,image graphics user format package motif code unix library server object directory send application tool,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1617,image graphics user format package motif code unix server library application object send tool comp,good,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,2,1
1618,image graphics user package unix directory anonymous format keyboard comp site library server contact tool,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1619,image graphics user window code motif format server package send event application object public xlib,bad,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,-2,1
1620,image send graphics driver format human message machine research access child mode able application internet,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1621,image window event user code xlib phone graphics public send package distribution algorithm expose generate,bad,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,-2,1
1622,image window user code public event motif graphics send package application format phone distribution server,bad,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,-2,1
1623,indiv espresso ual dress fuel ually flower jet herbal illy wake donut throat chamomile gloria,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1624,indiv ually waffle melt wrap spread microwave packet ual lunch cooker convenient breakfast stevia nutella,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1625,ingredient chicken meat include label vegetable purchasing salmon pricey hazelnut fish filler gravy turkey premium,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1626,ingredient color corn allergy puppy source stevia research filler allergic list yellow main human soy,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1627,ingredient color corn allergy puppy source stevia research filler allergic main yellow list human soy,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1628,ingredient color corn allergy puppy stevia source research filler main human pet yellow allergic label,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1629,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal allergic,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
1630,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal label,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1631,ingredient color corn stevia allergy source filler puppy research main meal pet human yellow grain,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1632,ingredient corn chicken gluten feed meat pet grain vet wheat allergy wellness liver animal salmon,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
1633,ingredient corn chicken gluten feed meat pet grain wheat vet syrup diet allergy wellness liver,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
