,text,true,model,model_extracted
1862,launch entry build commercial development project rule satellite market european cost output contest remark size,-1,1,1
1863,launch entry build commercial development satellite european rule project market output remark contest cost size,-1,1,1
1864,launch entry build commercial project development rule cost satellite market european output contest remark size,-1,1,1
1865,launch entry build project cost development commercial rule market satellite output contest european remark stage,-2,1,1
1866,launch entry build project cost rule commercial development market satellite output contest remark stage european,2,1,1
1867,launch entry build project development commercial cost rule market satellite european output contest remark size,2,1,1
1868,launch entry build project development cost commercial rule market satellite output european contest remark stage,-1,1,1
1869,launch entry build satellite commercial european rule development market remark project contest output size vehicle,-2,1,1
1870,launch entry build satellite rule commercial european remark development market contest output project size test,0,1,1
1871,launch entry rule build commercial european market satellite output contest remark development contract size project,-1,1,1
1872,launch entry satellite rule remark build european market contest commercial development test output cipher given,-2,1,1
1873,launch nasa mission satellite three maybe adam surface friend baseball probe week research moon propulsion,2,1,1
1874,launch nasa mission shuttle surface adam three satellite maybe research orbiter project ozone probe cost,2,1,1
1875,launch nasa mission shuttle surface lopez orbiter three ozone atmosphere centaur research april adam cost,2,1,1
1876,launch project cost commercial development satellite market contract build stage million vehicle technology venture titan,2,1,1
1877,launch project next cost commercial week baseball aerospace build column money smoke venture market pretty,-2,1,1
1878,left home apartment father mother room door neighbor azerbaijani sumgait woman beat building later crowd,1,1,1
1879,left home apartment father mother room door neighbor azerbaijani sumgait woman building beat later crowd,-2,1,1
1883,libertarian thor vice dream blow steveh hendricks beauchaine bobbe sink eliminate regulation rally steve limited,-2,1,1
1898,looking appreciate advance anybody info email keyboard thank hello greatly experience wonder peter thanx advice,-1,1,1
1899,looking battery advance friend uiuc sell fine craig running month nice email junk grade date,-2,1,1
1900,looking battery advance sell friend uiuc fine running craig email food month grade junk nice,-2,1,1
1901,looking battery friend uiuc steve advance sell fine dyer food month running junk email pain,-2,-1,-1
1902,looking battery sell advance uiuc friend fine email food running grade date quite nice pain,-2,1,1
1903,looking battery uiuc steve friend email food doctor advance month fine dyer pain craig cause,-1,-1,-1
1904,looking friend month mine uiuc nice battery area week notice stuff guess stick date craig,-2,1,1
1905,looking friend month uiuc nice battery running week notice stick guess craig home date wonder,-2,1,1
1906,looking friend nice month week guess uiuc battery notice stuff running maybe home stick quite,-2,1,1
1907,looking friend uiuc battery month craig nice running area stick remember date minutes unfortunately reaction,-2,1,1
1908,looking friend uiuc battery month running craig nice stick fine date notice pretty home quite,-2,1,1
1909,looking friend uiuc battery month steve running craig fine nice junk date remember taste reaction,-2,1,1
1910,looking friend uiuc battery month steve running craig nice date remember junk area stick fine,-2,1,1
1911,looking friend uiuc battery month steve running craig nice remember date junk stick area fine,-2,1,1
1912,looking friend uiuc month battery mine nice stick area minutes doug craig week remember notice,-2,1,1
1913,looking friend week nice month guess stuff uiuc maybe battery home notice running stick quite,-2,1,1
1914,looking friend week nice month guess stuff uiuc maybe battery notice home running quite stick,-2,1,1
1915,lost andrew james disclaimer model hell callison behanna navy houston weight chris thought uoknor init,-2,-1,-1
1916,lost andrew james homosexual cramer chris white internet george clayton bitnet gatech disclaimer michael rose,-2,1,1
1917,lost hell andrew model james disclaimer callison behanna anyway init presentation stick ever houston uoknor,-2,1,1
1918,lost james disclaimer andrew model callison houston navy uoknor behanna init presentation stick bird ucsc,-2,1,1
1919,lost james disclaimer andrew navy houston callison behanna model chris uoknor init bird presentation columbia,-2,1,1
1920,lost james disclaimer andrew navy houston chris callison behanna uoknor init columbia model bird presentation,-2,1,1
1921,lost james disclaimer model houston navy callison andrew weight bird init uoknor presentation behanna height,-2,1,1
1922,lost james disclaimer model houston navy callison andrew weight init uoknor bird presentation height ever,-2,1,1
1923,lost james model disclaimer houston callison navy init uoknor andrew presentation weight bird stick height,-2,1,1
1924,lost james model disclaimer houston navy callison init uoknor andrew presentation weight bird stick height,-2,1,1
1925,lost model init season james callison presentation uoknor hell stick disclaimer navy weight anyway height,-2,-1,-1
1926,lost model james callison houston navy disclaimer presentation init uoknor weight stick andrew height bird,-2,1,1
1937,love court hate charge property francisco dangerous police anti leather inner arens gerard head park,-2,1,1
1938,love court hate property choose francisco anti park money leather laws inner arens loud jacket,-2,-1,-1
1939,love court hate property choose francisco money park anti laws leather loud inner arens jacket,-1,-1,-1
1940,love court hate property francisco anti park charge leather police inner choose laws dangerous money,-1,-1,-1
1941,love court hate property francisco anti park choose leather inner charge arens laws money loud,-2,-1,-1
1942,love court hate property francisco charge anti dangerous police leather inner park arens gerard head,-2,-1,-1
1943,love cwru uiuc thought frank guess sorry wrong keith hell mine nothing uucp objective homosexual,-2,-1,-1
1944,love cwru uiuc thought frank hell keith sorry guess mine wrong nothing objective uucp homosexual,-2,-1,-1
1945,love cwru uiuc thought frank sorry guess hell keith wrong mine nothing objective uucp homosexual,-2,-1,-1
1946,love drug bike laws free court money design choose engine cost head property feel pretty,-1,1,1
1947,love drug court laws property choose police park money head sell wagon ryan plaintiff anti,0,-1,-1
1948,love drug court money choose property berkeley laws hate francisco anti prize head cheap pretty,-2,-1,-1
1949,love drug court property laws park police choose francisco money wagon anti head hate berkeley,-2,-1,-1
1950,love drug laws bike court engine design sell choose head plaintiff property money police kind,-2,-1,-1
1951,love drug laws bike free engine choose money court design property head sell feel kind,-2,1,1
1952,love hell quote feel brian stup evil sorry learn choose accept death fear live context,-2,1,1
1953,love hell quote feel stup brian evil live learn accept sorry death choose context maybe,-2,1,1
1954,love hell quote feel stup brian evil sorry learn choose fear accept death live maybe,-1,1,1
1955,love hell quote feel stup sorry brian evil learn fear choose accept ever live everyone,-1,1,1
1956,love hell quote feel stup sorry brian learn evil fear choose accept ever live everyone,-1,1,1
1957,love hell uiuc thought frank objective keith mine ever sorry guess uucp nothing wrong james,-2,1,1
1958,love uiuc cwru thought guess wrong sorry frank keith hell nothing mine uucp objective homosexual,-2,-1,-1
1959,love uiuc cwru thought hell frank keith guess sorry mine nothing objective wrong uucp ever,-2,1,1
1960,love uiuc cwru thought wrong guess sorry frank keith nothing hell mine uucp objective homosexual,-1,-1,-1
1961,love uiuc hell thought frank cwru keith mine sorry objective guess nothing uucp ever wrong,-2,-1,-1
1962,love uiuc hell thought frank keith objective mine sorry guess nothing ever uucp cwru wrong,-2,-1,-1
1963,love uiuc thought hell cwru frank keith guess mine sorry objective nothing wrong uucp ever,-1,-1,-1
1964,machine cwru card xfree cleveland comment anonymous code freenet driver report looking cause robert check,-2,1,1
1965,machine cwru comment freenet dept cleveland math contact tony programmer previous comp type xfree general,-1,1,1
1966,machine cwru comment xfree cleveland freenet math contact anonymous type report code robert looking card,-2,1,1
1967,machine cwru math cleveland freenet comment comp contact programmer type tony xfree netcom virtual numbers,-1,1,1
1968,machine math card comment cwru numbers anonymous driver xfree cleveland cause report code freenet looking,-2,1,1
1969,machine math cwru comment cleveland freenet xfree contact numbers type comp virtual programmer commercial robert,-2,1,1
1973,main hell motto eternal detail alaska mydisplay gene atheist death germany acad limit nsmca medium,-2,-1,-1
1979,mark care choose days couple marriage free poor parent heart already wilson writing child speech,-1,1,1
1980,mark care couple insurance marriage married coverage rent abortion poor speech wilson marry clinic free,-2,1,1
1981,mark care couple marriage poor married live speech rent abortion coverage child free damn wilson,0,-1,-1
1982,mark care insurance business ohio marriage child parent greg married health magnus couple school money,-2,1,1
1983,mark care insurance business ohio marriage parent child school greg married couple money magnus prince,-1,1,1
1984,mark care insurance business ohio marriage parent greg child married health magnus gainey prince couple,2,1,1
1985,mark couple care marriage married poor coverage rent speech abortion wilson marry free parent clinic,1,1,1
1999,marriage care couple married public gainey child ever business administration release technology congress kind live,1,1,1
2000,marriage care married business couple insurance public health child gainey prince congress ever poor package,-1,1,1
2002,maybe else thought feel everyone ever sorry mind hope quote kind reading stup agree always,-2,1,1
2004,medium tank ticket buffalo hitler white fire black liberal limbaugh dean irvine electric away ncsu,-2,-1,-1
2005,medium tank ticket buffalo liberal limbaugh fire dean white electric irvine hitler black shit stove,-2,-2,-2
2006,medium tank ticket buffalo liberal limbaugh fire dean white electric irvine shit black hitler stove,-2,-2,-2
2007,medium tank ticket hitler buffalo fire white limbaugh black liberal dean ncsu nazi electric irvine,-1,-1,-1
2008,medium west bank joke israeli suck bias palestinian israel report territory anas orion mitre event,-2,1,1
2009,medium west bank joke suck bias israeli palestinian israel report territory orion anas mitre event,-2,1,1
2010,message apple colorado simms receive sent record simm account arthur toshiba thought uchicago teel configuration,-2,-1,-1
2011,message apple colorado simms record simm thought arthur toshiba getting receive account wonder sent teel,-1,1,1
2012,michael child koresh judge phil rutgers witness tear branch trial rock cult ians ence kaldis,-1,1,1
2013,michael child koresh phil judge rutgers trial witness rock ence radio kaldis georgia ians associate,-2,1,1
2014,michael radio rutgers rock intelligence view associate amateur kaldis georgia covington broadcast mcovingt record central,-2,1,1
2015,michael radio view rutgers associate rock intelligence reflect amateur kaldis georgia covington broadcast express mcovingt,-2,1,1
2017,mike clinton class charles movie supposedly gonna sean frame dont quicktime success raise deficit unknown,-2,-1,-1
2018,mike clinton class proper batf charles regard raise unknown dont within success bush bill separate,-2,1,1
2019,mike clinton class proper charles batf success regard unknown raise dont bill within bush fear,-1,1,1
2020,mike clinton class proper charles batf success regard unknown raise dont within separate bill bush,-2,1,1
2021,mike cwru freenet cleveland previous canada stephen joke ryan stand student funny story tony wave,-2,1,1
2022,militia request arms amendment address bear send constitution regulate shall free organize receive form cache,2,1,1
2023,militia request arms amendment bear send address constitution regulate shall organize free text sentence infringe,2,1,1
2033,mine option uunet station cramer clayton optilink consent oracle relations module sexual homosexual orientation mutual,-2,1,1
2034,mine option uunet station cramer clayton optilink consent oracle relations module sexual orientation homosexual pyram,-1,-1,-1
2035,mine option uunet station cramer clayton optilink consent sexual oracle homosexual relations module orientation pyram,0,-1,-1
2036,mine station uunet cramer option clayton optilink homosexual consent service oracle phone relations module pyram,-2,-1,-1
2039,mission nasa earth orbit shuttle absolute lunar moon probe mars satellite launch solar planetary telescope,2,1,1
2070,model engine lock band rocket exhaust door cylinder bottom motor tune wagon loud steal liter,2,1,1
2071,model engine lock radar band detector motor exhaust rocket steal door sport wagon foot tune,-2,1,1
2072,modem bill port serial stratus distribution connect packet special company rocket several baud interrupt news,-2,1,1
2073,modem bill stratus company batf serial port distribution fire scott packet compound bell connect talk,0,1,1
2074,modem bill stratus company serial port batf packet fire distribution connect news talk block bell,-2,1,1
2075,modem port serial bill stratus connect distribution packet company block baud rocket next news several,-1,1,1
2076,modem port serial stratus bill connect block packet company distribution baud news next rocket plain,-2,1,1
2077,money company spend insurance happy costs cost private fund proposal perry canadian health magazine free,2,1,1
2078,money spend gary columbia costs health market care happy dare private ucsc country canadian canada,-2,1,1
2079,money spend gary columbia costs market health happy care dare private ucsc perry canadian canada,-2,1,1
2082,monitor apple port board serial simms price chip motherboard upgrade slot plug supply cable purchase,0,1,1
2083,monitor card memory machine screen mode colors apple color fast driver speed cards clock resolution,1,1,1
2084,monitor card mode memory screen machine fast cards speed apple clock color hardware colors cache,1,1,1
2085,monitor copy offer sale machine running xterm client price beck andre sell upgrade following looking,-2,1,1
2086,monitor memory card mode screen machine apple fast colors speed cards color clock resolution driver,2,1,1
2087,monitor nick gainey keyboard timer colors always military section attack range maynard forward cards apple,-2,1,1
2088,monitor price board apple port simms sell slot shipping purchase chip adapter plug sony cards,0,1,1
2089,monitor speed card fast mode cards machine memory clock hardware processor upgrade cache color slow,2,1,1
2090,monitor speed fast card mode cards hardware machine memory upgrade clock processor slow performance cache,2,1,1
2091,monitor speed fast card mode cards upgrade hardware memory clock machine processor slow performance cache,2,1,1
2093,moral argument keith ence imply whether livesey conclusion saying catholic professor fallacy definition sense discussion,-2,1,1
2094,moral catholic livesey keith imply morality professor animal community solntze saying goal whether murder species,-2,-1,-1
2095,moral keith animal livesey morality goal solntze imply behavior school community murder saying whether talking,-2,1,1
2096,moral keith animal morality livesey goal behavior school imply solntze caltech community murder natural talking,-2,1,1
2097,moral keith caltech define morality definition animal human natural livesey action goal murder behavior wrong,-1,1,1
2098,moral keith caltech school animal morality livesey goal behavior definition natural community humans solntze learning,-1,1,1
2099,moral keith catholic morality livesey imply community goal saying whether young define murder animal definition,-2,1,1
2100,moral keith define morality definition caltech livesey goal animal behavior murder school young human talking,-2,1,1
2101,moral keith morality catholic livesey definition community caltech define imply young goal behavior saying murder,0,1,1
2102,moral keith morality definition livesey caltech define community young goal behavior murder imply saying catholic,-2,1,1
2103,moral livesey animal keith solntze morality goal imply school behavior saying community murder whether ence,-2,1,1
2104,moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business,-2,1,1
2105,moral objective science morality animal keith values scientific humans pain livesey frank behavior south natural,0,1,1
2106,moral objective science morality animal values keith scientific humans pain livesey behavior south natural frank,0,1,1
2107,moral objective science morality keith animal frank values scientific humans livesey natural behavior pain south,2,1,1
2108,moral objective science morality keith animal values scientific frank humans livesey behavior truth natural south,2,1,1
2109,moral school keith caltech animal morality human livesey definition natural behavior goal humans learning solntze,-2,1,1
2110,moral school keith caltech animal morality human livesey definition natural behavior humans goal learning solntze,-2,1,1
2125,motherboard appreciate info test type graphics internet upgrade access setup cmos mode experience error anybody,2,1,1
2126,mouse apple robert fast processor move speed slow week clock pretty music microsoft chicago jason,-1,1,1
2127,mouse apple robert processor move fast speed week music microsoft slow pretty chicago clock jason,-2,1,1
2128,mouse apple robert processor move fast speed week slow pretty clock music microsoft chicago jason,0,1,1
2129,mouse application week robert move speed fast carry processor chicago graphics anyway weapon away distribution,-2,1,1
2130,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie test virus keyboard typing vesselin,-1,-1,-1
2131,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin,-1,1,1
2132,mouse helmet move carry live week rate andy police figure stuff remember auto robert maybe,-2,1,1
2133,mouse helmet police jason face ticket shooting auto weapon knife revolver rates semi criminal handgun,-2,-1,-1
2134,mouse helmet police jason shooting auto weapon knife ticket revolver rates semi criminal face handgun,2,-1,-1
2135,mouse helmet police jason ticket face shooting auto weapon knife revolver rates semi criminal handgun,2,-2,-2
2136,mouse helmet police jason ticket face shooting music auto weapon revolver rates knife semi criminal,0,-2,-2
2137,mouse move robert processor speed clock chicago week fast motorola microsoft jason slow pretty somebody,-2,1,1
2138,mouse move robert week processor chicago speed fast application microsoft anyway carry wait powerpc info,-1,1,1
2139,mouse movie informatik typing hamburg sean keyboard move injury break bontchev quicktime motion vesselin wrist,-1,1,1
2140,mouse movie informatik typing keyboard move sean hamburg break injury bontchev quicktime motion vesselin supposedly,-2,1,1
2141,mouse movie typing informatik sean hamburg keyboard move injury bontchev quicktime motion break vesselin info,-1,1,1
2142,mouse robert apple processor move fast week speed music chicago microsoft pretty slow clock jason,-1,1,1
2143,mouse robert processor move apple week fast chicago speed music pretty comp microsoft clock slow,-2,1,1
2144,mouse robert week processor move fast speed carry comp application chicago graphics anyway music tool,-2,1,1
2145,mouse speed fast move robert clock somebody slow processor performance machine jason pretty intel week,-2,1,1
2146,mouse speed robert move fast clock processor somebody slow jason chicago pretty intel week motorola,0,1,1
2147,mouse week move helmet carry fast speed robert police figure auto live semi jason getting,-2,1,1
2148,music japanese weaver motorcycle letter flame engineering member denizen onur yalcin membership technology resume bruce,-2,1,1
2149,music motorcycle letter weaver japanese engineering flame member chuck membership denizen bruce onur yalcin resume,-2,1,1
2150,muslim islam algorithm cipher reference islamic text attack message random public method function crypt ripem,-1,1,1
2151,muslim islam algorithm message islamic attack cipher public random reference text method function crypt ripem,-1,1,1
2152,muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger apple magnus rice activity,-2,1,1
2153,muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger magnus apple rice rushdie,-2,1,1
2154,muslim islam text code function reference islamic attack message cipher algorithm public random crypt ripem,0,1,1
2155,muslim null function code text islam output jaeger gregg subject open reference error date char,-2,-1,-1
2164,nasa anonymous science earth orbit mission code library image news moon reference access general graphics,1,1,1
2165,nasa center image graphics research internet server mike virginia font cancer health send archive news,-1,1,1
2166,nasa earth anonymous code orbit mission science library moon news access reference graphics command general,2,1,1
2167,nasa earth mission orbit launch moon satellite shuttle lunar probe spacecraft mars flight astronomy solar,2,1,1
2168,nasa earth mission orbit moon shuttle satellite lunar flight launch mars probe solar astronomy alaska,2,1,1
2169,nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar astronomy planetary,2,1,1
2170,nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar science astronomy,2,1,1
2171,nasa earth mission orbit moon shuttle satellite lunar probe launch mars flight solar planetary surface,2,1,1
2172,nasa earth mission orbit moon shuttle satellite lunar probe launch mars solar planetary surface telescope,2,1,1
2173,nasa earth orbit mission launch moon satellite shuttle lunar probe spacecraft flight mars rocket solar,2,1,1
2174,nasa earth orbit mission launch satellite moon shuttle lunar probe flight spacecraft rocket mars solar,2,1,1
2175,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight probe spacecraft mars solar,2,1,1
2176,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight spacecraft probe mars solar,2,1,1
2177,nasa earth orbit science mission library launch moon code news access reference shuttle general satellite,2,1,1
2178,nasa launch mission satellite surface maybe friend propulsion probe three season baseball april moon mars,1,1,1
2179,nasa launch mission surface shuttle satellite probe maybe orbiter radar field three propulsion ozone atmosphere,2,1,1
2180,nasa launch orbit mission satellite moon earth shuttle rocket lunar flight spacecraft probe mars solar,2,1,1
2181,nasa launch orbit satellite mission moon earth shuttle rocket lunar flight spacecraft probe mars solar,2,1,1
2182,nasa mission earth orbit launch moon shuttle lunar satellite probe spacecraft absolute mars image science,2,1,1
2183,nasa mission earth orbit moon shuttle lunar satellite probe launch mars solar planetary telescope surface,2,1,1
2184,nasa mission launch surface shuttle radar detector atmosphere field orbiter probe april ozone three pasadena,2,1,1
2185,nasa orbit earth moon satellite lunar mission spacecraft solar shuttle project development mars probe planetary,2,1,1
2186,nasa orbit earth satellite moon lunar mission shuttle spacecraft solar mars planetary flight astronomy project,2,1,1
2187,nasa orbit earth satellite moon mission lunar shuttle spacecraft solar mars planetary flight astronomy telescope,2,1,1
2188,nasa orbit launch mission satellite moon earth shuttle rocket lunar flight probe spacecraft mars solar,2,1,1
2189,nasa orbit satellite earth moon lunar mission spacecraft shuttle solar mars planetary astronomy development project,2,1,1
2190,nasa radar command detector antenna ball baalke loss surface vnews kelvin spacecraft april atmosphere galileo,0,1,1
2191,nasa radar detector command ball antenna baalke loss surface vnews kelvin spacecraft april atmosphere galileo,-2,1,1
2192,nasa radar surface detector ball command antenna atmosphere baalke loss vnews april kelvin spacecraft field,2,1,1
2193,nasa radar surface detector mission ball launch atmosphere field shuttle antenna april probe baalke kelvin,2,1,1
2194,nasa research center science launch earth satellite internet orbit national mission anonymous project address april,2,1,1
2195,nasa research launch center science earth satellite orbit mission project national technology moon april general,2,1,1
2196,nasa research science center launch earth satellite internet orbit national mission anonymous project address april,2,1,1
2197,nasa research science center launch earth satellite orbit anonymous mission internet national news general project,2,1,1
2198,nasa research science center launch earth satellite orbit internet national mission anonymous project april address,1,1,1
2199,nasa saturn fool liar crazy gsfc lawrence lunatic dealer originator advertising dealy marketing billboard gather,-2,1,1
2200,nasa science anonymous earth orbit image mission news library research moon reference code center satellite,2,1,1
2201,nasa science anonymous earth orbit mission image library code news moon reference general access research,2,1,1
2202,nasa science earth anonymous orbit image mission research center news moon satellite reference library launch,2,1,1
2203,nasa science earth anonymous research orbit center image mission news satellite moon launch reference contact,2,1,1
2204,nasa science earth orbit mission launch library moon satellite news reference image shuttle access general,2,1,1
2205,nasa science launch earth orbit research satellite mission center moon image reference contact news general,2,1,1
2206,nasa science research center earth anonymous orbit launch satellite mission news image contact moon reference,2,1,1
2207,nasa science research center earth anonymous orbit mission satellite launch image news contact moon reference,2,1,1
2208,nasa science research center earth launch anonymous satellite orbit mission news internet contact general moon,2,1,1
2209,nasa science research earth center anonymous orbit mission image satellite news launch moon reference contact,2,1,1
2210,nasa shuttle launch catcher lopez spring april atmosphere ozone flight major centaur training titan crew,0,1,1
2218,nazi history party german germany anti page ticket smith hitler publish political document holocaust historical,1,1,1
2219,nazi muslim party found faith proof become ence ticket live criminal quite crime publish others,2,-2,-2
2220,nazi party hitler ticket faith muslim ence found publish milwaukee become rubber history homosexual criminal,-1,-1,-1
2221,nazi party hitler ticket history publish germany page ence german quote milwaukee holocaust faith prove,2,1,1
2222,nazi party hitler ticket history publish germany page german quote ence holocaust milwaukee prove torture,2,-2,-2
2223,nazi party muslim found faith ticket ence become criminal hitler quite publish live crime christ,0,-2,-2
2224,nazi party muslim proof faith hitler ticket found ence publish become dead islam resurrection quote,0,-2,-2
2225,nazi party proof muslim hitler ticket faith ence publish found dead history quote islam resurrection,0,-2,-2
2226,nazi party proof muslim hitler ticket faith publish ence dead found history quote islam resurrection,-2,-1,-1
2250,news anonymous email service message internet usenet colorado conference network member vote user electronic address,1,1,1
2251,news anonymous service usenet internet network email electronic privacy conference public user message congress site,0,1,1
2252,news anonymous service usenet network internet email electronic privacy message user public conference site congress,-2,1,1
2253,news anonymous service usenet network privacy electronic internet email site public user server congress archive,2,1,1
2254,news email anonymous service usenet message internet network newsgroup colorado electronic conference member discussion user,2,1,1
2255,news email anonymous service usenet message network internet colorado newsgroup conference electronic member user discussion,2,1,1
2256,news email anonymous service usenet message network internet newsgroup discussion electronic colorado member conference user,2,1,1
2257,news email usenet anonymous message service network discussion internet newsgroup user electronic member colorado technical,1,1,1
2258,news service anonymous usenet network electronic email privacy internet reader public user message discussion site,0,1,1
2259,news usenet email anonymous message service network discussion internet newsgroup user electronic member technical colorado,1,1,1
2260,newspaper begin sport oracle soldier massacre joel jayne hole yassin fill weekend jewish father stein,-2,-1,-1
2261,newspaper eric sport begin oracle weekend soldier massacre joel jayne hole fill yassin stein girl,-1,-1,-1
2262,newspaper sport begin eric oracle soldier weekend massacre joel jayne hole fill yassin jewish stein,-2,-1,-1
2263,newsreader command dealer loss saturn ford sales arizona deal signature deep cycle ering price light,-1,1,1
2293,nick keyboard gainey attack section timer wayne ever forward range gilmour doug pettefar military plugger,-2,1,1
2294,nist ground water internet distribution contact cooling ncsl tower circuit connect address machine security email,-1,1,1
2304,null muslim code output function text subject jewish build islam application open jaeger reference serial,-2,1,1
2312,objective frank value values morality basis purpose uucp science dwyer reality matter word agree subjective,-2,1,1
2313,objective frank value values morality basis science weight uucp purpose word chuck dwyer subjective wrong,-2,1,1
2314,objective frank value values morality basis weight science uucp purpose word chuck dwyer subjective wrong,-2,-1,-1
2315,objective frank value values morality science basis weight uucp purpose word chuck dwyer wrong nothing,-2,-1,-1
2316,objective frank value values morality weight basis uucp science purpose chuck dwyer word physical face,-2,1,1
2317,objective frank value values morality weight basis uucp science purpose chuck physical dwyer face word,-2,1,1
2318,objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong,-2,1,1
2319,objective science values frank morality truth dwyer value subjective word body wrong uucp wonder command,-2,1,1
2320,objective values science frank truth morality email body word talk wonder dwyer looking child left,-2,1,1
2322,offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand,-1,1,1
2323,offer copy monitor sale excellent email asking manual condition title tape cover trade distribution brand,-1,1,1
2324,offer copy monitor sale excellent email manual asking condition title cover tape distribution brand trade,0,1,1
2325,offer copy monitor sale excellent email manual asking condition title option cover brand tape distribution,-2,1,1
2326,offer copy monitor sale excellent email manual condition asking option title cover brand distribution upgrade,-1,1,1
2327,offer copy sale asking condition manual email title sell price excellent brand original shipping send,2,1,1
2328,offer copy sale asking condition manual sell title email excellent brand price original shipping send,2,1,1
2329,offer copy sell sale shipping asking condition original excellent manual price selling email brand title,0,1,1
2330,offer monitor sale copy excellent condition machine sell xterm option price running distribution cover title,0,1,1
2331,offer monitor sale copy excellent condition option machine xterm sell cover manual title distribution asking,-2,1,1
2332,offer monitor sale copy price machine condition running excellent sell xterm option distribution asking following,-1,1,1
2333,offer sale copy monitor sell xterm price machine sequence client title upgrade option asking running,2,1,1
2334,offer sale sell condition asking price brand manual title distribution utility copy excellent model upgrade,1,1,1
2335,offer sell sale asking shipping condition manual excellent original brand selling item title email following,1,1,1
2338,ohio ford poster homosexual sensor homosexuality magnus relationship times proof love boeing turn oxygen hughes,-1,1,1
2339,ohio homosexual ford homosexuality sensor proof times poster friend boeing wife oxygen magnus joseph family,-2,1,1
2387,onur yalcin weaver history japanese argument child technology receive taking agree frank music archer specific,-2,1,1
2390,orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope,2,1,1
2391,orbit nasa earth moon satellite lunar mission spacecraft project probe solar mars shuttle flight development,2,1,1
2392,orbit nasa lunar satellite moon spacecraft earth pres money henry development probe spend package solar,2,1,1
2406,others religion child model belief asking away looking word assume player faith send father news,-2,1,1
2469,palestinian israel israeli suck west cand territory arab bank palestine stup bias agree human land,-2,1,1
2470,party nazi german germany anti ticket hitler history holocaust page torture publish political semitism quote,2,-1,-1
2471,party nazi german germany anti ticket hitler holocaust history page torture publish political semitism quote,2,-2,-2
2476,paul crime homic laws rate sabbath study risk worship rates death handgun city vancouver black,1,-1,-1
2477,paul homic crime laws sabbath worship rate study risk handgun death pres rates vancouver seattle,-2,-1,-1
2478,paul homic crime laws worship rate sabbath study risk handgun rates death vancouver seattle black,-2,-1,-1
2479,paul homic laws crime worship rate sabbath study risk handgun rates death vancouver seattle black,-2,-1,-1
2480,paul homic pres crime laws sabbath study rate risk city worship handgun rates death kill,-1,-1,-1
2481,paul homic rate laws worship study sabbath crime risk rates handgun vancouver death seattle city,-2,-1,-1
2482,paul laws crime rate homic risk worship sabbath study rates death handgun vancouver seattle black,-1,-1,-1
2483,paul laws crime rate homic study risk worship sabbath rates death handgun vancouver seattle higher,-2,1,1
2484,paul laws rate crime homic risk study worship rates sabbath vancouver higher handgun seattle death,-2,-1,-1
2485,paul laws rate risk crime homic study rates worship sabbath vancouver higher handgun seattle author,-2,1,1
2486,paul pres homic sabbath laws crime study worship risk rate handgun death firearm rates kill,-2,-1,-1
2487,paul rate laws risk homic rates study crime worship sabbath higher vancouver handgun seattle author,-2,1,1
2488,paul rate risk laws homic rates study worship sabbath crime higher vancouver handgun seattle city,-2,1,1
2489,paul rate study homic risk worship sabbath rates handgun crime vancouver seattle death matt laws,-2,-1,-1
2490,paul rate study homic risk worship sabbath rates handgun crime vancouver seattle laws death matt,-2,-1,-1
2491,paul rate study homic risk worship sabbath rates handgun matt vancouver crime seattle death likely,-2,-1,-1
2520,period baseball boston player season pittsburgh brave ball pitch dave smith pitcher chicago alaska third,2,1,1
2521,period boston baseball pittsburgh player chicago dave pitch alaska season brave jack detroit smith third,0,1,1
2522,period boston pittsburgh player baseball dave pitch chicago season brave third pitcher score detroit louis,2,1,1
2523,period boston pittsburgh player score detroit third chicago dave toronto louis baseball murray lemieux yankee,0,1,1
2524,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto save shot,2,1,1
2525,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto score save,-2,1,1
2526,period boston player pittsburgh score dave pitch baseball third detroit chicago yankee toronto murray louis,-2,1,1
2527,period boston player pittsburgh score dave third detroit chicago baseball toronto pitch yankee louis murray,-2,1,1
2528,period boston player score pittsburgh baseball dave pitch third detroit yankee chicago season toronto murray,2,1,1
2529,period pittsburgh baseball boston player chicago detroit trade dave jack louis alaska toronto score division,2,1,1
2530,period pittsburgh boston player baseball chicago detroit dave louis third toronto score brave pitch murray,2,1,1
2531,period pittsburgh player baseball division score detroit chicago louis boston jack dave lemieux third wings,2,1,1
2532,period pittsburgh player boston detroit chicago third louis lemieux score toronto dave scorer division murray,2,1,1
2533,period pittsburgh player chicago louis scorer third detroit hartford boston shot lemieux dave division hall,2,1,1
