,true,model,wordset,model_num,true_num
1981,neutral,good,mark care couple marriage poor married live speech rent abortion coverage child free damn wilson,2,0
1982,bad,good,mark care insurance business ohio marriage child parent greg married health magnus couple school money,2,-2
1983,rather_bad,good,mark care insurance business ohio marriage parent child school greg married couple money magnus prince,2,-1
1984,good,good,mark care insurance business ohio marriage parent greg child married health magnus gainey prince couple,2,2
1985,rather_good,good,mark couple care marriage married poor coverage rent speech abortion wilson marry free parent clinic,2,1
1999,rather_good,good,marriage care couple married public gainey child ever business administration release technology congress kind live,2,1
2000,rather_bad,good,marriage care married business couple insurance public health child gainey prince congress ever poor package,2,-1
2002,bad,good,maybe else thought feel everyone ever sorry mind hope quote kind reading stup agree always,2,-2
2004,bad,bad,medium tank ticket buffalo hitler white fire black liberal limbaugh dean irvine electric away ncsu,-2,-2
2005,bad,bad,medium tank ticket buffalo liberal limbaugh fire dean white electric irvine hitler black shit stove,-2,-2
2006,bad,bad,medium tank ticket buffalo liberal limbaugh fire dean white electric irvine shit black hitler stove,-2,-2
2007,rather_bad,good,medium tank ticket hitler buffalo fire white limbaugh black liberal dean ncsu nazi electric irvine,2,-1
2008,bad,bad,medium west bank joke israeli suck bias palestinian israel report territory anas orion mitre event,-2,-2
2009,bad,bad,medium west bank joke suck bias israeli palestinian israel report territory orion anas mitre event,-2,-2
2010,bad,bad,message apple colorado simms receive sent record simm account arthur toshiba thought uchicago teel configuration,-2,-2
2011,rather_bad,bad,message apple colorado simms record simm thought arthur toshiba getting receive account wonder sent teel,-2,-1
2012,rather_bad,bad,michael child koresh judge phil rutgers witness tear branch trial rock cult ians ence kaldis,-2,-1
2013,bad,good,michael child koresh phil judge rutgers trial witness rock ence radio kaldis georgia ians associate,2,-2
2014,bad,good,michael radio rutgers rock intelligence view associate amateur kaldis georgia covington broadcast mcovingt record central,2,-2
2015,bad,good,michael radio view rutgers associate rock intelligence reflect amateur kaldis georgia covington broadcast express mcovingt,2,-2
2017,bad,bad,mike clinton class charles movie supposedly gonna sean frame dont quicktime success raise deficit unknown,-2,-2
2018,bad,good,mike clinton class proper batf charles regard raise unknown dont within success bush bill separate,2,-2
2019,rather_bad,good,mike clinton class proper charles batf success regard unknown raise dont bill within bush fear,2,-1
2020,bad,good,mike clinton class proper charles batf success regard unknown raise dont within separate bill bush,2,-2
2021,bad,good,mike cwru freenet cleveland previous canada stephen joke ryan stand student funny story tony wave,2,-2
2022,good,good,militia request arms amendment address bear send constitution regulate shall free organize receive form cache,2,2
2023,good,good,militia request arms amendment bear send address constitution regulate shall organize free text sentence infringe,2,2
2033,bad,bad,mine option uunet station cramer clayton optilink consent oracle relations module sexual homosexual orientation mutual,-2,-2
2034,rather_bad,bad,mine option uunet station cramer clayton optilink consent oracle relations module sexual orientation homosexual pyram,-2,-1
2035,neutral,bad,mine option uunet station cramer clayton optilink consent sexual oracle homosexual relations module orientation pyram,-2,0
2036,bad,bad,mine station uunet cramer option clayton optilink homosexual consent service oracle phone relations module pyram,-2,-2
2039,good,bad,mission nasa earth orbit shuttle absolute lunar moon probe mars satellite launch solar planetary telescope,-2,2
2070,good,good,model engine lock band rocket exhaust door cylinder bottom motor tune wagon loud steal liter,2,2
2071,bad,good,model engine lock radar band detector motor exhaust rocket steal door sport wagon foot tune,2,-2
2072,bad,good,modem bill port serial stratus distribution connect packet special company rocket several baud interrupt news,2,-2
2073,neutral,good,modem bill stratus company batf serial port distribution fire scott packet compound bell connect talk,2,0
2074,bad,good,modem bill stratus company serial port batf packet fire distribution connect news talk block bell,2,-2
2075,rather_bad,good,modem port serial bill stratus connect distribution packet company block baud rocket next news several,2,-1
2076,bad,good,modem port serial stratus bill connect block packet company distribution baud news next rocket plain,2,-2
2077,good,good,money company spend insurance happy costs cost private fund proposal perry canadian health magazine free,2,2
2078,bad,bad,money spend gary columbia costs health market care happy dare private ucsc country canadian canada,-2,-2
2079,bad,bad,money spend gary columbia costs market health happy care dare private ucsc perry canadian canada,-2,-2
2082,neutral,good,monitor apple port board serial simms price chip motherboard upgrade slot plug supply cable purchase,2,0
2083,rather_good,good,monitor card memory machine screen mode colors apple color fast driver speed cards clock resolution,2,1
2084,rather_good,good,monitor card mode memory screen machine fast cards speed apple clock color hardware colors cache,2,1
2085,bad,good,monitor copy offer sale machine running xterm client price beck andre sell upgrade following looking,2,-2
2086,good,good,monitor memory card mode screen machine apple fast colors speed cards color clock resolution driver,2,2
2087,bad,good,monitor nick gainey keyboard timer colors always military section attack range maynard forward cards apple,2,-2
2088,neutral,good,monitor price board apple port simms sell slot shipping purchase chip adapter plug sony cards,2,0
2089,good,good,monitor speed card fast mode cards machine memory clock hardware processor upgrade cache color slow,2,2
2090,good,good,monitor speed fast card mode cards hardware machine memory upgrade clock processor slow performance cache,2,2
2091,good,good,monitor speed fast card mode cards upgrade hardware memory clock machine processor slow performance cache,2,2
2093,bad,bad,moral argument keith ence imply whether livesey conclusion saying catholic professor fallacy definition sense discussion,-2,-2
2094,bad,bad,moral catholic livesey keith imply morality professor animal community solntze saying goal whether murder species,-2,-2
2095,bad,bad,moral keith animal livesey morality goal solntze imply behavior school community murder saying whether talking,-2,-2
2096,bad,bad,moral keith animal morality livesey goal behavior school imply solntze caltech community murder natural talking,-2,-2
2097,rather_bad,good,moral keith caltech define morality definition animal human natural livesey action goal murder behavior wrong,2,-1
2098,rather_bad,bad,moral keith caltech school animal morality livesey goal behavior definition natural community humans solntze learning,-2,-1
2099,bad,bad,moral keith catholic morality livesey imply community goal saying whether young define murder animal definition,-2,-2
2100,bad,good,moral keith define morality definition caltech livesey goal animal behavior murder school young human talking,2,-2
2101,neutral,bad,moral keith morality catholic livesey definition community caltech define imply young goal behavior saying murder,-2,0
2102,bad,bad,moral keith morality definition livesey caltech define community young goal behavior murder imply saying catholic,-2,-2
2103,bad,bad,moral livesey animal keith solntze morality goal imply school behavior saying community murder whether ence,-2,-2
2104,bad,bad,moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business,-2,-2
2105,neutral,good,moral objective science morality animal keith values scientific humans pain livesey frank behavior south natural,2,0
2106,neutral,good,moral objective science morality animal values keith scientific humans pain livesey behavior south natural frank,2,0
2107,good,good,moral objective science morality keith animal frank values scientific humans livesey natural behavior pain south,2,2
2108,good,good,moral objective science morality keith animal values scientific frank humans livesey behavior truth natural south,2,2
2109,bad,bad,moral school keith caltech animal morality human livesey definition natural behavior goal humans learning solntze,-2,-2
2110,bad,bad,moral school keith caltech animal morality human livesey definition natural behavior humans goal learning solntze,-2,-2
2125,good,good,motherboard appreciate info test type graphics internet upgrade access setup cmos mode experience error anybody,2,2
2126,rather_bad,good,mouse apple robert fast processor move speed slow week clock pretty music microsoft chicago jason,2,-1
2127,bad,good,mouse apple robert processor move fast speed week music microsoft slow pretty chicago clock jason,2,-2
2128,neutral,good,mouse apple robert processor move fast speed week slow pretty clock music microsoft chicago jason,2,0
2129,bad,good,mouse application week robert move speed fast carry processor chicago graphics anyway weapon away distribution,2,-2
2130,rather_bad,good,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie test virus keyboard typing vesselin,2,-1
2131,rather_bad,good,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin,2,-1
2132,bad,good,mouse helmet move carry live week rate andy police figure stuff remember auto robert maybe,2,-2
2133,bad,good,mouse helmet police jason face ticket shooting auto weapon knife revolver rates semi criminal handgun,2,-2
2134,good,good,mouse helmet police jason shooting auto weapon knife ticket revolver rates semi criminal face handgun,2,2
2135,good,good,mouse helmet police jason ticket face shooting auto weapon knife revolver rates semi criminal handgun,2,2
2136,neutral,good,mouse helmet police jason ticket face shooting music auto weapon revolver rates knife semi criminal,2,0
2137,bad,bad,mouse move robert processor speed clock chicago week fast motorola microsoft jason slow pretty somebody,-2,-2
2138,rather_bad,good,mouse move robert week processor chicago speed fast application microsoft anyway carry wait powerpc info,2,-1
2139,rather_bad,bad,mouse movie informatik typing hamburg sean keyboard move injury break bontchev quicktime motion vesselin wrist,-2,-1
2140,bad,good,mouse movie informatik typing keyboard move sean hamburg break injury bontchev quicktime motion vesselin supposedly,2,-2
2141,rather_bad,good,mouse movie typing informatik sean hamburg keyboard move injury bontchev quicktime motion break vesselin info,2,-1
2142,rather_bad,good,mouse robert apple processor move fast week speed music chicago microsoft pretty slow clock jason,2,-1
2143,bad,good,mouse robert processor move apple week fast chicago speed music pretty comp microsoft clock slow,2,-2
2144,bad,good,mouse robert week processor move fast speed carry comp application chicago graphics anyway music tool,2,-2
2145,bad,good,mouse speed fast move robert clock somebody slow processor performance machine jason pretty intel week,2,-2
2146,neutral,good,mouse speed robert move fast clock processor somebody slow jason chicago pretty intel week motorola,2,0
2147,bad,good,mouse week move helmet carry fast speed robert police figure auto live semi jason getting,2,-2
2148,bad,bad,music japanese weaver motorcycle letter flame engineering member denizen onur yalcin membership technology resume bruce,-2,-2
2149,bad,bad,music motorcycle letter weaver japanese engineering flame member chuck membership denizen bruce onur yalcin resume,-2,-2
2150,rather_bad,bad,muslim islam algorithm cipher reference islamic text attack message random public method function crypt ripem,-2,-1
2151,rather_bad,bad,muslim islam algorithm message islamic attack cipher public random reference text method function crypt ripem,-2,-1
2152,bad,good,muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger apple magnus rice activity,2,-2
2153,bad,good,muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger magnus apple rice rushdie,2,-2
2154,neutral,bad,muslim islam text code function reference islamic attack message cipher algorithm public random crypt ripem,-2,0
2155,bad,bad,muslim null function code text islam output jaeger gregg subject open reference error date char,-2,-2
2164,rather_good,good,nasa anonymous science earth orbit mission code library image news moon reference access general graphics,2,1
2165,rather_bad,good,nasa center image graphics research internet server mike virginia font cancer health send archive news,2,-1
2166,good,good,nasa earth anonymous code orbit mission science library moon news access reference graphics command general,2,2
2167,good,good,nasa earth mission orbit launch moon satellite shuttle lunar probe spacecraft mars flight astronomy solar,2,2
2168,good,bad,nasa earth mission orbit moon shuttle satellite lunar flight launch mars probe solar astronomy alaska,-2,2
2169,good,bad,nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar astronomy planetary,-2,2
2170,good,good,nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar science astronomy,2,2
2171,good,good,nasa earth mission orbit moon shuttle satellite lunar probe launch mars flight solar planetary surface,2,2
2172,good,bad,nasa earth mission orbit moon shuttle satellite lunar probe launch mars solar planetary surface telescope,-2,2
2173,good,good,nasa earth orbit mission launch moon satellite shuttle lunar probe spacecraft flight mars rocket solar,2,2
2174,good,good,nasa earth orbit mission launch satellite moon shuttle lunar probe flight spacecraft rocket mars solar,2,2
2175,good,good,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight probe spacecraft mars solar,2,2
2176,good,good,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight spacecraft probe mars solar,2,2
2177,good,good,nasa earth orbit science mission library launch moon code news access reference shuttle general satellite,2,2
2178,rather_good,good,nasa launch mission satellite surface maybe friend propulsion probe three season baseball april moon mars,2,1
2179,good,bad,nasa launch mission surface shuttle satellite probe maybe orbiter radar field three propulsion ozone atmosphere,-2,2
2180,good,good,nasa launch orbit mission satellite moon earth shuttle rocket lunar flight spacecraft probe mars solar,2,2
2181,good,good,nasa launch orbit satellite mission moon earth shuttle rocket lunar flight spacecraft probe mars solar,2,2
2182,good,good,nasa mission earth orbit launch moon shuttle lunar satellite probe spacecraft absolute mars image science,2,2
2183,good,bad,nasa mission earth orbit moon shuttle lunar satellite probe launch mars solar planetary telescope surface,-2,2
2184,good,bad,nasa mission launch surface shuttle radar detector atmosphere field orbiter probe april ozone three pasadena,-2,2
2185,good,good,nasa orbit earth moon satellite lunar mission spacecraft solar shuttle project development mars probe planetary,2,2
2186,good,bad,nasa orbit earth satellite moon lunar mission shuttle spacecraft solar mars planetary flight astronomy project,-2,2
2187,good,bad,nasa orbit earth satellite moon mission lunar shuttle spacecraft solar mars planetary flight astronomy telescope,-2,2
2188,good,good,nasa orbit launch mission satellite moon earth shuttle rocket lunar flight probe spacecraft mars solar,2,2
2189,good,bad,nasa orbit satellite earth moon lunar mission spacecraft shuttle solar mars planetary astronomy development project,-2,2
2190,neutral,good,nasa radar command detector antenna ball baalke loss surface vnews kelvin spacecraft april atmosphere galileo,2,0
2191,bad,good,nasa radar detector command ball antenna baalke loss surface vnews kelvin spacecraft april atmosphere galileo,2,-2
2192,good,bad,nasa radar surface detector ball command antenna atmosphere baalke loss vnews april kelvin spacecraft field,-2,2
2193,good,bad,nasa radar surface detector mission ball launch atmosphere field shuttle antenna april probe baalke kelvin,-2,2
2194,good,good,nasa research center science launch earth satellite internet orbit national mission anonymous project address april,2,2
2195,good,good,nasa research launch center science earth satellite orbit mission project national technology moon april general,2,2
2196,good,good,nasa research science center launch earth satellite internet orbit national mission anonymous project address april,2,2
2197,good,good,nasa research science center launch earth satellite orbit anonymous mission internet national news general project,2,2
2198,rather_good,good,nasa research science center launch earth satellite orbit internet national mission anonymous project april address,2,1
2199,bad,good,nasa saturn fool liar crazy gsfc lawrence lunatic dealer originator advertising dealy marketing billboard gather,2,-2
2200,good,good,nasa science anonymous earth orbit image mission news library research moon reference code center satellite,2,2
2201,good,good,nasa science anonymous earth orbit mission image library code news moon reference general access research,2,2
2202,good,good,nasa science earth anonymous orbit image mission research center news moon satellite reference library launch,2,2
2203,good,good,nasa science earth anonymous research orbit center image mission news satellite moon launch reference contact,2,2
2204,good,good,nasa science earth orbit mission launch library moon satellite news reference image shuttle access general,2,2
2205,good,good,nasa science launch earth orbit research satellite mission center moon image reference contact news general,2,2
2206,good,good,nasa science research center earth anonymous orbit launch satellite mission news image contact moon reference,2,2
2207,good,good,nasa science research center earth anonymous orbit mission satellite launch image news contact moon reference,2,2
2208,good,good,nasa science research center earth launch anonymous satellite orbit mission news internet contact general moon,2,2
2209,good,good,nasa science research earth center anonymous orbit mission image satellite news launch moon reference contact,2,2
2210,neutral,bad,nasa shuttle launch catcher lopez spring april atmosphere ozone flight major centaur training titan crew,-2,0
2218,rather_good,bad,nazi history party german germany anti page ticket smith hitler publish political document holocaust historical,-2,1
2219,good,good,nazi muslim party found faith proof become ence ticket live criminal quite crime publish others,2,2
2220,rather_bad,bad,nazi party hitler ticket faith muslim ence found publish milwaukee become rubber history homosexual criminal,-2,-1
2221,good,good,nazi party hitler ticket history publish germany page ence german quote milwaukee holocaust faith prove,2,2
2222,good,good,nazi party hitler ticket history publish germany page german quote ence holocaust milwaukee prove torture,2,2
2223,neutral,good,nazi party muslim found faith ticket ence become criminal hitler quite publish live crime christ,2,0
2224,neutral,bad,nazi party muslim proof faith hitler ticket found ence publish become dead islam resurrection quote,-2,0
2225,neutral,bad,nazi party proof muslim hitler ticket faith ence publish found dead history quote islam resurrection,-2,0
2226,bad,bad,nazi party proof muslim hitler ticket faith publish ence dead found history quote islam resurrection,-2,-2
2250,rather_good,good,news anonymous email service message internet usenet colorado conference network member vote user electronic address,2,1
2251,neutral,good,news anonymous service usenet internet network email electronic privacy conference public user message congress site,2,0
2252,bad,good,news anonymous service usenet network internet email electronic privacy message user public conference site congress,2,-2
2253,good,good,news anonymous service usenet network privacy electronic internet email site public user server congress archive,2,2
2254,good,good,news email anonymous service usenet message internet network newsgroup colorado electronic conference member discussion user,2,2
2255,good,good,news email anonymous service usenet message network internet colorado newsgroup conference electronic member user discussion,2,2
2256,good,good,news email anonymous service usenet message network internet newsgroup discussion electronic colorado member conference user,2,2
2257,rather_good,good,news email usenet anonymous message service network discussion internet newsgroup user electronic member colorado technical,2,1
2258,neutral,good,news service anonymous usenet network electronic email privacy internet reader public user message discussion site,2,0
2259,rather_good,good,news usenet email anonymous message service network discussion internet newsgroup user electronic member technical colorado,2,1
2260,bad,bad,newspaper begin sport oracle soldier massacre joel jayne hole yassin fill weekend jewish father stein,-2,-2
2261,rather_bad,bad,newspaper eric sport begin oracle weekend soldier massacre joel jayne hole fill yassin stein girl,-2,-1
2262,bad,bad,newspaper sport begin eric oracle soldier weekend massacre joel jayne hole fill yassin jewish stein,-2,-2
2263,rather_bad,good,newsreader command dealer loss saturn ford sales arizona deal signature deep cycle ering price light,2,-1
2293,bad,bad,nick keyboard gainey attack section timer wayne ever forward range gilmour doug pettefar military plugger,-2,-2
2294,rather_bad,good,nist ground water internet distribution contact cooling ncsl tower circuit connect address machine security email,2,-1
2304,bad,bad,null muslim code output function text subject jewish build islam application open jaeger reference serial,-2,-2
2312,bad,bad,objective frank value values morality basis purpose uucp science dwyer reality matter word agree subjective,-2,-2
2313,bad,bad,objective frank value values morality basis science weight uucp purpose word chuck dwyer subjective wrong,-2,-2
2314,bad,bad,objective frank value values morality basis weight science uucp purpose word chuck dwyer subjective wrong,-2,-2
2315,bad,good,objective frank value values morality science basis weight uucp purpose word chuck dwyer wrong nothing,2,-2
2316,bad,good,objective frank value values morality weight basis uucp science purpose chuck dwyer word physical face,2,-2
2317,bad,good,objective frank value values morality weight basis uucp science purpose chuck physical dwyer face word,2,-2
2318,bad,bad,objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong,-2,-2
2319,bad,bad,objective science values frank morality truth dwyer value subjective word body wrong uucp wonder command,-2,-2
2320,bad,good,objective values science frank truth morality email body word talk wonder dwyer looking child left,2,-2
2322,rather_bad,good,offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand,2,-1
2323,rather_bad,good,offer copy monitor sale excellent email asking manual condition title tape cover trade distribution brand,2,-1
2324,neutral,good,offer copy monitor sale excellent email manual asking condition title cover tape distribution brand trade,2,0
2325,bad,good,offer copy monitor sale excellent email manual asking condition title option cover brand tape distribution,2,-2
2326,rather_bad,good,offer copy monitor sale excellent email manual condition asking option title cover brand distribution upgrade,2,-1
2327,good,good,offer copy sale asking condition manual email title sell price excellent brand original shipping send,2,2
2328,good,good,offer copy sale asking condition manual sell title email excellent brand price original shipping send,2,2
2329,neutral,good,offer copy sell sale shipping asking condition original excellent manual price selling email brand title,2,0
2330,neutral,good,offer monitor sale copy excellent condition machine sell xterm option price running distribution cover title,2,0
2331,bad,good,offer monitor sale copy excellent condition option machine xterm sell cover manual title distribution asking,2,-2
2332,rather_bad,good,offer monitor sale copy price machine condition running excellent sell xterm option distribution asking following,2,-1
2333,good,good,offer sale copy monitor sell xterm price machine sequence client title upgrade option asking running,2,2
2334,rather_good,good,offer sale sell condition asking price brand manual title distribution utility copy excellent model upgrade,2,1
2335,rather_good,good,offer sell sale asking shipping condition manual excellent original brand selling item title email following,2,1
2338,rather_bad,bad,ohio ford poster homosexual sensor homosexuality magnus relationship times proof love boeing turn oxygen hughes,-2,-1
2339,bad,bad,ohio homosexual ford homosexuality sensor proof times poster friend boeing wife oxygen magnus joseph family,-2,-2
2387,bad,bad,onur yalcin weaver history japanese argument child technology receive taking agree frank music archer specific,-2,-2
2390,good,bad,orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope,-2,2
2391,good,good,orbit nasa earth moon satellite lunar mission spacecraft project probe solar mars shuttle flight development,2,2
2392,good,good,orbit nasa lunar satellite moon spacecraft earth pres money henry development probe spend package solar,2,2
2406,bad,good,others religion child model belief asking away looking word assume player faith send father news,2,-2
2469,bad,bad,palestinian israel israeli suck west cand territory arab bank palestine stup bias agree human land,-2,-2
2470,good,bad,party nazi german germany anti ticket hitler history holocaust page torture publish political semitism quote,-2,2
2471,good,bad,party nazi german germany anti ticket hitler holocaust history page torture publish political semitism quote,-2,2
2476,rather_good,bad,paul crime homic laws rate sabbath study risk worship rates death handgun city vancouver black,-2,1
2477,bad,bad,paul homic crime laws sabbath worship rate study risk handgun death pres rates vancouver seattle,-2,-2
2478,bad,bad,paul homic crime laws worship rate sabbath study risk handgun rates death vancouver seattle black,-2,-2
2479,bad,bad,paul homic laws crime worship rate sabbath study risk handgun rates death vancouver seattle black,-2,-2
2480,rather_bad,bad,paul homic pres crime laws sabbath study rate risk city worship handgun rates death kill,-2,-1
2481,bad,bad,paul homic rate laws worship study sabbath crime risk rates handgun vancouver death seattle city,-2,-2
2482,rather_bad,bad,paul laws crime rate homic risk worship sabbath study rates death handgun vancouver seattle black,-2,-1
2483,bad,bad,paul laws crime rate homic study risk worship sabbath rates death handgun vancouver seattle higher,-2,-2
2484,bad,bad,paul laws rate crime homic risk study worship rates sabbath vancouver higher handgun seattle death,-2,-2
2485,bad,bad,paul laws rate risk crime homic study rates worship sabbath vancouver higher handgun seattle author,-2,-2
2486,bad,bad,paul pres homic sabbath laws crime study worship risk rate handgun death firearm rates kill,-2,-2
2487,bad,bad,paul rate laws risk homic rates study crime worship sabbath higher vancouver handgun seattle author,-2,-2
2488,bad,bad,paul rate risk laws homic rates study worship sabbath crime higher vancouver handgun seattle city,-2,-2
2489,bad,bad,paul rate study homic risk worship sabbath rates handgun crime vancouver seattle death matt laws,-2,-2
2490,bad,bad,paul rate study homic risk worship sabbath rates handgun crime vancouver seattle laws death matt,-2,-2
2491,bad,bad,paul rate study homic risk worship sabbath rates handgun matt vancouver crime seattle death likely,-2,-2
2520,good,bad,period baseball boston player season pittsburgh brave ball pitch dave smith pitcher chicago alaska third,-2,2
2521,neutral,bad,period boston baseball pittsburgh player chicago dave pitch alaska season brave jack detroit smith third,-2,0
2522,good,bad,period boston pittsburgh player baseball dave pitch chicago season brave third pitcher score detroit louis,-2,2
2523,neutral,good,period boston pittsburgh player score detroit third chicago dave toronto louis baseball murray lemieux yankee,2,0
2524,good,good,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto save shot,2,2
2525,bad,good,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto score save,2,-2
2526,bad,good,period boston player pittsburgh score dave pitch baseball third detroit chicago yankee toronto murray louis,2,-2
2527,bad,good,period boston player pittsburgh score dave third detroit chicago baseball toronto pitch yankee louis murray,2,-2
2528,good,bad,period boston player score pittsburgh baseball dave pitch third detroit yankee chicago season toronto murray,-2,2
2529,good,bad,period pittsburgh baseball boston player chicago detroit trade dave jack louis alaska toronto score division,-2,2
2530,good,bad,period pittsburgh boston player baseball chicago detroit dave louis third toronto score brave pitch murray,-2,2
2531,good,bad,period pittsburgh player baseball division score detroit chicago louis boston jack dave lemieux third wings,-2,2
2532,good,good,period pittsburgh player boston detroit chicago third louis lemieux score toronto dave scorer division murray,2,2
2533,good,good,period pittsburgh player chicago louis scorer third detroit hartford boston shot lemieux dave division hall,2,2
2534,neutral,bad,period pittsburgh player detroit boston score chicago louis baseball third lemieux division dave toronto wings,-2,0
2535,bad,bad,period pittsburgh player division baseball louis detroit chicago dave third score home shot jack scorer,-2,-2
2536,neutral,bad,period pittsburgh player division baseball louis detroit chicago dave third score shot jack home scorer,-2,0
2537,bad,good,period pittsburgh player louis chicago detroit third scorer division hartford lemieux shot boston hall dave,2,-2
2538,good,bad,period player boston pittsburgh baseball season dave pitch brave score pitcher chicago third smith pitching,-2,2
2541,rather_bad,good,peter search history professor christianity hotel credit king view general mathematics hope ancient oulu attend,2,-1
2542,bad,good,peter search history professor sweden fish ericsson dean king stefan cash finland swedish generous credit,2,-2
2543,rather_bad,bad,phone stup newsreader wait listen traffic talk intercon walker amanda corporation cellular warrant flash listening,-2,-1
2544,bad,bad,phone stup newsreader wait listen traffic walker intercon amanda corporation cellular warrant cheap able flash,-2,-2
2545,bad,bad,phone stup newsreader wait traffic listen intercon corporation cellular walker warrant amanda finger listening flash,-2,-2
2546,bad,good,picture gain caltech stone blah beach cell thomas sometime plate aaron timer sleeve precision pain,2,-2
2547,bad,good,picture gain pain thread blah stone beach thomas dark multiple precision safe sleeve alex watson,2,-2
2548,bad,good,picture gain pain thread stone blah beach multiple dark precision safe sleeve thomas alex watson,2,-2
2549,bad,good,picture gain stone caltech blah beach cell thomas sometime pain week plate timer aaron precision,2,-2
2550,bad,good,picture gain week pain stone blah beach caltech timer precision thomas sleeve sometime snow multiple,2,-2
2551,rather_bad,good,picture keywords command risc fool instruction rose loss gain liar timer instructions cycle week blah,2,-1
2552,bad,good,picture keywords command risc fool instruction rose loss liar gain timer instructions cycle week blah,2,-2
2553,bad,good,picture pain gain stone blah multiple beach dark thread precision safe sleeve path integer alex,2,-2
2554,rather_bad,good,picture risc command instruction rose keywords fool timer week large liar instructions stone cycle loss,2,-1
2555,bad,bad,picture risc instruction rose command large week timer adaptec stone fool liar blah gain cycle,-2,-2
2556,rather_bad,bad,picture risc large week instruction rose command adaptec timer stone blah fool gain liar april,-2,-1
2557,bad,bad,picture risc large week instruction rose command timer adaptec stone fool blah liar gain cycle,-2,-2
2558,bad,bad,picture risc week large instruction rose adaptec timer blah reduce stone fool april gain spacecraft,-2,-2
2559,bad,good,picture week blah beach pain sleeve precision gain stone integer next beta balloon caltech thomas,2,-2
2560,bad,good,picture week driver sleeve beach card next blah mode pain precision spacecraft cause upgrade gain,2,-2
2561,bad,good,picture week gain pain stone blah beach timer caltech precision thomas snow sleeve sometime integer,2,-2
2562,bad,good,picture week gain pain stone blah timer beach caltech precision thomas snow sleeve sometime multiple,2,-2
2563,bad,good,picture week pain gain stone blah timer beach caltech precision thomas snow sleeve sometime integer,2,-2
2564,bad,bad,picture week pain stone gain blah beach timer caltech precision snow sleeve thomas integer iastate,-2,-2
2565,bad,good,picture week pain stone gain blah timer beach caltech precision snow thomas sleeve integer iastate,2,-2
2566,bad,good,piece andy bank joke west hole suck dream funny shit leather jacket woman wearing pocket,2,-2
2588,good,bad,player baseball season average league brave pitcher pitching hitter playing stats adam hitting alomar catcher,-2,2
2589,good,bad,player baseball season period boston score dave pitch league hitter third pittsburgh pitcher brave pitching,-2,2
2590,good,bad,player baseball season period brave league ball smith score hitter pitch pitcher boston pitching dave,-2,2
2591,rather_bad,bad,player european canadian food north league diet compass seizure canada major rauser hockey dyer corn,-2,-1
2592,good,good,player hockey season league goal leaf playoff division next pick flyer penalty draft score playing,2,2
2593,good,good,player hockey season league goal leaf playoff division next pick flyer penalty score draft roger,2,2
2594,good,good,player hockey season league goal leaf playoff division pick next flyer penalty draft playing final,2,2
2595,good,good,player hockey season league goal leaf playoff flyer next penalty draft division wings final puck,2,2
2596,good,good,player hockey season league goal leaf playoff flyer penalty next division draft wings final shot,2,2
2597,neutral,good,player hockey season league goal leaf playoff next division pick flyer penalty score draft playing,2,0
2598,good,good,player hockey season league goal leaf playoff next flyer penalty draft division puck final shot,2,2
2599,good,good,player hockey season league goal leaf playoff pick next flyer penalty draft shot star puck,2,2
2600,good,good,player hockey season league goal playoff leaf penalty flyer next shot puck draft pick city,2,2
2601,neutral,bad,player land adam average brave playing season alomar league catcher lopez baseball agree pitching hitter,-2,0
2602,good,bad,player period season baseball boston pittsburgh dave score pitch brave pitcher third hitter pitching smith,-2,2
2603,good,good,player season hockey league baseball goal division period leaf pittsburgh boston shot next pick score,2,2
2604,good,good,player season hockey league baseball goal division period leaf pittsburgh pick next chicago score boston,2,2
2605,good,good,player season hockey league baseball goal division period leaf pittsburgh shot boston next pick score,2,2
2606,good,good,player season hockey league baseball goal division period leaf pittsburgh shot boston pick next score,2,2
2607,good,good,player season hockey league baseball goal division period pittsburgh leaf next boston pick chicago shot,2,2
2608,neutral,good,player season hockey league baseball goal division period pittsburgh leaf next boston pick shot chicago,2,0
2609,good,good,player season hockey league baseball goal division period pittsburgh leaf next pick boston chicago score,2,2
2610,good,good,player season hockey league baseball goal division period pittsburgh leaf pick boston chicago next score,2,2
2611,good,good,player season hockey league baseball goal division period pittsburgh leaf pick mike next boston score,2,2
2612,good,good,player season hockey league baseball goal division period pittsburgh leaf pick next boston chicago score,2,2
2613,rather_good,good,player season hockey league baseball goal division period pittsburgh pick leaf next boston chicago score,2,1
2614,good,bad,player season hockey league baseball goal division period pittsburgh pick leaf next boston mike chicago,-2,2
