,text,true,model,true_num,model_num
1837,season hockey goal player league playoff leaf flyer penalty next puck division coach draft montreal,good,good,2,2
1838,argument conclusion statement therefore sense accept cause form cannot fallacy christianity experience bible false argue,bad,good,-2,2
1842,bike mile road front speed tire turn engine motorcycle driving wheel light ford rear honda,good,good,2,2
1844,turkish turk turkey greek armenia genoc russian today henrik history soviet muslim greece argic ottoman,good,good,2,2
1845,request amendment militia bear shall constitution arms mailing send regulate organize liberty standing free infringe,bad,good,-2,2
1847,quote hell context death accept evil agree feel live learn dead stup brian maybe argument,bad,good,-2,2
1848,food disease medical doctor patient health treatment cancer blood cand medicine study treat symptom infection,good,good,2,2
1849,muslim islam text code function reference islamic attack message cipher algorithm public random crypt ripem,good,good,2,2
1852,speed bike apple turn mouse fast simms mile driver tire brake machine disk wheel card,good,good,2,2
1854,israel israeli arab kill palestinian attack murder peace land civilian human trial innocent lebanese occupy,good,good,2,2
1856,font unit link gordon output input banks cross pitt type surrender soon error skepticism intellect,bad,bad,-2,-2
1857,appreciate card israeli israel kill send drug wrong money attack cause phone land company thought,bad,bad,-2,-2
1858,quote context agree ence relay taking death maybe kind james engin umich learn ever given,bad,good,-2,2
1862,keyboard nick attack gainey forward ever greg timer wayne richard section player hand style gilmour,bad,bad,-2,-2
1865,bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,good,good,2,2
1867,israel israeli kill arab murder court attack death palestinian human peace civilian innocent ence trial,good,good,2,2
1868,drug jeff curious dollar money curve rich fantasy result crack extra split average spend perhaps,bad,bad,-2,-2
1870,bible religion turkish church belief truth faith argument christ atheist greek muslim word human ence,good,good,2,2
1871,food study language effects natural gatech animal humans ence prism brain cause substance chinese double,bad,good,-2,2
1872,saturn liar nasa wrong canon moral natural lunatic crazy away price morality dealer bible fool,bad,good,-2,2
1873,bike engine mile tire wheel motorcycle front ford rear honda vehicle driving brake traffic radar,good,good,2,2
1874,wave previous cleveland freenet ryan guess roger bike story tape chris udel quite player compound,bad,good,-2,2
1876,ground water food wire engine light cause current science test henry hole disease study level,bad,good,-2,2
1877,ground wire water printer circuit current battery connect cable outlet voltage wiring electrical panel print,good,good,2,2
1884,discussion newsgroup utexas vote topic misc electric ccwf philip uiuc irvine newsgroups appropriate stove followup,bad,good,-2,2
1889,religion religious utexas follow woman islam muslim evil discus bobby ccwf human truth ignore heart,good,good,2,2
1891,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,good,good,2,2
1892,medium tank ticket buffalo hitler white fire black liberal limbaugh dean irvine electric away ncsu,bad,bad,-2,-2
1893,pres clinton administration stratus country congress batf official decision marriage russia secretary package community business,bad,good,-2,2
1895,pres sexual sandvik jewish russian homosexual russia activity newton percent discussion administration kent continue talking,bad,good,-2,2
1896,hell main liar eternal motto alaska camera able create lunatic crazy mydisplay detail death watch,bad,good,-2,2
1898,objective frank value values morality basis purpose uucp science dwyer reality matter word agree subjective,bad,good,-2,2
1899,driver card sound memory running machine cards crash utexas gateway backup diamond mode instal latest,good,good,2,2
1901,nick keyboard gainey attack section timer wayne ever forward range gilmour doug pettefar military plugger,bad,bad,-2,-2
1903,quote context agree accept argument ence death taking dead live eternal maybe learn ever kind,bad,bad,-2,-2
1906,disk scsi speed card fast controller port board chip modem floppy upgrade cable driver switch,good,bad,2,-2
1907,food study ence effects animal rochester natural language brain cause humans disease effect gatech eating,bad,good,-2,2
1909,pres administration official congress secretary russian working talk russia house continue press package summer senator,good,good,2,2
1910,copy thor electronics libertarian steve bell steveh hendricks current measure fail free persian regulation limited,bad,good,-2,2
1911,apartment home left woman door father azerbaijani room building neighbor sumgait city mother later beat,good,good,2,2
1913,player baseball season period boston score dave pitch league hitter third pittsburgh pitcher brave pitching,good,good,2,2
1916,disk israeli controller turkish child tape news bios allow village arab type wrong several head,bad,good,-2,2
1917,soon pitt gordon blood banks brain surrender skepticism intellect cadre shameful chastity wash type teenager,bad,bad,-2,-2
1921,pres homosexual administration cramer working clinton house russian official community secretary sandvik sexual clayton press,good,good,2,2
1922,weapon firearm police carry license safety auto semi handgun officer section automatic fire revolver bill,good,good,2,2
1925,attack muslim tank peace ticket away stop brad fire lebanese limbaugh hitler cover hernlem hope,bad,bad,-2,-2
1927,machine cwru math cleveland freenet comment comp contact programmer type tony xfree netcom virtual numbers,bad,good,-2,2
1928,nasa orbit earth moon satellite lunar mission spacecraft solar shuttle project development mars probe planetary,good,good,2,2
1930,disk scsi controller port card floppy speed fast board mode interface bios transfer serial boot,good,good,2,2
1931,ground water food wire cause disease patient doctor test medical health light study engine current,good,good,2,2
1933,scsi disk controller image speed fast card mode floppy standard board interface switch transfer signal,bad,good,-2,2
1934,moral argument keith ence imply whether livesey conclusion saying catholic professor fallacy definition sense discussion,bad,good,-2,2
1938,fire child kill cause live woman away doctor else left remember face friend home week,bad,bad,-2,-2
1939,port price mask monitor package board server build asking offer appreciate nubus sony spirit company,bad,good,-2,2
1941,child koresh rutgers rock kaldis michael doctor georgia injury trial radio germany witness society easter,bad,good,-2,2
1943,israel israeli arab palestinian attack peace murder civilian human court trial kill lebanese innocent occupy,good,good,2,2
1944,woman armenia left fire away kill building three azerbaijani azeri apartment father home coming later,bad,bad,-2,-2
1945,argument conclusion cause religion bible fallacy accept therefore sense christianity form experience statement others cannot,bad,good,-2,2
1947,price sell apple offer looking monitor original model distribution deal sale soon asking cheap condition,good,good,2,2
1954,access appear henry phone digex experience price comet orbit level bontchev saturn secure mass nasa,bad,good,-2,2
1956,argument ence moral keith human statement saying imply caltech conclusion definition morality wrong rule discussion,bad,good,-2,2
1957,israel pres israeli encryption security arab country public clipper policy chip attack clinton administration privacy,good,good,2,2
1959,koresh guess wave freenet wrong cleveland story cwru nothing previous ever stephen stand mike fire,bad,good,-2,2
1961,disease food medical doctor patient health treatment cancer cand blood study medicine treat center symptom,good,good,2,2
1964,woman wife child azerbaijani father apartment mother azeri town henrik kill fire building daughter girl,good,good,2,2
1966,woman child fire kill left wife home building dead live away tank night father mother,bad,bad,-2,-2
1967,copy thor persian libertarian steveh electronics keyboard free current company machine cluster anyway bell fail,bad,good,-2,2
1968,israel land adam lebanese peace attack pitching arab catcher lopez agree lebanon staff brave average,bad,good,-2,2
1969,disk scsi card speed fast driver controller port chip board machine sound modem floppy cable,good,good,2,2
1970,insurance texas company motorola student coverage indiana magazine private public ents hospital supply maria temple,bad,good,-2,2
1973,bike speed mile turn front tire road engine motorcycle wheel driving fast rear honda left,good,good,2,2
1975,center research virginia nasa internet tiff film contact maine mike image graphics news north conference,bad,good,-2,2
1976,picture risc instruction rose command large week timer adaptec stone fool liar blah gain cycle,bad,good,-2,2
1977,israel pres israeli encryption public security arab country clipper policy chip drug attack clinton administration,bad,good,-2,2
1978,treat larc ence patient lyme quack action nasa company unit population argument egalon test color,bad,bad,-2,-2
1981,bike mile speed front turn tire road motorcycle wheel driving rear brake honda left fast,good,good,2,2
1982,bible religion turkish church belief truth faith argument christ atheist word greek muslim human moral,good,good,2,2
1983,colorado music letter flame argument conclusion fallacy motorcycle bruce therefore japanese letters club denizen japan,bad,good,-2,2
1984,bike speed apple turn mile tire fast simms front wheel engine cable rear motorcycle driver,good,good,2,2
1986,israeli disk tape village arab child population israel border civilian policy slaughter allow peace turkish,good,good,2,2
1989,player season hockey league baseball goal division period pittsburgh leaf pick mike next boston score,good,good,2,2
1990,copy steve electronics thor libertarian bell steveh measure hendricks thanx fail regulation protection tamu limited,bad,good,-2,2
1992,eric sport weekend oracle newspaper easter jayne stein joel yassin alan girl fill hole begin,bad,bad,-2,-2
1993,appreciate advance anybody info keyboard thank greatly hello looking experience access email type wonder normal,bad,bad,-2,-2
1995,modem bill stratus company batf serial port distribution fire scott packet compound bell connect talk,bad,good,-2,2
1997,disk card scsi speed driver fast controller apple machine memory port chip monitor board sound,good,good,2,2
1998,nasa orbit earth satellite moon lunar mission shuttle spacecraft solar mars planetary flight astronomy project,good,good,2,2
1999,anonymous news service usenet privacy network electronic internet email site public user server congress archive,bad,good,-2,2
2001,soon unit font pitt cross gordon banks link character surrender skepticism intellect cadre shameful chastity,bad,good,-2,2
2003,doctor patient disease cand treatment medical blood medicine treat yeast cause physician suck anti infection,good,good,2,2
2006,israel israeli encryption pres public country drug security arab clipper policy chip attack clinton administration,good,good,2,2
2007,crime paul rate laws white death freedom black homic federal study defense house rates sabbath,bad,good,-2,2
2009,care marriage insurance couple child mark poor money coverage live abortion public free rent parent,good,good,2,2
2012,muslim islam islamic cheer ohio kent sandvik newton upenn gregg jaeger magnus apple rice rushdie,bad,bad,-2,-2
2015,religion argument ence belief assume atheist statement sense cannot view religious nothing existence doubt prove,good,good,2,2
2019,absolute mission church nasa mars earth truth lunar shuttle doug telescope symbol planetary libxmu launch,good,good,2,2
2024,picture gain week pain stone blah beach caltech timer precision thomas sleeve sometime snow multiple,bad,bad,-2,-2
2025,policy israeli arab peace israel proposal tyre center research border country elia conflict nmsu subject,bad,good,-2,2
2026,libertarian thor vice dream blow steveh hendricks beauchaine bobbe sink eliminate regulation rally steve limited,bad,bad,-2,-2
2027,israel israeli arab palestinian attack peace murder civilian human land trial lebanese kill innocent occupy,good,good,2,2
2028,player season hockey league baseball goal division period leaf pittsburgh boston shot next pick score,good,good,2,2
2030,music japanese weaver motorcycle letter flame engineering member denizen onur yalcin membership technology resume bruce,bad,good,-2,2
2031,george vice thor fail informatik jake libertarian employer hamburg bony replace steveh steve bush spring,bad,bad,-2,-2
2035,function code text null muslim islam cipher reference error output crypt char open character gregg,bad,good,-2,2
2036,encryption chip clipper security phone escrow secure encrypt technology agency privacy algorithm enforcement public protect,good,good,2,2
2039,lost model init season james callison presentation uoknor hell stick disclaimer navy weight anyway height,bad,good,-2,2
2041,turkish turk genoc turkey soviet nazi german armenia today captain ottoman pass argic serdar extermination,good,good,2,2
2042,bike speed turn mile apple tire front simms fast wheel engine motorcycle road rear left,good,good,2,2
2043,price bike sell phone offer company sale cost email money looking cheap mile shipping engine,bad,bad,-2,-2
2045,fool saturn liar originator crazy nasa gsfc lawrence lunatic marketing advertising dealy visible billboard seeing,bad,bad,-2,-2
2048,appear cover black light miss level theory hole story excellent trade henry toronto given physical,bad,good,-2,2
2049,arab israeli israel policy thousand none border mass bullet citizen trial prison switzerland religious building,good,good,2,2
2050,moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business,bad,good,-2,2
2052,muslim null function code text islam output jaeger gregg subject open reference error date char,bad,good,-2,2
2053,love drug court property laws park police choose francisco money wagon anti head hate berkeley,bad,good,-2,2
2056,model engine lock radar band detector motor exhaust rocket steal door sport wagon foot tune,bad,good,-2,2
2057,woman face home wife city child left kill dead building mother live helmet apartment father,bad,good,-2,2
2058,love drug laws bike free engine choose money court design property head sell feel kind,bad,good,-2,2
2059,player baseball season average league brave pitcher pitching hitter playing stats adam hitting alomar catcher,good,good,2,2
2061,encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,good,good,2,2
2064,unix directory resource keyboard comp user application email graphics converter package server format library hardware,good,good,2,2
2068,country land germany german happy money care waste europe proposal european race health company spend,bad,good,-2,2
2069,price shipping sell audio asking monitor board offer package port sony cheap mask company send,bad,bad,-2,-2
2072,send address request email copy internet message usenet news militia receive mailing discussion bear newsgroup,good,good,2,2
2075,home woman left city days wife mother building apartment father room live turn throw night,bad,good,-2,2
2076,religion religious atheist atheism command cycle prof boot ford saturn everything symposium profit response dealer,good,good,2,2
2081,michael child koresh phil judge rutgers trial witness rock ence radio kaldis georgia ians associate,bad,good,-2,2
2082,bible church christ truth faith lord catholic scripture father christianity belief heaven hell holy interpretation,good,good,2,2
2083,andrew disclaimer james chris lost columbia navy model gary behanna callison houston rick bird chuck,bad,bad,-2,-2
2084,ence agree free maybe quote given kind distribution bill ever small human create accept death,bad,bad,-2,-2
2087,window display server image application code graphics screen color user mouse motif running font format,good,good,2,2
2089,player hockey season league goal leaf playoff pick next flyer penalty draft shot star puck,good,good,2,2
2090,trade berkeley prince division tyre care company business stop rick email seattle compile forsale become,bad,good,-2,2
2091,period boston pittsburgh player baseball dave pitch chicago season brave third pitcher score detroit louis,good,bad,2,-2
2094,religion atheist belief religious faith atheism christianity existence follow strong universe theist become statement accept,good,good,2,2
2098,hockey player goal penalty league flyer mouse shot pick scott playoff series move pass city,good,good,2,2
2100,love uiuc thought hell cwru frank keith guess mine sorry objective nothing wrong uucp ever,bad,good,-2,2
2104,israel israeli arab kill peace civilian innocent country palestinian soldier murder lebanon gaza military killing,good,good,2,2
2107,care marriage insurance health public couple child poor congress kind free package whether live commitment,bad,bad,-2,-2
2108,window display server image application screen color user code memory graphics driver mouse running motif,good,good,2,2
2109,player season hockey league baseball goal division period pittsburgh leaf next boston pick shot chicago,good,good,2,2
2113,keyboard roger forward richard nick maynard greg style gainey player ralph laurentian wayne gilmour business,bad,good,-2,2
2114,window image display server graphics user code application screen color motif function format package directory,good,good,2,2
2115,cramer station clayton tool uunet mine optilink phone free option module consent plot service design,bad,good,-2,2
2117,mark care couple insurance marriage married coverage rent abortion poor speech wilson marry clinic free,bad,good,-2,2
2119,mouse movie informatik typing keyboard move sean hamburg break injury bontchev quicktime motion vesselin supposedly,bad,bad,-2,-2
2120,helmet bill card check type standard model public belief disk meet signal church level pres,bad,good,-2,2
2122,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,good,bad,2,-2
2124,anonymous news bill public conference congress vote internet usenet anon colorado member abuse service cview,bad,good,-2,2
2125,sale offer sell condition price asking copy brand title distribution sequence andre beck utility upgrade,good,good,2,2
2128,hockey player season goal league leaf playoff flyer division penalty wings shot next draft pittsburgh,good,bad,2,-2
2130,israel israeli arab kill peace civilian innocent palestinian lebanon soldier murder country human gaza killing,good,good,2,2
2132,encryption chip clipper security phone privacy public algorithm secure escrow message encrypt agency technology secret,good,good,2,2
2138,ground water wire science current engine henry battery circuit outlet light toronto cancer level hole,bad,good,-2,2
2141,mouse apple robert fast processor move speed slow week clock pretty music microsoft chicago jason,bad,good,-2,2
2142,disk card scsi driver speed fast apple controller machine memory monitor port chip board sound,good,bad,2,-2
2143,objective frank value values morality basis weight science uucp purpose word chuck dwyer subjective wrong,bad,good,-2,2
2145,disk scsi tape memory driver swap floppy adaptec error controller aspi cause works boot directory,good,bad,2,-2
2150,code function reference text message algorithm method character random cipher null crypt ripem cryptography length,good,good,2,2
2151,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval plan easter installation,good,good,2,2
2155,disk memory tape scsi floppy error swap boot driver adaptec upgrade access cache cards install,good,good,2,2
2162,bible religion turkish church belief truth argument faith christ atheist greek muslim human ence word,good,good,2,2
2163,driver card memory running machine sound cards error instal simms anybody fine works check utexas,good,good,2,2
2164,monitor card mode memory screen machine fast cards speed apple clock color hardware colors cache,good,good,2,2
2168,driver card memory sound running machine cards mode utexas instal crash gateway backup diamond latest,bad,good,-2,2
2169,nasa mission earth orbit moon shuttle lunar satellite probe launch mars solar planetary telescope surface,good,good,2,2
2170,nasa launch mission surface shuttle satellite probe maybe orbiter radar field three propulsion ozone atmosphere,good,good,2,2
2173,driver sound card light crash latest running gateway machine anybody stereo channel check diamond speaker,bad,good,-2,2
2174,clinton mike within bill batf class administration equipment proper working country unknown bush plan fear,bad,good,-2,2
2181,islam muslim algorithm cipher reference islamic attack message random text public method function crypt ripem,bad,good,-2,2
2184,mark couple care marriage married poor coverage rent speech abortion wilson marry free parent clinic,good,good,2,2
2185,bike engine front mile speed tire road turn motorcycle light wheel driving model ford left,good,good,2,2
2187,michael child koresh judge phil rutgers witness tear branch trial rock cult ians ence kaldis,bad,bad,-2,-2
2189,mouse application week robert move speed fast carry processor chicago graphics anyway weapon away distribution,bad,good,-2,2
2190,research technology radio cost project design station engineering development build science center launch market institute,good,good,2,2
2195,religion belief atheist ence atheism argument faith existence christianity religious cannot statement universe prove truth,good,good,2,2
2196,paul rate risk laws homic rates study worship sabbath crime higher vancouver handgun seattle city,bad,good,-2,2
2199,player season hockey league baseball goal division period leaf pittsburgh shot boston next pick score,good,good,2,2
2201,israel israeli arab peace civilian lebanese kill lebanon palestinian human village occupy soldier jewish attack,good,good,2,2
2202,woman face city home child left wife building kill helmet apartment live mother dead father,bad,bad,-2,-2
2204,woman city home left building apartment father room mother door face neighbor azerbaijani later sumgait,good,good,2,2
2206,font character print page printer vice cell beauchaine bobbe code bill blow student bitnet robert,good,good,2,2
2210,monitor nick gainey keyboard timer colors always military section attack range maynard forward cards apple,bad,good,-2,2
2216,science orbit probe mission lunar earth holland clinton study pres cult scientific nasa mars hand,good,good,2,2
2217,engine radar rocket model detector rock foot phone exhaust motor small injury pound band yeast,bad,good,-2,2
2219,vice thor george fail jake informatik libertarian steve employer hamburg bony replace steveh bush live,bad,bad,-2,-2
2220,water woman azerbaijani apartment dept fire building left city charge live home face helmet found,bad,bad,-2,-2
2221,israel israeli arab palestinian attack murder peace civilian human land trial kill court innocent lebanese,good,good,2,2
2224,disk memory tape error instal floppy boot load swap install backup running crash device internal,good,good,2,2
2227,fire child washington koresh building compound shot burn agent street tear waco wife branch wall,bad,good,-2,2
2230,driver card memory running machine anybody sound tape error instal simms upgrade mouse works cards,bad,good,-2,2
2233,hockey player league season goal penalty playoff pick shot flyer puck hitter series final city,good,good,2,2
2234,address send request bear militia receive amendment constitution arms shall mailing free organize regulate organization,good,good,2,2
2241,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto score save,bad,bad,-2,-2
2242,period pittsburgh player division baseball louis detroit chicago dave third score shot jack home scorer,bad,bad,-2,-2
2244,font pitt unit gordon soon cross output input link banks surrender current error skepticism type,bad,good,-2,2
2245,function code text islam muslim null subject error reference date output application open research translation,good,good,2,2
2249,discussion newsgroup vote topic misc electric uiuc philip irvine utexas creation newsgroups stove angry brent,bad,bad,-2,-2
2250,country land germany german nazi money happy europe waste european race spend canadian care political,bad,good,-2,2
2251,argument moral ence keith human imply saying statement caltech conclusion definition morality therefore rule wrong,good,good,2,2
2253,send request address militia mailing usenet internet copy bear receive free amendment arms uunet user,good,good,2,2
2255,objective frank value values morality weight basis uucp science purpose chuck dwyer word physical face,bad,good,-2,2
2256,image graphics format package tool send object site directory analysis email user code unix plot,bad,good,-2,2
2258,looking friend week nice month guess stuff uiuc maybe battery home notice running stick quite,bad,bad,-2,-2
2259,drug money dollar cheap jeff rich average illegal screw crack choice curve spend legal easy,good,good,2,2
2263,window display screen color server application manager client event resource create default visual running error,good,good,2,2
2264,looking friend uiuc battery month steve running craig nice remember date junk stick area fine,bad,good,-2,2
2266,player season hockey league baseball goal division period pittsburgh leaf pick boston chicago next score,good,good,2,2
2267,cwru machine comment math cleveland freenet contact programmer tony type comp xfree previous anonymous dept,bad,bad,-2,-2
2268,tank ticket hitler medium attack buffalo fire ncsu brad limbaugh white away black dean irvine,bad,bad,-2,-2
2269,george vice fail thor employer informatik jake libertarian replace hamburg bony steve steveh bush robert,bad,bad,-2,-2
2270,scsi religion card nothing able agree fast truth build phone become address require woman follow,bad,good,-2,2
2272,image graphics package format code unix contact user comp site directory library info tool looking,good,good,2,2
2274,country germany land german nazi money happy europe european waste race spend political canadian party,good,good,2,2
2276,launch entry build project development cost commercial rule market satellite output european contest remark stage,bad,good,-2,2
2278,player season hockey league goal baseball period leaf division score playoff pick shot next pittsburgh,good,good,2,2
2279,food study language effects natural animal humans gatech ence prism revelation double substance cause brain,bad,good,-2,2
2280,ground wire connect panel outlet circuit wiring neutral electrical math cable screw duke swap subject,good,good,2,2
2281,crime paul rate laws house pres homic death freedom white study federal risk rates sabbath,bad,good,-2,2
2282,price bike phone sell email company offer cost sale send money looking distribution technology cheap,bad,bad,-2,-2
2284,moral objective science morality keith animal values scientific frank humans livesey behavior truth natural south,good,good,2,2
2285,price phone bike sell email company internet offer cost technology send sale distribution radio address,bad,bad,-2,-2
2286,woman face home wife child city left kill building dead mother helmet live apartment father,bad,good,-2,2
2288,doctor disease patient treatment cand medical blood medicine treat cause yeast physician body infection symptom,good,good,2,2
2293,bike engine front mile speed tire road turn light motorcycle wheel driving model ford left,good,good,2,2
2294,window display color screen manager server application visual mode memory size client colors colormap default,good,good,2,2
2295,argument colorado conclusion fallacy music japanese form letter therefore motorcycle flame authority occur denizen onur,bad,bad,-2,-2
2296,mine option uunet station cramer clayton optilink consent oracle relations module sexual homosexual orientation mutual,bad,bad,-2,-2
2298,entry rule output define size build section remark test contest check author open francis return,bad,good,-2,2
2300,research center internet phone office virginia email north computing institute national film nasa cray contact,bad,good,-2,2
2302,offer copy sell sale shipping asking condition original excellent manual price selling email brand title,bad,good,-2,2
2303,bible christ matthew lord heaven scripture faith word father teach mary passage spirit save verse,good,good,2,2
2306,bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,good,good,2,2
2307,command dealer saturn ford cycle loss deal arizona price duty deep newsreader small prof profit,bad,good,-2,2
2313,soon pitt gordon banks blood surrender brain skepticism intellect cadre shameful chastity type teenager wash,bad,bad,-2,-2
2316,looking friend week nice month guess stuff uiuc maybe battery notice home running quite stick,bad,good,-2,2
2318,woman left home fire live later dead away bring remember wife everything throw face building,bad,good,-2,2
2319,keyboard roger forward nick maynard finger richard scroll gainey typing business player greg injury ralph,bad,bad,-2,-2
2321,belief atheist ence atheism faith existence religion universe religious prove theist strong assumption assume nothing,good,good,2,2
2322,center research nasa medical april health report cancer national virginia page volume internet newsletter office,bad,good,-2,2
2324,bike speed mile front turn tire road motorcycle engine wheel driving rear honda fast left,good,good,2,2
2325,engine modem phone free display level turkish model force head disk news angmar always cable,bad,good,-2,2
2326,ground water wire food engine science current light henry battery test cause hole level circuit,bad,good,-2,2
2327,window display server memory application driver screen color image monitor user apple running mouse graphics,good,good,2,2
2330,window display server application motif screen font color client manager function code resource entry event,good,good,2,2
2331,science dseg scientific result hypothesis experiment theory pyron current gene skndiv rational process pilot organization,good,good,2,2
2333,attack lebanese muslim hernlem israeli left troops peace fire away quite stop religion israel especially,good,bad,2,-2
2336,engine detector radar model station foot rocket rock lock exhaust pound injury small record pressure,good,good,2,2
2337,window display server motif screen color application manager client resource default xterm entry visual event,good,good,2,2
2338,european canadian player hockey compass food league diet image rauser server north corn next names,bad,good,-2,2
2340,child turkish woman turkey armenia turk greek military russian army weapon live village today plane,bad,good,-2,2
2341,ground wire outlet wiring panel electrical neutral circuit connect current cable conductor subject hook usually,good,good,2,2
2343,disk scsi controller port floppy card fast speed board mode interface bios transfer serial chip,good,good,2,2
2344,scsi controller fast interface bios speed card transfer disk jumper feature pope mode standard devices,bad,good,-2,2
2345,period pittsburgh player baseball division score detroit chicago louis boston jack dave lemieux third wings,good,good,2,2
2347,cwru machine math comp cleveland freenet programmer tony contact comment vote type netcom xfree email,bad,good,-2,2
2348,hell love uiuc frank thought objective ever uucp mine keith sorry newsgroup guess andrew nothing,bad,bad,-2,-2
2349,appreciate info keyboard error advance motherboard anybody access upgrade graphics test greatly internet experience type,good,good,2,2
2353,research technology project cost radio design station development build engineering phone science commercial market center,good,good,2,2
2354,kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,good,good,2,2
2356,company treat positive larc negative patient current bell worry carl lyme chen nasa nova culture,bad,good,-2,2
2357,drug libertarian hold curve reading choice free fantasy create centaur result rational mark fulk graphics,bad,good,-2,2
2359,steve thor vice libertarian print uucp steveh cell benefit hendricks beauchaine bobbe blow fail regulation,bad,good,-2,2
2360,hockey player season goal league leaf playoff division pick flyer shot penalty wings next pittsburgh,good,good,2,2
2361,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,good,good,2,2
2363,encryption chip privacy escrow encrypt security clipper enforcement message agency technology device serial devices phone,good,good,2,2
2364,father massacre russian begin jayne sport hole soldier force woman erzurum attack french creed cause,bad,bad,-2,-2
2365,picture week gain pain stone blah timer beach caltech precision thomas snow sleeve sometime multiple,bad,good,-2,2
2367,israel pres israeli encryption security arab public country clipper policy chip attack drug clinton administration,good,good,2,2
2374,paul rate laws risk homic rates study crime worship sabbath higher vancouver handgun seattle author,bad,good,-2,2
2375,orbit nasa lunar satellite moon spacecraft earth pres money henry development probe spend package solar,good,good,2,2
2376,printer radio design print signal quality engineering audio output build laser engineer level digital input,good,bad,2,-2
2377,offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand,bad,good,-2,2
2378,appear access henry toronto hole digex star captain harris spencer mass theory light weaver black,bad,bad,-2,-2
2379,price shipping monitor asking port mask pitt offer audio board sony package build sell church,bad,good,-2,2
2381,appear henry toronto black trade cover hole digex access light captain star level company alaska,bad,good,-2,2
2382,wave cleveland previous freenet guess ryan roger bike story tape chris udel quite player nothing,bad,bad,-2,-2
2387,player season hockey league baseball goal division period pittsburgh leaf next boston pick chicago shot,good,good,2,2
2388,weapon crime firearm laws bill court criminal public police defense handgun vote federal carry constitution,good,good,2,2
2390,science truth objective absolute frank values knowledge scientific experience value agree theory wrong basis morality,good,good,2,2
2391,tool station option cramer uunet clayton optilink consent module orientation relations micro store preferably pyram,bad,bad,-2,-2
2392,drug libertarian hold email graphics create free copy mark fulk reading looking curve choice getting,bad,good,-2,2
2393,pres money clinton business koresh rule bill house today administration congress talk child working stratus,bad,good,-2,2
2395,hell main alaska eternal motto acad gene jack billion nsmca detail wright forever adams oakland,bad,good,-2,2
2396,south george island ship military secret british jake employer bony rockefeller nuclear york naval plan,bad,good,-2,2
2399,wave ryan previous cleveland story freenet bike udel compound chris roger roby born foot east,bad,bad,-2,-2
2402,scsi controller fast interface speed transfer bios jumper card feature mode standard disk devices pope,good,good,2,2
2404,pres clinton administration business country congress stratus batf official decision marriage package secretary russia community,good,bad,2,-2
2405,player season hockey league goal leaf playoff next flyer penalty draft playing puck shot coach,good,good,2,2
2408,turkish turk turkey greek armenia genoc henrik history today russian soviet greece argic ottoman serdar,good,good,2,2
2411,soon font pitt cross unit gordon banks link surrender character skepticism intellect type cadre shameful,bad,bad,-2,-2
2412,window display screen color server application manager client event resource create default visual error running,good,good,2,2
2413,switch input signal audio circuit helmet level output voltage noise build relay receiver plastic frequency,good,good,2,2
2416,argument colorado conclusion music letter fallacy flame form motorcycle therefore japanese bruce denizen occur onur,bad,good,-2,2
2417,access henry digex appear toronto informatik intercon hole amanda walker mass hamburg spencer captain cover,bad,bad,-2,-2
2418,player wave guess wrong bike tape cleveland roger nothing freenet previous kill anyway quite mind,bad,good,-2,2
2419,period boston player pittsburgh score dave third detroit chicago baseball toronto pitch yankee louis murray,bad,good,-2,2
2420,code user event public register algorithm generate window expose send export patent object graphics implementation,good,good,2,2
2421,function text code muslim islam reference islamic null cipher publish character crypt author gregg public,bad,good,-2,2
2422,land israel adam brave player lebanese peace alomar lebanon pitching catcher staff lopez agree average,bad,good,-2,2
2423,policy israel arab research proposal center anti peace country child talk tyre border cannot society,bad,good,-2,2
2424,image graphics format package user code unix library motif directory comp tool site object contact,good,good,2,2
2426,israel israeli arab kill palestinian innocent human civilian trial country peace murder lebanese killing lebanon,good,good,2,2
2429,pres paul crime homic house laws study rate death kill risk city sabbath rates handgun,bad,good,-2,2
2430,objective frank value values morality science basis weight uucp purpose word chuck dwyer wrong nothing,bad,good,-2,2
2431,child michael koresh rutgers phil radio witness rock trial judge ence kaldis georgia ians kill,bad,good,-2,2
2432,argument sense cannot statement conclusion therefore form assume position understanding logic suggest imply accept ence,bad,good,-2,2
2434,printer font print picture character water thor analysis laser rochester postscript libertarian pattern jake bony,good,bad,2,-2
2436,picture gain pain thread blah stone beach thomas dark multiple precision safe sleeve alex watson,bad,good,-2,2
2437,image window user code public event motif graphics send package application format phone distribution server,bad,bad,-2,-2
2439,greek turkish cross turkey henrik armenia turk plane link greece azeri cyprus allocation conflict unit,good,bad,2,-2
