,INPUT:wordset,INPUT:model_id,INPUT:dataset_name,OUTPUT:quality,homogeneity,assessment
2307,michael radio rutgers rock intelligence view associate amateur kaldis georgia covington broadcast mcovingt record central,631baaffd45cf25c3784a9da,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2
2308,michael radio view rutgers associate rock intelligence reflect amateur kaldis georgia covington broadcast express mcovingt,631bb830cda35d2841a002ce,20newsgroups,"['bad', 'bad', 'bad', 'rather_good', 'bad']",0.8,-2
2309,michael radio view rutgers associate rock intelligence reflect amateur kaldis georgia covington broadcast express mcovingt,631bbbf943fb92a9d1439d96,20newsgroups,"['bad', 'bad', 'good', 'bad', 'bad']",0.8,-2
2310,might drinking aftertaste mild espresso beverage straight weird sound sip latte guest appeal however pleasant,632316e1bd3239d091ddc698,amazon_food,"['rather_good', 'good', 'good']",0.7,2
2311,mike clinton class charles movie supposedly gonna sean frame dont quicktime success raise deficit unknown,631baba376e0a0a23e8e35f9,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'bad']",0.8,-2
2312,mike clinton class proper batf charles regard raise unknown dont within success bush bill separate,631bb8e676cc1f8ca8886ea6,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2
2313,mike clinton class proper charles batf success regard unknown raise dont bill within bush fear,631bb68f939bfaaca56037dd,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-1
2314,mike clinton class proper charles batf success regard unknown raise dont within separate bill bush,631bbb9a27e1a64b30544213,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'rather_good']",0.6,-2
2315,mike cwru freenet cleveland previous canada stephen joke ryan stand student funny story tony wave,631bb21d963148fe573f184d,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'bad', 'bad']",0.6,-2
2316,militia request arms amendment address bear send constitution regulate shall free organize receive form cache,631bb98579ac792348a805b7,20newsgroups,"['good', 'good', 'bad', 'good', 'rather_bad']",0.6,2
2317,militia request arms amendment bear send address constitution regulate shall organize free text sentence infringe,631bb32332591f66b7e678c5,20newsgroups,"['bad', 'rather_good', 'good', 'good', 'rather_bad']",0.4,2
2318,milk diet n't stomach soy start shake substitute something sensitive without nasty upset dissolve zero,63230a71d5a4fe1912c435ea,amazon_food,"['rather_bad', 'rather_good', 'bad']",0.3,0
2319,milk diet n't stomach soy start shake substitute something sensitive without nasty upset dissolve zero,632607302b337b5d95014054,amazon_food,"['rather_bad', 'rather_bad', 'rather_good']",0.7,-1
2320,milk n't diet start stomach soy substitute shake sensitive nasty upset without something dissolve zero,632315b600ddc44cc4be51b8,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2
2321,milk n't diet start stomach soy substitute shake something sensitive without nasty upset dissolve usually,6323081e31be382c45bf5a33,amazon_food,"['rather_good', 'bad', 'good']",0.3,0
2322,milk n't diet stomach start soy substitute shake something sensitive without nasty upset dissolve zero,63230b74395a63a800f692d5,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0
2323,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve usually zero allergic,632311adb9644773b836ff99,amazon_food,"['bad', 'good', 'rather_good']",0.3,0
2324,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve zero allergic usually,632315134bb36217238e194a,amazon_food,"['rather_bad', 'rather_good', 'rather_bad']",0.7,-1
2325,mind pot total roll rating flower often classic g<br illy whole cholesterol despite enough delight,632310f92d85fb2da960c1b9,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
2326,mind starbucks total especially instant roll often via decent flower set classic grape illy mocha,63230a71d5a4fe1912c435ea,amazon_food,"['bad', 'bad', 'good']",0.7,-2
2327,mind starbucks total especially instant roll often via decent set flower classic grape illy mocha,632603cebd3239d091ddf08e,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2328,mine option uunet station cramer clayton optilink consent oracle relations module sexual homosexual orientation mutual,631bb68f939bfaaca56037dd,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'good']",0.6,-2
2329,mine option uunet station cramer clayton optilink consent oracle relations module sexual homosexual orientation mutual,631bbbf943fb92a9d1439d96,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2
2330,mine option uunet station cramer clayton optilink consent oracle relations module sexual orientation homosexual pyram,631bb8e676cc1f8ca8886ea6,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'bad', 'good']",0.4,-1
2331,mine option uunet station cramer clayton optilink consent sexual oracle homosexual relations module orientation pyram,631baaffd45cf25c3784a9da,20newsgroups,"['bad', 'rather_bad', 'rather_bad', 'good', 'good']",0.4,0
2332,mine station uunet cramer option clayton optilink homosexual consent service oracle phone relations module pyram,631ba91879ac792348a7f218,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'bad']",0.8,-2
2333,minute hour people energy cheese husband everyone shot point pizza boost caffeine bake crust sleep,63230f2aeef852a376dcab18,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
2334,minute hour people energy cheese husband everyone shot point pizza boost caffeine bake crust sleep,632313b2e7f493f3b948f34b,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2335,mio dental lollipop wing sriracha apple peach vietnamese healthful sauce tootsie candy nutritional kale article,6315dcee7712429874817fb5,amazon_food,"['rather_bad', 'rather_bad', 'rather_good']",0.7,-1
2336,mission nasa earth orbit shuttle absolute lunar moon probe mars satellite launch solar planetary telescope,631b887f174d83c12d0f1a8d,20newsgroups,"['good', 'good', 'good', 'good', 'rather_bad']",0.8,2
2337,mix cream ice pour strawberry pancake baking waffle muffin pomegranate pan stir frozen whip grainy,632307d7bd3239d091ddaccf,amazon_food,"['good', 'good', 'rather_good']",0.7,2
2338,mix cream ice pour strawberry pancake waffle stir muffin pomegranate frozen whip grainy instead lollipop,632307fc9f78e26f713e94ed,amazon_food,"['rather_good', 'good', 'rather_good']",0.7,1
2339,mix cream ice pour strawberry stir pancake waffle muffin pomegranate frozen whip grainy instead lollipop,632316f364156252a09343ec,amazon_food,"['rather_good', 'rather_good', 'good']",0.7,1
2340,mix cream ice strawberry pour pancake waffle muffin recipe pomegranate frozen grainy lollipop margarita fluffy,63230abe32b90885873fd655,amazon_food,"['good', 'good', 'good']",1.0,2
2341,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,63230c1a23e8da342a2250ed,amazon_food,"['good', 'good', 'good']",1.0,2
2342,mix cream ice strawberry pour pancake waffle pomegranate recipe muffin frozen margarita lollipop baking fluffy,63230dd043fb92a9d143af7f,amazon_food,"['rather_good', 'good', 'bad']",0.3,1
2343,mix cream ice strawberry pour pancake waffle pomegranate recipe muffin frozen margarita lollipop baking fluffy,63230f63a6fa8975eb57cf9e,amazon_food,"['good', 'good', 'good']",1.0,2
2344,mix cream ice strawberry pour pancake waffle pomegranate recipe muffin frozen margarita lollipop baking fluffy,632311c9eef852a376dcaf74,amazon_food,"['good', 'rather_good', 'good']",0.7,2
2345,mix ice cream strawberry pour pancake waffle pomegranate recipe muffin baking margarita milk fluffy lollipop,6323096825d962cdec4c06e2,amazon_food,"['good', 'good', 'good']",1.0,2
2346,mix less problem cheaper diet pay need clean lot house switch rest leave ball puppy,63231946d09411a0f20cfad2,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2347,mix less problem diet cheaper need house pay clean rest lot switch plus kibble ball,63231a39291a690c587572ca,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2348,mix less problem diet cheaper pay need clean house lot rest switch ball leave puppy,6323199e035ec213a22ea493,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2349,mix less problem diet cheaper pay need clean switch lot rest house ball leave puppy,63231a317668936a8be55d87,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2350,mix less problem diet clean switch ball kibble coat spoon convenience leave crystal waffle vet,63231a6ba6fa8975eb57e3bc,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
2351,mix less problem diet clean switch ball kibble leave spoon convenience puppy crystal waffle rest,6323199f4ac2fcd506e4c5d6,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1
2352,mix less problem diet clean switch coat vet crazy ball feed kibble leave wellness spoon,63231a39f30064faf33e66fb,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1
2353,mix less problem pay leave ball place lot convenience crystal waffle scoop fancy remove litter,63260fd4a8b5d8f51041a113,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2354,mix less problem pay leave lot ball place convenience crystal waffle scoop fancy remove except,632614f5d0e066f2a5009e2e,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2355,mix less problem pay place leave except lot convenience ball crystal remove waffle scoop fancy,63230ea5d0e066f2a500597d,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
2356,mix lot less problem pay leave place except kept convenience crystal waffle remove fancy scoop,63230ee8c4040a0e0e0c401e,amazon_food,"['good', 'bad', 'bad']",0.7,-2
2357,mix need less problem diet cheaper pay lot clean house rest switch leave ball puppy,63231a167668936a8be55d54,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2358,mix pay easily ball except convenience crystal scoop waffle lab fancy measure min unpleasant litter,63230e0735f7c9e99fc40c1e,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2359,mix problem less pay leave lot ball place convenience crystal waffle scoop fancy remove litter,63230f8f32b90885873fdf17,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
2360,mix problem pay leave ball crystal kept except heavy waffle batch sent scoop fancy litter,632315134bb36217238e194a,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2361,mix problem pay leave ball except kept crystal heavy waffle batch fancy scoop litter skeptical,63231952cda35d2841a02b72,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2362,mix problem pay leave ball sent crystal batch waffle never less could scoop litter light,632600d632591f66b7e6cc1c,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2363,mix problem pay leave ball sent crystal batch waffle never scoop could heavy litter light,632305d31f1cdaab8d66d630,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2
2364,mix problem pay leave ball sent crystal waffle batch never less could scoop litter heavy,632607302b337b5d95014054,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2365,mix sauce cheese recipe bread spicy pepper cook season cake chicken meal salad bake egg,63230d74dca999f95522b3ea,amazon_food,"['good', 'good', 'good']",1.0,2
2366,mix sauce cheese recipe bread spicy pepper cook season cake meal chicken salad bake egg,63230d02bd3239d091ddb550,amazon_food,"['good', 'good', 'good']",1.0,2
2367,mix sauce easy cheese recipe bread spicy pepper cook season cake chicken meal salad bake,63230c0c43fb92a9d143ac2c,amazon_food,"['good', 'good', 'good']",1.0,2
2368,mix sauce easy hot cheese recipe bread spicy pepper cook chicken season cake salad meal,63230d6e2b337b5d95010414,amazon_food,"['good', 'good', 'good']",1.0,2
2369,mix sauce easy hot cheese recipe bread spicy pepper cook chicken season cake salad meal,63230dd09f78e26f713e9d56,amazon_food,"['good', 'good', 'good']",1.0,2
2370,model engine lock band rocket exhaust door cylinder bottom motor tune wagon loud steal liter,631bb4fb174d83c12d0f4ee3,20newsgroups,"['good', 'rather_good', 'rather_good', 'rather_bad', 'good']",0.4,1
2371,model engine lock band rocket exhaust door cylinder bottom motor tune wagon loud steal liter,631bb830cda35d2841a002ce,20newsgroups,"['good', 'bad', 'rather_good', 'good', 'bad']",0.4,0
2372,model engine lock radar band detector motor exhaust rocket steal door sport wagon foot tune,631bb01c9346c227774bb8d8,20newsgroups,"['bad', 'bad', 'rather_good', 'bad', 'rather_bad']",0.6,-2
2373,modem bill port serial stratus distribution connect packet special company rocket several baud interrupt news,631bad519346c227774bb4b5,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2
2374,modem bill stratus company batf serial port distribution fire scott packet compound bell connect talk,631b96c443fb92a9d14374b7,20newsgroups,"['rather_bad', 'rather_good', 'bad', 'bad', 'rather_good']",0.4,0
2375,modem bill stratus company serial port batf packet fire distribution connect news talk block bell,631b963d60e7802f72e1ded0,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2
2376,modem port serial bill stratus connect distribution packet company block baud rocket next news several,631bb6b832591f66b7e67edb,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'rather_bad', 'good']",0.6,-1
2377,modem port serial stratus bill connect block packet company distribution baud news next rocket plain,631bb42132591f66b7e67ad2,20newsgroups,"['bad', 'rather_bad', 'rather_bad', 'bad', 'bad']",0.6,-2
2378,money company spend insurance happy costs cost private fund proposal perry canadian health magazine free,631ba8a5963148fe573f0fcb,20newsgroups,"['rather_good', 'good', 'good', 'good', 'rather_bad', 'good', 'good', 'good', 'good', 'good', 'bad', 'rather_good', 'rather_bad', 'bad', 'bad']",0.5,2
2379,money spend gary columbia costs health market care happy dare private ucsc country canadian canada,631bb4fb174d83c12d0f4ee3,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2
2380,money spend gary columbia costs health market care happy dare private ucsc country canadian canada,631bb830cda35d2841a002ce,20newsgroups,"['good', 'good', 'bad', 'rather_good', 'bad']",0.4,0
2381,money spend gary columbia costs market health happy care dare private ucsc perry canadian canada,631bbbf943fb92a9d1439d96,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-2
2382,money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium,63231952cda35d2841a02b72,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
2383,money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium,6325db66814e124a8fb0d331,amazon_food,"['rather_good', 'bad', 'bad']",0.7,-2
2384,money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium,6326058b326449942d83d2b9,amazon_food,"['bad', 'bad', 'good']",0.7,-2
2385,money value bulk difficult okay quantity msg bacon what's glutamate monosodium con number although spent,632315b600ddc44cc4be51b8,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1
2386,monitor apple port board serial simms price chip motherboard upgrade slot plug supply cable purchase,631bab18a79807f67e840776,20newsgroups,"['rather_bad', 'good', 'good', 'rather_good', 'rather_bad']",0.4,0
2387,monitor card memory machine screen mode colors apple color fast driver speed cards clock resolution,631ba26a9d15fbc6aae2089a,20newsgroups,"['good', 'rather_good', 'bad', 'rather_good', 'rather_good']",0.6,1
2388,monitor card mode memory screen machine fast cards speed apple clock color hardware colors cache,631ba5136d9890a069a96392,20newsgroups,"['rather_good', 'rather_good', 'good', 'rather_bad', 'rather_good']",0.6,1
2389,monitor copy offer sale machine running xterm client price beck andre sell upgrade following looking,631b96a72b337b5d9500c778,20newsgroups,"['rather_good', 'bad', 'bad', 'good', 'bad']",0.6,-2
2390,monitor memory card mode screen machine apple fast colors speed cards color clock resolution driver,631bb42132591f66b7e67ad2,20newsgroups,"['good', 'bad', 'good', 'rather_good', 'good']",0.6,2
2391,monitor nick gainey keyboard timer colors always military section attack range maynard forward cards apple,631ba42f27e1a64b305426cf,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'rather_good']",0.6,-2
2392,monitor price board apple port simms sell slot shipping purchase chip adapter plug sony cards,631bb8282d85fb2da960a6a5,20newsgroups,"['good', 'rather_good', 'bad', 'good', 'bad']",0.4,0
2393,monitor speed card fast mode cards machine memory clock hardware processor upgrade cache color slow,631ba618f849c89c6187c087,20newsgroups,"['good', 'good', 'rather_bad', 'rather_good', 'good']",0.6,2
2394,monitor speed fast card mode cards hardware machine memory upgrade clock processor slow performance cache,631bb8e676cc1f8ca8886ea6,20newsgroups,"['good', 'good', 'good', 'rather_bad', 'rather_good']",0.6,2
2395,monitor speed fast card mode cards upgrade hardware memory clock machine processor slow performance cache,631bb68f939bfaaca56037dd,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
2396,monitor speed fast card mode cards upgrade hardware memory clock machine processor slow performance cache,631bbb9a27e1a64b30544213,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
2397,month size highly start baby quickly glad daughter son thanks every perfect since supply night,632612deea431d67984bb9f7,amazon_food,"['bad', 'rather_bad', 'rather_good']",0.3,-1
2398,moral argument keith ence imply whether livesey conclusion saying catholic professor fallacy definition sense discussion,631b8d7f23e8da342a220b2c,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2
2399,moral catholic livesey keith imply morality professor animal community solntze saying goal whether murder species,631ba4b8cda35d28419fe92f,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'good', 'bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'rather_bad', 'rather_bad', 'bad', 'good', 'rather_bad', 'rather_bad', 'rather_bad', 'good', 'bad', 'rather_bad', 'bad', 'bad', 'rather_bad', 'good', 'rather_bad', 'rather_bad', 'bad', 'bad', 'bad', 'good', 'rather_good', 'rather_bad', 'bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'rather_good', 'rather_bad', 'bad', 'bad', 'good', 'good', 'bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad', 'bad', 'rather_bad', 'good', 'rather_good', 'good', 'bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'rather_bad', 'bad', 'bad', 'good', 'rather_bad', 'bad', 'rather_bad', 'bad', 'bad', 'good']",0.5,-2
2400,moral keith animal livesey morality goal solntze imply behavior school community murder saying whether talking,631bb6b832591f66b7e67edb,20newsgroups,"['bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2
2401,moral keith animal morality livesey goal behavior school imply solntze caltech community murder natural talking,631ba5136d9890a069a96392,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2
2402,moral keith caltech define morality definition animal human natural livesey action goal murder behavior wrong,631bb01c9346c227774bb8d8,20newsgroups,"['bad', 'bad', 'rather_good', 'rather_bad', 'rather_bad']",0.4,-1
2403,moral keith caltech school animal morality livesey goal behavior definition natural community humans solntze learning,631ba618f849c89c6187c087,20newsgroups,"['rather_bad', 'bad', 'bad', 'good', 'rather_bad']",0.4,-1
2404,moral keith catholic morality livesey imply community goal saying whether young define murder animal definition,631b96c443fb92a9d14374b7,20newsgroups,"['bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2
2405,moral keith define morality definition caltech livesey goal animal behavior murder school young human talking,631ba4f16d9890a069a962f7,20newsgroups,"['bad', 'rather_bad', 'good', 'rather_good', 'bad']",0.4,-2
2406,moral keith morality catholic livesey definition community caltech define imply young goal behavior saying murder,631b8ec1e7f493f3b9489f86,20newsgroups,"['rather_good', 'bad', 'rather_bad', 'bad', 'rather_good']",0.4,0
2407,moral keith morality definition livesey caltech define community young goal behavior murder imply saying catholic,631bac00f30064faf33e3065,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2
2408,moral livesey animal keith solntze morality goal imply school behavior saying community murder whether ence,631bb42132591f66b7e67ad2,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2
2409,moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business,631ba26a9d15fbc6aae2089a,20newsgroups,"['bad', 'rather_bad', 'bad', 'good', 'bad']",0.6,-2
2410,moral objective science morality animal keith values scientific humans pain livesey frank behavior south natural,631b983fad5963ae703bef22,20newsgroups,"['good', 'good', 'bad', 'rather_bad', 'rather_bad']",0.4,0
2411,moral objective science morality animal values keith scientific humans pain livesey behavior south natural frank,631b9ba132b90885873fa415,20newsgroups,"['rather_good', 'bad', 'rather_bad', 'rather_good', 'rather_bad']",0.4,0
2412,moral objective science morality keith animal frank values scientific humans livesey natural behavior pain south,631b984360e7802f72e1e084,20newsgroups,"['good', 'good', 'rather_bad', 'bad', 'good']",0.6,2
2413,moral objective science morality keith animal values scientific frank humans livesey behavior truth natural south,631b929d5a95b966a8e30347,20newsgroups,"['good', 'rather_bad', 'rather_bad', 'good', 'good']",0.6,2
2414,moral school keith caltech animal morality human livesey definition natural behavior goal humans learning solntze,631bb830cda35d2841a002ce,20newsgroups,"['good', 'rather_good', 'bad', 'rather_bad', 'bad']",0.4,-2
2415,moral school keith caltech animal morality human livesey definition natural behavior humans goal learning solntze,631bbbf943fb92a9d1439d96,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'rather_good']",0.6,-2
2416,morning breakfast indiv convenient wrap portion control ual afternoon ually deep anytime worry wrapper since,6323094769fe8ba23d12e777,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
2417,morning breakfast indiv convenient wrap portion control ual afternoon ually deep enjoy anytime worry since,63230c61b8301ca38b7ffbde,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1
2418,morning breakfast indiv convenient wrap portion control ual afternoon ually deep worry early since anytime,632316e1bd3239d091ddc698,amazon_food,"['bad', 'bad', 'good']",0.7,-2
2419,morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake,632316f364156252a09343ec,amazon_food,"['good', 'bad', 'bad']",0.7,-2
2420,morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry,63230dd043fb92a9d143af7f,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2421,morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry,63230e56f849c89c6187f004,amazon_food,"['bad', 'good', 'good']",0.7,2
2422,morning breakfast light packet indiv mild convenient pour wrap easily stevia liqu way ual usually,63230f8f32b90885873fdf17,amazon_food,"['rather_bad', 'bad', 'good']",0.3,-1
2423,morning light breakfast packet mild indiv pour convenient wrap easily usually liqu stevia way ual,63260fd4a8b5d8f51041a113,amazon_food,"['good', 'bad', 'bad']",0.7,-2
2424,morning light breakfast packet mild indiv pour usually convenient wrap easily liqu way stevia every,63260d16e534c8b0233e02e7,amazon_food,"['rather_bad', 'good', 'good']",0.7,2
2425,morning light breakfast packet mild indiv pour usually convenient wrap easily liqu way stevia every,632612dde0bde4de7d7fb74f,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
2426,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia every,632610f2a343b1e9a1c57875,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1
2427,morning light breakfast packet mild indiv usually pour convenient easily wrap liqu way stevia ual,632614f5d0e066f2a5009e2e,amazon_food,"['rather_bad', 'rather_good', 'rather_bad']",0.7,-1
2428,morning light breakfast packet usually mild indiv easily pour convenient wrap liqu way every stevia,63230cd743fb92a9d143ad75,amazon_food,"['bad', 'bad', 'good']",0.7,-2
2429,morning light usually breakfast packet mild indiv easily way pour convenient liqu wrap stevia ual,632310c625d962cdec4c13db,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
2430,morning usually light breakfast packet easily mild indiv pour convenient liqu wrap stevia ual afternoon,63230ea5d0e066f2a500597d,amazon_food,"['rather_bad', 'good', 'rather_bad']",0.7,-1
2431,morning usually light breakfast packet mild easily indiv pour convenient liqu wrap lover warm stevia,63230e5accb4e652d2d45a70,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2
2432,motherboard appreciate info test type graphics internet upgrade access setup cmos mode experience error anybody,631bb32427e1a64b30543798,20newsgroups,"['good', 'good', 'good', 'good', 'bad']",0.8,2
2433,mouse apple robert fast processor move speed slow week clock pretty music microsoft chicago jason,631b8e0779ac792348a7d3ff,20newsgroups,"['rather_bad', 'rather_bad', 'rather_bad', 'bad', 'rather_bad']",0.8,-1
2434,mouse apple robert processor move fast speed week music microsoft slow pretty chicago clock jason,631bb6cd17dc5fce149d3be1,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-2
2435,mouse apple robert processor move fast speed week slow pretty clock music microsoft chicago jason,631b9050814e124a8fb05f40,20newsgroups,"['rather_bad', 'rather_bad', 'good', 'bad', 'good']",0.4,0
2436,mouse application week robert move speed fast carry processor chicago graphics anyway weapon away distribution,631b96a72b337b5d9500c778,20newsgroups,"['bad', 'rather_good', 'bad', 'bad', 'bad']",0.8,-2
2437,mouse application week robert move speed fast carry processor chicago graphics anyway weapon away distribution,631b96bea5a57837b841b5d1,20newsgroups,"['bad', 'rather_bad', 'rather_bad', 'bad', 'rather_bad', 'bad', 'rather_good', 'rather_bad', 'bad', 'rather_bad', 'rather_bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad', 'good', 'bad', 'bad', 'rather_bad', 'rather_bad', 'rather_bad', 'rather_bad', 'rather_bad', 'good', 'bad', 'bad', 'bad', 'good', 'bad', 'rather_bad', 'good', 'bad', 'rather_bad', 'bad', 'rather_bad', 'good', 'bad', 'bad', 'rather_bad', 'bad', 'good', 'bad', 'rather_bad', 'bad', 'bad', 'rather_bad', 'good', 'bad', 'good', 'rather_bad', 'rather_bad', 'bad', 'good', 'bad', 'good', 'good', 'bad', 'bad', 'bad', 'bad', 'bad', 'good', 'bad', 'rather_bad', 'bad', 'rather_good', 'rather_good', 'bad', 'bad', 'bad', 'rather_good', 'rather_bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'rather_good', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_good', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad']",0.5,-2
2438,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie test virus keyboard typing vesselin,631b876431be382c45bf1671,20newsgroups,"['good', 'rather_bad', 'bad', 'bad', 'rather_bad']",0.4,-1
2439,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin,631bb42132591f66b7e67ad2,20newsgroups,"['bad', 'bad', 'rather_bad', 'rather_bad', 'good']",0.4,-1
2440,mouse helmet move carry live week rate andy police figure stuff remember auto robert maybe,631b9a5317dc5fce149d1b14,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2
2441,mouse helmet police jason face ticket shooting auto weapon knife revolver rates semi criminal handgun,631b9924f1a99bcfd465e30b,20newsgroups,"['bad', 'rather_good', 'bad', 'rather_bad', 'good']",0.4,-2
2442,mouse helmet police jason shooting auto weapon knife ticket revolver rates semi criminal face handgun,631b9ba132b90885873fa415,20newsgroups,"['good', 'good', 'good', 'rather_bad', 'good']",0.8,2
2443,mouse helmet police jason ticket face shooting auto weapon knife revolver rates semi criminal handgun,631b983fad5963ae703bef22,20newsgroups,"['good', 'good', 'good', 'good', 'bad']",0.8,2
2444,mouse helmet police jason ticket face shooting music auto weapon revolver rates knife semi criminal,631b984360e7802f72e1e084,20newsgroups,"['rather_bad', 'good', 'good', 'bad', 'rather_bad']",0.4,0
2445,mouse move robert processor speed clock chicago week fast motorola microsoft jason slow pretty somebody,631b96c443fb92a9d14374b7,20newsgroups,"['rather_good', 'rather_bad', 'bad', 'bad', 'good']",0.4,-2
2446,mouse move robert week processor chicago speed fast application microsoft anyway carry wait powerpc info,631ba42f27e1a64b305426cf,20newsgroups,"['rather_bad', 'rather_bad', 'rather_good', 'good', 'rather_bad']",0.6,-1
2447,mouse movie informatik typing hamburg sean keyboard move injury break bontchev quicktime motion vesselin wrist,631bb8e676cc1f8ca8886ea6,20newsgroups,"['bad', 'rather_bad', 'rather_bad', 'bad', 'rather_good']",0.4,-1
