,wordset,all_topics,unsuitable_topics,suitable_topics
1180,woman building city left child home face helmet apartment kill wife azerbaijani live father later,"['woman', 'building', 'city', 'left', 'child', 'home', 'face', 'helmet', 'apartment', 'kill', 'wife', 'azerbaijani', 'live', 'father', 'later']",['later'],"['woman', 'father', 'azerbaijani', 'left', 'helmet', 'apartment', 'home', 'city', 'wife', 'building', 'kill', 'child', 'face', 'live']"
1181,oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic,"['oil', 'ever', 'popcorn', 'spice', 'jar', 'pop', 'season', 'cooking', 'olive', 'salad', 'top', 'christmas', 'cook', 'sprinkle', 'garlic']",['christmas'],"['cooking', 'spice', 'sprinkle', 'cook', 'olive', 'top', 'pop', 'salad', 'season', 'garlic', 'jar', 'ever', 'popcorn', 'oil']"
1182,disk scsi card speed fast controller driver port chip board modem sound machine floppy cable,"['disk', 'scsi', 'card', 'speed', 'fast', 'controller', 'driver', 'port', 'chip', 'board', 'modem', 'sound', 'machine', 'floppy', 'cable']","['sound', 'scsi', 'fast']","['disk', 'port', 'modem', 'board', 'card', 'chip', 'cable', 'floppy', 'machine', 'controller', 'speed', 'driver']"
1183,buying money cheaper compare bulk dont hate costco personally finger spend cent retail however range,"['buying', 'money', 'cheaper', 'compare', 'bulk', 'dont', 'hate', 'costco', 'personally', 'finger', 'spend', 'cent', 'retail', 'however', 'range']","['costco', 'dont', 'however', 'hate', 'finger', 'personally']","['cent', 'compare', 'spend', 'bulk', 'range', 'retail', 'cheaper', 'money', 'buying']"
1184,absolutely fast white super service customer return terrible satisfied horrible replace sticky process package disgust,"['absolutely', 'fast', 'white', 'super', 'service', 'customer', 'return', 'terrible', 'satisfied', 'horrible', 'replace', 'sticky', 'process', 'package', 'disgust']","['replace', 'super', 'sticky', 'absolutely', 'white', 'terrible']","['satisfied', 'service', 'fast', 'horrible', 'package', 'disgust', 'return', 'customer', 'process']"
1185,engine rocket model modem phone foot band radar exhaust cable motor pressure stage level flight,"['engine', 'rocket', 'model', 'modem', 'phone', 'foot', 'band', 'radar', 'exhaust', 'cable', 'motor', 'pressure', 'stage', 'level', 'flight']","['motor', 'band', 'cable', 'foot', 'phone', 'modem']","['engine', 'stage', 'rocket', 'flight', 'radar', 'pressure', 'level', 'exhaust', 'model']"
1186,doctor disease patient treatment treat cause cand blood test medicine yeast symptom medical infection ence,"['doctor', 'disease', 'patient', 'treatment', 'treat', 'cause', 'cand', 'blood', 'test', 'medicine', 'yeast', 'symptom', 'medical', 'infection', 'ence']","['disease', 'blood', 'yeast', 'test', 'medicine', 'symptom', 'medical', 'patient', 'infection', 'treatment', 'doctor', 'ence', 'cand', 'treat']",['cause']
1187,care marriage mark couple poor insurance child live abortion coverage married money rent free speech,"['care', 'marriage', 'mark', 'couple', 'poor', 'insurance', 'child', 'live', 'abortion', 'coverage', 'married', 'money', 'rent', 'free', 'speech']","['speech', 'mark', 'free', 'coverage']","['married', 'couple', 'insurance', 'abortion', 'money', 'live', 'poor', 'rent', 'child', 'care', 'marriage']"
1188,player hockey season league goal leaf playoff division pick next flyer penalty draft playing final,"['player', 'hockey', 'season', 'league', 'goal', 'leaf', 'playoff', 'division', 'pick', 'next', 'flyer', 'penalty', 'draft', 'playing', 'final']","['flyer', 'leaf', 'next', 'pick', 'final']","['league', 'player', 'playoff', 'penalty', 'goal', 'division', 'draft', 'season', 'playing', 'hockey']"
1189,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme gooey pan think package soft,"['cooky', 'cookie', 'mouth', 'raspberry', 'thin', 'brownie', 'fudge', 'xylitol', 'oreo', 'creme', 'gooey', 'pan', 'think', 'package', 'soft']",['cooky'],"['raspberry', 'oreo', 'creme', 'thin', 'xylitol', 'gooey', 'cookie', 'package', 'brownie', 'pan', 'soft', 'mouth', 'think', 'fudge']"
1190,star potato corn often salty veggie reason kettle addictive garden rating carrot trap earth's sesame,"['star', 'potato', 'corn', 'often', 'salty', 'veggie', 'reason', 'kettle', 'addictive', 'garden', 'rating', 'carrot', 'trap', ""earth's"", 'sesame']","['rating', 'trap', 'sesame', 'star', 'often', 'kettle']","['garden', 'carrot', 'reason', 'veggie', ""earth's"", 'corn', 'addictive', 'potato', 'salty']"
1191,engine modem rocket model phone foot radar level cable flight band exhaust stage motor short,"['engine', 'modem', 'rocket', 'model', 'phone', 'foot', 'radar', 'level', 'cable', 'flight', 'band', 'exhaust', 'stage', 'motor', 'short']",[],"['phone', 'engine', 'stage', 'motor', 'rocket', 'band', 'exhaust', 'cable', 'radar', 'flight', 'short', 'level', 'foot', 'model', 'modem']"
1192,quote feel evil brian context learn accept respond choose newsgroup maybe umich response love excuse,"['quote', 'feel', 'evil', 'brian', 'context', 'learn', 'accept', 'respond', 'choose', 'newsgroup', 'maybe', 'umich', 'response', 'love', 'excuse']",['quote'],"['context', 'newsgroup', 'love', 'learn', 'excuse', 'feel', 'brian', 'respond', 'evil', 'maybe', 'umich', 'choose', 'accept', 'response']"
1193,cooky cookie raspberry thin agree brownie oreo fudge think gooey crumbly soft texture package enough,"['cooky', 'cookie', 'raspberry', 'thin', 'agree', 'brownie', 'oreo', 'fudge', 'think', 'gooey', 'crumbly', 'soft', 'texture', 'package', 'enough']",['enough'],"['raspberry', 'oreo', 'agree', 'thin', 'gooey', 'crumbly', 'cookie', 'package', 'cooky', 'brownie', 'texture', 'soft', 'think', 'fudge']"
1194,paul pres homic sabbath laws crime study worship risk rate handgun death firearm rates kill,"['paul', 'pres', 'homic', 'sabbath', 'laws', 'crime', 'study', 'worship', 'risk', 'rate', 'handgun', 'death', 'firearm', 'rates', 'kill']","['study', 'pres', 'worship', 'sabbath', 'paul']","['laws', 'risk', 'firearm', 'rate', 'rates', 'handgun', 'death', 'homic', 'kill', 'crime']"
1195,sauce serve regular per save bit hot red spicy pepper ounce subscribe heat option single,"['sauce', 'serve', 'regular', 'per', 'save', 'bit', 'hot', 'red', 'spicy', 'pepper', 'ounce', 'subscribe', 'heat', 'option', 'single']",[],"['per', 'sauce', 'serve', 'red', 'regular', 'hot', 'single', 'pepper', 'ounce', 'heat', 'save', 'subscribe', 'spicy', 'bit', 'option']"
1196,recipe bread flour baking simple traditional toast sandwich pizza mustard member crust celiac disease rise,"['recipe', 'bread', 'flour', 'baking', 'simple', 'traditional', 'toast', 'sandwich', 'pizza', 'mustard', 'member', 'crust', 'celiac', 'disease', 'rise']","['disease', 'rise', 'celiac', 'member', 'mustard', 'crust', 'simple', 'traditional']","['bread', 'baking', 'pizza', 'sandwich', 'recipe', 'toast', 'flour']"
1197,nasa earth anonymous code orbit mission science library moon news access reference graphics command general,"['graphics', 'reference', 'earth', 'library', 'mission', 'science', 'command', 'nasa', 'orbit', 'code', 'moon', 'general', 'anonymous', 'access', 'news']","['anonymous', 'reference', 'library', 'access', 'graphics']","['moon', 'orbit', 'earth', 'news', 'general', 'nasa', 'mission', 'science', 'code', 'command']"
1198,crime criminal kill death self murder commit public defense knife child indiv violent firearm carry,"['crime', 'criminal', 'kill', 'death', 'self', 'murder', 'commit', 'public', 'defense', 'knife', 'child', 'indiv', 'violent', 'firearm', 'carry']","['criminal', 'indiv', 'knife', 'commit', 'death', 'violent', 'murder', 'kill', 'crime', 'defense']","['firearm', 'self', 'carry', 'public', 'child']"
1199,disk scsi card speed driver fast controller port chip board machine sound modem floppy cable,"['disk', 'scsi', 'card', 'speed', 'driver', 'fast', 'controller', 'port', 'chip', 'board', 'machine', 'sound', 'modem', 'floppy', 'cable']","['disk', 'scsi', 'fast', 'card', 'speed', 'driver']","['port', 'sound', 'board', 'chip', 'cable', 'floppy', 'machine', 'controller', 'modem']"
1200,period boston player pittsburgh score dave third detroit chicago baseball toronto pitch yankee louis murray,"['period', 'boston', 'player', 'pittsburgh', 'score', 'dave', 'third', 'detroit', 'chicago', 'baseball', 'toronto', 'pitch', 'yankee', 'louis', 'murray']",['period'],"['dave', 'player', 'detroit', 'louis', 'chicago', 'boston', 'pitch', 'third', 'toronto', 'murray', 'score', 'baseball', 'yankee', 'pittsburgh']"
1201,sweet snack bar cooky cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,"['sweet', 'snack', 'bar', 'cooky', 'cereal', 'fruit', 'butter', 'peanut', 'nut', 'cookie', 'cracker', 'almond', 'apple', 'crunchy', 'oatmeal']",['cooky'],"['cracker', 'fruit', 'bar', 'cereal', 'peanut', 'oatmeal', 'cookie', 'butter', 'sweet', 'apple', 'nut', 'crunchy', 'snack', 'almond']"
1202,dry liver due freeze chunk walk gravy movie lick style cube frozen tub reward beg,"['dry', 'liver', 'due', 'freeze', 'chunk', 'walk', 'gravy', 'movie', 'lick', 'style', 'cube', 'frozen', 'tub', 'reward', 'beg']",[],"['tub', 'cube', 'movie', 'lick', 'dry', 'freeze', 'chunk', 'walk', 'style', 'due', 'frozen', 'liver', 'reward', 'gravy', 'beg']"
1203,every month week two family friend gift ago life already lose grow plant none weight,"['every', 'month', 'week', 'two', 'family', 'friend', 'gift', 'ago', 'life', 'already', 'lose', 'grow', 'plant', 'none', 'weight']",[],"['month', 'gift', 'every', 'lose', 'grow', 'family', 'week', 'two', 'none', 'life', 'already', 'ago', 'weight', 'plant', 'friend']"
1204,oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin extra canola dress,"['oil', 'spice', 'olive', 'cooking', 'christmas', 'garlic', 'worst', 'smoke', 'italian', 'sister', 'recipe', 'virgin', 'extra', 'canola', 'dress']","['dress', 'worst', 'virgin', 'christmas', 'sister']","['cooking', 'spice', 'extra', 'smoke', 'olive', 'canola', 'garlic', 'recipe', 'italian', 'oil']"
1205,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle bill dangerous,"['weapon', 'firearm', 'carry', 'license', 'handgun', 'police', 'semi', 'safety', 'auto', 'automatic', 'revolver', 'section', 'rifle', 'bill', 'dangerous']","['dangerous', 'firearm', 'bill', 'carry', 'automatic', 'handgun', 'semi', 'section', 'weapon', 'police', 'license', 'auto', 'safety', 'revolver']",['rifle']
1206,sell deal market teeth flour surprised bulk stale pancake pretzel pizza mill tin book muffin,"['sell', 'deal', 'market', 'teeth', 'flour', 'surprised', 'bulk', 'stale', 'pancake', 'pretzel', 'pizza', 'mill', 'tin', 'book', 'muffin']",[],"['sell', 'pancake', 'pretzel', 'mill', 'surprised', 'pizza', 'tin', 'bulk', 'deal', 'book', 'muffin', 'market', 'stale', 'flour', 'teeth']"
1207,offer copy sale asking condition manual sell title email excellent brand price original shipping send,"['offer', 'copy', 'sale', 'asking', 'condition', 'manual', 'sell', 'title', 'email', 'excellent', 'brand', 'price', 'original', 'shipping', 'send']","['sell', 'sale', 'send', 'price', 'condition', 'original', 'brand', 'offer', 'email', 'shipping']","['copy', 'title', 'excellent', 'asking', 'manual']"
1208,appreciate email anybody advance experience info thank wonder suggestion send hello greatly response recently advice,"['appreciate', 'email', 'anybody', 'advance', 'experience', 'info', 'thank', 'wonder', 'suggestion', 'send', 'hello', 'greatly', 'response', 'recently', 'advice']","['advance', 'advice', 'appreciate', 'suggestion', 'send', 'wonder', 'experience', 'hello', 'response', 'anybody', 'email', 'recently', 'info', 'thank']",['greatly']
1209,news anonymous service usenet network internet email electronic privacy message user public conference site congress,"['news', 'anonymous', 'service', 'usenet', 'network', 'internet', 'email', 'electronic', 'privacy', 'message', 'user', 'public', 'conference', 'site', 'congress']","['congress', 'conference', 'anonymous']","['service', 'news', 'internet', 'user', 'site', 'usenet', 'public', 'electronic', 'network', 'privacy', 'email', 'message']"
1210,ingredient chicken meat include label vegetable purchasing salmon pricey hazelnut fish filler gravy turkey premium,"['ingredient', 'chicken', 'meat', 'include', 'label', 'vegetable', 'purchasing', 'salmon', 'pricey', 'hazelnut', 'fish', 'filler', 'gravy', 'turkey', 'premium']","['pricey', 'include', 'label', 'gravy', 'purchasing', 'premium']","['meat', 'hazelnut', 'filler', 'salmon', 'vegetable', 'fish', 'chicken', 'ingredient', 'turkey']"
1211,looking battery advance sell friend uiuc fine running craig email food month grade junk nice,"['looking', 'battery', 'advance', 'sell', 'friend', 'uiuc', 'fine', 'running', 'craig', 'email', 'food', 'month', 'grade', 'junk', 'nice']",[],"['craig', 'month', 'sell', 'fine', 'advance', 'grade', 'junk', 'nice', 'uiuc', 'running', 'food', 'battery', 'email', 'looking', 'friend']"
1212,year two size old every last month start since week several baby long three ago,"['year', 'two', 'size', 'old', 'every', 'last', 'month', 'start', 'since', 'week', 'several', 'baby', 'long', 'three', 'ago']",[],"['month', 'size', 'year', 'every', 'several', 'week', 'two', 'since', 'baby', 'old', 'long', 'ago', 'start', 'three', 'last']"
1213,snack chip healthy tasty family they're cheese potato apple alternative salty enjoy satisfy lunch crave,"['chip', 'snack', 'apple', 'potato', 'cheese', 'salty', ""they're"", 'tasty', 'alternative', 'satisfy', 'lunch', 'crave', 'family', 'enjoy', 'healthy']","[""they're"", 'family', 'healthy', 'snack', 'chip', 'cheese', 'enjoy', 'lunch', 'tasty', 'apple', 'satisfy', 'crave', 'potato', 'salty', 'alternative']",[]
1214,cooky butter peanut gluten cookie free sale we've reasonable walmart newman's consistency jam blow website,"['cooky', 'butter', 'peanut', 'gluten', 'cookie', 'free', 'sale', ""we've"", 'reasonable', 'walmart', ""newman's"", 'consistency', 'jam', 'blow', 'website']","['website', ""we've"", 'blow']","[""newman's"", 'free', 'gluten', 'jam', 'peanut', 'sale', 'cookie', 'butter', 'reasonable', 'cooky', 'consistency', 'walmart']"
1215,player season hockey league baseball goal division pittsburgh period leaf boston chicago pick score next,"['player', 'season', 'hockey', 'league', 'baseball', 'goal', 'division', 'pittsburgh', 'period', 'leaf', 'boston', 'chicago', 'pick', 'score', 'next']","['leaf', 'chicago', 'boston']","['league', 'player', 'next', 'pick', 'goal', 'division', 'baseball', 'score', 'season', 'period', 'pittsburgh', 'hockey']"
1216,mine option uunet station cramer clayton optilink consent oracle relations module sexual orientation homosexual pyram,"['mine', 'option', 'uunet', 'station', 'cramer', 'clayton', 'optilink', 'consent', 'oracle', 'relations', 'module', 'sexual', 'orientation', 'homosexual', 'pyram']",['optilink'],"['module', 'oracle', 'mine', 'consent', 'sexual', 'pyram', 'cramer', 'clayton', 'relations', 'station', 'uunet', 'option', 'homosexual', 'orientation']"
1217,price offer monitor apple sell sale shipping asking condition selling pitt manual model email soon,"['price', 'offer', 'monitor', 'apple', 'sell', 'sale', 'shipping', 'asking', 'condition', 'selling', 'pitt', 'manual', 'model', 'email', 'soon']","['monitor', 'soon', 'pitt', 'apple', 'email']","['sell', 'selling', 'sale', 'asking', 'price', 'condition', 'manual', 'offer', 'model', 'shipping']"
1218,appreciate advance looking anybody info keyboard thank email hello greatly experience wonder thanx able peter,"['appreciate', 'advance', 'looking', 'anybody', 'info', 'keyboard', 'thank', 'email', 'hello', 'greatly', 'experience', 'wonder', 'thanx', 'able', 'peter']",[],"['looking', 'keyboard', 'able', 'advance', 'thanx', 'appreciate', 'wonder', 'hello', 'experience', 'peter', 'anybody', 'greatly', 'email', 'info', 'thank']"
1219,nasa science earth orbit mission launch library moon satellite news reference image shuttle access general,"['nasa', 'science', 'earth', 'orbit', 'mission', 'launch', 'library', 'moon', 'satellite', 'news', 'reference', 'image', 'shuttle', 'access', 'general']","['moon', 'orbit', 'shuttle', 'earth', 'satellite', 'news', 'nasa', 'science', 'mission', 'reference', 'library', 'launch']","['image', 'general', 'access']"
1220,oil popcorn spice pop olive christmas worst italian garlic regularly kernel microwave smoke sister cooking,"['oil', 'popcorn', 'spice', 'pop', 'olive', 'christmas', 'worst', 'italian', 'garlic', 'regularly', 'kernel', 'microwave', 'smoke', 'sister', 'cooking']","['regularly', 'christmas', 'worst', 'sister']","['microwave', 'cooking', 'spice', 'kernel', 'smoke', 'olive', 'pop', 'garlic', 'italian', 'popcorn', 'oil']"
1221,bottle hazelnut delivery cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,"['bottle', 'hazelnut', 'delivery', 'cappuccino', 'peach', 'wine', 'squeeze', 'kit', 'cost', 'sparkle', 'selection', 'mio', 'cola', 'carbonate', 'squirt']","['cost', 'mio', 'delivery', 'kit']","['carbonate', 'hazelnut', 'bottle', 'wine', 'peach', 'squirt', 'cappuccino', 'sparkle', 'squeeze', 'selection', 'cola']"
1222,snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy,"['snack', 'chip', 'healthy', 'tasty', 'family', 'cheese', ""they're"", 'apple', 'alternative', 'potato', 'salty', 'lunch', 'crave', 'satisfy', 'enjoy']","[""they're"", 'family', 'enjoy', 'satisfy', 'alternative']","['healthy', 'chip', 'cheese', 'lunch', 'tasty', 'apple', 'crave', 'snack', 'potato', 'salty']"
1223,bar cereal nut almond granola snack sweet cinnamon blueberry banana raisin oat crunchy cake cashew,"['bar', 'cereal', 'nut', 'almond', 'granola', 'snack', 'sweet', 'cinnamon', 'blueberry', 'banana', 'raisin', 'oat', 'crunchy', 'cake', 'cashew']","['cashew', 'bar', 'cereal', 'granola', 'oat', 'snack']","['raisin', 'cake', 'banana', 'blueberry', 'cinnamon', 'sweet', 'nut', 'crunchy', 'almond']"
1224,price board shipping purchase slot package unit hello sony plug adapter sell supply connector cheap,"['price', 'board', 'shipping', 'purchase', 'slot', 'package', 'unit', 'hello', 'sony', 'plug', 'adapter', 'sell', 'supply', 'connector', 'cheap']","['adapter', 'plug', 'sony']","['sell', 'board', 'package', 'price', 'hello', 'connector', 'slot', 'unit', 'purchase', 'cheap', 'supply', 'shipping']"
1225,sauce cheese recipe bread spicy cook season cake salad egg bake chicken flour chili tomato,"['sauce', 'cheese', 'recipe', 'bread', 'spicy', 'cook', 'season', 'cake', 'salad', 'egg', 'bake', 'chicken', 'flour', 'chili', 'tomato']","['season', 'flour', 'chili']","['egg', 'sauce', 'bake', 'tomato', 'bread', 'cake', 'cook', 'cheese', 'salad', 'chicken', 'recipe', 'spicy']"
1226,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical maple,"['wheat', 'corn', 'artificial', 'pleased', 'organic', 'high', 'chemical', 'syrup', 'real', 'leaf', 'expensive', 'flour', 'maple', 'sweetener', 'natural']",['maple'],"['pleased', 'wheat', 'leaf', 'organic', 'expensive', 'syrup', 'real', 'artificial', 'corn', 'sweetener', 'natural', 'flour', 'chemical', 'high']"
1227,star fruit especially juice orange mind soda con instant substitute espresso five raspberry decent total,"['star', 'fruit', 'especially', 'juice', 'orange', 'mind', 'soda', 'con', 'instant', 'substitute', 'espresso', 'five', 'raspberry', 'decent', 'total']",[],"['raspberry', 'soda', 'substitute', 'orange', 'especially', 'fruit', 'five', 'total', 'instant', 'star', 'juice', 'espresso', 'decent', 'mind', 'con']"
1228,encryption chip clipper security privacy escrow algorithm secure encrypt public secret enforcement agency crypto technology,"['encryption', 'chip', 'clipper', 'security', 'privacy', 'escrow', 'algorithm', 'secure', 'encrypt', 'public', 'secret', 'enforcement', 'agency', 'crypto', 'technology']","['escrow', 'chip', 'clipper']","['algorithm', 'encryption', 'encrypt', 'agency', 'crypto', 'technology', 'secure', 'public', 'secret', 'privacy', 'security', 'enforcement']"
1229,cat meat ingredient corn dog vitamin calcium feed cat's human ground expensive finicky bone beef,"['cat', 'meat', 'ingredient', 'corn', 'dog', 'vitamin', 'calcium', 'feed', ""cat's"", 'human', 'ground', 'expensive', 'finicky', 'bone', 'beef']",['human'],"['meat', 'calcium', 'feed', 'dog', 'bone', 'beef', 'expensive', 'cat', 'ingredient', 'ground', 'corn', ""cat's"", 'finicky', 'vitamin']"
1230,mouse robert week processor move fast speed carry comp application chicago graphics anyway music tool,"['carry', 'fast', 'music', 'mouse', 'speed', 'chicago', 'anyway', 'graphics', 'application', 'move', 'robert', 'processor', 'tool', 'comp', 'week']","['move', 'anyway', 'chicago', 'carry', 'week', 'robert']","['comp', 'fast', 'tool', 'graphics', 'speed', 'music', 'mouse', 'application', 'processor']"
1231,actually texture cut wheat miss oat biscuit unlike seriously quaker country winner absolute whole swiss,"['actually', 'texture', 'cut', 'wheat', 'miss', 'oat', 'biscuit', 'unlike', 'seriously', 'quaker', 'country', 'winner', 'absolute', 'whole', 'swiss']","['unlike', 'miss', 'absolute', 'actually', 'cut', 'swiss', 'texture', 'winner', 'country', 'seriously']","['wheat', 'biscuit', 'oat', 'quaker', 'whole']"
1232,vanilla iced indiv caffeine soda orange stevia lemon mango beverage ually flower herbal illy lipton,"['vanilla', 'iced', 'indiv', 'caffeine', 'soda', 'orange', 'stevia', 'lemon', 'mango', 'beverage', 'ually', 'flower', 'herbal', 'illy', 'lipton']","['lipton', 'indiv', 'flower', 'illy', 'ually']","['soda', 'orange', 'stevia', 'mango', 'lemon', 'beverage', 'herbal', 'vanilla', 'caffeine', 'iced']"
1233,quite bread recipe wish melt stock baking stir certainly homemade bake awful stuck gluten-free moist,"['quite', 'bread', 'recipe', 'wish', 'melt', 'stock', 'baking', 'stir', 'certainly', 'homemade', 'bake', 'awful', 'stuck', 'gluten-free', 'moist']","['certainly', 'quite', 'stuck', 'awful', 'wish']","['melt', 'bake', 'homemade', 'bread', 'baking', 'stir', 'gluten-free', 'recipe', 'stock', 'moist']"
1234,atheist belief atheism religion existence truth ence keith universe christianity cannot mike strong accept argument,"['atheist', 'belief', 'atheism', 'religion', 'existence', 'truth', 'ence', 'keith', 'universe', 'christianity', 'cannot', 'mike', 'strong', 'accept', 'argument']","['strong', 'christianity', 'argument', 'atheism', 'existence', 'atheist', 'cannot', 'keith', 'universe', 'accept', 'ence', 'religion', 'belief', 'mike', 'truth']",[]
1235,cookie cooky microwave package chewy chocolate soft annie newton garbage bad toilet plastic bowl put,"['cookie', 'cooky', 'microwave', 'package', 'chewy', 'chocolate', 'soft', 'annie', 'newton', 'garbage', 'bad', 'toilet', 'plastic', 'bowl', 'put']","['annie', 'bad', 'newton', 'put', 'toilet', 'garbage']","['microwave', 'package', 'cookie', 'chocolate', 'cooky', 'plastic', 'bowl', 'soft', 'chewy']"
1236,period pittsburgh player louis chicago detroit third scorer division hartford lemieux shot boston hall dave,"['period', 'pittsburgh', 'player', 'louis', 'chicago', 'detroit', 'third', 'scorer', 'division', 'hartford', 'lemieux', 'shot', 'boston', 'hall', 'dave']","['dave', 'player', 'detroit', 'chicago', 'boston', 'lemieux', 'third', 'hall', 'shot', 'period', 'pittsburgh', 'scorer']","['louis', 'hartford', 'division']"
1237,brew bitter bold yet starbucks decaf instant drinker weak smooth brewing via mocha peppermint magic,"['brew', 'bitter', 'bold', 'yet', 'starbucks', 'decaf', 'instant', 'drinker', 'weak', 'smooth', 'brewing', 'via', 'mocha', 'peppermint', 'magic']",[],"['starbucks', 'weak', 'mocha', 'yet', 'bitter', 'decaf', 'smooth', 'peppermint', 'instant', 'drinker', 'brewing', 'magic', 'bold', 'brew', 'via']"
1238,moral keith define morality definition caltech livesey goal animal behavior murder school young human talking,"['moral', 'keith', 'define', 'morality', 'definition', 'caltech', 'livesey', 'goal', 'animal', 'behavior', 'murder', 'school', 'young', 'human', 'talking']",[],"['define', 'human', 'behavior', 'animal', 'morality', 'definition', 'young', 'goal', 'keith', 'caltech', 'murder', 'school', 'talking', 'moral', 'livesey']"
1239,ground wire connect circuit panel outlet wiring electrical math neutral cable duke screw swap subject,"['ground', 'wire', 'connect', 'circuit', 'panel', 'outlet', 'wiring', 'electrical', 'math', 'neutral', 'cable', 'duke', 'screw', 'swap', 'subject']","['ground', 'screw', 'math', 'duke']","['outlet', 'circuit', 'electrical', 'panel', 'neutral', 'swap', 'subject', 'cable', 'wiring', 'connect', 'wire']"
1240,launch nasa mission satellite three maybe adam surface friend baseball probe week research moon propulsion,"['launch', 'nasa', 'mission', 'satellite', 'three', 'maybe', 'adam', 'surface', 'friend', 'baseball', 'probe', 'week', 'research', 'moon', 'propulsion']","['probe', 'week', 'adam', 'maybe', 'baseball', 'three', 'friend']","['moon', 'satellite', 'nasa', 'mission', 'research', 'propulsion', 'surface', 'launch']"
1241,font pitt unit gordon cross output soon input link banks surrender error type current skepticism,"['font', 'pitt', 'unit', 'gordon', 'cross', 'output', 'soon', 'input', 'link', 'banks', 'surrender', 'error', 'type', 'current', 'skepticism']",['skepticism'],"['banks', 'surrender', 'gordon', 'input', 'error', 'type', 'pitt', 'soon', 'unit', 'font', 'current', 'output', 'link', 'cross']"
1242,switch radio signal input audio helmet level output receiver local noise relay circuit east paint,"['switch', 'radio', 'signal', 'input', 'audio', 'helmet', 'level', 'output', 'receiver', 'local', 'noise', 'relay', 'circuit', 'east', 'paint']","['switch', 'radio', 'input', 'audio', 'helmet', 'noise', 'signal', 'receiver', 'relay', 'output', 'paint']","['east', 'circuit', 'level', 'local']"
1243,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape,"['turkish', 'turk', 'turkey', 'greek', 'armenia', 'genoc', 'soviet', 'henrik', 'today', 'history', 'azeri', 'greece', 'nazi', 'ottoman', 'escape']","['henrik', 'today', 'greece']","['nazi', 'history', 'armenia', 'azeri', 'ottoman', 'turk', 'soviet', 'turkish', 'greek', 'turkey', 'genoc', 'escape']"
1244,mix sauce cheese recipe bread spicy pepper cook season cake meal chicken salad bake egg,"['mix', 'sauce', 'cheese', 'recipe', 'bread', 'spicy', 'pepper', 'cook', 'season', 'cake', 'meal', 'chicken', 'salad', 'bake', 'egg']","['season', 'cake']","['egg', 'sauce', 'bake', 'bread', 'meal', 'cook', 'pepper', 'cheese', 'mix', 'chicken', 'salad', 'recipe', 'spicy']"
1245,country kill weapon force iran action house religion land clinton citizen public arab arms nuclear,"['country', 'kill', 'weapon', 'force', 'iran', 'action', 'house', 'religion', 'land', 'clinton', 'citizen', 'public', 'arab', 'arms', 'nuclear']",['iran'],"['action', 'force', 'clinton', 'nuclear', 'house', 'citizen', 'public', 'arab', 'arms', 'kill', 'weapon', 'religion', 'land', 'country']"
1246,food study effects brain animal rochester gatech chemical cause taste effect prism eating reaction diet,"['food', 'study', 'effects', 'brain', 'animal', 'rochester', 'gatech', 'chemical', 'cause', 'taste', 'effect', 'prism', 'eating', 'reaction', 'diet']",['food'],"['gatech', 'effect', 'animal', 'prism', 'study', 'brain', 'diet', 'taste', 'rochester', 'reaction', 'eating', 'chemical', 'cause', 'effects']"
1247,crime criminal indiv self citizen public commit defense knife violent cause firearm uals abuse protect,"['crime', 'criminal', 'indiv', 'self', 'citizen', 'public', 'commit', 'defense', 'knife', 'violent', 'cause', 'firearm', 'uals', 'abuse', 'protect']","['indiv', 'commit']","['criminal', 'firearm', 'self', 'uals', 'citizen', 'public', 'knife', 'violent', 'protect', 'abuse', 'cause', 'crime', 'defense']"
1248,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,"['prefer', 'aftertaste', 'enjoy', 'packet', 'strong', 'leaf', 'smooth', 'bitter', 'light', 'morning', 'blend', 'cold', 'machine', 'brew', 'starbucks']","['strong', 'starbucks', 'bitter', 'packet', 'blend', 'enjoy', 'morning', 'cold', 'machine', 'brew']","['smooth', 'leaf', 'prefer', 'light', 'aftertaste']"
1249,firearm crime weapon defense criminal federal handgun bill vote police assault laws court citizen congress,"['firearm', 'crime', 'weapon', 'defense', 'criminal', 'federal', 'handgun', 'bill', 'vote', 'police', 'assault', 'laws', 'court', 'citizen', 'congress']",['congress'],"['federal', 'criminal', 'laws', 'firearm', 'bill', 'vote', 'court', 'handgun', 'citizen', 'assault', 'weapon', 'police', 'crime', 'defense']"
